Date,GRUB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.5597866766467066,-2.291354790419162,-0.9937312874251497,-1.8302769461077844,-1.6811377245508983,0.0
2018-09-25,1.0,-1.5598354525056095,-2.288332086761406,-0.9952318623784593,-1.8278795811518325,-1.6781039640987285,0.0
2018-09-26,1.0,-1.5642562757587113,-2.2948669913825404,-0.9997189958786064,-1.8309291869614088,-1.677032596478082,0.0
2018-09-27,1.0,-1.5660959865282065,-2.283468986808869,-1.0015904200580037,-1.8293572831883245,-1.6748994293198616,0.0
2018-09-28,1.0,-1.5642008790797717,-2.2835499859721313,-1.001683344243898,-1.8283924062470776,-1.6741793696811,0.0
2018-10-01,1.0,-1.566828903032572,-2.2836016473231,-1.002714339198802,-1.8307749906402095,-1.6758704605016845,0.0
2018-10-02,1.0,-1.5666822648572765,-2.28310715956949,-1.0034627983153954,-1.830135704258306,-1.6755264389330837,0.0
2018-10-03,1.0,-1.5647377769468076,-2.2709170795550153,-1.0014957464709733,-1.8315415537066468,-1.6796298027484342,0.0
2018-10-04,1.0,-1.5748149536212874,-2.26590461913239,-1.0056216621381053,-1.8440925700365407,-1.6790030919141758,0.0
2018-10-05,1.0,-1.5478930759235197,-2.2441061815481715,-0.9780025988490811,-1.8376647484685353,-1.6739372563578987,0.0
2018-10-08,1.0,-1.5409305337156598,-2.2339284062528906,-0.9689205438904819,-1.8374803440939784,-1.668485801498474,0.0
2018-10-09,1.0,-1.542904748680922,-2.235767842266037,-0.9712117004535777,-1.838193094510784,-1.6686105711376469,0.0
2018-10-10,1.0,-1.5464566929133858,-2.2360352014821676,-0.9740620657711903,-1.8412227883279295,-1.6658638258452987,0.0
2018-10-11,1.0,-1.3981617965837163,-2.1418538108037803,-0.8111506112893435,-1.730425734847828,-1.5892655857105698,0.0
2018-10-12,1.0,-1.3873843280414297,-2.108922658969352,-0.7860599371763307,-1.6788352152135155,-1.528482893284659,0.0
2018-10-15,1.0,-1.3561713271943905,-2.1495311311987835,-0.7401368590014361,-1.6733124947199458,-1.5290191771563741,0.0
2018-10-16,1.0,-1.3548931858481803,-2.150046440935574,-0.738748627881449,-1.6721269948492783,-1.5279912184412734,0.0
2018-10-17,1.0,-1.298628123468888,-2.0530785562632694,-0.6923076923076923,-1.6260819859545974,-1.4958353748162667,0.0
2018-10-18,1.0,-1.298089483997387,-2.0521717831482693,-0.6924395819725669,-1.626306335728282,-1.4955911169170477,0.0
2018-10-19,1.0,-1.2709609803289263,-2.026281844566269,-0.6635762657207352,-1.6187520154788777,-1.4823444050306354,0.0
2018-10-22,1.0,-1.2706990979381443,-2.0204574742268044,-0.6621295103092784,-1.6184761597938142,-1.4822809278350515,0.0
2018-10-23,1.0,-1.2746473196291819,-2.0219266424828697,-0.6683595324465942,-1.6155582426440953,-1.4808544941555826,0.0
2018-10-24,1.0,-1.2739858338699293,-2.017627173213136,-0.6584835801674178,-1.6165486155827429,-1.482372826786864,0.0
2018-10-25,1.0,-1.1833511368838698,-1.890508164199603,-0.6105600488325956,-1.5662292079963376,-1.3794445292232564,0.0
2018-10-26,1.0,-1.271974575562432,-2.0996905578322322,-0.5772350924144852,-1.8272141841599066,-1.5871874215940454,0.0
2018-10-29,1.0,-1.2572686492772887,-2.0946170460209337,-0.5628842000332281,-1.8144210001661405,-1.5779199202525338,0.0
2018-10-30,1.0,-1.2559162999252678,-2.0934982977663377,-0.5625674665780952,-1.813584654986299,-1.5780951590135348,0.0
2018-10-31,1.0,-1.2438425660747894,-2.0468865068325015,-0.5553555355535553,-1.7880697160625152,-1.5484821209393667,0.0
2018-11-01,1.0,-1.2278986392894973,-2.0547543387924714,-0.5387435834759228,-1.7827751975882016,-1.5437953230668948,0.0
2018-11-02,1.0,-1.2316137886493905,-2.000726568176314,-0.5249051424880924,-1.7873577137321388,-1.5282957939775572,0.0
2018-11-05,1.0,-1.2262673555053276,-2.017678398450113,-0.5236519212140781,-1.7879399418792379,-1.5167097190829835,0.0
2018-11-06,1.0,-1.2430088352111535,-2.0372051552241226,-0.5196563183918295,-1.7909540406906057,-1.5148739563913431,0.0
2018-11-07,1.0,-1.240867023867511,-2.0415651891540834,-0.5276018834226336,-1.791199870108784,-1.516967040103913,0.0
2018-11-08,1.0,-1.1966584059477174,-2.035814213766088,-0.4794148213286434,-1.7690462866735948,-1.513390358941562,0.0
2018-11-09,1.0,-1.1969939238887113,-2.0354173329069396,-0.48025263831148063,-1.768708026862808,-1.51351135273425,0.0
2018-11-12,1.0,-1.1889963532582843,-2.003567464721738,-0.4757412398921833,-1.7618519105755508,-1.497542413191692,0.0
2018-11-13,1.0,-1.1531615925058547,-1.9885245901639346,-0.4334113973458236,-1.7537861046057768,-1.4775175644028105,0.0
2018-11-14,1.0,-1.1552882362130918,-1.9887517575378848,-0.43344789876581785,-1.755506952038744,-1.4782065302296516,0.0
2018-11-15,1.0,-1.1580387863622146,-1.9974976540506726,-0.428292148889584,-1.7666562402252113,-1.469268063809822,0.0
2018-11-16,1.0,-1.149832827929399,-1.978850789207682,-0.42205116242904905,-1.757794883757095,-1.4669932353627246,0.0
2018-11-19,1.0,-1.1568014992972042,-1.9832109948461656,-0.4366703107918163,-1.76042480087459,-1.471732000624707,0.0
2018-11-20,1.0,-1.1233225358630263,-1.9636742248958816,-0.4027456424494833,-1.7509640598488356,-1.4716952028381922,0.0
2018-11-21,1.0,-1.1190168175937902,-1.9397306141085155,-0.403393957841869,-1.7304619130964158,-1.417091545544479,0.0
2018-11-23,1.0,-1.118501064153238,-1.9192003648525386,-0.4087868653086044,-1.736546062633019,-1.4180602006688963,0.0
2018-11-26,1.0,-1.1179689875342047,-1.9268014594101548,-0.4063545150501672,-1.7344177561568863,-1.4154758285193065,0.0
2018-11-27,1.0,-1.1048545153022766,-1.9268807477762702,-0.38150158299412035,-1.723352932308156,-1.4015528418513494,0.0
2018-11-28,1.0,-1.110030395136778,-1.9654255319148937,-0.37743161094224925,-1.7322948328267478,-1.413677811550152,0.0
2018-11-29,1.0,-1.0637901482971905,-1.9323347492361576,-0.33519636336537745,-1.7144347566882776,-1.4063641105894626,0.0
2018-11-30,1.0,-1.0644512331420908,-1.9332389538782508,-0.3332836599359213,-1.7159675135980925,-1.4041427613441622,0.0
2018-12-03,1.0,-1.0673947191263369,-1.9474904630114442,-0.32059241528910165,-1.7289251252898497,-1.4155883012940385,0.0
2018-12-04,1.0,-1.0585605721949038,-1.94590970049173,-0.3156757562211295,-1.722470570704813,-1.4078378781105647,0.0
2018-12-06,1.0,-1.0024256260255404,-1.811799957194835,-0.3393736177498752,-1.6689020475137335,-1.3116929442819434,0.0
2018-12-07,1.0,-1.0157830547385036,-1.82036014061267,-0.347083721931272,-1.6788148360714543,-1.3120740368749553,0.0
2018-12-10,1.0,-0.978723404255319,-1.8083697336902917,-0.3257010004227138,-1.659504015781316,-1.2729322248837536,0.0
2018-12-11,1.0,-0.9972371776707283,-1.8106404080476053,-0.3373476905638991,-1.6739869651459336,-1.2648767356191555,0.0
2018-12-12,1.0,-0.9973082099596232,-1.8102996387334422,-0.33774881348728486,-1.673655875894312,-1.2646454629170505,0.0
2018-12-13,1.0,-0.9946943972835314,-1.8021363893604976,-0.34083191850594224,-1.67621675155631,-1.2602574985851724,0.0
2018-12-14,1.0,-0.9949105817487804,-1.7953629744822222,-0.3443839683325086,-1.6754082137555664,-1.2585707217077826,0.0
2018-12-17,1.0,-0.974494469104488,-1.8015218769816104,-0.3193123370675685,-1.6644824913689849,-1.2859155921933347,0.0
2018-12-18,1.0,-0.9571030640668524,-1.7782033426183845,-0.3010445682451253,-1.6510445682451254,-1.2763927576601672,0.0
2018-12-19,1.0,-0.9565459610027855,-1.7782729805013926,-0.3012534818941504,-1.651183844011142,-1.2765320334261838,0.0
2018-12-20,1.0,-0.9424018762502587,-1.747258053390357,-0.31785886735186597,-1.6355797751258883,-1.2548113402772987,0.0
2018-12-21,1.0,-0.9349582363412295,-1.7438723812132,-0.3082294947281939,-1.6330959879501574,-1.2262768725181432,0.0
2018-12-24,1.0,-0.9013407367280607,-1.706189057421452,-0.31094257854821233,-1.6170774647887323,-1.2357800650054171,0.0
2018-12-26,1.0,-0.9005025125628141,-1.7182579564489113,-0.2911892797319933,-1.581641541038526,-1.2085762144053602,0.0
2018-12-27,1.0,-0.8041439614750983,-1.6319858066151314,-0.26023317703713095,-1.4628690913699152,-1.1771004942339374,0.0
2018-12-28,1.0,-0.8038010769718087,-1.6321191004117837,-0.25993031358885016,-1.4625910674691163,-1.1766233766233767,0.0
2018-12-31,1.0,-0.8030159031869732,-1.633656465817652,-0.2603434074637268,-1.46245960843946,-1.1765190394728504,0.0
2019-01-02,1.0,-0.800923875213567,-1.6343099411504145,-0.25185091438334495,-1.462064165031956,-1.1788268050370183,0.0
2019-01-03,1.0,-0.805632911392405,-1.6275316455696203,-0.270506329113924,-1.4656329113924051,-1.1597468354430378,0.0
2019-01-04,1.0,-0.7752492006770735,-1.6290514701272647,-0.26079869600651995,-1.4478089148015798,-1.156291141621215,0.0
2019-01-07,1.0,-0.7279926896131587,-1.5692963752665245,-0.2797441364605544,-1.4125494974109047,-1.102406335668596,0.0
2019-01-08,1.0,-0.727267197859011,-1.563773493096527,-0.27972751049206257,-1.4125661456115808,-1.0990207408308497,0.0
