Date,EDU,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7018859028760018,-1.0316360207449315,-0.27859500235737855,-0.9244695898161245,-0.7781706742102782,0.0
2018-09-25,1.0,-0.7018276762402088,-1.0460004747211014,-0.2707809162117256,-0.9364348445288393,-0.7922145739378115,0.0
2018-09-26,1.0,-0.7036386091582748,-1.0485464563936917,-0.2740832224966749,-0.9361580847425423,-0.7877161314839445,0.0
2018-09-27,1.0,-0.7070994684889901,-1.0384870918754745,-0.27690774487471526,-0.9359813971146546,-0.7871583143507973,0.0
2018-09-28,1.0,-0.704447292230291,-1.0409131899947792,-0.27770658313161517,-0.9358298922587689,-0.7874602496558926,0.0
2018-10-01,1.0,-0.7038901819218163,-1.0433192419132666,-0.2783451289602432,-0.9359236213366265,-0.7884387023227094,0.0
2018-10-02,1.0,-0.7077033837293016,-1.0962802975761938,-0.2665706743460523,-0.9390928725701944,-0.7900167986561074,0.0
2018-10-03,1.0,-0.734437775903973,-1.1849114627250632,-0.2739447448043252,-0.9647338921680472,-0.8020435494271118,0.0
2018-10-04,1.0,-0.7487662628981606,-1.1767608793180797,-0.27540999950152034,-0.9852948507053486,-0.7985643786451323,0.0
2018-10-05,1.0,-0.7365391295717334,-1.169123120440673,-0.26083072800357304,-0.9917621954245447,-0.8043273286685525,0.0
2018-10-08,1.0,-0.7337228301232855,-1.1639847502104272,-0.25592909838094763,-0.9949992573154428,-0.8025944447195127,0.0
2018-10-09,1.0,-0.7340067340067341,-1.1643394731630026,-0.2560903149138443,-0.994949494949495,-0.8020895226777579,0.0
2018-10-10,1.0,-0.7505383883407623,-1.176040466770171,-0.2647868983823309,-1.0148244603595935,-0.8020734211448891,0.0
2018-10-11,1.0,-0.6950687851191629,-1.157043208680488,-0.19661887231156752,-0.9916198411160627,-0.8036233288122456,0.0
2018-10-12,1.0,-0.7143677610797359,-1.1492773044893272,-0.1918732650521681,-0.9640088063558917,-0.7665358476117546,0.0
2018-10-15,1.0,-0.7228331332533013,-1.1452100840336135,-0.1964465786314526,-0.9693637454981993,-0.7680672268907563,0.0
2018-10-16,1.0,-0.7200864968765017,-1.158913983661701,-0.18683325324363284,-0.9707352234502642,-0.7688130706391157,0.0
2018-10-17,1.0,-0.7005329937267111,-1.111551341917834,-0.17395405877081271,-0.9604735625678034,-0.7702938540634876,0.0
2018-10-18,1.0,-0.702460216272371,-1.1155971100722482,-0.17212069698257543,-0.9602871039335128,-0.7716390423572743,0.0
2018-10-19,1.0,-0.6901929561633571,-1.1014893218433872,-0.1581116523042338,-0.9645934807043838,-0.7689677781940802,0.0
2018-10-22,1.0,-0.6923689138576778,-1.0942415730337078,-0.15168539325842695,-0.9696629213483146,-0.7736891385767789,0.0
2018-10-23,1.0,-0.7029698310349697,-1.101284887278204,-0.1659057749329317,-0.9633830658445899,-0.7730503129853628,0.0
2018-10-24,1.0,-0.7661678388239649,-1.319866744222939,-0.17873195494685631,-1.1119983078631483,-0.9111628152926867,0.0
2018-10-25,1.0,-0.711636697997548,-1.2426440539436046,-0.16361871679607684,-1.1318451164691459,-0.8586023702492849,0.0
2018-10-26,1.0,-0.7001365084180191,-1.2246321856514486,-0.15749026745538197,-1.1272056221244755,-0.8464027503918298,0.0
2018-10-29,1.0,-0.6713612592554238,-1.3213379588877956,-0.10013980220576814,-1.1601511934966087,-0.9249210376430385,0.0
2018-10-30,1.0,-0.6677364252808117,-1.3214452093793676,-0.09777938816708939,-1.1605673171489208,-0.9286194937626171,0.0
2018-10-31,1.0,-0.6711275188432548,-1.2866738450494795,-0.10142029431369531,-1.1520278931446444,-0.9161667435779111,0.0
2018-11-01,1.0,-0.6660179257362355,-1.2914212548015365,-0.09649167733674775,-1.151754161331626,-0.9160051216389244,0.0
2018-11-02,1.0,-0.6658631654528671,-1.2955174889732282,-0.09790747769001949,-1.1515540055390299,-0.9179403015693918,0.0
2018-11-05,1.0,-0.6621219887237314,-1.304715530497181,-0.09789851358277805,-1.1514607893388005,-0.9093798052280881,0.0
2018-11-06,1.0,-0.6795003598231727,-1.3216819163154108,-0.08892772694561529,-1.149223810013365,-0.9009458209108667,0.0
2018-11-07,1.0,-0.6756354300385109,-1.3204107830551988,-0.09509627727856225,-1.1449550706033376,-0.8986906290115533,0.0
2018-11-08,1.0,-0.6438258386866523,-1.3349138370551648,-0.056592230039767516,-1.1433159987763841,-0.9198021821148158,0.0
2018-11-09,1.0,-0.6436072593800979,-1.3343699021207176,-0.057351141924959215,-1.1429955138662315,-0.9195554649265906,0.0
2018-11-12,1.0,-0.6427335640138409,-1.3291268064319153,-0.05663545695094647,-1.143038876450234,-0.9170059027071037,0.0
2018-11-13,1.0,-0.616350926957755,-1.3389220950258331,-0.01641171107283963,-1.1689291865059264,-0.9247796575828183,0.0
2018-11-14,1.0,-0.6209067370665584,-1.3403056302990304,-0.015230745798852616,-1.1734274254962684,-0.9269939584708331,0.0
2018-11-15,1.0,-0.6220452470325657,-1.3442223800344932,-0.011007405904433398,-1.1810895810084203,-0.9142233945419499,0.0
2018-11-16,1.0,-0.6181036662452591,-1.3303160556257903,-0.006219974715549937,-1.1797724399494312,-0.9224778761061947,0.0
2018-11-19,1.0,-0.6278249309745373,-1.3387871970549137,-0.03164945290929543,-1.1829430412107578,-0.9318437468043766,0.0
2018-11-20,1.0,-0.5736895674300254,-1.3345547073791346,-0.0,-1.2042239185750636,-0.9766412213740457,0.0
2018-11-21,1.0,-0.5787566070979109,-1.3216712811477473,-0.0,-1.1951673798137428,-0.9383840926252203,0.0
2018-11-23,1.0,-0.5789023162134945,-1.3229103726082578,-0.0,-1.1948640483383686,-0.9385699899295066,0.0
2018-11-26,1.0,-0.5796319637005294,-1.321754474413915,-0.0,-1.1983866901941014,-0.9418704310562138,0.0
2018-11-27,1.0,-0.5679927848481812,-1.321875939472893,-0.0,-1.1889968934763002,-0.9317065838260347,0.0
2018-11-28,1.0,-0.5691452049303537,-1.3185689948892674,-0.0,-1.1901493135584726,-0.9326585830243511,0.0
2018-11-29,1.0,-0.5361273104675299,-1.2965800138380945,-0.0,-1.1781654640703767,-0.9313037461698132,0.0
2018-11-30,1.0,-0.53575134654346,-1.296783120027672,-0.0,-1.1785837821811533,-0.9303256411523447,0.0
2018-12-03,1.0,-0.5355501754039231,-1.2967537921834085,-0.0,-1.1785167251346411,-0.9301842976431643,0.0
2018-12-04,1.0,-0.540860482467048,-1.3027605073364834,-0.0,-1.1911962198458095,-0.9390698831136532,0.0
2018-12-06,1.0,-0.5278934624697337,-1.2002905569007265,-0.012832929782082326,-1.2055690072639227,-0.8960774818401938,0.0
2018-12-07,1.0,-0.528352137910997,-1.2003777056801124,-0.012735460752505931,-1.205849595661227,-0.8950656142559683,0.0
