Date,IWF,IWM,MTUM,SPY,VCTR,VLUE,VXX
2018-12-04,-0.0,-1.4051191526919682,-0.0,-2.648720211827008,1.0,-1.735487813157716,0.0
2018-12-06,-0.0,-1.1730110392082223,-0.0,-2.584253267351859,1.0,-1.5871082349955588,0.0
2018-12-07,-0.0,-1.1827427401816553,-0.0,-2.5979275937060256,1.0,-1.615581425099143,0.0
2018-12-10,-0.0,-1.1989883022447043,-0.0,-2.5957002845399932,1.0,-1.5284223838128357,0.0
2018-12-11,-0.0,-1.1991139240506328,-0.0,-2.6164556962025314,1.0,-1.513607594936709,0.0
2018-12-12,-0.0,-1.199291184102272,-0.0,-2.6166698310233527,1.0,-1.512815644579457,0.0
2018-12-13,-0.0,-1.1912195743596279,-0.0,-2.6652223779788455,1.0,-1.5154199056964446,0.0
2018-12-14,-0.0,-1.1985842739621198,-0.0,-2.660672151010777,1.0,-1.5178878898029462,0.0
2018-12-17,-0.0,-1.1806476046203371,-0.0,-2.6087862147320586,1.0,-1.522502051379158,0.0
2018-12-18,-0.0,-1.1318300086730269,-0.0,-2.561826291661504,1.0,-1.5013629042250032,0.0
2018-12-19,-0.0,-1.1373609298278327,-0.0,-2.5707626328547453,1.0,-1.5073031263596246,0.0
2018-12-20,-0.0,-1.1000183970074202,-0.0,-2.5557122708039492,1.0,-1.4765438155393389,0.0
2018-12-21,-0.0,-1.0956679794001818,-0.0,-2.5602544683429262,1.0,-1.402787034232051,0.0
2018-12-24,-0.0,-1.0068027210884352,-0.0,-2.5441569484936832,1.0,-1.5228984450923226,0.0
2018-12-26,-0.0,-1.0555854723867648,-0.0,-2.4543768324059116,1.0,-1.4733441033925685,0.0
2018-12-27,-0.0,-0.953687629501036,-0.0,-2.13031304250434,1.0,-1.5160441283530268,0.0
2018-12-28,-0.0,-0.9659593527797995,-0.0,-2.126028777783999,1.0,-1.506746542746767,0.0
2018-12-31,-0.0,-0.9771146511106125,-0.0,-2.125925510433027,1.0,-1.5061700695535112,0.0
2019-01-02,-0.0,-1.0198139911039223,-0.0,-2.199757379700768,1.0,-1.5571601871642309,0.0
2019-01-03,-0.0,-1.0199318273730429,-0.0,-2.199260500317754,1.0,-1.5581489398578774,0.0
2019-01-04,-0.0,-1.0401811303450648,-0.0,-2.110397798922389,1.0,-1.5813940158202455,0.0
2019-01-07,-0.0,-0.9525148908007941,-0.0,-2.0681667769688947,1.0,-1.4944848885947495,0.0
2019-01-08,-0.0,-0.9207866402988354,-0.0,-2.0889364974730826,1.0,-1.483575038453087,0.0
2019-01-09,-0.0,-0.8902352102637205,-0.0,-2.087121004441033,1.0,-1.5054553429464335,0.0
2019-01-10,-0.0,-0.8825979720471362,-0.0,-2.0972321183885994,1.0,-1.5011235955056181,0.0
2019-01-11,-0.0,-0.8800679377602455,-0.0,-2.096920885382424,1.0,-1.5018628095551172,0.0
2019-01-14,-0.0,-0.8820661700262927,-0.0,-2.1008983347940404,1.0,-1.4946866783523225,0.0
2019-01-15,-0.0,-0.8746376415249139,-0.0,-2.0996007219821693,1.0,-1.4953235245856809,0.0
2019-01-16,-0.0,-0.8707151462052349,-0.0,-2.0635198773409265,1.0,-1.5416712298762458,0.0
2019-01-17,-0.0,-0.8622275763881283,-0.0,-2.068557660716241,1.0,-1.5450114992881394,0.0
2019-01-18,-0.0,-0.8601903511650805,-0.0,-2.0667870036101084,1.0,-1.5428837107537468,0.0
2019-01-22,-0.0,-0.8799716296579191,-0.0,-2.065088111735501,1.0,-1.510829832505865,0.0
2019-01-23,-0.0,-0.8621793133373108,-0.0,-2.0737647122633835,1.0,-1.4879318761186744,0.0
2019-01-24,-0.0,-0.8677053363009608,-0.0,-2.068780196514847,1.0,-1.4920471201346288,0.0
2019-01-25,-0.0,-0.8633645063070899,-0.0,-2.1014571552849066,1.0,-1.4723249238799476,0.0
2019-01-28,-0.0,-0.847759096069633,-0.0,-2.0975293290803916,1.0,-1.4609936746499432,0.0
2019-01-29,-0.0,-0.8245385450597176,-0.0,-2.1069489685124863,1.0,-1.4973941368078176,0.0
2019-01-30,-0.0,-0.8221440173253926,-0.0,-2.101732539252842,1.0,-1.4903086085544126,0.0
2019-01-31,-0.0,-0.8538678835289004,-0.0,-2.031942633637549,1.0,-1.5466101694915255,0.0
2019-02-01,-0.0,-0.855079572705472,-0.0,-2.0492151733158925,1.0,-1.5458360584259865,0.0
2019-02-04,-0.0,-0.8560135208810381,-0.0,-2.047813760767637,1.0,-1.5481408788572675,0.0
2019-02-05,-0.0,-0.8693868621123448,-0.0,-2.0489525788984304,1.0,-1.5512224470819886,0.0
2019-02-06,-0.0,-0.8802077577632887,-0.0,-2.052270969167864,1.0,-1.5929384462371532,0.0
2019-02-07,-0.0,-0.8842879256965944,-0.0,-2.058381247235736,1.0,-1.5858027421494911,0.0
2019-02-08,-0.0,-0.8790746582544691,-0.0,-2.0757097791798107,1.0,-1.5795561458852179,0.0
2019-02-11,-0.0,-0.8730114584492158,-0.0,-2.0965068416954056,1.0,-1.5928913116030705,0.0
2019-02-12,-0.0,-0.9045645477457295,-0.0,-2.1010361243349203,1.0,-1.5950714085690283,0.0
2019-02-13,-0.0,-0.9322043371339146,-0.0,-2.0837245696400624,1.0,-1.5731611893583726,0.0
2019-02-14,-0.0,-0.8707166853303472,-0.0,-2.1218365061590148,1.0,-1.6065509518477044,0.0
2019-02-15,-0.0,-0.9050914205344586,-0.0,-2.1172995780590718,1.0,-1.6034880450070323,0.0
2019-02-19,-0.0,-0.8644001996561478,-0.0,-2.109034440685486,1.0,-1.5725694637014034,0.0
2019-02-20,-0.0,-0.8753883710608078,-0.0,-2.103473146915224,1.0,-1.5692964935641365,0.0
2019-02-21,-0.0,-0.870451641575468,-0.0,-2.1075495805788567,1.0,-1.577245708571746,0.0
2019-02-22,-0.0,-0.8647281218725676,-0.0,-2.1148671188702326,1.0,-1.5803402646502835,0.0
2019-02-25,-0.0,-0.876229001629305,-0.0,-2.145176695319962,1.0,-1.5968874655879541,0.0
2019-02-26,-0.0,-0.8818354997758853,-0.0,-2.131331241595697,1.0,-1.5897579560735096,0.0
2019-02-27,-0.0,-0.8742431038349406,-0.0,-2.1392688943709355,1.0,-1.5931262614936086,0.0
2019-02-28,-0.0,-0.8723045822102427,-0.0,-2.1381963162623543,1.0,-1.6048966756513927,0.0
2019-03-01,-0.0,-0.8658516067522853,-0.0,-2.1377937300207503,1.0,-1.6046211653861253,0.0
2019-03-04,-0.0,-0.8703797184362556,-0.0,-2.1293959279825003,1.0,-1.6090638846822594,0.0
2019-03-05,-0.0,-0.8526315789473684,-0.0,-2.161328454826907,1.0,-1.6150295524908527,0.0
2019-03-06,-0.0,-0.8446192750772689,-0.0,-2.164091036808092,1.0,-1.6107895476257377,0.0
2019-03-07,-0.0,-0.8053270661966313,-0.0,-2.1875104918583177,1.0,-1.6028761680935593,0.0
2019-03-08,-0.0,-0.7700859019706924,-0.0,-2.2452417045645947,1.0,-1.5991802818482963,0.0
2019-03-11,-0.0,-0.7844393592677344,-0.0,-2.2549199084668192,1.0,-1.6814645308924485,0.0
2019-03-12,-0.0,-0.7275,-0.0,-2.3082558139534886,1.0,-1.7781976744186048,0.0
2019-03-13,-0.0,-0.7646133224546886,-0.0,-2.300658546535346,1.0,-1.76257357654875,0.0
2019-03-14,-0.0,-0.7706609161906981,-0.0,-2.296479776197692,1.0,-1.7609861289194542,0.0
2019-03-15,-0.0,-0.7491953888466266,-0.0,-2.3128913336064136,1.0,-1.7896307566270702,0.0
2019-03-18,-0.0,-0.787179024595586,-0.0,-2.3656864513801192,1.0,-1.860785374947381,0.0
2019-03-19,-0.0,-0.7767665952890793,-0.0,-2.3152510111824887,1.0,-1.856114679990483,0.0
2019-03-20,-0.0,-0.7680892740547277,-0.0,-2.2969668190182224,1.0,-1.8706594645931025,0.0
2019-03-21,-0.0,-0.7724458204334365,-0.0,-2.3581805191712313,1.0,-1.8231721838532984,0.0
2019-03-22,-0.0,-0.776058288673451,-0.0,-2.412837959896429,1.0,-1.8327211416872404,0.0
2019-03-25,-0.0,-0.6385350318471338,-0.0,-2.444680349138948,1.0,-1.8143430054258083,0.0
2019-03-26,-0.0,-0.6555132174327221,-0.0,-2.451595618004287,1.0,-1.846749226006192,0.0
2019-03-27,-0.0,-0.640724629044753,-0.0,-2.471843155950182,1.0,-1.846493057624695,0.0
2019-03-28,-0.0,-0.6335240820219361,-0.0,-2.4609561278016217,1.0,-1.8663567000476873,0.0
2019-03-29,-0.0,-0.6381088654385024,-0.0,-2.4589518869611875,1.0,-1.8649019257139452,0.0
2019-04-01,-0.0,-0.6512514898688916,-0.0,-2.4505363528009534,1.0,-1.8576877234803337,0.0
2019-04-02,-0.0,-0.6717117758784427,-0.0,-2.45744301994302,1.0,-1.8063271604938271,0.0
2019-04-03,-0.0,-0.6729436844910287,-0.0,-2.455853615206964,1.0,-1.7929176289453426,0.0
2019-04-04,-0.0,-0.6690174232547114,-0.0,-2.454130615147564,1.0,-1.803069811544388,0.0
2019-04-05,-0.0,-0.6626277025421715,-0.0,-2.4626989783796622,1.0,-1.8143858398669517,0.0
2019-04-08,-0.0,-0.656465005931198,-0.0,-2.464709371293001,1.0,-1.8099644128113879,0.0
2019-04-09,-0.0,-0.6415544164977947,-0.0,-2.51984741923948,1.0,-1.7987245202050304,0.0
2019-04-10,-0.0,-0.6216537775133849,-0.0,-2.533372992266508,1.0,-1.793813206424747,0.0
2019-04-11,-0.0,-0.5878996790681089,-0.0,-2.5820159277308927,1.0,-1.7732675621062644,0.0
2019-04-12,-0.0,-0.6043698085951607,-0.0,-2.622005537498495,1.0,-1.7926447574334896,0.0
2019-04-15,-0.0,-0.5961868671916631,-0.0,-2.5622002486825743,1.0,-1.7626265616673573,0.0
2019-04-16,-0.0,-0.5977958167920838,-0.0,-2.567043905907448,1.0,-1.760383954494282,0.0
2019-04-17,-0.0,-0.591284213026183,-0.0,-2.571097785430149,1.0,-1.7748025886124799,0.0
2019-04-18,-0.0,-0.6097531965506988,-0.0,-2.5617603330359797,1.0,-1.7756170086232532,0.0
2019-04-22,-0.0,-0.6296939569982631,-0.0,-2.5713002335748936,1.0,-1.7881655387195303,0.0
2019-04-23,-0.0,-0.6435495452369555,-0.0,-2.5756342747726184,1.0,-1.764600287218765,0.0
2019-04-24,-0.0,-0.6244268445185494,-0.0,-2.5558863812302746,1.0,-1.7745489191925206,0.0
2019-04-25,-0.0,-0.6676936087954574,-0.0,-2.6006403286214814,1.0,-1.7725021142926183,0.0
2019-04-26,-0.0,-0.6436102910164487,-0.0,-2.603542808941375,1.0,-1.7780321744893652,0.0
2019-04-29,-0.0,-0.637280807110257,-0.0,-2.596564977179918,1.0,-1.7714989190487627,0.0
2019-04-30,-0.0,-0.6316769813134652,-0.0,-2.5943639968755634,1.0,-1.7824911374151293,0.0
2019-05-01,-0.0,-0.6344396344396345,-0.0,-2.599987974987975,1.0,-1.778018278018278,0.0
2019-05-02,-0.0,-0.6388106228643367,-0.0,-2.561597026557161,1.0,-1.7944367843654454,0.0
2019-05-03,-0.0,-0.6391536294431457,-0.0,-2.5611700533477193,1.0,-1.7938620152250793,0.0
2019-05-06,-0.0,-0.5848457622042529,-0.0,-2.5870020964360587,1.0,-1.8179694519317162,0.0
2019-05-07,-0.0,-0.5929681406371872,-0.0,-2.587808243835123,1.0,-1.8191036179276414,0.0
2019-05-08,-0.0,-0.6049477930707168,-0.0,-2.5311461794019934,1.0,-1.7964523018509733,0.0
2019-05-09,-0.0,-0.6021556318844012,-0.0,-2.5261755300248727,1.0,-1.7937344545777565,0.0
2019-05-10,-0.0,-0.5949322333529758,-0.0,-2.5228049499116088,1.0,-1.775014731879788,0.0
2019-05-13,-0.0,-0.5927671103781365,-0.0,-2.521734008717164,1.0,-1.7754741430085994,0.0
2019-05-14,-0.0,-0.5294151607874834,-0.0,-2.5008371341146582,1.0,-1.7430286934934474,0.0
2019-05-15,-0.0,-0.5299624386015602,-0.0,-2.5197919676394105,1.0,-1.7289800635654435,0.0
2019-05-16,-0.0,-0.5319839935046106,-0.0,-2.536159600997506,1.0,-1.7313112567418665,0.0
2019-05-17,-0.0,-0.5322448979591836,-0.0,-2.5602332361516034,1.0,-1.7384839650145774,0.0
2019-05-20,-0.0,-0.49043529760142135,-0.0,-2.637785016286645,1.0,-1.7941960319810482,0.0
2019-05-21,-0.0,-0.5016793353367509,-0.0,-2.609746037357846,1.0,-1.780979317659537,0.0
2019-05-22,-0.0,-0.4781038900535756,-0.0,-2.5892732354996504,1.0,-1.7560563708362449,0.0
2019-05-23,-0.0,-0.4781673353101924,-0.0,-2.5986975986975986,1.0,-1.7374265945694516,0.0
2019-05-24,-0.0,-0.4298281150529545,-0.0,-2.6091787719196713,1.0,-1.7483650674228832,0.0
2019-05-28,-0.0,-0.41138324358751666,-0.0,-2.618088124601934,1.0,-1.7605813212900236,0.0
2019-05-29,-0.0,-0.4270442068766252,-0.0,-2.624963883270731,1.0,-1.7266108061253973,0.0
2019-05-30,-0.0,-0.4172764692430826,-0.0,-2.5924422593185454,1.0,-1.707180425337297,0.0
2019-05-31,-0.0,-0.415662306505969,-0.0,-2.5839378534300566,1.0,-1.7124007539841206,0.0
2019-06-03,-0.0,-0.4182684129954074,-0.0,-2.560752962521971,1.0,-1.6908771332993138,0.0
2019-06-04,-0.0,-0.4069251762565385,-0.0,-2.6154764612235613,1.0,-1.6632931544234706,0.0
2019-06-05,-0.0,-0.378047422909941,-0.0,-2.6021930312813093,1.0,-1.5858287877101191,0.0
2019-06-06,-0.0,-0.39223970204013564,-0.0,-2.5781866696314415,1.0,-1.5885819111679362,0.0
2019-06-07,-0.0,-0.4284761957669019,-0.0,-2.5487472918171212,1.0,-1.5780789956113548,0.0
2019-06-10,-0.0,-0.4229299363057325,-0.0,-2.536139573525339,1.0,-1.5795624480753254,0.0
2019-06-11,-0.0,-0.4336833916763905,-0.0,-2.5495915985997666,1.0,-1.5732066455520366,0.0
2019-06-12,-0.0,-0.4513693723480465,-0.0,-2.518157271174299,1.0,-1.541026064914311,0.0
2019-06-13,-0.0,-0.4742478608887662,-0.022246756831355227,-2.499530775600331,1.0,-1.5242616616064033,0.0
2019-06-14,-0.0,-0.4611819235225956,-0.041107984329305305,-2.5076422225900785,1.0,-1.5078629365999008,0.0
2019-06-17,-0.0,-0.4569380608448238,-0.03961479536003502,-2.469358721820967,1.0,-1.5057999562267455,0.0
2019-06-18,-0.0,-0.46188757655293095,-0.043525809273840775,-2.4594816272965883,1.0,-1.5031714785651793,0.0
2019-06-19,-0.0,-0.427490061536786,-0.08108696836028972,-2.451070086587159,1.0,-1.4860861515002997,0.0
2019-06-20,-0.0,-0.4463909164639091,-0.05806974858069748,-2.4288726682887267,1.0,-1.4735333874020005,0.0
2019-06-21,-0.0,-0.46088078722374576,-0.05318062053019304,-2.3988815400333388,1.0,-1.4642684303919986,0.0
2019-06-24,-0.0,-0.4321040748306634,-0.061391248252876035,-2.380711751424578,1.0,-1.501558972153532,0.0
2019-06-25,-0.0,-0.4587631650013502,-0.05579260059411288,-2.3798001620307856,1.0,-1.5066702673507966,0.0
2019-06-26,-0.0,-0.46457891589191536,-0.03718806067525689,-2.360789430761703,1.0,-1.574294568585875,0.0
2019-06-27,-0.0,-0.4528671785655939,-0.05467516201056473,-2.3595273103523393,1.0,-1.5786636170560366,0.0
2019-06-28,-0.0,-0.4487597911227154,-0.05716927763272411,-2.3577567449956485,1.0,-1.5758268059181897,0.0
2019-07-01,-0.0,-0.4362944851942407,-0.0662863352349905,-2.3807660961695194,1.0,-1.5499592502037491,0.0
2019-07-02,-0.0,-0.43665490089600867,-0.06038555525386912,-2.3841976649470538,1.0,-1.5490632636437687,0.0
2019-07-03,-0.0,-0.4102774585453948,-0.08482460460789142,-2.420237508892902,1.0,-1.5572155639468068,0.0
2019-07-05,-0.0,-0.42365826944140195,-0.07059145673603505,-2.4159364731653885,1.0,-1.5662650602409636,0.0
2019-07-08,-0.0,-0.4301063479881592,-0.06495998245806381,-2.4171143514965463,1.0,-1.569619559258853,0.0
2019-07-09,-0.0,-0.42958171152897323,-0.06129049942437367,-2.4229483032728467,1.0,-1.5683350693492681,0.0
2019-07-10,-0.0,-0.40935287337395027,-0.05993742795982216,-2.4477743015533235,1.0,-1.571710851309073,0.0
2019-07-11,-0.0,-0.4000439487996484,-0.0732296874141625,-2.454815140361479,1.0,-1.5655111794759107,0.0
2019-07-12,-0.0,-0.40665678035920244,-0.07173065304553193,-2.4509803921568625,1.0,-1.562970286153677,0.0
2019-07-15,-0.0,-0.4269076525847388,-0.08927099928583201,-2.436246772510026,1.0,-1.5411745316706038,0.0
2019-07-16,-0.0,-0.4423881912315488,-0.10233531614893147,-2.4355584930601455,1.0,-1.5275391055298522,0.0
2019-07-17,-0.0,-0.4478902721163379,-0.10096948330946347,-2.4333480224743855,1.0,-1.5262201167786713,0.0
2019-07-18,-0.0,-0.4459311851447296,-0.11015838339705078,-2.401201529219006,1.0,-1.5042599672310213,0.0
2019-07-19,-0.0,-0.4496062154108131,-0.12861856108982544,-2.2998616432524477,1.0,-1.4433269476372925,0.0
2019-07-22,-0.0,-0.47850565640620885,-0.13738489871086557,-2.258247829518548,1.0,-1.3876348329387005,0.0
2019-07-23,-0.0,-0.4761479926528471,-0.13534505379165573,-2.2492259249540805,1.0,-1.3872999212805037,0.0
2019-07-24,-0.0,-0.4705265915640556,-0.12680115273775217,-2.251716007335604,1.0,-1.3906733036416032,0.0
2019-07-25,-0.0,-0.441321189279732,-0.14075586264656617,-2.279889028475712,1.0,-1.3725397822445562,0.0
2019-07-26,-0.0,-0.42955020920502085,-0.1432008368200837,-2.2852510460251043,1.0,-1.3721234309623431,0.0
2019-07-29,-0.0,-0.39176120027183864,-0.14449265513095302,-2.283862198755816,1.0,-1.4075487479742799,0.0
2019-07-30,-0.0,-0.39943491000418585,-0.15001046462955211,-2.2758476349937213,1.0,-1.4069694432817077,0.0
2019-07-31,-0.0,-0.399120050282841,-0.15205321600670438,-2.27383197150639,1.0,-1.4127906976744187,0.0
2019-08-01,-0.0,-0.41475787051563645,-0.1550570024056061,-2.2600146428197885,1.0,-1.3996966844472336,0.0
2019-08-02,-0.0,-0.3939774153074027,-0.1754496026767043,-2.2574759514847345,1.0,-1.4010351317440402,0.0
2019-08-05,-0.0,-0.3907326236693801,-0.1634836151116677,-2.258348987685243,1.0,-1.4055520768106866,0.0
2019-08-06,-0.0,-0.39372215679246253,-0.1669824363766706,-2.175943468687593,1.0,-1.3838906241999078,0.0
2019-08-07,-0.0,-0.4254070331240749,-0.13581381105496862,-2.1517378655642325,1.0,-1.3909049150206707,0.0
2019-08-08,-0.0,-0.4263332482776218,-0.13656545036999232,-2.151212043888747,1.0,-1.389231946925236,0.0
2019-08-09,-0.0,-0.41724243040032516,-0.1324933956512904,-2.14651493598862,1.0,-1.3840174761227395,0.0
2019-08-12,-0.0,-0.40790605861213747,-0.15756440755175383,-2.1439489801083162,1.0,-1.3520777445968517,0.0
2019-08-13,-0.0,-0.39081157660392635,-0.15067800040477636,-2.1592289010321797,1.0,-1.359036632260676,0.0
2019-08-14,-0.0,-0.41599472589887926,-0.1496019067904052,-2.1461534560576094,1.0,-1.3594502763831835,0.0
2019-08-15,-0.0,-0.43968505496682175,-0.15133207883529762,-2.083539665247103,1.0,-1.2774091314251759,0.0
2019-08-16,-0.0,-0.464317529446699,-0.14060180144511533,-2.058447985746808,1.0,-1.2856577254280908,0.0
2019-08-19,-0.0,-0.4285293395531549,-0.14151730910876503,-2.0666830346182175,1.0,-1.2736557819788854,0.0
2019-08-20,-0.0,-0.4333561845069043,-0.14430516110077365,-2.0635099402605035,1.0,-1.2555087650572911,0.0
2019-08-21,-0.0,-0.4412454785414019,-0.135985922377554,-2.0660377358490565,1.0,-1.2447942125329943,0.0
2019-08-22,-0.0,-0.44441730975871835,-0.13221646966884829,-2.070333105401973,1.0,-1.2372765458630457,0.0
2019-08-23,-0.0,-0.4485064427957829,-0.13154041390082,-2.0696505271378367,1.0,-1.2312085122998826,0.0
2019-08-26,-0.0,-0.4261601346477519,-0.12647270978600625,-2.057610002404424,1.0,-1.1986054339985575,0.0
2019-08-27,-0.0,-0.42174977204012093,-0.12266641071171473,-2.0533186159235974,1.0,-1.2014685415366897,0.0
2019-08-28,-0.0,-0.42421189002447096,-0.11866033299745692,-2.0553236409001485,1.0,-1.2000383858739982,0.0
2019-08-29,-0.0,-0.3974106928794054,-0.1328698153919923,-2.0681850875089904,1.0,-1.196499640374011,0.0
2019-08-30,-0.0,-0.3962156236595014,-0.13292979362280158,-2.0540965635575046,1.0,-1.18297507268481,0.0
2019-09-03,-0.0,-0.4104076487656376,-0.15630499928649574,-2.022166198924987,1.0,-1.1678162013033344,0.0
2019-09-04,-0.0,-0.3884673748103187,-0.17450682852807284,-2.0080614567526553,1.0,-1.1709977238239757,0.0
2019-09-05,-0.0,-0.38870290914234523,-0.1521523881371116,-2.0177754726766937,1.0,-1.1563958696779668,0.0
2019-09-06,-0.0,-0.3931595938801291,-0.1387264305432087,-2.0061292284658214,1.0,-1.1407851026996678,0.0
2019-09-09,-0.0,-0.4090951405697263,-0.1361478309439583,-1.9878979705827593,1.0,-1.1214857568423011,0.0
2019-09-10,-0.0,-0.39729892234401737,-0.14684797187919152,-1.9905184774062252,1.0,-1.090467600943527,0.0
2019-09-11,-0.0,-0.39106506960181286,-0.16029228136706286,-1.9917680247884197,1.0,-1.0815797992877954,0.0
2019-09-12,-0.0,-0.3356718082140866,-0.1837948336740383,-2.024623675896674,1.0,-1.1019327262590597,0.0
2019-09-13,-0.0,-0.335365569879462,-0.17010285288779262,-2.0277377018662444,1.0,-1.1207706985619212,0.0
2019-09-16,-0.0,-0.3383756108913195,-0.16625552711193856,-2.0282057249243657,1.0,-1.1215731905980917,0.0
2019-09-17,-0.0,-0.31803141166053034,-0.1703872862003076,-2.0372838700657128,1.0,-1.1347811902875518,0.0
2019-09-18,-0.0,-0.30303171424579706,-0.15158571228985238,-2.044241605737438,1.0,-1.158152097983514,0.0
2019-09-19,-0.0,-0.29420051655318147,-0.16661188072317445,-2.0722704860295846,1.0,-1.162902089692416,0.0
2019-09-20,-0.0,-0.3005823783580688,-0.1764982152921285,-2.057486379860981,1.0,-1.1620326883336465,0.0
2019-09-23,-0.0,-0.3061731869781405,-0.18664977952903647,-2.0359320761797544,1.0,-1.1621634299652874,0.0
2019-09-24,-0.0,-0.3027737499415314,-0.1642733523551148,-2.0416296365592403,1.0,-1.1688572898638852,0.0
2019-09-25,-0.0,-0.3026586781501591,-0.1550271484740685,-2.0475098296199215,1.0,-1.1756225425950197,0.0
2019-09-26,-0.0,-0.2591814317780219,-0.2624767180858685,-2.1040641864463443,1.0,-1.150054921438464,0.0
2019-09-27,-0.0,-0.2492288413341045,-0.2719298245614035,-2.1230962020435706,1.0,-1.175534991324465,0.0
2019-09-30,-0.0,-0.11377046060144651,-0.38408831366577845,-2.0759421393224207,1.0,-1.1845260753711457,0.0
2019-10-01,-0.0,-0.11321206318812829,-0.39439923408329347,-2.0889899473432263,1.0,-1.190330301579703,0.0
2019-10-02,-0.0,-0.1563944530046225,-0.44544491525423724,-2.0683262711864407,1.0,-1.1449345146379044,0.0
2019-10-03,-0.0,-0.2307655479484847,-0.42729927706228754,-2.052472829989946,1.0,-1.0771293148848566,0.0
