Date,IWF,IWM,MTUM,SPY,STAR,VLUE,VXX
2018-09-24,-0.2488707844930307,-0.6509546374040514,-0.0,-0.47318979133760075,1.0,-0.39809349627289603,0.0
2018-09-25,-0.24615770130304046,-0.6566154360173739,-0.0,-0.47753090544604077,1.0,-0.4039425325760107,0.0
2018-09-26,-0.2455231570445874,-0.656306569749631,-0.0,-0.47778984599103236,1.0,-0.40535271674046847,0.0
2018-09-27,-0.24663939216832262,-0.6535303776683087,-0.0,-0.477721187832234,1.0,-0.4052211182544321,0.0
2018-09-28,-0.24650023656452644,-0.6536973643928641,-0.0,-0.47763769446995624,1.0,-0.40527678049595056,0.0
2018-10-01,-0.24626865671641793,-0.6549064379594565,-0.0,-0.4776676319893072,1.0,-0.40576965916685226,0.0
2018-10-02,-0.2468602935033834,-0.6534488039876362,-0.0,-0.47804293948929294,1.0,-0.40628219765531454,0.0
2018-10-03,-0.24648612541401096,-0.649725848200618,-0.0,-0.4788889198140777,1.0,-0.4081661053744886,0.0
2018-10-04,-0.25181800451366637,-0.6436989774595303,-0.0,-0.48599927558440836,1.0,-0.40472541862862554,0.0
2018-10-05,-0.24229307139487777,-0.6393074169649546,-0.0,-0.4871666805405256,1.0,-0.4059768584033963,0.0
2018-10-08,-0.2400852996565858,-0.6365902293120638,-0.0,-0.4880635870167276,1.0,-0.4047302536833942,0.0
2018-10-09,-0.23153039832285116,-0.6435779175401817,-0.0,-0.49979035639412994,1.0,-0.4203494060097834,0.0
2018-10-10,-0.23325880380100616,-0.6427333705980995,-0.0,-0.5009782001117943,1.0,-0.41791503633314697,0.0
2018-10-11,-0.17979419510738237,-0.6326464119898998,-0.0,-0.48212103934185874,1.0,-0.42054247780402376,0.0
2018-10-12,-0.1814306397125851,-0.6268164512842512,-0.0,-0.4687382701485335,1.0,-0.40412354549841817,0.0
2018-10-15,-0.1594947548704774,-0.6473720830657246,-0.0,-0.4647291800470991,1.0,-0.40449047313209163,0.0
2018-10-16,-0.15552045405868495,-0.6543960162775755,-0.0,-0.46377704005140286,1.0,-0.4035393017776826,0.0
2018-10-17,-0.1413275666552388,-0.6281020069094648,-0.0,-0.4597695086895751,1.0,-0.4080276378596482,0.0
2018-10-18,-0.14110542692895944,-0.6279204683297295,-0.0,-0.45997046569273775,1.0,-0.40799535889457306,0.0
2018-10-19,-0.13564270496330783,-0.6279228806649307,-0.0,-0.46008574660038404,1.0,-0.4066124832320682,0.0
2018-10-22,-0.13622730860299923,-0.6281767955801105,-0.0,-0.45987897921599585,1.0,-0.4066035253880558,0.0
2018-10-23,-0.1347288046340179,-0.6287519747235387,-0.0,-0.4617166929963138,1.0,-0.40779357556608736,0.0
2018-10-24,-0.13314745646798884,-0.6276500604976589,-0.0,-0.4617023515177021,1.0,-0.4078068283444684,0.0
2018-10-25,-0.10521741353306578,-0.5938546486362126,-0.0,-0.4723280247450088,1.0,-0.38490247705718456,0.0
2018-10-26,-0.09520672882042967,-0.5848956222132143,-0.0,-0.47446291041751115,1.0,-0.3789014997973247,0.0
2018-10-29,-0.08506559031281534,-0.5879667003027246,-0.0,-0.4700302724520687,1.0,-0.37964177598385473,0.0
2018-10-30,-0.0772839630731978,-0.5882560661857439,-0.0,-0.47053927256217526,1.0,-0.3862432527871664,0.0
2018-10-31,-0.08101944667201283,-0.5731505613472333,-0.0,-0.4692010825982358,1.0,-0.3826433440256616,0.0
2018-11-01,-0.07600260351474492,-0.5765032794272268,-0.0,-0.4685575526961398,1.0,-0.38234116056676515,0.0
2018-11-02,-0.08113964087365826,-0.5535327372799044,-0.0,-0.47677633053570095,1.0,-0.37902522850098375,0.0
2018-11-05,-0.07848019321265842,-0.5609889699474642,-0.0,-0.477429474889824,1.0,-0.37295520752931804,0.0
2018-11-06,-0.08388141504733433,-0.5657448928749377,-0.0,-0.474090682610862,1.0,-0.36756352765321376,0.0
2018-11-07,-0.08416853652455746,-0.5660932435801546,-0.0,-0.474869109947644,1.0,-0.36801296434804287,0.0
2018-11-08,-0.06355135563031862,-0.5681525826241837,-0.0,-0.4688551355630319,1.0,-0.37319414209380564,0.0
2018-11-09,-0.06291906870871168,-0.5682509834970434,-0.0,-0.46987653710072497,1.0,-0.3731598089912661,0.0
2018-11-12,-0.06253851652821259,-0.5555007764932088,-0.0,-0.4758301082160377,1.0,-0.3711637537900264,0.0
2018-11-13,-0.047607403966061085,-0.5530968041665648,-0.0,-0.47702765484020837,1.0,-0.36743526420030803,0.0
2018-11-14,-0.04995710258610124,-0.5535482289496262,-0.0,-0.47944601054050745,1.0,-0.36830493933080033,0.0
2018-11-15,-0.049270608968083024,-0.5539945173291562,-0.0,-0.48115331897395736,1.0,-0.36322694341100453,0.0
2018-11-16,-0.045793319160374366,-0.5463675683600909,-0.0,-0.4814407545878846,1.0,-0.36998753757055935,0.0
2018-11-19,-0.04507235041063747,-0.5468077825576848,-0.0,-0.48208349628470865,1.0,-0.37030700039108333,0.0
2018-11-20,-0.02148342568290075,-0.5421162632448722,-0.0,-0.4851268591426071,1.0,-0.3815495285311558,0.0
2018-11-21,-0.022541873823430033,-0.5386638992132066,-0.0,-0.483347009702177,1.0,-0.36892407201814936,0.0
