Date,IWF,IWM,MTUM,SILK,SPY,VLUE,VXX
2019-12-02,-0.6946158959263129,-0.6591966574874181,-3.1748172063431777,1.0,-2.725097331687399,-1.2420472889564145,0.0
2019-12-03,-0.6512462235649547,-0.6393504531722055,-3.1484138972809665,1.0,-2.739614803625378,-1.262462235649547,0.0
2019-12-04,-0.6257894240738996,-0.6419078141200867,-3.1698557828259024,1.0,-2.7447450278065793,-1.2436610425110755,0.0
2019-12-05,-0.6263177710843374,-0.6369540662650601,-3.172722138554217,1.0,-2.739928463855422,-1.2366340361445782,0.0
2019-12-06,-0.6290823529411764,-0.6383058823529413,-3.1708235294117646,1.0,-2.7380705882352943,-1.2354823529411765,0.0
2019-12-09,-0.6184037558685447,-0.6215962441314554,-3.20037558685446,1.0,-2.7169014084507044,-1.232488262910798,0.0
2019-12-10,-0.6012390875809631,-0.6171031634281424,-3.2106448887637287,1.0,-2.7281516943583966,-1.2297944241058856,0.0
2019-12-11,-0.6015214124718257,-0.6221825694966191,-3.2102742299023292,1.0,-2.728305785123967,-1.229151014274981,0.0
2019-12-12,-0.6002065145968272,-0.6259269689289403,-3.208767483338027,1.0,-2.7257110673049847,-1.2264150943396226,0.0
2019-12-13,-0.6102236421725239,-0.6374741589926706,-3.2602894192820897,1.0,-2.715185115579778,-1.1736515692538996,0.0
2019-12-16,-0.6122544873602105,-0.6371581618268959,-3.260971713184851,1.0,-2.715064373649093,-1.1721642702753499,0.0
2019-12-17,-0.6090020672805864,-0.6361586168013531,-3.2630144709641047,1.0,-2.717158428866754,-1.1713963540687842,0.0
2019-12-18,-0.6121451400639217,-0.6331077270163564,-3.264429404023313,1.0,-2.7167700695619477,-1.173716864072194,0.0
2019-12-19,-0.6268171384850804,-0.649770466717674,-3.3216335118592197,1.0,-2.7614766641162967,-1.2042846212700842,0.0
2019-12-20,-0.6200269075533346,-0.6518354795310398,-3.330098020372862,1.0,-2.788199115894676,-1.2196809532961754,0.0
2019-12-23,-0.6195328270691146,-0.6511583197154667,-3.332019609727963,1.0,-2.7890031721618764,-1.2209939440545996,0.0
2019-12-24,-0.6343930635838151,-0.6560693641618496,-3.3179190751445082,1.0,-2.805394990366089,-1.2201348747591523,0.0
2019-12-26,-0.6376951243014068,-0.6548467912892658,-3.3159568317594914,1.0,-2.805550202351127,-1.2217190210059743,0.0
2019-12-27,-0.6226287915262397,-0.6671160327395281,-3.3214251324025037,1.0,-2.79480019258546,-1.223302840635532,0.0
2019-12-30,-0.620015411288769,-0.6617222115199384,-3.3274898863417453,1.0,-2.7994606048930843,-1.2233673665960318,0.0
2019-12-31,-0.5947919669453252,-0.6733929086191986,-3.330931104064572,1.0,-2.7965792255212842,-1.213221869895263,0.0
2020-01-02,-0.5932154526234864,-0.6729771285796655,-3.3324043820872578,1.0,-2.7980972515856237,-1.2131462617720545,0.0
2020-01-03,-0.5206532180595581,-0.717195004803074,-3.3824207492795386,1.0,-2.77223823246878,-1.2137367915465898,0.0
2020-01-06,-0.482725527831094,-0.7367562380038388,-3.4306142034548945,1.0,-2.763147792706334,-1.1836852207293667,0.0
2020-01-07,-0.4805680836771903,-0.7371653392188849,-3.431436522406679,1.0,-2.7600038384032244,-1.1867383168601862,0.0
2020-01-08,-0.4815809669992326,-0.7309094397544128,-3.429777436684574,1.0,-2.7512471220260935,-1.1998273215656177,0.0
2020-01-09,-0.47083612680777703,-0.7323053347380519,-3.4260128340197293,1.0,-2.7447562494013984,-1.2037161191456756,0.0
2020-01-10,-0.45347614038443146,-0.7486850913263843,-3.411877211437315,1.0,-2.7301329253131876,-1.2188008032896624,0.0
2020-01-13,-0.4547018348623853,-0.748184250764526,-3.4120795107033643,1.0,-2.7253440366972477,-1.2161697247706424,0.0
2020-01-14,-0.4383312601664912,-0.741268778107358,-3.4039804803368097,1.0,-2.7331355851114725,-1.2517462443785283,0.0
2020-01-15,-0.4319203903932638,-0.7471055401396994,-3.4036934264663663,1.0,-2.72815998469046,-1.2575830064108697,0.0
2020-01-16,-0.43283296682283195,-0.7427096280715173,-3.3953532842527965,1.0,-2.726742518405201,-1.263313892341524,0.0
2020-01-17,-0.42938876704491274,-0.7084008772766281,-3.3932487842090207,1.0,-2.728044245256031,-1.27662820635072,0.0
2020-01-21,-0.4294022309085709,-0.7096958718657642,-3.391457717608924,1.0,-2.7269520449995235,-1.276289446086376,0.0
2020-01-22,-0.42838044308632545,-0.6964285714285714,-3.4178762414056534,1.0,-2.728609625668449,-1.2780748663101604,0.0
2020-01-23,-0.4305635148042025,-0.7010506208213945,-3.4153772683858645,1.0,-2.7348615090735433,-1.2692454632282713,0.0
2020-01-24,-0.431614135625597,-0.701432664756447,-3.4146131805157593,1.0,-2.734192932187202,-1.2693409742120343,0.0
2020-01-27,-0.3951321544019776,-0.6716105723521582,-3.4377258033846743,1.0,-2.7212397794257464,-1.2818026240730176,0.0
2020-01-28,-0.28891187811530145,-0.7427819053888837,-3.514436189222233,1.0,-2.6793943383805137,-1.1790651744568796,0.0
2020-01-29,-0.2521503365744204,-0.74990650710546,-3.5158002991772626,1.0,-2.6627711293941663,-1.168754674644727,0.0
2020-01-30,-0.3227054051504575,-0.7521931893217622,-3.5164607112536554,1.0,-2.736062635600415,-1.1056504103386473,0.0
2020-01-31,-0.32409240924092403,-0.7525695426685526,-3.5127769919849126,1.0,-2.7344648750589347,-1.1055162659123055,0.0
2020-02-03,-0.3178534571723426,-0.7056009006473403,-3.5213434656159115,1.0,-2.732620320855615,-1.1044188010132283,0.0
2020-02-04,-0.2769129782445611,-0.6722618154538635,-3.52456864216054,1.0,-2.756939234808702,-1.1466616654163542,0.0
2020-02-05,-0.1796824217661807,-0.6883647506732288,-3.5563190639799425,1.0,-2.756616213204569,-1.1050236790788375,0.0
2020-02-06,-0.2312830503757306,-0.6753873272103164,-3.617775303831524,1.0,-2.7204749976806757,-1.032377771592912,0.0
2020-02-07,-0.22287145242070117,-0.6875347801892042,-3.6139862734186607,1.0,-2.7180485995177146,-1.032368762752736,0.0
2020-02-10,-0.2272475027746948,-0.6602848686644469,-3.612097669256382,1.0,-2.7201257861635217,-1.0292267850536443,0.0
2020-02-11,-0.204719328970412,-0.6617199741911697,-3.591114388422896,1.0,-2.7144437275324913,-1.0454419762190064,0.0
2020-02-12,-0.20538348082595873,-0.6623340707964602,-3.59070796460177,1.0,-2.7136799410029497,-1.0461836283185841,0.0
2020-02-13,-0.1812229087890805,-0.6643917734944205,-3.619939131236743,1.0,-2.718435857235083,-1.0385502167296874,0.0
2020-02-14,-0.18979045509092587,-0.651435428782424,-3.6048186098033788,1.0,-2.7335918028247024,-1.051324656143266,0.0
2020-02-18,-0.18785193390565863,-0.655127850087695,-3.595310624942306,1.0,-2.7289762761931136,-1.0637865780485554,0.0
2020-02-19,-0.19088476796752468,-0.6583633176492297,-3.596088200018452,1.0,-2.7279269305286467,-1.0526801365439615,0.0
2020-02-20,-0.17929316231429362,-0.6585770969825598,-3.6086555319737936,1.0,-2.7282458244901724,-1.0529666881978408,0.0
2020-02-21,-0.1468660574171513,-0.6845749099972307,-3.6197729160897256,1.0,-2.7274069971383734,-1.052524693067479,0.0
2020-02-24,-0.037867647058823534,-0.6900735294117647,-3.6576286764705888,1.0,-2.749448529411765,-1.0561580882352941,0.0
2020-02-25,-0.004515672038250399,-0.8192845758809988,-3.6291836373295556,1.0,-2.4576766424650254,-0.9435098282273774,0.0
2020-02-26,-0.006341045415595544,-0.7325621251071123,-3.5746358183376175,1.0,-2.4425878320479866,-0.812853470437018,0.0
2020-02-27,-0.03254463141710088,-0.7206799350815751,-3.5483044332450673,1.0,-2.4397369095413,-0.8007175194328181,0.0
2020-02-28,-0.09684805006487063,-0.8492711592765015,-3.019079600091582,1.0,-1.9731359230710523,-0.6935053041288255,0.0
2020-03-02,-0.11035007610350078,-0.823744292237443,-3.005251141552512,1.0,-1.9791476407914768,-0.6918569254185694,0.0
2020-03-03,-0.0608443122255277,-0.984771214052982,-2.641733956651084,1.0,-1.7894177645558862,-0.6063890069414931,0.0
2020-03-04,-0.0,-1.0508134302526826,-2.6709588092765664,1.0,-1.6947732779508482,-0.5063343717549325,0.0
2020-03-05,-0.0,-1.2656270825003333,-2.4370918299346926,1.0,-1.5557110489137678,-0.40557110489137677,0.0
2020-03-06,-0.0,-1.2463955518200038,-2.4058964246460204,1.0,-1.4531583371048036,-0.3599922415465184,0.0
2020-03-09,-0.0,-1.2229699416778823,-2.406780747292187,1.0,-1.438569505864257,-0.3406396205857848,0.0
2020-03-10,-0.5361777975825768,-0.6732022503202807,-2.0042332757756363,1.0,-1.2027516292541638,-0.15373475185205815,0.0
2020-03-11,-0.4093038109431552,-0.8228656589312326,-1.969182456887375,1.0,-1.0665850542899724,-0.05466255056418991,0.0
2020-03-12,-0.46937019036046984,-0.6376569461320373,-1.842395706763872,1.0,-1.069258809234508,-0.044096800324017825,0.0
2020-03-13,-0.6189174894217206,-0.44966502115655854,-1.44486071932299,1.0,-0.8934238363892807,-0.0007492947813822285,0.0
2020-03-16,-0.4240250260688217,-0.641584984358707,-1.3833993743482795,1.0,-0.7219603753910323,-0.0,0.0
2020-03-17,-0.5206818936570607,-0.5057746946607137,-0.911184089148002,1.0,-0.7268366480941663,-0.02538651710268994,0.0
2020-03-18,-0.5072568677838504,-0.5521372470954432,-0.8004270874805459,1.0,-0.7287632559991314,-0.030837163849578342,0.0
2020-03-19,-0.5054243314828925,-0.5610101229998912,-0.8086426472188962,1.0,-0.7361489060629148,-0.01708936540764123,0.0
2020-03-20,-0.5056690166436515,-0.5975724980013083,-0.796823897085544,1.0,-0.7339196162511811,-0.0,0.0
2020-03-23,-0.5061861602647101,-0.6717019133937563,-0.7004747518342684,1.0,-0.7182419795712847,-0.0,0.0
2020-03-24,-0.5102795760119514,-0.6895141210784662,-0.6584264067724266,1.0,-0.6987266130753361,-0.0,0.0
2020-03-25,-0.5019137271128582,-0.6788386607358367,-0.5944967414916728,1.0,-0.6704941208923831,-0.002413709872073377,0.0
2020-03-26,-0.48855989232839847,-0.6871502443862011,-0.6516965360912376,1.0,-0.7018488347382589,-0.01257349295176029,0.0
2020-03-27,-0.48346462157754105,-0.6720685706353889,-0.6123468785786168,1.0,-0.7022937849186245,-0.0,0.0
2020-03-30,-0.47757475083056483,-0.6686392580287929,-0.6143064784053156,1.0,-0.7001661129568106,-0.0,0.0
2020-03-31,-0.47014822475008616,-0.6755946225439503,-0.6065494657014822,1.0,-0.6947948983109272,-0.0,0.0
2020-04-01,-0.4724450104987781,-0.6756393927919866,-0.5984303466317855,1.0,-0.6957419710164883,-0.0,0.0
2020-04-02,-0.46521918090142,-0.6789119846333264,-0.5946353845098442,1.0,-0.6912945050421897,-0.0,0.0
2020-04-03,-0.4669398718920035,-0.6743233005027894,-0.5954611199118396,1.0,-0.7070390522763275,-0.0,0.0
2020-04-06,-0.47498621830209486,-0.6595231532524808,-0.5931298235942668,1.0,-0.7177852811466372,-0.0,0.0
