Date,IWF,IWM,MTUM,SGRY,SPY,VLUE,VXX
2018-11-23,-0.24603347098456857,-1.692077809171919,-0.0,1.0,-1.2942295153227559,-1.2012605955227125,0.0
2018-11-26,-0.24456285341452805,-1.7037842540234887,-0.0,1.0,-1.2911591996520226,-1.1976402783819051,0.0
2018-11-27,-0.2319537497298466,-1.7029392695050791,-0.0,1.0,-1.2807974929760104,-1.187378430948779,0.0
2018-11-28,-0.23143042491080115,-1.7102389447507838,-0.0,1.0,-1.2781922369985945,-1.1861282300789273,0.0
2018-11-29,-0.1853489611081513,-1.6853489611081514,-0.0,1.0,-1.267820990942994,-1.1891315929675013,0.0
2018-11-30,-0.1880314455318466,-1.6935665008824003,-0.0,1.0,-1.2795871436975241,-1.1866944756404085,0.0
2018-12-03,-0.18738305265971664,-1.69339748730286,-0.0,1.0,-1.279123229083133,-1.186206896551724,0.0
2018-12-04,-0.16693479193479194,-1.7179858429858428,-0.0,1.0,-1.2832475332475333,-1.1943371943371943,0.0
2018-12-06,-0.14641631124518883,-1.615000520128992,-0.0,1.0,-1.2913242484136067,-1.1485488401123478,0.0
2018-12-07,-0.15207325321263201,-1.6150044222465012,-0.0,1.0,-1.2917642162218408,-1.1438530773633007,0.0
2018-12-10,-0.12038036494474429,-1.6143407864302237,-0.0,1.0,-1.284348496530455,-1.1209971729632486,0.0
2018-12-11,-0.12706245181187356,-1.611822153687998,-0.0,1.0,-1.2857877152402981,-1.1153945001285017,0.0
2018-12-12,-0.13141504092242756,-1.612858392958254,-0.0,1.0,-1.2896484274463376,-1.1136047768569517,0.0
2018-12-13,-0.1311365856166144,-1.6059733717164448,-0.0,1.0,-1.2935279905413046,-1.109957333059168,0.0
2018-12-14,-0.13730929264909847,-1.5894590846047154,-0.0,1.0,-1.3007653978527765,-1.1093645656752453,0.0
2018-12-17,-0.1302853037766831,-1.5907738095238095,-0.0,1.0,-1.299722906403941,-1.1105808702791462,0.0
2018-12-18,-0.12189881835388,-1.587600388766689,-0.0,1.0,-1.2974576704690777,-1.1083942912680955,0.0
2018-12-19,-0.12683550780250702,-1.5864415451522127,-0.0,1.0,-1.2954719877206444,-1.1077001790739318,0.0
2018-12-20,-0.12519060689234524,-1.5652637999390058,-0.0,1.0,-1.2956185829012912,-1.09677747280675,0.0
2018-12-21,-0.1166186650497701,-1.5643979586680814,-0.0,1.0,-1.2946793997271488,-1.0771562831590118,0.0
2018-12-24,-0.10046212577858148,-1.5505826803295157,-0.0,1.0,-1.2887281494876432,-1.0833333333333333,0.0
2018-12-26,-0.09777424483306836,-1.558873211446741,-0.0,1.0,-1.25258346581876,-1.058922893481717,0.0
2018-12-27,-0.021015010721944245,-1.5064569930903027,-0.0,1.0,-1.1573504884441268,-1.080438408386943,0.0
2018-12-28,-0.00460431654676259,-1.5342925659472424,-0.0,1.0,-1.1711750599520383,-1.0860911270983213,0.0
2018-12-31,-0.0061393831838457485,-1.532495563336371,-0.0,1.0,-1.1712312341119477,-1.086526931747326,0.0
2019-01-02,-0.0,-1.533713792441972,-0.0,1.0,-1.1693362746978706,-1.092652982927297,0.0
2019-01-03,-0.0,-1.5349205587289398,-0.0,1.0,-1.1671866749867998,-1.0979695675130803,0.0
2019-01-04,-0.0,-1.5390520694259013,-0.0,1.0,-1.1302689300019073,-1.0989414457371736,0.0
2019-01-07,-0.0,-1.516379919868018,-0.0,1.0,-1.1161913740278104,-1.0810275748291303,0.0
2019-01-08,-0.0,-1.5197678807322137,-0.0,1.0,-1.1155878467635403,-1.0825155689752783,0.0
2019-01-09,-0.0,-1.5187491156077544,-0.0,1.0,-1.1152775812461675,-1.0827319466062921,0.0
2019-01-10,-0.0,-1.5194376297414607,-0.0,1.0,-1.1152104170598225,-1.083223249669749,0.0
2019-01-11,-0.0,-1.5062828962966475,-0.0,1.0,-1.1292142823272797,-1.10635876523306,0.0
2019-01-14,-0.0,-1.4923917652046923,-0.0,1.0,-1.1193762660762236,-1.0992132661233336,0.0
2019-01-15,-0.0,-1.4682037583766814,-0.0,1.0,-1.0972397956792725,-1.1208116594029711,0.0
2019-01-16,-0.0,-1.4729564481234128,-0.0,1.0,-1.1163578214655252,-1.113865111466466,0.0
2019-01-17,-0.0,-1.4737089422489544,-0.0,1.0,-1.1145622856068795,-1.110756073492787,0.0
2019-01-18,-0.0,-1.4681364432038604,-0.0,1.0,-1.125041396603113,-1.1378625159672613,0.0
2019-01-22,-0.0,-1.6161144358487813,-0.0,1.0,-1.1695616211745246,-1.079793704082129,0.0
2019-01-23,-0.0,-1.617088300862654,-0.0,1.0,-1.164921973441892,-1.0643597945139092,0.0
2019-01-24,-0.0,-1.6090644692195832,-0.0,1.0,-1.1775084827920503,-1.06073679108095,0.0
2019-01-25,-0.0,-1.6265706481251554,-0.0,1.0,-1.2496150980879066,-1.090290538862677,0.0
2019-01-28,-0.0,-1.6083370596710886,-0.0,1.0,-1.2715754956029213,-1.0885377850648383,0.0
2019-01-29,-0.0,-1.5725004969191017,-0.0,1.0,-1.2848837209302326,-1.1118564897634666,0.0
2019-01-30,-0.0,-1.572113483590352,-0.0,1.0,-1.2783708975879793,-1.092180703835508,0.0
2019-01-31,-0.0,-1.5904658185238356,-0.0,1.0,-1.2363249344091878,-1.123459234691352,0.0
2019-02-01,-0.0,-1.5890736342042755,-0.0,1.0,-1.2348079968329373,-1.12465360253365,0.0
2019-02-04,-0.0,-1.5907066508313539,-0.0,1.0,-1.237579176563737,-1.120249406175772,0.0
2019-02-05,-0.0,-1.5869403907989117,-0.0,1.0,-1.2258718773188226,-1.1340093989611675,0.0
2019-02-06,-0.0,-1.5745249406175772,-0.0,1.0,-1.231442992874109,-1.1425673000791765,0.0
2019-02-07,-0.0,-1.5661608422717614,-0.0,1.0,-1.2288567050565964,-1.1478918491424053,0.0
2019-02-08,-0.0,-1.5625061862813026,-0.0,1.0,-1.2543303969118085,-1.1322379491240226,0.0
2019-02-11,-0.0,-1.534214892654231,-0.0,1.0,-1.259741565689577,-1.2338981346472924,0.0
2019-02-12,-0.0,-1.5387639883052726,-0.0,1.0,-1.274120375037806,-1.2279463655610445,0.0
2019-02-13,-0.0,-1.5703230993417416,-0.0,1.0,-1.2522486307220742,-1.2023013918898549,0.0
2019-02-14,-0.0,-1.5876587658765877,-0.0,1.0,-1.2331233123312333,-1.1797179717971797,0.0
2019-02-15,-0.0,-1.5453146714314077,-0.0,1.0,-1.2357057772483622,-1.182251340083383,0.0
2019-02-19,-0.0,-1.53780017788319,-0.0,1.0,-1.2296175511414171,-1.1737819942682084,0.0
2019-02-20,-0.0,-1.5622605840505446,-0.0,1.0,-1.2477986169842297,-1.1648176707626485,0.0
2019-02-21,-0.0,-1.5277321792767249,-0.0,1.0,-1.2596627369049398,-1.1869870168631549,0.0
2019-02-22,-0.0,-1.5306417085677304,-0.0,1.0,-1.2697266889032708,-1.1780255886892022,0.0
2019-02-25,-0.0,-1.5256192568917297,-0.0,1.0,-1.2864063124250897,-1.1819816220535357,0.0
2019-02-26,-0.0,-1.5299025730701974,-0.0,1.0,-1.2883837122158381,-1.1779165625780665,0.0
2019-02-27,-0.0,-1.5275492395911243,-0.0,1.0,-1.27634006482174,-1.1823485415108452,0.0
2019-02-28,-0.0,-1.5188660411259731,-0.0,1.0,-1.2703134358155321,-1.2018366939508882,0.0
2019-03-01,-0.0,-1.5265177948360085,-0.0,1.0,-1.2601934004585784,-1.1978367062107467,0.0
2019-03-04,-0.0,-1.5265912376015551,-0.0,1.0,-1.2582365548522154,-1.1994716642575887,0.0
2019-03-05,-0.0,-1.49914889356163,-0.0,1.0,-1.3050966256132974,-1.2022128767397617,0.0
2019-03-06,-0.0,-1.4892440991933074,-0.0,1.0,-1.2868240215118016,-1.2034657902599344,0.0
2019-03-07,-0.0,-1.4709449719143015,-0.0,1.0,-1.2850325595267686,-1.2149922950738183,0.0
2019-03-08,-0.0,-1.462636313382582,-0.0,1.0,-1.3380069350218604,-1.2247349113020756,0.0
2019-03-11,-0.0,-1.4537670365303745,-0.0,1.0,-1.3291786999037343,-1.2837310634848254,0.0
2019-03-12,-0.0,-1.4042411172725406,-0.0,1.0,-1.3666563976175807,-1.3636270281371945,0.0
2019-03-13,-0.0,-1.4196029518761044,-0.0,1.0,-1.4084294771853236,-1.3689325433946573,0.0
2019-03-14,-0.0,-1.415523446872881,-0.0,1.0,-1.4237650618121123,-1.3768713160502841,0.0
2019-03-15,-0.0,-1.401614001991301,-0.0,1.0,-1.4425928837184927,-1.3960593198134463,0.0
2019-03-18,-0.0,-1.4272948392554992,-0.0,1.0,-1.4477580372250423,-1.4125951776649746,0.0
2019-03-19,-0.0,-1.430898190885458,-0.0,1.0,-1.4409783012361401,-1.4334447450793146,0.0
2019-03-20,-0.0,-1.414740887014997,-0.0,1.0,-1.459625340235897,-1.462667449431606,0.0
2019-03-21,-0.0,-1.4170580700256192,-0.0,1.0,-1.4750213492741246,-1.445292485055508,0.0
2019-03-22,-0.0,-1.4052090620459559,-0.0,1.0,-1.5482430178119788,-1.4278103643114675,0.0
2019-03-25,-0.0,-1.3271749547439038,-0.0,1.0,-1.5732616334788627,-1.4238100308806305,0.0
2019-03-26,-0.0,-1.3047438330170777,-0.0,1.0,-1.5888858769314176,-1.5278395229059365,0.0
2019-03-27,-0.0,-1.3222043010752689,-0.0,1.0,-1.5643010752688171,-1.4898387096774195,0.0
2019-03-28,-0.0,-1.3108217187752247,-0.0,1.0,-1.5569606629715331,-1.5134262497982027,0.0
2019-03-29,-0.0,-1.302529601722282,-0.0,1.0,-1.557588805166846,-1.5220667384284177,0.0
2019-04-01,-0.0,-1.3166567935806992,-0.0,1.0,-1.5602886531315634,-1.508428025203296,0.0
2019-04-02,-0.0,-1.3330110126242276,-0.0,1.0,-1.578673113080849,-1.460327692720924,0.0
2019-04-03,-0.0,-1.3304047862879318,-0.0,1.0,-1.6161267719506278,-1.443486228642268,0.0
2019-04-04,-0.0,-1.3176312968917472,-0.0,1.0,-1.5886923901393355,-1.452733118971061,0.0
2019-04-05,-0.0,-1.3143868303930506,-0.0,1.0,-1.596546731728243,-1.4512306289881496,0.0
2019-04-08,-0.0,-1.292779110045297,-0.0,1.0,-1.5832667199573671,-1.4529709565680788,0.0
2019-04-09,-0.0,-1.2727952566636398,-0.0,1.0,-1.6327653437316383,-1.436034399871802,0.0
2019-04-10,-0.0,-1.244695596545474,-0.0,1.0,-1.6471372214521804,-1.4392259302697514,0.0
2019-04-11,-0.0,-1.2124451029154983,-0.0,1.0,-1.694798666596116,-1.3840943965289167,0.0
2019-04-12,-0.0,-1.2129967719743875,-0.0,1.0,-1.6956130602741175,-1.3832354341959041,0.0
2019-04-15,-0.0,-1.2240958744299502,-0.0,1.0,-1.671651288577792,-1.4070421041467813,0.0
2019-04-16,-0.0,-1.2157153446997777,-0.0,1.0,-1.6703907656465105,-1.4088742984221114,0.0
2019-04-17,-0.0,-1.1983995584988962,-0.0,1.0,-1.9189293598233996,-1.4014348785871964,0.0
2019-04-18,-0.0,-1.1869976488599705,-0.0,1.0,-1.9082508611733828,-1.372464322816994,0.0
2019-04-22,-0.0,-1.1668145519077195,-0.0,1.0,-1.9602928127772847,-1.4186446317657495,0.0
2019-04-23,-0.0,-1.1287286736378646,-0.0,1.0,-1.950467804072647,-1.4244358833241606,0.0
2019-04-24,-0.0,-1.1248419548128197,-0.0,1.0,-1.9455225111318786,-1.4269144082238472,0.0
2019-04-25,-0.0,-1.1257913570052298,-0.0,1.0,-1.9558491604734378,-1.4234516928158547,0.0
2019-04-26,-0.0,-1.1218307540335857,-0.0,1.0,-1.9832619909998903,-1.3827790582811987,0.0
2019-04-29,-0.0,-1.1156580732700137,-0.0,1.0,-1.9482225237449118,-1.363527815468114,0.0
2019-04-30,-0.0,-1.1251556325447951,-0.0,1.0,-1.9464624045904833,-1.3416878687814646,0.0
2019-05-01,-0.0,-1.1325999783244824,-0.0,1.0,-1.9516635959683535,-1.334561612658502,0.0
2019-05-02,-0.0,-1.1309885107305442,-0.0,1.0,-1.9343160632993714,-1.3541621504443964,0.0
2019-05-03,-0.0,-1.1446663419386265,-0.0,1.0,-1.9199004167343185,-1.347513124424961,0.0
2019-05-06,-0.0,-1.128047795898595,-0.0,1.0,-1.9243769847677485,-1.3299962323052907,0.0
2019-05-07,-0.0,-1.1403028350515465,-0.0,1.0,-1.9049613402061856,-1.3242053264604812,0.0
2019-05-08,-0.0,-1.1248004257583821,-0.0,1.0,-1.8618946248004256,-1.3353379457158063,0.0
2019-05-09,-0.0,-1.1269941891178024,-0.0,1.0,-1.855203380876915,-1.3004226096143687,0.0
2019-05-10,-0.0,-1.1287118250026418,-0.0,1.0,-1.8505759272957834,-1.3044489062665114,0.0
2019-05-13,-0.0,-1.1255082105707799,-0.0,1.0,-1.8477216326099581,-1.3068799831036486,0.0
2019-05-14,-0.0,-1.0431673452343668,-0.0,1.0,-1.8746215680133627,-1.301962626578975,0.0
2019-05-15,-0.0,-1.0542995875319794,-0.0,1.0,-1.8988670182216885,-1.2679475800135749,0.0
2019-05-16,-0.0,-1.0560376372190277,-0.0,1.0,-1.9029796131730266,-1.2683742812336645,0.0
2019-05-17,-0.0,-1.0431088735053493,-0.0,1.0,-1.8831025802391443,-1.3181770505559054,0.0
2019-05-20,-0.0,-1.0317120317642756,-0.0,1.0,-1.8771224073977326,-1.315500757536179,0.0
2019-05-21,-0.0,-1.0335073068893528,-0.001826722338204593,1.0,-1.8699895615866389,-1.3139352818371606,0.0
2019-05-22,-0.0,-1.0261019068458892,-0.009482129832239242,1.0,-1.8671980827341876,-1.3071793268729812,0.0
2019-05-23,-0.0,-0.9929374162284771,-0.0,1.0,-1.8634910815547994,-1.2987421383647797,0.0
2019-05-24,-0.0,-0.9993838886892231,-0.0,1.0,-1.857421574164399,-1.2774554602864918,0.0
2019-05-28,-0.0,-0.9886083743842364,-0.0,1.0,-1.8638649425287357,-1.2788895730706076,0.0
2019-05-29,-0.0,-0.999538981661715,-0.0,1.0,-1.8731175084520029,-1.2497694908308574,0.0
2019-05-30,-0.0,-1.0027733552462637,-0.0,1.0,-1.883827230239844,-1.2492938215808125,0.0
2019-05-31,-0.0,-1.0231808731808734,-0.0,1.0,-1.879106029106029,-1.2951663201663202,0.0
2019-06-03,-0.0,-1.0398156777467122,-0.0,1.0,-1.9104276690483586,-1.2273480376928654,0.0
2019-06-04,-0.0,-1.0678977418857054,-0.011573478730517976,1.0,-1.9081322977213107,-1.1561648063371226,0.0
2019-06-05,-0.0,-1.0357649442755825,-0.045035460992907804,1.0,-1.8849544072948328,-1.1001013171225937,0.0
2019-06-06,-0.0,-1.0259184700553599,-0.0,1.0,-1.8559134373427277,-1.1509310518369402,0.0
2019-06-07,-0.0,-1.0472144006436042,-0.0,1.0,-1.836333467417538,-1.1446098149637973,0.0
2019-06-10,-0.0,-1.0505400653102235,-0.0,1.0,-1.8289876915347902,-1.1443355940718414,0.0
2019-06-11,-0.0,-1.05025682344647,-0.007352200624433477,1.0,-1.8369422902608519,-1.1412025380199415,0.0
2019-06-12,-0.0,-1.0608301886792453,-0.013081761006289307,1.0,-1.827320754716981,-1.1302138364779875,0.0
2019-06-13,-0.0,-1.0797703580601299,-0.03333836934078663,1.0,-1.80792667573148,-1.1149720501586344,0.0
2019-06-14,-0.0,-1.0763343403826788,-0.04481369587109768,1.0,-1.8093152064451157,-1.1047331319234643,0.0
2019-06-17,-0.0,-1.1024690103637473,-0.04247104247104247,1.0,-1.8142653932127617,-1.1210119894330421,0.0
2019-06-18,-0.0,-1.1596357649963989,-0.029889906368968003,1.0,-1.8459718077991563,-1.1090647185924478,0.0
2019-06-19,-0.0,-1.1325159039605992,-0.06187153704083726,1.0,-1.8410630002052124,-1.0948594295095422,0.0
2019-06-20,-0.0,-1.1429231717337716,-0.05048274445357436,1.0,-1.8438270336894003,-1.0982949876746095,0.0
2019-06-21,-0.0,-1.1637097191330885,-0.04246624941809342,1.0,-1.8390317074432319,-1.1272952981947963,0.0
2019-06-24,-0.0,-1.1632695292291775,-0.04443869632695292,1.0,-1.8367304707708227,-1.1289187790998447,0.0
2019-06-25,-0.0,-1.15929203539823,-0.04347151063499456,1.0,-1.840552709206645,-1.1318635822594834,0.0
2019-06-26,-0.0,-1.1586849598757443,-0.04136681335749418,1.0,-1.8350504789024074,-1.1421692984726897,0.0
2019-06-27,-0.0,-1.1507105072087958,-0.042941603568094594,1.0,-1.833938388134011,-1.1586453687376828,0.0
2019-06-28,-0.0,-1.087293334719767,-0.057502339606946035,1.0,-1.8852032858479773,-1.169127586565457,0.0
2019-07-01,-0.0,-1.084324829843612,-0.05839871148750454,1.0,-1.8896970956512702,-1.1631942640411492,0.0
2019-07-02,-0.0,-1.1012579270194407,-0.04958935440274457,1.0,-1.8793013826801122,-1.167948851231937,0.0
2019-07-03,-0.0,-1.092918311881442,-0.05994564381313779,1.0,-1.8304189528742116,-1.1446079688221118,0.0
2019-07-05,-0.0,-1.1068338878935244,-0.04735090862554389,1.0,-1.8190939339646788,-1.145738418223701,0.0
2019-07-08,-0.0,-1.1045226644837818,-0.0453289675636959,1.0,-1.816637675227668,-1.1496469865957228,0.0
2019-07-09,-0.0,-1.0976967468464327,-0.04529901435064603,1.0,-1.8154333282263417,-1.1485623819008222,0.0
2019-07-10,-0.0,-1.1200244635849346,-0.05081290454105295,1.0,-1.7880841955048163,-1.1376076652566127,0.0
2019-07-11,-0.0,-1.1165400112204826,-0.05702045187943082,1.0,-1.7915030346304892,-1.135155811699903,0.0
2019-07-12,-0.0,-1.1146938775510205,-0.0551530612244898,1.0,-1.787091836734694,-1.1451020408163264,0.0
2019-07-15,-0.0,-1.160179335642959,-0.08370694925616466,1.0,-1.7434277562665579,-1.1074485428979008,0.0
2019-07-16,-0.0,-1.186382674430483,-0.11650832567167228,1.0,-1.7380733476351007,-1.066758606599244,0.0
2019-07-17,-0.0,-1.187874136607828,-0.11711435149654642,1.0,-1.7446405730365822,-1.0667689946277819,0.0
2019-07-18,-0.0,-1.1878255540802778,-0.11107139209478091,1.0,-1.7493616586661218,-1.0584720661832296,0.0
2019-07-19,-0.0,-1.193834415919167,-0.09660789772141457,1.0,-1.8078152386844002,-1.0568099804103515,0.0
2019-07-22,-0.0,-1.1923275239764877,-0.09482314117768383,1.0,-1.8110240280499124,-1.0581107559038878,0.0
2019-07-23,-0.0,-1.2073233360723088,-0.09541906327033689,1.0,-1.7924198849630237,-1.0403656532456862,0.0
2019-07-24,-0.0,-1.2090375103050288,-0.1316982687551525,1.0,-1.7911685902720527,-1.0206100577081616,0.0
2019-07-25,-0.0,-1.2390867391640468,-0.10900376230479822,1.0,-1.7769417100448381,-1.0288099778384785,0.0
2019-07-26,-0.0,-1.167547246494615,-0.11074984759195286,1.0,-1.7729120097541151,-1.029109937004674,0.0
2019-07-29,-0.0,-1.1465212561849945,-0.09840452388165202,1.0,-1.7720892658790266,-1.03196001211754,0.0
2019-07-30,-0.0,-1.131558973840004,-0.10595557354652634,1.0,-1.7707837878864545,-1.0516621970348632,0.0
2019-07-31,-0.0,-1.140076643807987,-0.1044776119402985,1.0,-1.7504538120209763,-1.0473477208551836,0.0
2019-08-01,-0.0,-1.1665575751472734,-0.1001963647349076,1.0,-1.739640501485323,-1.0285484114596444,0.0
2019-08-02,-0.0,-1.1547481254088874,-0.11624981128277388,1.0,-1.737506919631624,-1.0239545065673596,0.0
2019-08-05,-0.0,-1.1584594362062859,-0.11199959512121059,1.0,-1.7430537982691432,-1.0474720380586062,0.0
2019-08-06,-0.0,-1.1561007165605095,-0.1106687898089172,1.0,-1.6648089171974523,-1.0445859872611465,0.0
2019-08-07,-0.0,-1.1823520629074802,-0.07853481311899665,1.0,-1.6499278355646245,-1.0661424376648585,0.0
2019-08-08,-0.0,-1.178361700009953,-0.07410172190703693,1.0,-1.6529312232507214,-1.0712650542450484,0.0
2019-08-09,-0.0,-1.184138377947261,-0.06654703155376103,1.0,-1.6614326304770448,-1.0727281790538856,0.0
2019-08-12,-0.0,-1.194012520193861,-0.05533117932148626,1.0,-1.680078756058158,-1.1190428109854604,0.0
2019-08-13,-0.0,-1.1929798056101122,-0.047539910359067336,1.0,-1.6830336908898624,-1.1124036863574558,0.0
2019-08-14,-0.0,-1.201334872283836,-0.04360917348321373,1.0,-1.6690921864806545,-1.104280624278617,0.0
2019-08-15,-0.0,-1.2343603648015775,-0.07103771259551392,1.0,-1.616761153561745,-1.0075425191027854,0.0
2019-08-16,-0.0,-1.2733329942525813,-0.05594832409338284,1.0,-1.6476272824373124,-1.1093535425461574,0.0
2019-08-19,-0.0,-1.2648503570162555,-0.05960399047956651,1.0,-1.6460221805843924,-1.0936344761229555,0.0
2019-08-20,-0.0,-1.2558151268984308,-0.07185024471466774,1.0,-1.62889146778344,-1.089156869670518,0.0
2019-08-21,-0.0,-1.260994408342149,-0.05924134804291975,1.0,-1.6326633418971337,-1.0846304972041712,0.0
2019-08-22,-0.0,-1.2616454930429521,-0.05626134301270417,1.0,-1.6334442427908853,-1.0899879007864488,0.0
2019-08-23,-0.0,-1.2595862764883956,-0.05252270433905147,1.0,-1.6345105953582242,-1.0987891019172553,0.0
2019-08-26,-0.0,-1.22855,-0.05975,1.0,-1.63805,-1.0735999999999999,0.0
2019-08-27,-0.0,-1.2273930194237779,-0.05572477155839616,1.0,-1.634743096819294,-1.0753982124132422,0.0
2019-08-28,-0.0,-1.2315147881694644,-0.0495603517186251,1.0,-1.6367905675459633,-1.078187450039968,0.0
2019-08-29,-0.0,-1.2296614830741537,-0.047952397619880995,1.0,-1.639481974098705,-1.0831541577078854,0.0
2019-08-30,-0.0,-1.221636408853519,-0.06068142253170853,1.0,-1.628649589654315,-1.0629694105943794,0.0
2019-09-03,-0.0,-1.2139722748578838,-0.06412685748479106,1.0,-1.6205744489877332,-1.0878627705195971,0.0
2019-09-04,-0.0,-1.2139362490733876,-0.035730170496664194,1.0,-1.616703731158883,-1.0755621447986163,0.0
2019-09-05,-0.0,-1.2300073909830007,-0.03562453806356246,1.0,-1.6133530426213354,-1.0483370288248337,0.0
2019-09-06,-0.0,-1.2263631446973795,-0.04051329957225036,1.0,-1.6159103200747333,-1.0338758051034957,0.0
2019-09-09,-0.0,-1.2210902679139932,-0.041925846108634965,1.0,-1.605475828966058,-1.0293872753097908,0.0
2019-09-10,-0.0,-1.2341753489286418,-0.0,1.0,-1.5953410654609792,-1.08497149597012,0.0
2019-09-11,-0.0,-1.2525554724507604,-0.0,1.0,-1.5203191224133632,-1.2134131139366742,0.0
