Date,CABO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.25867986043585195,-0.607847623405594,-0.0,-0.49333638391580387,-0.5000571984213236,0.0
2018-09-25,1.0,-0.25540727105384264,-0.6148757478140819,-0.0,-0.49873446847676023,-0.5071905200184077,0.0
2018-09-26,1.0,-0.2577209797657082,-0.6173617707164032,-0.0,-0.4991796908729816,-0.5040439800823188,0.0
2018-09-27,1.0,-0.2640813621827192,-0.6090639315451324,-0.0,-0.5019447405572042,-0.5059782765277018,0.0
2018-09-28,1.0,-0.2631594111037483,-0.610043504566539,-0.0,-0.5018871186147684,-0.5060070874989196,0.0
2018-10-01,1.0,-0.262912151256629,-0.6109637998616555,-0.0,-0.5018157712704634,-0.5063119667973254,0.0
2018-10-02,1.0,-0.261510448278852,-0.6259718488973669,-0.0,-0.49932078961819704,-0.5034827596173299,0.0
2018-10-03,1.0,-0.26088590759266755,-0.6164343954201121,-0.0,-0.5034985254149077,-0.5105244896779043,0.0
2018-10-04,1.0,-0.2643751264779856,-0.6112861727038825,-0.0,-0.5079066809285653,-0.5073574051053742,0.0
2018-10-05,1.0,-0.2505254671619015,-0.603927327171691,-0.0,-0.5115890702830325,-0.513230255391437,0.0
2018-10-08,1.0,-0.2495468799447625,-0.6029805230300066,-0.0,-0.5116660433269081,-0.5127305158376247,0.0
2018-10-09,1.0,-0.24580491034165156,-0.6029991652994847,-0.0,-0.5134847307371269,-0.5159600495063754,0.0
2018-10-10,1.0,-0.2513924562061701,-0.6035612247842775,-0.0,-0.5184843150269833,-0.5124816022625609,0.0
2018-10-11,1.0,-0.21735441355318608,-0.5938003789914302,-0.0,-0.5049070905336992,-0.5122606555986084,0.0
2018-10-12,1.0,-0.21654569402796853,-0.5887677605582491,-0.0,-0.4953899616063672,-0.50172350979458,0.0
2018-10-15,1.0,-0.19410793721847633,-0.6097417676188344,-0.0,-0.491312984360574,-0.5025879193128724,0.0
2018-10-16,1.0,-0.1843334834496735,-0.6344010358027472,-0.0,-0.4925410943481198,-0.5034057644674623,0.0
2018-10-17,1.0,-0.17207738062149092,-0.6117349491355829,-0.0,-0.48871532603257545,-0.5069764856301073,0.0
2018-10-18,1.0,-0.17155800122283366,-0.6107498193541215,-0.0,-0.4897726641098327,-0.5071146684453338,0.0
2018-10-19,1.0,-0.1565097335358277,-0.6011321275714483,-0.0,-0.49427032997376774,-0.5093745685489438,0.0
2018-10-22,1.0,-0.15674702133555002,-0.5889720144084234,-0.0,-0.5055139927957882,-0.5196176226101413,0.0
2018-10-23,1.0,-0.15941707763063115,-0.5891006815537209,-0.0,-0.5034631794758132,-0.5185626419903585,0.0
2018-10-24,1.0,-0.15776799800714109,-0.5873398101248305,-0.0,-0.5035843782003376,-0.5191674278280606,0.0
2018-10-25,1.0,-0.1386468200270636,-0.5615967523680649,-0.0,-0.5043301759133965,-0.5018132611637348,0.0
2018-10-26,1.0,-0.12769726247987118,-0.5528448738593666,-0.0,-0.5075684380032207,-0.49573268921095015,0.0
2018-10-29,1.0,-0.12749946248118685,-0.5533487422059772,-0.0,-0.5107235003225112,-0.4959954848419694,0.0
2018-10-30,1.0,-0.11936368033535766,-0.5536357284892781,-0.0,-0.5112860751330144,-0.5028752619981727,0.0
2018-10-31,1.0,-0.11950800300784185,-0.5526103770544634,-0.0,-0.5109571382533032,-0.5024707272531957,0.0
2018-11-01,1.0,-0.12447552447552447,-0.5498924152770306,-0.0,-0.5120225927918236,-0.5031737493275954,0.0
2018-11-02,1.0,-0.12965044697821315,-0.5267919276270007,-0.0,-0.5202612279856539,-0.4998126438627482,0.0
2018-11-05,1.0,-0.1274916387959866,-0.532628762541806,-0.0,-0.5206421404682274,-0.4947959866220736,0.0
2018-11-06,1.0,-0.12952411523954738,-0.5339592863066099,-0.0,-0.5190327154053982,-0.4924965893587995,0.0
2018-11-07,1.0,-0.1288148286837671,-0.5350790381683473,-0.0,-0.5181212720999278,-0.4927381175274828,0.0
2018-11-08,1.0,-0.11894624800425757,-0.534220329962746,-0.0,-0.5140766365087812,-0.49374667376263964,0.0
2018-11-09,1.0,-0.1278688524590164,-0.5577868852459017,-0.0,-0.5313934426229509,-0.5151639344262295,0.0
2018-11-12,1.0,-0.12726381437402978,-0.5489256243361746,-0.0,-0.5340287044854162,-0.5131675699229281,0.0
2018-11-13,1.0,-0.09916167014840338,-0.5509373558696655,-0.0,-0.5459996201741774,-0.5169158143194336,0.0
2018-11-14,1.0,-0.09913722936675892,-0.5509794345867925,-0.0,-0.546014433772858,-0.5169569699929458,0.0
2018-11-15,1.0,-0.09837975506665221,-0.5513438820851848,-0.0,-0.5477945160940717,-0.5118944402297604,0.0
2018-11-16,1.0,-0.09548784773851685,-0.5441347427613615,-0.0,-0.5471356349184893,-0.5167211873800319,0.0
2018-11-19,1.0,-0.08989374711269328,-0.5505040897850486,-0.0,-0.555232479143455,-0.5218348324682737,0.0
2018-11-20,1.0,-0.07347369560510933,-0.5467633686945226,-0.0,-0.5569116691924659,-0.5290647326261095,0.0
