Date,IWF,IWM,MTUM,SPY,UL,VLUE,VXX
2018-09-24,-0.23986770264594706,-0.500314993700126,-0.0,-0.47745170096598066,1.0,-0.40733935321293574,0.0
2018-09-25,-0.23766025219153922,-0.5037776081290969,-0.0,-0.4800326427462027,1.0,-0.4110353542001211,0.0
2018-09-26,-0.23719130114264653,-0.5035016586804275,-0.0,-0.4801748196514138,1.0,-0.4119582960349639,0.0
2018-09-27,-0.2412603980204275,-0.49699905233231545,-0.0,-0.48141518374223435,1.0,-0.4127356007160156,0.0
2018-09-28,-0.24138475714097668,-0.49706463077530605,-0.0,-0.4813742266684218,1.0,-0.41279452415427137,0.0
2018-10-01,-0.24259186092453577,-0.49622020281838536,-0.0,-0.48223363624390886,1.0,-0.4129593046226788,0.0
2018-10-02,-0.24515228158920854,-0.4871166613974075,-0.0,-0.4857203077247339,1.0,-0.416613974075245,0.0
2018-10-03,-0.24603007122131365,-0.49118965972039036,-0.0,-0.48530730677921396,1.0,-0.41527301503561065,0.0
2018-10-04,-0.24799620333263026,-0.4878190255220417,-0.0,-0.4875553680658089,1.0,-0.41320396540814175,0.0
2018-10-05,-0.2503899125009913,-0.49292870549049667,-0.0,-0.48840836395358056,1.0,-0.41174760104681596,0.0
2018-10-08,-0.2480472873126451,-0.4899725564703399,-0.0,-0.49007810850749417,1.0,-0.4107293645767363,0.0
2018-10-09,-0.24662919865959523,-0.489801841737249,-0.0,-0.49054064751048837,1.0,-0.41162035937623687,0.0
2018-10-10,-0.24790292798733843,-0.48892112898971246,-0.0,-0.4913743075705619,1.0,-0.4096280664732261,0.0
2018-10-11,-0.19689890640242338,-0.47843610412281157,-0.0,-0.47589464496585715,1.0,-0.41587513477434923,0.0
2018-10-12,-0.1957362368983413,-0.4731352396458737,-0.0,-0.468708659814796,1.0,-0.4064312608120485,0.0
2018-10-15,-0.18281479977668377,-0.48312439729990353,-0.0,-0.46586814190732373,1.0,-0.40585190072577776,0.0
2018-10-16,-0.17588822152092032,-0.49816756591672606,-0.0,-0.46559095999185585,1.0,-0.40540059045098237,0.0
2018-10-17,-0.16430993344217004,-0.47630290091673994,-0.0,-0.46216250156976013,1.0,-0.40884088911214367,0.0
2018-10-18,-0.1645353365324222,-0.4772002110393689,-0.0,-0.4616988669195789,1.0,-0.4089390246966309,0.0
2018-10-19,-0.1583648144905056,-0.4736684095969578,-0.0,-0.46211002977158444,1.0,-0.40767056115683875,0.0
2018-10-22,-0.16133724639530433,-0.4635702437157076,-0.0,-0.49182084981498025,1.0,-0.4352685976776828,0.0
2018-10-23,-0.1611199019958144,-0.4636057373283651,-0.0,-0.4920626818437037,1.0,-0.43542953396968,0.0
2018-10-24,-0.16007970773829291,-0.45923919985693484,-0.0,-0.4951332294407685,1.0,-0.44030861201236493,0.0
2018-10-25,-0.13557300467150382,-0.42662260212702513,-0.0,-0.5031309015008448,1.0,-0.41951595268859954,0.0
2018-10-26,-0.12525864617203666,-0.4184156074490098,-0.0,-0.5058380135973988,1.0,-0.4137846093211154,0.0
2018-10-29,-0.11942315251572327,-0.4189023191823899,-0.0,-0.5043976022012578,1.0,-0.41403793238993714,0.0
2018-10-30,-0.11765572804087247,-0.4188200039300452,-0.0,-0.5043721752800158,1.0,-0.4154057771664374,0.0
2018-10-31,-0.12010061295758138,-0.40728711323841854,-0.0,-0.5025763754914649,1.0,-0.41212239615131013,0.0
2018-11-01,-0.0987011080942247,-0.4274357280888432,-0.0,-0.5047577114062768,1.0,-0.4152295687483183,0.0
2018-11-02,-0.09950673959757765,-0.42317835514748975,-0.0,-0.5051523735104513,1.0,-0.41404571205313534,0.0
2018-11-05,-0.09922601753058086,-0.42390800107429744,-0.0,-0.5051395365871524,1.0,-0.41333593769074883,0.0
2018-11-06,-0.0994310551119576,-0.42385173247381147,-0.0,-0.5050667838741972,1.0,-0.41344956413449563,0.0
2018-11-07,-0.09890673044072429,-0.424130020986871,-0.0,-0.5040753575089072,1.0,-0.41322172873249063,0.0
2018-11-08,-0.08615884249048739,-0.4232568284821017,-0.0,-0.4992365672184388,1.0,-0.41491965778822615,0.0
2018-11-09,-0.08763963088878095,-0.424769305488101,-0.0,-0.49946576007770765,1.0,-0.4164885866925692,0.0
2018-11-12,-0.0878294818012076,-0.4093940202235748,-0.0,-0.5111423652367905,1.0,-0.4165231940638716,0.0
2018-11-13,-0.07431830762195857,-0.4053813385959424,-0.0,-0.513008110514789,1.0,-0.41397318957425816,0.0
2018-11-14,-0.0765037865997781,-0.4056726641261878,-0.0,-0.5150740437026675,1.0,-0.414596497998167,0.0
2018-11-15,-0.07586522482599166,-0.40577057392644683,-0.0,-0.516654223164182,1.0,-0.4101538980275041,0.0
2018-11-16,-0.07481488604673527,-0.40205789018174826,-0.0,-0.5155303394557169,1.0,-0.4116741994422541,0.0
2018-11-19,-0.07316779750733844,-0.4032048505846687,-0.0,-0.5171310331552861,1.0,-0.4125403012367066,0.0
2018-11-20,-0.04606034503385734,-0.39743497714928333,-0.0,-0.5219534371784749,1.0,-0.42732036465436796,0.0
2018-11-21,-0.04973411831734878,-0.3928639255531288,-0.0,-0.5213892317918526,1.0,-0.4099800588738011,0.0
2018-11-23,-0.05065572604169137,-0.3854673085588256,-0.0,-0.524580833353096,1.0,-0.4108426020347665,0.0
2018-11-26,-0.05028091885356661,-0.3872175995069104,-0.0,-0.5234573169286205,1.0,-0.4096674015598701,0.0
2018-11-27,-0.041991587504135355,-0.39240984923673145,-0.0,-0.5216692660333665,1.0,-0.40696630275532875,0.0
2018-11-28,-0.044441289223342326,-0.38473188508684747,-0.0,-0.526811491315254,1.0,-0.4104074968053386,0.0
2018-11-29,-0.026051681283121512,-0.3778548984664447,-0.0,-0.5260047835670403,1.0,-0.4149744407447357,0.0
2018-11-30,-0.025588704381274037,-0.37796697626418985,-0.0,-0.5261281546111267,1.0,-0.4157754010695187,0.0
2018-12-03,-0.023566654941962716,-0.3790362293352093,-0.0,-0.5265330050416227,1.0,-0.4158049009262516,0.0
2018-12-04,-0.01803593150556751,-0.3817020679330027,-0.0,-0.5245859455413119,1.0,-0.4149667820716758,0.0
2018-12-06,-0.013708645585816122,-0.3397459331018095,-0.0,-0.5320553829281667,1.0,-0.3992643026868945,0.0
2018-12-07,-0.012498857508454439,-0.339936934466685,-0.0,-0.5325381592176218,1.0,-0.40000913993236453,0.0
2018-12-10,-0.0,-0.34309794059675114,-0.0,-0.534719862253336,1.0,-0.3877523278733093,0.0
2018-12-11,-0.0,-0.34418720663930524,-0.0,-0.5316659486179451,1.0,-0.39166912314913493,0.0
2018-12-12,-0.0,-0.34525431425976383,-0.0,-0.5346276112624886,1.0,-0.39078110808356037,0.0
2018-12-13,-0.0,-0.34483541430192965,-0.0,-0.5347559591373439,1.0,-0.39053348467650395,0.0
2018-12-14,-0.0,-0.33775104958583907,-0.0,-0.5403608305911721,1.0,-0.3912629070691025,0.0
2018-12-17,-0.0,-0.33570328774567526,-0.0,-0.5359342450864959,1.0,-0.3926501222715334,0.0
2018-12-18,-0.0,-0.3327685530328702,-0.0,-0.5347565796905004,1.0,-0.39159606912910877,0.0
2018-12-19,-0.0,-0.3327986625700343,-0.0,-0.5347008855955179,1.0,-0.39165009940357853,0.0
2018-12-20,-0.0,-0.32471768569757503,-0.0,-0.5368245827147163,1.0,-0.3879965807351419,0.0
2018-12-21,-0.0,-0.32466747279322855,-0.0,-0.5395449863406333,1.0,-0.37502799050562047,0.0
2018-12-24,-0.0,-0.3130595519130551,-0.0,-0.5341410182174514,1.0,-0.37989399135895957,0.0
2018-12-26,-0.0,-0.3126471502820843,-0.0,-0.5312513882102083,1.0,-0.37723779485584824,0.0
2018-12-27,-0.0,-0.2929065743944637,-0.0,-0.492560553633218,1.0,-0.3771842560553634,0.0
2018-12-28,-0.0,-0.294253668445962,-0.0,-0.49143128822423443,1.0,-0.3754025025392778,0.0
2018-12-31,-0.0,-0.2935442737037757,-0.0,-0.49184118956536776,1.0,-0.3759104367935335,0.0
2019-01-02,-0.0,-0.29296157916333715,-0.0,-0.49068094939852713,1.0,-0.3760231518476124,0.0
2019-01-03,-0.0,-0.29273084479371314,-0.0,-0.49664284634815087,1.0,-0.36956756406658176,0.0
2019-01-04,-0.0,-0.2935793611582498,-0.0,-0.48398599445792967,1.0,-0.37052391897407255,0.0
2019-01-07,-0.0,-0.2795819731207869,-0.0,-0.4796286089795226,1.0,-0.36060117861533897,0.0
2019-01-08,-0.0,-0.2681346601736185,-0.0,-0.48973110311242857,1.0,-0.3594325640482744,0.0
