Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WY
2018-09-24,-0.22214479480351412,-0.5139991538289241,-0.0,-0.3826186506060078,-0.36997585923695275,0.0,1.0
2018-09-25,-0.2230598890298823,-0.5135229280187107,-0.0,-0.3822746386006817,-0.36926177502425916,0.0,1.0
2018-09-26,-0.22222775357809582,-0.5130802738021157,-0.0,-0.38260112009956443,-0.3712009956440573,0.0,1.0
2018-09-27,-0.22493096843205054,-0.5080474638672603,-0.0,-0.3831936117813876,-0.3714769024105077,0.0,1.0
2018-09-28,-0.22541799363057324,-0.5078125,-0.0,-0.38328523089171973,-0.37156648089171973,0.0,1.0
2018-10-01,-0.22940250393582728,-0.5081590324112252,-0.0,-0.3876602443961316,-0.37371617062748325,0.0,1.0
2018-10-02,-0.22819800195297826,-0.5184906983149302,-0.0,-0.38561305991637246,-0.37151656275820627,0.0,1.0
2018-10-03,-0.22757774550553356,-0.510841804797436,-0.0,-0.388652411237418,-0.3768090540337523,0.0,1.0
2018-10-04,-0.2461110827765594,-0.5093334013362575,-0.0,-0.4172234406079462,-0.3774417299943898,0.0,1.0
2018-10-05,-0.2358797236895571,-0.5035046728971962,-0.0,-0.41946871190572943,-0.3807649329540837,0.0,1.0
2018-10-08,-0.23610722906873333,-0.5043323592936094,-0.0,-0.419438444924406,-0.3810697497141405,0.0,1.0
2018-10-09,-0.22787497442193577,-0.508645385717209,-0.0,-0.42810006138735424,-0.39318600368324125,0.0,1.0
2018-10-10,-0.22692947651350315,-0.5099193651606297,-0.0,-0.4280814027902214,-0.39490592602073465,0.0,1.0
2018-10-11,-0.21895149985982618,-0.5097739378647705,-0.0,-0.4266890944771517,-0.3932257817875985,0.0,1.0
2018-10-12,-0.2188692597366492,-0.5057497409457377,-0.0,-0.4189096974751687,-0.3838299593095256,0.0,1.0
2018-10-15,-0.18918508392192604,-0.5389736968684338,-0.0,-0.41591352117667907,-0.38750917698286125,0.0,1.0
2018-10-16,-0.1877483862802177,-0.5411466902923681,-0.0,-0.4153904569041893,-0.38701430198709025,0.0,1.0
2018-10-17,-0.18164234218392825,-0.5296540983194755,-0.0,-0.4128463412796101,-0.387851993267854,0.0,1.0
2018-10-18,-0.18292560153025267,-0.5335246149199637,-0.0,-0.4116832779623477,-0.3887546561965166,0.0,1.0
2018-10-19,-0.17532792630419547,-0.5287623911084409,-0.0,-0.4117602883748873,-0.3874286572544307,0.0,1.0
2018-10-22,-0.17619853926053225,-0.5157825570522379,-0.0,-0.4305643306628927,-0.40471075842199705,0.0,1.0
2018-10-23,-0.1686580529614942,-0.5256236407829091,-0.0,-0.4471792247665345,-0.4170653703466803,0.0,1.0
2018-10-24,-0.16983474280394137,-0.5249954741769468,-0.0,-0.45891845759950345,-0.432435927276489,0.0,1.0
2018-10-25,-0.14007329710602806,-0.4928345760141539,-0.0,-0.48090484013648427,-0.413698976368002,0.0,1.0
2018-10-26,-0.13359947775434367,-0.48641659134277393,-0.0,-0.48162097017173844,-0.4091844933212815,0.0,1.0
2018-10-29,-0.18035127417703786,-0.5209309843219654,-0.0,-0.5535800872797801,-0.43898496848230156,0.0,1.0
2018-10-30,-0.17389313799418293,-0.5210330712054293,-0.0,-0.5538618980932889,-0.4443067973715394,0.0,1.0
2018-10-31,-0.18041706872520635,-0.5018494692827276,-0.0,-0.5557789214109574,-0.4423448054036668,0.0,1.0
2018-11-01,-0.1824228283315901,-0.5007375224609113,-0.0,-0.556118754525706,-0.4425939335425216,0.0,1.0
2018-11-02,-0.18303822560338595,-0.4976025287294742,-0.0,-0.5563472717044816,-0.44172403632369883,0.0,1.0
2018-11-05,-0.17716218392655825,-0.5173404198206905,-0.0,-0.560181457024749,-0.4295646105116229,0.0,1.0
2018-11-06,-0.17792629572966154,-0.5176476903669109,-0.0,-0.5595726977480742,-0.42891268754864853,0.0,1.0
2018-11-07,-0.17709566340256108,-0.5216829871946627,-0.0,-0.5602335090928656,-0.4312116646938556,0.0,1.0
2018-11-08,-0.16152551878855861,-0.5212456266858959,-0.0,-0.5544160457228321,-0.4335389792484577,0.0,1.0
2018-11-09,-0.16218671511783253,-0.5215625500988618,-0.0,-0.5542136482659115,-0.4339763800566452,0.0,1.0
2018-11-12,-0.16164361659605084,-0.5151490926532897,-0.0,-0.5557865003863884,-0.4321688384363258,0.0,1.0
2018-11-13,-0.1366406953940743,-0.5150792388827052,-0.0,-0.5655112100492924,-0.4328987120368898,0.0,1.0
2018-11-14,-0.1357389227911913,-0.5168214380472274,-0.0,-0.566436720615548,-0.4342265853011409,0.0,1.0
2018-11-15,-0.1352719754002757,-0.5184763015586894,-0.0,-0.5705386491358286,-0.42651892694306004,0.0,1.0
2018-11-16,-0.13173700224897472,-0.510623098293425,-0.0,-0.5704722846937426,-0.43302024077258894,0.0,1.0
2018-11-19,-0.12745566528618454,-0.5148932781140491,-0.0,-0.5760061590740151,-0.43641817988743764,0.0,1.0
2018-11-20,-0.08947730035410391,-0.5091168542888854,-0.0,-0.584588552402093,-0.4593837535014006,0.0,1.0
2018-11-21,-0.09049607395152183,-0.5051340633945218,-0.0,-0.5832873762441241,-0.447175608603167,0.0,1.0
2018-11-23,-0.09114760980217243,-0.5000787112347169,-0.0,-0.5849818964160152,-0.4474996064438264,0.0,1.0
2018-11-26,-0.09136016381822476,-0.4991205271586464,-0.0,-0.5862014649129715,-0.4486099078522485,0.0,1.0
2018-11-27,-0.08713280493865913,-0.49948991603233145,-0.0,-0.5835883753171676,-0.4456041225247848,0.0,1.0
2018-11-28,-0.08818835840418573,-0.49640287769784175,-0.0,-0.5849574885546108,-0.4465402223675605,0.0,1.0
2018-11-29,-0.06983616756532558,-0.4886717129821651,-0.0,-0.5833160514309416,-0.4504873496474492,0.0,1.0
2018-11-30,-0.07014313867856033,-0.48954983922829587,-0.0,-0.5853905196556374,-0.44800850534176956,0.0,1.0
2018-12-03,-0.06674628105610218,-0.4926399958462058,-0.0,-0.587476310392274,-0.4492588073418314,0.0,1.0
2018-12-04,-0.061585476393960586,-0.49480744826871786,-0.0,-0.5853469038924715,-0.4480615336803667,0.0,1.0
2018-12-06,-0.055622701674081315,-0.4861521845346774,-0.0,-0.5869313652377401,-0.4428215084732687,0.0,1.0
2018-12-07,-0.08597454789015405,-0.516463496316142,-0.0,-0.6258807769591427,-0.45085063630274613,0.0,1.0
2018-12-10,-0.08948606342426126,-0.5203709210846468,-0.0,-0.6335667360566655,-0.4600827272973046,0.0,1.0
2018-12-11,-0.10426887112074806,-0.5174955956091611,-0.0,-0.6405746036048244,-0.44805529204499256,0.0,1.0
2018-12-12,-0.10014154281670207,-0.5222929936305732,-0.0,-0.6434209810005989,-0.4561217268223638,0.0,1.0
2018-12-13,-0.09893704006541292,-0.5181520850367948,-0.0,-0.653366039792859,-0.4551103843008994,0.0,1.0
2018-12-14,-0.09998092487124288,-0.5161729841676431,-0.0,-0.6538681636101044,-0.45499632122516825,0.0,1.0
2018-12-17,-0.09394112370545543,-0.5153442605126533,-0.0,-0.6500040773057164,-0.45891434939791786,0.0,1.0
2018-12-18,-0.08696474913494809,-0.5085964532871972,-0.0,-0.6484104671280276,-0.45928849480968853,0.0,1.0
2018-12-19,-0.08915923222492567,-0.5080562314138957,-0.0,-0.6473100838064342,-0.4589078129224115,0.0,1.0
2018-12-20,-0.08903795899674022,-0.5017107141894986,-0.0,-0.6475389962014062,-0.45572348393006273,0.0,1.0
2018-12-21,-0.08689647702347748,-0.5046440466841777,-0.0,-0.6520349860543204,-0.46435051043895037,0.0,1.0
2018-12-24,-0.0869116768905054,-0.5090928831225232,-0.0,-0.6558818739482112,-0.46240703544867273,0.0,1.0
2018-12-26,-0.08805234671621294,-0.5165737674017826,-0.0,-0.6371543204890002,-0.4509518808735224,0.0,1.0
2018-12-27,-0.050623988303482845,-0.49676257114510985,-0.0,-0.5935721372252101,-0.4698449167145319,0.0,1.0
2018-12-28,-0.05022449618878563,-0.49702412028819054,-0.0,-0.5935574814660124,-0.4696147018899447,0.0,1.0
2018-12-31,-0.04674339523934084,-0.5040805650013079,-0.0,-0.5948992937483651,-0.46999738425320436,0.0,1.0
2019-01-02,-0.04482019652937487,-0.5037894626803262,-0.0,-0.5938218691197993,-0.47099100982646874,0.0,1.0
2019-01-03,-0.05584327265118226,-0.5013862732789287,-0.0,-0.6042843691148776,-0.4540960451977401,0.0,1.0
2019-01-04,-0.0,-0.5404734228046074,-0.0,-0.607576878368382,-0.493818028109479,0.0,1.0
2019-01-07,-0.0,-0.5262099932125516,-0.0,-0.6014984597713152,-0.48282253432882577,0.0,1.0
2019-01-08,-0.0,-0.5273040662296624,-0.0,-0.6010289624193675,-0.48322060014102536,0.0,1.0
2019-01-09,-0.0,-0.5215962441314553,-0.0,-0.6004434011476265,-0.48620239958268124,0.0,1.0
2019-01-10,-0.0,-0.5202429677520269,-0.0,-0.6012930472640059,-0.4854401835292891,0.0,1.0
2019-01-11,-0.0,-0.5199150431339644,-0.0,-0.6074415921546006,-0.49476885963762224,0.0,1.0
2019-01-14,-0.0,-0.5203675585109169,-0.0,-0.6060526729148124,-0.4915178805173046,0.0,1.0
2019-01-15,-0.0,-0.5168780794632561,-0.0,-0.6049376244889401,-0.4990302966768005,0.0,1.0
2019-01-16,-0.0,-0.5190712235846595,-0.0,-0.5851552308896426,-0.5046960605270024,0.0,1.0
2019-01-17,-0.0,-0.5236778250319618,-0.0,-0.5832441881702194,-0.5022308033501187,0.0,1.0
2019-01-18,-0.0,-0.5239957248246917,-0.0,-0.5817366596282683,-0.5010818278981257,0.0,1.0
2019-01-22,-0.0,-0.5172395682886479,-0.0,-0.6471468711430898,-0.46159502113915074,0.0,1.0
2019-01-23,-0.0,-0.48861899994731023,-0.0,-0.6524316349649614,-0.4934401180251857,0.0,1.0
2019-01-24,-0.0,-0.49197226542933226,-0.0,-0.6484142258311144,-0.4959795417995835,0.0,1.0
2019-01-25,-0.0,-0.4711260957518543,-0.0,-0.685016857720836,-0.541092380310182,0.0,1.0
2019-01-28,-0.0,-0.4674227864548088,-0.0,-0.697046801829846,-0.542430230354871,0.0,1.0
2019-01-29,-0.0,-0.46601994363754606,-0.0,-0.6916052460437894,-0.552135269889443,0.0,1.0
2019-01-30,-0.0,-0.463985691832421,-0.0,-0.6892038371903961,-0.5566906942713132,0.0,1.0
2019-01-31,-0.0,-0.4654747392658811,-0.0,-0.6803467425165922,-0.5631044290938643,0.0,1.0
2019-02-01,-0.0,-0.46400780847544937,-0.0,-0.6876067565002847,-0.5596616327305263,0.0,1.0
2019-02-04,-0.0,-0.4606286366849747,-0.0,-0.6837783457501767,-0.5746098210886943,0.0,1.0
2019-02-05,-0.0,-0.43725570589039225,-0.0,-0.6781741150744841,-0.6179035123684571,0.0,1.0
2019-02-06,-0.0,-0.434398182365662,-0.0,-0.6861295885686128,-0.6168733404505762,0.0,1.0
2019-02-07,-0.0,-0.4372826592919143,-0.0,-0.6908354097642453,-0.6100325839927713,0.0,1.0
2019-02-08,-0.0,-0.436488784072835,-0.0,-0.6965392420336752,-0.60925245434103,0.0,1.0
2019-02-11,-0.0,-0.42845754185336893,-0.0,-0.6951095472413887,-0.6254226571734888,0.0,1.0
