Date,IWF,IWM,LC,MTUM,SPY,VLUE,VXX
2018-09-24,-1.2593750000000001,-2.6791071428571427,1.0,-0.31741071428571427,-1.8794642857142856,-1.793125,0.0
2018-09-25,-1.2700429491768075,-2.6797602004294916,1.0,-0.329277022190408,-1.8797423049391553,-1.7890121689334288,0.0
2018-09-26,-1.2723609991941982,-2.6831408362431732,1.0,-0.33288566568179784,-1.8800250693884861,-1.7848509266720387,0.0
2018-09-27,-1.2752703548127626,-2.6665475020109035,1.0,-0.33649119671105554,-1.8773795692197692,-1.7816605594780588,0.0
2018-09-28,-1.2987001263766023,-2.685773605343925,1.0,-0.3396822531142805,-1.9003430222061743,-1.8024011554432207,0.0
2018-10-01,-1.298727092172971,-2.6857452378802926,1.0,-0.34043513586711205,-1.9001534711564505,-1.8025638710842287,0.0
2018-10-02,-1.304882459312839,-2.6596745027124773,1.0,-0.3522603978300181,-1.9109403254972877,-1.81374321880651,0.0
2018-10-03,-1.302663656884876,-2.642799097065463,1.0,-0.3506094808126411,-1.9133182844243792,-1.8199548532731376,0.0
2018-10-04,-1.3037598052474981,-2.6332161211793346,1.0,-0.3516364619962132,-1.9137138220178525,-1.8139933279235418,0.0
2018-10-05,-1.2695753449202651,-2.615929044974019,1.0,-0.31320551872424296,-1.9277011288299588,-1.832556889446336,0.0
2018-10-08,-1.2622980091063296,-2.6042317650209803,1.0,-0.3027408267119007,-1.930809749129542,-1.827693955896795,0.0
2018-10-09,-1.2643380382347686,-2.6064856172949793,1.0,-0.30498481329283544,-1.9309451491870646,-1.8266928711809898,0.0
2018-10-10,-1.2679832007863463,-2.604771691537843,1.0,-0.30837279957108393,-1.933696720579037,-1.8209275310517379,0.0
2018-10-11,-1.1158155846377555,-2.595415276708579,1.0,-0.09913608758874347,-1.8896587118296126,-1.8535625694979043,0.0
2018-10-12,-1.09845769070446,-2.548061692371822,1.0,-0.0783659858274281,-1.8264276781992497,-1.7854939558149228,0.0
2018-10-15,-1.0586864230417048,-2.619995005410805,1.0,-0.0162324148838758,-1.8300174810621828,-1.7993007575126947,0.0
2018-10-16,-1.054954204829309,-2.635970024979184,1.0,-0.004912572855953373,-1.8308909242298086,-1.7997502081598669,0.0
2018-10-17,-0.9849424269264836,-2.509944439971012,1.0,-0.0,-1.7805781463885981,-1.776713100893792,0.0
2018-10-18,-0.9835748792270531,-2.507407407407407,1.0,-0.0,-1.7834138486312399,-1.7772141706924316,0.0
2018-10-19,-0.9380043141327794,-2.481984501078533,1.0,-0.0,-1.7905248861548295,-1.7786210753375409,0.0
2018-10-22,-0.9400464259985593,-2.464019851116625,1.0,-0.0,-1.806691747378532,-1.7937244857119987,0.0
2018-10-23,-0.9381526104417671,-2.472128514056225,1.0,-0.0,-1.8183935742971888,-1.8034538152610442,0.0
2018-10-24,-0.932087876844131,-2.4639993585631816,1.0,-0.0,-1.817350865939705,-1.8046023091725465,0.0
2018-10-25,-0.8202009518773137,-2.2978016166805166,1.0,-0.0,-1.7598398428646975,-1.6767394424718594,0.0
2018-10-26,-0.7711372432271508,-2.2581869604048825,1.0,-0.0,-1.764587674903245,-1.6487793986305448,0.0
2018-10-29,-0.7283923303834808,-2.2632005899705017,1.0,-0.0,-1.7380530973451327,-1.6449852507374632,0.0
2018-10-30,-0.73206906729634,-2.2643152302243212,1.0,-0.0,-1.739005312868949,-1.643521251475797,0.0
2018-10-31,-0.7316433566433566,-2.211975524475524,1.0,-0.0,-1.7205710955710953,-1.6201923076923075,0.0
2018-11-01,-0.7153857329652767,-2.2180008717129156,1.0,-0.0,-1.7150225192503268,-1.6158651750690105,0.0
2018-11-02,-0.7149226896799712,-2.1711614527148506,1.0,-0.0,-1.7089536138079826,-1.5966199208917655,0.0
2018-11-05,-0.7058526011560694,-2.220014450867052,1.0,-0.0,-1.721893063583815,-1.5778179190751447,0.0
2018-11-06,-0.717168064796066,-2.230402082730692,1.0,-0.0,-1.7163002603413366,-1.567833381544692,0.0
2018-11-07,-0.7178354100260794,-2.234497247174732,1.0,-0.0,-1.7208780063749638,-1.5711388003477254,0.0
2018-11-08,-0.6494660646455961,-2.2384433455170933,1.0,-0.0,-1.6974844119544186,-1.5815236866623668,0.0
2018-11-09,-0.6496130696474636,-2.2374605904270566,1.0,-0.0,-1.697262826024649,-1.5809687589567212,0.0
2018-11-12,-0.6439701173959445,-2.2093916755602985,1.0,-0.0,-1.6934898612593383,-1.568125222340804,0.0
2018-11-13,-0.5823301654347061,-2.2037310806054204,1.0,-0.0,-1.696022527279127,-1.5577613516367474,0.0
2018-11-14,-0.5858471948125176,-2.2042571186918525,1.0,-0.0,-1.699111925570905,-1.5589935156470256,0.0
2018-11-15,-0.5832160945413618,-2.2056133933595947,1.0,-0.0,-1.7030106921778279,-1.5425576814856499,0.0
2018-11-16,-0.576548827441372,-2.186839341967098,1.0,-0.0,-1.6945047252362617,-1.5424571228561428,0.0
2018-11-19,-0.5808303577679759,-2.185815304907932,1.0,-0.0,-1.6927116152068893,-1.5419729748652242,0.0
2018-11-20,-0.5067193128290386,-2.1650734275422554,1.0,-0.0,-1.6897339983374897,-1.565599889165974,0.0
2018-11-21,-0.5081295258915152,-2.1444869517693674,1.0,-0.0,-1.6721546659379696,-1.5067632190189917,0.0
2018-11-23,-0.5086236280591724,-2.1280250869179906,1.0,-0.0,-1.6748244597450408,-1.5056241052559822,0.0
2018-11-26,-0.5079050030798713,-2.153309150639929,1.0,-0.0,-1.6768188351242215,-1.5060570802819795,0.0
2018-11-27,-0.48485682819383263,-2.192387114537445,1.0,-0.0,-1.6903221365638768,-1.5156938325991192,0.0
2018-11-28,-0.483719646799117,-2.2110927152317883,1.0,-0.0,-1.6877759381898454,-1.5157974613686533,0.0
2018-11-29,-0.42654124653177233,-2.1708059822697434,1.0,-0.0,-1.6629221086824117,-1.5070041280368138,0.0
2018-11-30,-0.4278455284552845,-2.1748644986449865,1.0,-0.0,-1.6688346883468834,-1.5035230352303524,0.0
2018-12-03,-0.4228710791951765,-2.1777657340288603,1.0,-0.0,-1.6700765530790598,-1.5038954000406477,0.0
2018-12-04,-0.4011268752969927,-2.202973321566764,1.0,-0.0,-1.6730025117099994,-1.5112348109429097,0.0
2018-12-06,-0.367944205449094,-2.067722591578673,1.0,-0.0,-1.6485464737322382,-1.4338417416242994,0.0
2018-12-07,-0.36965589155370177,-2.067778936392075,1.0,-0.0,-1.648527111574557,-1.4312434827945777,0.0
2018-12-10,-0.32354638117828066,-2.0619911532790565,1.0,-0.0,-1.6317712673889353,-1.3933585486249118,0.0
2018-12-11,-0.3216209284431906,-2.0628366247755836,1.0,-0.0,-1.6308668889458837,-1.3965760451397795,0.0
2018-12-12,-0.32084669660038484,-2.0636305323925592,1.0,-0.0,-1.630981398332264,-1.3989095574085952,0.0
2018-12-13,-0.3200768491834774,-2.0550112071725906,1.0,-0.0,-1.634774255523535,-1.394236311239193,0.0
2018-12-14,-0.32369128375783945,-2.046845001919877,1.0,-0.0,-1.6359273006527584,-1.3931268398822474,0.0
2018-12-17,-0.2886440354117572,-2.047449207056875,1.0,-0.0,-1.6122539965607283,-1.4206738424304184,0.0
2018-12-18,-0.2631678427419355,-2.0238155241935485,1.0,-0.0,-1.5979712701612905,-1.4154485887096775,0.0
2018-12-19,-0.27675300063171193,-2.0248894504106127,1.0,-0.0,-1.5979153506001265,-1.4176247631080228,0.0
2018-12-20,-0.27486369618349316,-1.9990599736792631,1.0,-0.0,-1.590900545215266,-1.401955254747133,0.0
2018-12-21,-0.2647761569416499,-2.024144869215292,1.0,-0.0,-1.6239310865191148,-1.374874245472837,0.0
2018-12-24,-0.23907358983937238,-1.9962644751587595,1.0,-0.0,-1.6088282903747975,-1.3816461212800397,0.0
2018-12-26,-0.23743500866551123,-2.0307625649913343,1.0,-0.0,-1.5648056449616239,-1.356647685070562,0.0
2018-12-27,-0.13752351834430857,-1.94967074317968,1.0,-0.0,-1.4337370649106302,-1.3586547507055502,0.0
2018-12-28,-0.13325111580925533,-1.9529011040638948,1.0,-0.0,-1.4315832746065305,-1.354886070002349,0.0
2018-12-31,-0.13923230896032027,-1.9479571411750853,1.0,-0.0,-1.4379488990933709,-1.362062875309078,0.0
