Date,IWF,IWM,MTUM,SPY,SY,VLUE,VXX
2019-12-30,-2.509905110704178,-2.358248709838522,-4.302313967038455,-3.7845846512402197,1.0,-2.6921924421508243,0.0
2019-12-31,-2.491607113179325,-2.370117999002825,-4.299318597307628,-3.7761342861891305,1.0,-2.68223367126475,0.0
2020-01-02,-2.4913535084802128,-2.37013634852012,-4.303458596607915,-3.7795144662454274,1.0,-2.6835716661124045,0.0
2020-01-03,-2.4369803791153974,-2.4095443964083807,-4.337046890588627,-3.7602261390089793,1.0,-2.68390422347855,0.0
2020-01-06,-2.4419425306671148,-2.461771130902369,-4.445975466308183,-3.7855822550831792,1.0,-2.6686271214921864,0.0
2020-01-07,-2.467602774488242,-2.473862290644561,-4.479783454576213,-3.8225342581627473,1.0,-2.6736592793097618,0.0
2020-01-08,-2.4928131416837784,-2.488193018480493,-4.53952772073922,-3.8641341546885695,1.0,-2.727070499657769,0.0
2020-01-09,-2.47444881216886,-2.490685352931123,-4.53392582464536,-3.856947530336695,1.0,-2.7350880191420273,0.0
2020-01-10,-2.4586466165413534,-2.5095693779904304,-4.51930963773069,-3.8479152426520846,1.0,-2.752904989747095,0.0
2020-01-13,-2.4574014000341475,-2.506231859313642,-4.520744408400206,-3.8424107905070857,1.0,-2.746798702407376,0.0
2020-01-14,-2.431286053613845,-2.488971835765185,-4.482015609093994,-3.8181201221581267,1.0,-2.7460128944689512,0.0
2020-01-15,-2.4277476255088195,-2.4911804613297153,-4.478968792401628,-3.8149592944369064,1.0,-2.7479647218453187,0.0
2020-01-16,-2.4268520088150534,-2.480759450754365,-4.46041701983387,-3.816240040684862,1.0,-2.7679267672486865,0.0
2020-01-17,-2.4129848229342326,-2.4381112984822932,-4.443170320404722,-3.802866779089376,1.0,-2.766273187183811,0.0
2020-01-21,-2.4106841927873277,-2.4423660262891813,-4.4351196494775875,-3.798449612403101,1.0,-2.7652510953825415,0.0
2020-01-22,-2.4080876158382476,-2.4384161752316764,-4.439764111204718,-3.799326032013479,1.0,-2.7636057287278852,0.0
2020-01-23,-2.4088611859838274,-2.4396900269541777,-4.4376684636118595,-3.7993598382749325,1.0,-2.7609501347708894,0.0
2020-01-24,-2.415481029810298,-2.453082655826558,-4.469173441734417,-3.825542005420054,1.0,-2.774559620596206,0.0
2020-01-27,-2.3714333669016447,-2.4044981537428667,-4.458878818395434,-3.7883517959046658,1.0,-2.761161463578382,0.0
2020-01-28,-2.2613991769547326,-2.4207407407407406,-4.457448559670782,-3.6956378600823045,1.0,-2.625843621399177,0.0
2020-01-29,-2.223843883240407,-2.4255493604460483,-4.458510987208921,-3.6774352246638244,1.0,-2.6136438176451295,0.0
2020-01-30,-2.2518445646827345,-2.4213805541892115,-4.4504017051975735,-3.6914248237415968,1.0,-2.5810788653877683,0.0
2020-01-31,-2.259970457902511,-2.4295092729361563,-4.440997866404071,-3.6934186771705235,1.0,-2.588380108321024,0.0
2020-02-03,-2.198528235482323,-2.3359462486002243,-4.3415453527435615,-3.601343784994401,1.0,-2.5202367621180617,0.0
2020-02-04,-2.1601208459214503,-2.3002067101287964,-4.3129273334393385,-3.5919860073143584,1.0,-2.535697249165209,0.0
2020-02-05,-2.05196017423771,-2.2657125077784688,-4.259645301804604,-3.5225575606720594,1.0,-2.4570628500311136,0.0
2020-02-06,-2.0947204968944098,-2.2361801242236026,-4.324223602484472,-3.4975155279503105,1.0,-2.3753105590062114,0.0
2020-02-07,-2.090457719162141,-2.2391000775795193,-4.318386346004655,-3.493560899922421,1.0,-2.374398758727696,0.0
2020-02-10,-2.077350625289486,-2.209201790952602,-4.309865678554887,-3.484020379805466,1.0,-2.3586536976995522,0.0
2020-02-11,-2.048963929393707,-2.2021488871834225,-4.272448196469685,-3.4636991557943206,1.0,-2.3619339984650805,0.0
2020-02-12,-2.0529303467321265,-2.1976066277999387,-4.271248849340288,-3.4642528382939553,1.0,-2.3559374041116907,0.0
2020-02-13,-2.036260709914321,-2.1901774785801713,-4.273102815177478,-3.456395348837209,1.0,-2.3437882496940023,0.0
2020-02-14,-2.035954712362301,-2.19094247246022,-4.274020807833537,-3.4557833537331697,1.0,-2.3431762545899635,0.0
2020-02-18,-2.0323322096230463,-2.1990499540300337,-4.271988967208091,-3.459699662886914,1.0,-2.3604045357033407,0.0
2020-02-19,-2.026404666871354,-2.1983420325452867,-4.289990789069695,-3.472060178077986,1.0,-2.364752840036844,0.0
2020-02-20,-2.0194695692166182,-2.1950022995554193,-4.287751034799939,-3.467269661198835,1.0,-2.360876897133221,0.0
2020-02-21,-2.001532567049808,-2.2157854406130264,-4.285823754789272,-3.4611494252873563,1.0,-2.3613793103448275,0.0
2020-02-24,-1.9153495440729484,-2.208054711246201,-4.279331306990882,-3.4445288753799392,1.0,-2.3504559270516716,0.0
2020-02-25,-1.6934231726966458,-2.2393437820418924,-4.293100922806504,-3.2456423026219423,1.0,-2.1762120990186027,0.0
2020-02-26,-1.6244432071269488,-2.0691815144766146,-4.133073496659243,-3.1141425389755013,1.0,-1.9789810690423162,0.0
2020-02-27,-1.6932025227750527,-2.0452697967764544,-4.151506657323055,-3.1631394533987387,1.0,-1.962438682550806,0.0
2020-02-28,-1.48122595197028,-2.2185219583388616,-3.8598912033965767,-2.8601565609659017,1.0,-1.8480827915616291,0.0
2020-03-02,-1.5043570108265116,-2.164774227620808,-3.831660945339319,-2.8622920517560075,1.0,-1.8399788750990231,0.0
2020-03-03,-1.3060975609756098,-2.278170731707317,-3.3265853658536586,-2.575609756097561,1.0,-1.708658536585366,0.0
2020-03-04,-1.1624850657108723,-2.370011947431302,-3.3894862604540026,-2.4657108721624854,1.0,-1.5598566308243729,0.0
2020-03-05,-1.0432703256661353,-2.5543156456388068,-3.071168298792986,-2.27374174447734,1.0,-1.4443179230243681,0.0
2020-03-06,-0.966722129783694,-2.526899611758181,-3.0695507487520803,-2.1726012201885747,1.0,-1.3568496949528563,0.0
2020-03-09,-0.9378759706879581,-2.4867111451383574,-3.0527179262824022,-2.1403259324073063,1.0,-1.3195887564256807,0.0
2020-03-10,-1.292811545933944,-1.6014432417429918,-2.6892404477750023,-1.8395781293366638,1.0,-0.8284762697751873,0.0
2020-03-11,-1.0577967762044704,-1.8804880220856708,-2.688663282571912,-1.638525247127972,1.0,-0.6400391842550539,0.0
2020-03-12,-1.082167832167832,-1.5854978354978355,-2.4831002331002328,-1.5905760905760906,1.0,-0.5836663336663337,0.0
2020-03-13,-1.1288645501178427,-1.1421045334812143,-2.0122695133786217,-1.3497851102176626,1.0,-0.29897407458755026,0.0
2020-03-16,-0.9026901789162055,-1.453275839876432,-1.8942592354228343,-1.185673831895997,1.0,-0.0,0.0
2020-03-17,-0.8817233960390578,-0.9839465989959729,-1.265570695647377,-1.2137695150879904,1.0,-0.17162244166160975,0.0
2020-03-18,-0.8406929167330889,-1.0149848557309102,-1.1017057229395824,-1.1772145172432116,1.0,-0.1791274775492853,0.0
2020-03-19,-0.8751361726409711,-0.8348809462053224,-1.0620428489910256,-1.1819785236291953,1.0,-0.23349068838512219,0.0
2020-03-20,-0.875992732935375,-0.7917466908902154,-1.0810796781728524,-1.1890994030625488,1.0,-0.2527900337399429,0.0
2020-03-23,-0.8689729067809582,-0.8820858207051381,-0.9590285218633603,-1.1615388540231644,1.0,-0.2306750344405327,0.0
2020-03-24,-0.8917462898963204,-0.9050620044724538,-0.90206342752592,-1.1406789997967066,1.0,-0.24278308599308804,0.0
2020-03-25,-0.8581493658994833,-0.8687646782527009,-0.6985908877407233,-1.0694222639736966,1.0,-0.20211366838891498,0.0
2020-03-26,-0.8557321546129973,-0.8687106178877081,-0.7035173516411173,-1.0697357283927396,1.0,-0.20469293708266717,0.0
2020-03-27,-0.8627822152453946,-0.8497160533727319,-0.6472136294381089,-1.0825984579158778,1.0,-0.1748003139572464,0.0
2020-03-30,-0.8458784652102075,-0.8400954653937949,-0.668441343859005,-1.084955021112539,1.0,-0.15031209840279053,0.0
2020-03-31,-0.8236291172293737,-0.8696687892253424,-0.6639332997388795,-1.0693114663979109,1.0,-0.15451921755462916,0.0
2020-04-01,-0.8443166129774505,-0.9156005522319375,-0.6163368614818223,-1.087666820064427,1.0,-0.13801196502531063,0.0
2020-04-02,-0.881730201281294,-0.8257531010041347,-0.6022081875596347,-1.1183152346767231,1.0,-0.11554364123767549,0.0
