Date,IWF,IWM,MTUM,SPY,SY,VLUE,VXX
2020-04-03,-0.8771411695215593,-0.8429278931346267,-0.6079331182697987,-1.093825253305466,1.0,-0.12176836748602844,0.0
2020-04-06,-0.8816106042035498,-0.8212810386308955,-0.6058831540242408,-1.1021380906986245,1.0,-0.12860320486631258,0.0
2020-04-07,-0.8411922687447717,-0.7688988684894114,-0.5755294324835997,-1.1037731695504776,1.0,-0.1133711971117862,0.0
2020-04-08,-0.8453131197391036,-0.7691595786875853,-0.583491252038253,-1.105724736679741,1.0,-0.1033890088581376,0.0
2020-04-09,-0.8639339220596635,-0.726901278502702,-0.6089802732744607,-1.1099688062914634,1.0,-0.08369579543956768,0.0
2020-04-13,-0.8875225086740745,-0.6671351398831745,-0.6278712284246124,-1.116034959813782,1.0,-0.09332864860116825,0.0
2020-04-14,-0.9111837744686492,-0.6310370730414033,-0.6692589810437012,-1.1229287260836907,1.0,-0.08430913348946135,0.0
2020-04-15,-0.8802263852937305,-0.6461632957486948,-0.6412933795463519,-1.1197736147062696,1.0,-0.09989909182643794,0.0
2020-04-16,-0.9034999342940996,-0.618730562004468,-0.6571028078321434,-1.1273380349555389,1.0,-0.07372202023741732,0.0
2020-04-17,-0.8812170106853195,-0.5777796850190964,-0.6520619662704373,-1.0983993477234693,1.0,-0.08183495687250569,0.0
2020-04-20,-0.9110035135829977,-0.5367212271831349,-0.6809923729539805,-1.0932384951581111,1.0,-0.06294455394635358,0.0
2020-04-21,-0.9161268179673089,-0.5416362778325968,-0.680123557424171,-1.09185293234373,1.0,-0.06044875370028745,0.0
2020-04-22,-0.8995577479163123,-0.5605119918353462,-0.655255995917673,-1.094786528321143,1.0,-0.042311617622044564,0.0
2020-04-23,-0.8849985163833665,-0.573099910983002,-0.6441439532024925,-1.0907549489211987,1.0,-0.045864948497308294,0.0
2020-04-24,-0.8886537729061746,-0.5676499217063777,-0.6405687925853824,-1.0873926107748952,1.0,-0.04786491176097169,0.0
2020-04-27,-0.8956256099113241,-0.5707072849929992,-0.6317620603334889,-1.084729941872799,1.0,-0.05999405999405999,0.0
2020-04-28,-0.8966322673801334,-0.5755722597358475,-0.6286575784601011,-1.0864653671380642,1.0,-0.05954049348112286,0.0
2020-04-29,-0.9219016002723868,-0.5600102145045965,-0.637683009874021,-1.0950800136193393,1.0,-0.04136874361593462,0.0
2020-04-30,-0.9055359734605017,-0.5178519593613934,-0.6337963922869583,-1.0791623470868754,1.0,-0.010408459465063238,0.0
2020-05-01,-0.9204046098996767,-0.50306773899345,-0.6349805157117984,-1.0871818257192605,1.0,-0.0,0.0
2020-05-04,-0.9124310074964989,-0.4819177856495593,-0.6372435950243018,-1.087363044731856,1.0,-0.0,0.0
2020-05-05,-0.9110268978868888,-0.4825966964616715,-0.6297318449561312,-1.0957696585245293,1.0,-0.0,0.0
2020-05-06,-0.9091994237497427,-0.48400905536118544,-0.6250668861905742,-1.0977979008026344,1.0,-0.0,0.0
2020-05-07,-0.9168075194789133,-0.4869109947643979,-0.6267056932019622,-1.0920559013892897,1.0,-0.0,0.0
2020-05-08,-0.903012912482066,-0.4938716950194712,-0.623201475712236,-1.0791145726583316,1.0,-0.0,0.0
2020-05-11,-0.9025846556518895,-0.4779159168984133,-0.6266154097824309,-1.0825699329298217,1.0,-0.0,0.0
2020-05-12,-0.8976819845465636,-0.4757218381455876,-0.6225701504676698,-1.0707198047986988,1.0,-0.0,0.0
2020-05-13,-0.8941604364518085,-0.4577086280056577,-0.6152758132956152,-1.0741159830268743,1.0,-0.0,0.0
2020-05-14,-0.8992927864214993,-0.4554859567589412,-0.6045665791068903,-1.0818347140836533,1.0,-0.0,0.0
2020-05-15,-0.8919202518363064,-0.4604084268302526,-0.6037614012430382,-1.079748163693599,1.0,-0.0,0.0
2020-05-18,-0.9023166653071213,-0.4811159148380781,-0.6171792152704136,-1.0779835223101393,1.0,-0.0,0.0
2020-05-19,-0.886701263716674,-0.35590064572356694,-0.6981341361961733,-1.0207582300043578,1.0,-0.0,0.0
2020-05-20,-0.8976618633638997,-0.3335318169187408,-0.7127148584812035,-1.0257631693858917,1.0,-0.0,0.0
2020-05-21,-0.8892314990512333,-0.32036685641998736,-0.7189278937381404,-1.0246679316888043,1.0,-0.0,0.0
2020-05-22,-0.9036605789935401,-0.30835792327936834,-0.7319961719435362,-1.0435441422760985,1.0,-0.0,0.0
2020-05-26,-0.9055631044680682,-0.3065302533770282,-0.735113100471585,-1.0493166013907762,1.0,-0.0,0.0
2020-05-27,-0.9000757908173441,-0.3068730304359966,-0.739399258047788,-1.0426423072320394,1.0,-0.0,0.0
2020-05-28,-0.9090981580416235,-0.2938760864364883,-0.7440794195040268,-1.0398692289291125,1.0,-0.0,0.0
2020-05-29,-0.9006937561942518,-0.28975222993062444,-0.737205153617443,-1.0366303270564916,1.0,-0.0,0.0
2020-06-01,-0.901665344964314,-0.30594766058683587,-0.7191911181601904,-1.038302934179223,1.0,-0.0,0.0
2020-06-02,-0.8910364917529426,-0.30409794118804867,-0.7172381214817148,-1.0241310081486439,1.0,-0.0,0.0
2020-06-03,-0.8890550592309812,-0.30567909008619,-0.7178558778385612,-1.0230233381872567,1.0,-0.0,0.0
2020-06-04,-0.889343939513271,-0.3096794518390171,-0.7126880365440655,-1.0262266677167835,1.0,-0.0,0.0
2020-06-05,-0.8887183724865225,-0.3090150710266399,-0.709912249636013,-1.027348207610278,1.0,-0.0,0.0
2020-06-08,-0.8854113489102691,-0.27429805615550756,-0.7444335362261928,-1.0227763597094053,1.0,-0.0,0.0
2020-06-09,-0.8931699461922156,-0.2698244373748085,-0.7443933859628451,-1.0202270138643414,1.0,-0.0,0.0
2020-06-10,-0.8974459724950884,-0.26231827111984285,-0.7511591355599214,-1.0183497053045187,1.0,-0.0,0.0
2020-06-11,-0.8822011706715956,-0.22508471965495994,-0.7370224892174985,-1.0066235366605052,1.0,-0.0,0.0
2020-06-12,-0.8540397350993377,-0.1887228003784295,-0.7691579943235572,-0.9723746452223274,1.0,-0.0,0.0
2020-06-15,-0.8512174833635814,-0.17396400483968544,-0.7842558983666061,-0.9715290381125228,1.0,-0.0,0.0
2020-06-16,-0.844631705665488,-0.1804604619667444,-0.7718380859228049,-0.9650139191934393,1.0,-0.0,0.0
2020-06-17,-0.842041996919725,-0.17602644528755493,-0.7736373539686713,-0.9646895308215317,1.0,-0.0,0.0
2020-06-18,-0.848676293622142,-0.164410348977136,-0.7813628158844765,-0.9661176293622143,1.0,-0.0,0.0
2020-06-19,-0.8486512922764381,-0.16632180881080472,-0.7815356833828675,-0.9655769158421429,1.0,-0.0,0.0
2020-06-22,-0.8509975299258978,-0.16397491924757743,-0.8214326429792893,-0.9636709101273038,1.0,-0.0,0.0
2020-06-23,-0.879734116555882,-0.16714329880970782,-0.8398515999381667,-0.9778559282733034,1.0,-0.0,0.0
2020-06-24,-0.8725154742224444,-0.17404175156664486,-0.8332628503325515,-0.9647072392449347,1.0,-0.0,0.0
2020-06-25,-0.8697704767022338,-0.15782605358102403,-0.8478928379519459,-0.9627312504797728,1.0,-0.0,0.0
2020-06-26,-0.8615747253165038,-0.14983081777743984,-0.8417670988100217,-0.9486370376002737,1.0,-0.0,0.0
2020-06-29,-0.8576156421180767,-0.14356360316494218,-0.8537735849056604,-0.9490642118076689,1.0,-0.0,0.0
2020-06-30,-0.8735500610500612,-0.11565170940170941,-0.8713751526251526,-0.9550518925518927,1.0,-0.0,0.0
2020-07-01,-0.8682164634146341,-0.11600609756097559,-0.8650533536585365,-0.9616996951219512,1.0,-0.0,0.0
2020-07-02,-0.8649245771750725,-0.12079079689166541,-0.8630199603839709,-0.9604982477525522,1.0,-0.0,0.0
2020-07-06,-0.8690580901755326,-0.11656277486710773,-0.8730735400971357,-0.9655436154346246,1.0,-0.0,0.0
2020-07-07,-0.8592281238058846,-0.12820022927015667,-0.8664883454337027,-0.9672143675964846,1.0,-0.0,0.0
2020-07-08,-0.8546511627906976,-0.1151390788873689,-0.8635050919592643,-0.9667122663018696,1.0,-0.0,0.0
2020-07-09,-0.8506998444790047,-0.11307514319311157,-0.863596707506733,-0.9658233129765202,1.0,-0.0,0.0
2020-07-10,-0.8687650040010669,-0.0957588690317418,-0.8812254696490492,-0.9648287162290896,1.0,-0.0,0.0
2020-07-13,-0.9031165833012696,-0.07841477491342823,-0.8946133128126201,-0.9714890342439398,1.0,-0.0,0.0
2020-07-14,-0.9033968644328312,-0.06828312327082693,-0.8917153396864431,-0.9792499231478634,1.0,-0.0,0.0
2020-07-15,-0.9090664307420088,-0.06146863099588415,-0.8962187944762858,-0.9798438281340156,1.0,-0.0,0.0
2020-07-16,-0.9090071412117022,-0.06070029947016816,-0.8885817399984642,-0.9811103432388849,1.0,-0.0,0.0
2020-07-17,-0.922197326740323,-0.06161631770068763,-0.8943830642045895,-0.9848566792861007,1.0,-0.0,0.0
2020-07-20,-0.9327300267992389,-0.06746417058298054,-0.8980075348584302,-0.9857459121451044,1.0,-0.0,0.0
2020-07-21,-0.941627725856698,-0.061799065420560746,-0.9057242990654206,-0.9849299065420561,1.0,-0.0,0.0
2020-07-22,-0.9262246471355712,-0.0997509192266635,-0.8990629818526865,-1.028624520618353,1.0,-0.0,0.0
2020-07-23,-0.9297627064928892,-0.10652458107198036,-0.9018737867923782,-1.0233332012835241,1.0,-0.0,0.0
2020-07-24,-0.9194893482471048,-0.11975811232757598,-0.8916248369629659,-1.0215406505671714,1.0,-0.0,0.0
2020-07-27,-0.920481452249408,-0.11827150749802683,-0.8869771112865035,-1.0205603788476716,1.0,-0.0,0.0
2020-07-28,-0.9216615336018321,-0.11711284845613204,-0.8844665561083472,-1.025270473031667,1.0,-0.0,0.0
2020-07-29,-0.9260037255756808,-0.12385557449169673,-0.8871626174150847,-1.0263564662518332,1.0,-0.0,0.0
2020-07-30,-0.9252029301128489,-0.11851118590378143,-0.8881805583052861,-1.0277172837061967,1.0,-0.0,0.0
2020-07-31,-0.9317758121454921,-0.11887668081393042,-0.890087660148348,-1.0257427313474277,1.0,-0.0,0.0
2020-08-03,-0.920022106426654,-0.12494078635717669,-0.8890731091110059,-1.0135796620874782,1.0,-0.0,0.0
2020-08-04,-0.9170183395779925,-0.12143561427726288,-0.8855846972983632,-1.0199566160520608,1.0,-0.0,0.0
2020-08-05,-0.9162472475621265,-0.12055677886127714,-0.882195659012268,-1.0130937401698648,1.0,-0.0,0.0
2020-08-06,-0.9178966426575352,-0.12772070689180146,-0.8790884401936473,-1.011217381036722,1.0,-0.0,0.0
2020-08-07,-0.9165577083085701,-0.14437972978327193,-0.8912397480090336,-1.009984547723761,1.0,-0.0,0.0
2020-08-10,-0.9332988830146678,-0.13002345271693763,-0.9000675756250744,-1.0116866081011249,1.0,-0.0,0.0
2020-08-11,-0.9329093799682036,-0.1341414944356121,-0.897456279809221,-1.0100556438791735,1.0,-0.0,0.0
2020-08-12,-0.9303787459476556,-0.12825175931050842,-0.8912785640863446,-1.0035976911520519,1.0,-0.0,0.0
2020-08-13,-0.7475549115816511,-0.12931800968156223,-0.6776105640991866,-0.7385319590344782,1.0,-0.0,0.0
2020-08-14,-0.7396614387217183,-0.13267411021250122,-0.6650731803149864,-0.7369110376215579,1.0,-0.0,0.0
2020-08-17,-0.726136769335627,-0.12489046119892247,-0.6622634773295252,-0.7322709421959689,1.0,-0.0,0.0
2020-08-18,-0.7271162216591956,-0.12583641915156238,-0.6717663873189111,-0.7235106866757617,1.0,-0.0,0.0
2020-08-19,-0.7354555790157544,-0.12603540685398734,-0.6660386551892155,-0.7207731037843105,1.0,-0.0,0.0
2020-08-20,-0.7244641822745703,-0.11842698075561561,-0.6590397116560468,-0.7161936023685396,1.0,-0.0,0.0
2020-08-21,-0.7293371126715196,-0.11022353926431747,-0.6689106487148102,-0.7125233524447593,1.0,-0.0,0.0
2020-08-24,-0.7190439867785406,-0.08203025680142385,-0.6953343503686754,-0.6818268497330283,1.0,-0.0,0.0
2020-08-25,-0.7191440580817731,-0.08849191185836199,-0.7087313717997707,-0.6679722328365814,1.0,-0.0,0.0
2020-08-26,-0.7182027355234565,-0.09229195960628915,-0.7084877924070051,-0.6767224849801867,1.0,-0.0,0.0
2020-08-27,-0.7045309304703475,-0.10784125766871165,-0.7037321063394683,-0.6791922290388548,1.0,-0.0,0.0
2020-08-28,-0.704632587859425,-0.10833865814696486,-0.7035463258785942,-0.6784025559105431,1.0,-0.0,0.0
2020-08-31,-0.7098333709349921,-0.11183807651400395,-0.7090598510974313,-0.6923002546169466,1.0,-0.0,0.0
2020-09-01,-0.7091935483870967,-0.11574193548387098,-0.6951935483870968,-0.7056774193548387,1.0,-0.0,0.0
2020-09-02,-0.7002255154639174,-0.11771907216494847,-0.6953286082474226,-0.7083762886597937,1.0,-0.0,0.0
2020-09-03,-0.7004606810347604,-0.12125898005863213,-0.6999452337231403,-0.6999130182661641,1.0,-0.0,0.0
2020-09-04,-0.6667199284162088,-0.13521027738719163,-0.6709702160296562,-0.7228045506838809,1.0,-0.0,0.0
2020-09-08,-0.6424680096287849,-0.13416951729380464,-0.6662232357785379,-0.7245027239325985,1.0,-0.0,0.0
2020-09-09,-0.6212872068432184,-0.15555064549730122,-0.6372904895678798,-0.7423376787348884,1.0,-0.0,0.0
2020-09-10,-0.6112544036235531,-0.1579013588324107,-0.6268558127830901,-0.7494652742828385,1.0,-0.0,0.0
2020-09-11,-0.603059883611789,-0.15712408485076026,-0.6197672235779988,-0.7487954445904511,1.0,-0.0,0.0
2020-09-14,-0.6022450128197111,-0.15224188606090924,-0.6190669751735352,-0.7532049277718716,1.0,-0.0,0.0
2020-09-15,-0.6031101673744691,-0.14935673245066197,-0.6159130652010991,-0.7542780414688982,1.0,-0.0,0.0
2020-09-16,-0.6049471511664269,-0.14932140846832198,-0.621020701732441,-0.7518606541997623,1.0,-0.0,0.0
2020-09-17,-0.60078472892598,-0.15015725718556347,-0.6177249089153924,-0.7453056394606545,1.0,-0.0,0.0
2020-09-18,-0.5995391992029392,-0.14804782365028957,-0.6204309110156299,-0.7455009651908586,1.0,-0.0,0.0
2020-09-21,-0.5933873986275733,-0.1562694946974423,-0.6316905801621959,-0.7378353087960076,1.0,-0.0,0.0
2020-09-22,-0.5935050741608119,-0.15878220140515223,-0.6328493364558938,-0.7373926619828259,1.0,-0.0,0.0
2020-09-23,-0.5824990614441247,-0.15811537980227758,-0.6455074458766112,-0.7423976974095858,1.0,-0.0,0.0
2020-09-24,-0.5759235629143195,-0.15449254613924246,-0.6420590706794063,-0.7397528866203978,1.0,-0.0,0.0
2020-09-25,-0.5759519287649055,-0.15669852735141196,-0.6412092530900714,-0.7395622528721318,1.0,-0.0,0.0
2020-09-28,-0.5733942104609268,-0.15647906572245,-0.6317244378183624,-0.7443781836252951,1.0,-0.0,0.0
2020-09-29,-0.5698748140803173,-0.1541584035696579,-0.6340480912245909,-0.740549082796232,1.0,-0.0,0.0
2020-09-30,-0.5675282913858141,-0.1562055531507019,-0.6293983056088059,-0.7388225836373755,1.0,-0.0,0.0
2020-10-01,-0.5689820693072374,-0.15171409990399803,-0.6328079031309034,-0.7433340559288967,1.0,-0.0,0.0
2020-10-02,-0.5704423737733337,-0.14837631179766586,-0.630932111568585,-0.7459369098845309,1.0,-0.0,0.0
2020-10-05,-0.565269831451987,-0.15426008968609864,-0.6254522962733879,-0.7476109478892841,1.0,-0.0,0.0
2020-10-06,-0.5702946445117055,-0.14321452838347026,-0.6258261782691952,-0.7491815430230403,1.0,-0.0,0.0
2020-10-07,-0.5659469463294263,-0.14932140653917336,-0.6249845774213448,-0.7442628007402838,1.0,-0.0,0.0
2020-10-08,-0.5639699544391085,-0.14782662233715058,-0.6205824405861347,-0.7460595985716044,1.0,-0.0,0.0
2020-10-09,-0.563727602980112,-0.14789729696447262,-0.6204975063111877,-0.7465057570346654,1.0,-0.0,0.0
2020-10-12,-0.5460749818005339,-0.1406818733317156,-0.6172955593302597,-0.7291919437029848,1.0,-0.0,0.0
2020-10-13,-0.5390075187969924,-0.1459548872180451,-0.606796992481203,-0.7157593984962406,1.0,-0.0,0.0
2020-10-14,-0.5389801938474504,-0.144602973932936,-0.6062247908012762,-0.7202456203720425,1.0,-0.0,0.0
2020-10-15,-0.5372708145476405,-0.14265103697024348,-0.6046287947099489,-0.7211602043883378,1.0,-0.0,0.0
2020-10-16,-0.5373828969493154,-0.14703939466730723,-0.5985467211145808,-0.7197033389382657,1.0,-0.0,0.0
2020-10-19,-0.5300075357950264,-0.14429540316503392,-0.6138658628485305,-0.7261492087415222,1.0,-0.0,0.0
2020-10-20,-0.5221188815358017,-0.1380790556251118,-0.6160794133428725,-0.7047337983664222,1.0,-0.0,0.0
2020-10-21,-0.5160764074271816,-0.13211128907872102,-0.6181408317019635,-0.6997983033754523,1.0,-0.0,0.0
2020-10-22,-0.5137093673282263,-0.1317400692123399,-0.6184447928066491,-0.6938980744772102,1.0,-0.0,0.0
2020-10-23,-0.5123759451795841,-0.13344754253308128,-0.6141304347826086,-0.6937322778827977,1.0,-0.0,0.0
2020-10-26,-0.5141058383322444,-0.13116944823899745,-0.6214586921660629,-0.7029161964720556,1.0,-0.0,0.0
2020-10-27,-0.5116265274647052,-0.12747656898801754,-0.6248665322102266,-0.701981255190414,1.0,-0.0,0.0
2020-10-28,-0.5117664493183165,-0.12362181387077653,-0.6297569650266747,-0.6986662714878483,1.0,-0.0,0.0
2020-10-29,-0.49786242887047794,-0.12362532063566943,-0.6305687413391514,-0.6963174809092785,1.0,-0.0,0.0
2020-10-30,-0.49457866823806723,-0.12295226870948735,-0.6340601060695346,-0.694814378314673,1.0,-0.0,0.0
2020-11-02,-0.4926955702167767,-0.12255537229029219,-0.6338949104618284,-0.6961887370405279,1.0,-0.0,0.0
2020-11-03,-0.488629651506202,-0.12764323685764914,-0.6363851151801536,-0.7007088009450679,1.0,-0.0,0.0
2020-11-04,-0.5034169924497897,-0.1075830373929392,-0.644214987018413,-0.7290877077799994,1.0,-0.0,0.0
2020-11-05,-0.5002385638456491,-0.10964990755650979,-0.642929564024572,-0.729200214707461,1.0,-0.0,0.0
2020-11-06,-0.4949296110713433,-0.10116917203531375,-0.6490694345025053,-0.7373836793128131,1.0,-0.0,0.0
