Date,IWF,IWM,MTUM,PROS,SPY,VLUE,VXX
2020-03-23,-0.5327889955496707,-0.8445327154363896,-0.7025267571444334,1.0,-0.598109529589172,-0.0,0.0
2020-03-24,-0.5369122491764,-0.8289532794249774,-0.7456573824498351,1.0,-0.6237271638215034,-0.008385744234800837,0.0
2020-03-25,-0.5221734631988297,-0.8085554247386636,-0.6379820899782369,1.0,-0.5990581183773949,-0.0,0.0
2020-03-26,-0.5411012712469647,-0.8108841594057992,-0.6199471504070846,1.0,-0.5989858591629766,-0.0,0.0
2020-03-27,-0.5370942812983,-0.7942953491639736,-0.5843403119291837,1.0,-0.5969509624841929,-0.0,0.0
2020-03-30,-0.5396015206983948,-0.8018867924528302,-0.5800126724866235,1.0,-0.5986693889045339,-0.0,0.0
2020-03-31,-0.5329099712300891,-0.8062592098800084,-0.5766612869272332,1.0,-0.5926952494561785,-0.0,0.0
2020-04-01,-0.5395392934897114,-0.827832010674907,-0.546913406840368,1.0,-0.5972329517522299,-0.0,0.0
2020-04-02,-0.5437828066882192,-0.7952167414050823,-0.5390204053255466,1.0,-0.5981854207946606,-0.0,0.0
2020-04-03,-0.5410097923466907,-0.8053337037294256,-0.5413570386832419,1.0,-0.5847628307521355,-0.0,0.0
2020-04-06,-0.5446344932866114,-0.7925268015126808,-0.5410956527772959,1.0,-0.5911945321444679,-0.0,0.0
2020-04-07,-0.5248253535525643,-0.7718861816323054,-0.5273130005111604,1.0,-0.5836769466689384,-0.0,0.0
2020-04-08,-0.5279333424395574,-0.767722988662751,-0.5368119109411283,1.0,-0.5823657970222648,-0.0,0.0
2020-04-09,-0.5371914893617021,-0.7339574468085106,-0.5516595744680851,1.0,-0.5814127659574467,-0.0,0.0
2020-04-13,-0.5473712847718153,-0.7088689383119091,-0.5600217642657961,1.0,-0.584404543290485,-0.0,0.0
2020-04-14,-0.5441986116335533,-0.7376124200663406,-0.5437882570187736,1.0,-0.5939883048934788,-0.0,0.0
2020-04-15,-0.525077462630665,-0.7564098198781027,-0.526643739997957,1.0,-0.5968197759542374,-0.0,0.0
2020-04-16,-0.5231722681921885,-0.7600027241461504,-0.5250451186706167,1.0,-0.5969625770422583,-0.0,0.0
2020-04-17,-0.5163704716336295,-0.7852358168147641,-0.5086466165413533,1.0,-0.6073820915926178,-0.0,0.0
2020-04-20,-0.5258115111838517,-0.7638093289689034,-0.517764593562466,1.0,-0.6023254228041462,-0.0,0.0
2020-04-21,-0.5252208314859657,-0.764844309539238,-0.5165922035401248,1.0,-0.6038675352136693,-0.0,0.0
2020-04-22,-0.5105710401087695,-0.784194425560843,-0.4989802855200544,1.0,-0.6052685248130524,-0.0,0.0
2020-04-23,-0.49787494474856353,-0.8052429363163444,-0.48998673965523104,1.0,-0.6070177824623441,-0.0,0.0
2020-04-24,-0.4976538592315539,-0.8059843590615438,-0.4896973818429107,1.0,-0.6068684121047263,-0.0,0.0
2020-04-27,-0.49631391200951247,-0.804654323084763,-0.48934941396296927,1.0,-0.6069984712077459,-0.0,0.0
2020-04-28,-0.5017647458087288,-0.790198873277676,-0.4916174574085386,1.0,-0.6101269259485509,-0.0,0.0
2020-04-29,-0.5030208404045889,-0.7883375195166655,-0.4925666960830901,1.0,-0.6103115878080239,-0.0,0.0
2020-04-30,-0.5132575757575757,-0.8269283746556474,-0.4899449035812672,1.0,-0.6133953168044077,-0.0,0.0
2020-05-01,-0.5066878102592388,-0.8390788747931606,-0.4896235521235521,1.0,-0.611934638720353,-0.0,0.0
2020-05-04,-0.5042112138609096,-0.8323764997077934,-0.4897383890817835,1.0,-0.6113994980920624,-0.0,0.0
2020-05-05,-0.5063182178149639,-0.8318355541782873,-0.4965740453809867,1.0,-0.6084082222910856,-0.0,0.0
2020-05-06,-0.5072174182657526,-0.8314328039411583,-0.49826024046577333,1.0,-0.6081579219347505,-0.0,0.0
2020-05-07,-0.5053600358484712,-0.8328909723897833,-0.49725966012891665,1.0,-0.6114577229326807,-0.0,0.0
2020-05-08,-0.5152682351308211,-0.8391283225761678,-0.49368450274134223,1.0,-0.6219376778402388,-0.0,0.0
2020-05-11,-0.5114998606077502,-0.8608516866462225,-0.4887092277669362,1.0,-0.6237454697518818,-0.0,0.0
2020-05-12,-0.5213507548954356,-0.8507023505096858,-0.5109818895155358,1.0,-0.6199600658563071,-0.0,0.0
2020-05-13,-0.5195718333508238,-0.8473781788925036,-0.5109665232448316,1.0,-0.6201770035330745,-0.0,0.0
2020-05-14,-0.5248599439775911,-0.8235644257703081,-0.5294467787114846,1.0,-0.6235294117647058,-0.0,0.0
2020-05-15,-0.5314621040723981,-0.8391544117647058,-0.5426329185520361,1.0,-0.6218184389140271,-0.0,0.0
2020-05-18,-0.5317050756397569,-0.8381521278099816,-0.5420260144210377,1.0,-0.6226848579103633,-0.0,0.0
2020-05-19,-0.5433018068887634,-0.785643704121965,-0.5827569169960475,1.0,-0.6174124788255223,-0.0,0.0
2020-05-20,-0.5449912690210612,-0.8048893482056947,-0.5806279177506146,1.0,-0.6331563379779764,-0.0,0.0
2020-05-21,-0.5441852181656278,-0.8028138913624221,-0.5820837043633126,1.0,-0.632840605520926,-0.0,0.0
2020-05-22,-0.5451105001963655,-0.8145596058409796,-0.5779927880324182,1.0,-0.6326180870434502,-0.0,0.0
2020-05-26,-0.5452176086257989,-0.8139526580741904,-0.5775643543146846,1.0,-0.6335463600985397,-0.0,0.0
2020-05-27,-0.5540385989992852,-0.7959614010007148,-0.5964260185847033,1.0,-0.627555396711937,-0.0,0.0
2020-05-28,-0.5613320470218315,-0.7829349340765356,-0.6021724372029871,1.0,-0.6266838174866902,-0.0,0.0
2020-05-29,-0.561562098042018,-0.7819779905673859,-0.6025082178076319,1.0,-0.6269115335143632,-0.0,0.0
2020-06-01,-0.5613163724719503,-0.7890731079825627,-0.5936897019938541,1.0,-0.6291359965697134,-0.0,0.0
2020-06-02,-0.5620038618322248,-0.7856683115211327,-0.5947221626260458,1.0,-0.6334120002860616,-0.0,0.0
2020-06-03,-0.5668186223482536,-0.7885423023080512,-0.5900786101439391,1.0,-0.6440647546573818,-0.0,0.0
2020-06-04,-0.5706736645337551,-0.7732762959235028,-0.610791573801136,1.0,-0.640053202962111,-0.0,0.0
2020-06-05,-0.5633149811648798,-0.784591422776007,-0.6054766734279919,1.0,-0.6687554332077659,-0.0,0.0
2020-06-08,-0.5624456993918332,-0.7827613669273097,-0.607334202143064,1.0,-0.6675354763973357,-0.0,0.0
2020-06-09,-0.5616264294790344,-0.7891813396260665,-0.6073334543474315,1.0,-0.6722817208204757,-0.0,0.0
2020-06-10,-0.564887436456064,-0.7838779956427016,-0.6120551924473493,1.0,-0.6702251270878722,-0.0,0.0
2020-06-11,-0.5593195696423379,-0.8016138412329167,-0.5969395173015412,1.0,-0.6769046234370457,-0.0,0.0
2020-06-12,-0.5531142117376294,-0.7679085155350979,-0.6123417721518987,1.0,-0.6627229574223246,-0.0,0.0
2020-06-15,-0.5545206070632238,-0.759188664317054,-0.6196144716967561,1.0,-0.6630583327339424,-0.0,0.0
2020-06-16,-0.5579363652705375,-0.752184073341722,-0.6163940319971238,1.0,-0.6686320330756786,-0.0,0.0
2020-06-17,-0.5572851134198512,-0.7459826724664774,-0.6196570442535141,1.0,-0.671999137218248,-0.0,0.0
2020-06-18,-0.5595828838547285,-0.7411362819129809,-0.6227256382596188,1.0,-0.6723840345199568,-0.0,0.0
2020-06-19,-0.559618842143114,-0.7411003236245954,-0.6227615965480043,1.0,-0.6723480762315713,-0.0,0.0
2020-06-22,-0.5604545781486011,-0.7414227145220457,-0.6202977774581027,1.0,-0.6742070056822269,-0.0,0.0
2020-06-23,-0.5656296189480514,-0.7429251234723674,-0.6226612350841775,1.0,-0.6738526983669202,-0.0,0.0
2020-06-24,-0.5651045421773613,-0.742898341744773,-0.6232155731795243,1.0,-0.6737202595529921,-0.0,0.0
2020-06-25,-0.561294964028777,-0.7366546762589927,-0.629136690647482,1.0,-0.6700719424460431,-0.0,0.0
2020-06-26,-0.568946836174516,-0.7295940479630164,-0.6323678127708754,1.0,-0.680800346720601,-0.0,0.0
2020-06-29,-0.5642550737176021,-0.7269024188024945,-0.6361342417360585,1.0,-0.6774809848239068,-0.0,0.0
2020-06-30,-0.56890586708952,-0.715366873288165,-0.6415957906876171,1.0,-0.6779587718033733,-0.0,0.0
2020-07-01,-0.5672099228383933,-0.7160524987380111,-0.633157856782289,1.0,-0.6892622773491023,-0.0,0.0
2020-07-02,-0.5639777970011534,-0.7207684544405998,-0.6310193194925029,1.0,-0.6886173587081891,-0.0,0.0
2020-07-06,-0.5651468733105064,-0.7209947738331232,-0.6296990448729501,1.0,-0.6884483690755092,-0.0,0.0
