Date,IWF,IWM,MTUM,PROS,SPY,VLUE,VXX
2020-07-07,-0.5593995248038015,-0.7270141838865288,-0.6253509971920224,1.0,-0.6882424940600474,-0.0,0.0
2020-07-08,-0.5603967538322814,-0.7315779981965735,-0.6226871055004508,1.0,-0.6921911632100992,-0.0,0.0
2020-07-09,-0.5710973444915408,-0.7298482049052639,-0.6284824113321016,1.0,-0.6933666630438721,-0.0,0.0
2020-07-10,-0.565305531421952,-0.7475021720243268,-0.6156240949898639,1.0,-0.6916087460179554,-0.0,0.0
2020-07-13,-0.5578916523204279,-0.7647705212263288,-0.6252518222775723,1.0,-0.7149554961356728,-0.0,0.0
2020-07-14,-0.5468400806008427,-0.7616046895035721,-0.615277523355926,1.0,-0.7400256457226597,-0.0,0.0
2020-07-15,-0.5494650447017442,-0.7565220577458596,-0.6185329034149201,1.0,-0.7395940202257072,-0.0,0.0
2020-07-16,-0.553383843929578,-0.7480326488781524,-0.6147285970498882,1.0,-0.7440430438124519,-0.0,0.0
2020-07-17,-0.5584648624894716,-0.7493682938440693,-0.6161423810744499,1.0,-0.7380891346541181,-0.0,0.0
2020-07-20,-0.5706511747619223,-0.746773541199397,-0.6196271647608192,1.0,-0.7398242453211752,-0.0,0.0
2020-07-21,-0.5502775837346962,-0.7651384242067722,-0.6075223353799771,1.0,-0.753630648185595,-0.0,0.0
2020-07-22,-0.5428466347922031,-0.7748804707613093,-0.6015814637734461,1.0,-0.7585141596175066,-0.0,0.0
2020-07-23,-0.5476560189293109,-0.780575273587696,-0.6085107956225968,1.0,-0.7603889381839692,-0.0,0.0
2020-07-24,-0.5435440980942532,-0.7879302703501255,-0.6024523563303293,1.0,-0.7593810016250554,-0.0,0.0
2020-07-27,-0.546770560212711,-0.7847778721518521,-0.5998005834779719,1.0,-0.7615495402341298,-0.0,0.0
2020-07-28,-0.5395240901723883,-0.7864667747163695,-0.5946662737586562,1.0,-0.7628922940916457,-0.0,0.0
2020-07-29,-0.5496948400221935,-0.7840946920658406,-0.596966894766044,1.0,-0.7681523950434622,-0.0,0.0
2020-07-30,-0.5499889077867337,-0.7789691636471198,-0.5980551652739777,1.0,-0.7703911853878578,-0.0,0.0
2020-07-31,-0.5423860401493585,-0.7886798033199008,-0.5954748789234352,1.0,-0.7704536212059595,-0.0,0.0
2020-08-03,-0.5309580948864685,-0.7977109100978402,-0.5993354255122763,1.0,-0.7640760568580396,-0.0,0.0
2020-08-04,-0.5212387758841855,-0.7960051310243724,-0.5886384460326187,1.0,-0.7591717060656038,-0.0,0.0
2020-08-05,-0.5216705778820768,-0.7966412437665005,-0.5892857142857142,1.0,-0.7592035787621003,-0.0,0.0
2020-08-06,-0.515694084115906,-0.7912814703840391,-0.5890305842803376,1.0,-0.7579932034932583,-0.0,0.0
2020-08-07,-0.52316715542522,-0.7925219941348974,-0.5910190615835778,1.0,-0.7589809384164223,-0.0,0.0
2020-08-10,-0.5235930339138405,-0.7923373052245646,-0.5914207149404217,1.0,-0.7590100824931256,-0.0,0.0
2020-08-11,-0.5167997644720862,-0.8129393147609759,-0.5777794133882898,1.0,-0.7726419607698818,-0.0,0.0
2020-08-12,-0.513329405699978,-0.8192429486707415,-0.5652109875543119,1.0,-0.7844097503498049,-0.0,0.0
2020-08-13,-0.5093825888586356,-0.8322908234601516,-0.5506659798366325,1.0,-0.7871440135403635,-0.0,0.0
2020-08-14,-0.5085138464933251,-0.8319664594902726,-0.5506601449008863,1.0,-0.7865470192343055,-0.0,0.0
2020-08-17,-0.5094533951298463,-0.8324505260060325,-0.550687854042522,1.0,-0.7857720885750019,-0.0,0.0
2020-08-18,-0.5103786454300777,-0.8301072890167016,-0.5632857722228366,1.0,-0.7831360837665449,-0.0,0.0
2020-08-19,-0.5092049437373178,-0.8396236856668511,-0.5581258070466704,1.0,-0.7824017708909795,-0.0,0.0
2020-08-20,-0.508724683661047,-0.838307448260597,-0.558232190946988,1.0,-0.7838196775740583,-0.0,0.0
2020-08-21,-0.5008639388257785,-0.8505937281717585,-0.5400536744972612,1.0,-0.7848608507040183,-0.0,0.0
2020-08-24,-0.49871503047213445,-0.8568543945957852,-0.530435421102871,1.0,-0.7853366620163007,-0.0,0.0
2020-08-25,-0.4936078244624345,-0.8695190300010989,-0.5236089234037877,1.0,-0.7764020660097439,-0.0,0.0
2020-08-26,-0.5011224377139072,-0.8648658594928789,-0.5345379604754719,1.0,-0.7795973944724542,-0.0,0.0
2020-08-27,-0.4835675596545162,-0.8757868540477237,-0.5312179768701508,1.0,-0.7692138779095301,-0.0,0.0
2020-08-28,-0.48269047793310393,-0.8767474200395228,-0.5305569787016029,1.0,-0.7695235307033594,-0.0,0.0
2020-08-31,-0.4816776880640094,-0.8785210624383472,-0.5253735705673889,1.0,-0.7679295604837236,-0.0,0.0
2020-09-01,-0.4823679883062306,-0.8770692490407455,-0.5307144162251051,1.0,-0.7641512881417869,-0.0,0.0
2020-09-02,-0.4769225151537282,-0.8782589644343826,-0.530599576425911,1.0,-0.7657197108011393,-0.0,0.0
2020-09-03,-0.4744118183476199,-0.8813058544592376,-0.5349990880904614,1.0,-0.756921393397775,-0.0,0.0
2020-09-04,-0.44355217941761627,-0.8977030204376922,-0.5078676071622356,1.0,-0.7681316693796347,-0.0,0.0
2020-09-08,-0.43499674078366046,-0.899507496197581,-0.5019917433186065,1.0,-0.7687042804374592,-0.01615122763815456,0.0
2020-09-09,-0.4219104972774152,-0.9044751361292416,-0.48375464281850633,1.0,-0.7666149796256897,-0.029281309725577874,0.0
2020-09-10,-0.4126967018754042,-0.9121937199109005,-0.4661564992455271,1.0,-0.7630236401523318,-0.03865775670043832,0.0
2020-09-11,-0.41041001542490224,-0.9182480180794202,-0.4679843598665566,1.0,-0.7560713132690031,-0.03450873479929691,0.0
2020-09-14,-0.4053084648493544,-0.9131635581061692,-0.46649928263988527,1.0,-0.7583572453371593,-0.04347202295552367,0.0
2020-09-15,-0.4054432013769363,-0.9098537005163512,-0.46231353987378077,1.0,-0.759968445209409,-0.04822862880091795,0.0
2020-09-16,-0.4071802596657342,-0.8942687038232552,-0.46058388924754323,1.0,-0.7620687181694282,-0.062441718671544355,0.0
2020-09-17,-0.39829506787492386,-0.8972026218704108,-0.4545291736810058,1.0,-0.7582649808374226,-0.07349833446756689,0.0
2020-09-18,-0.39312417271849176,-0.8930347368797624,-0.4570529102421923,1.0,-0.7570922620112331,-0.07712946732014453,0.0
2020-09-21,-0.39261589048929557,-0.8933485828657208,-0.4549483541227349,1.0,-0.7555666750062547,-0.07762965080953572,0.0
2020-09-22,-0.38952947074410943,-0.9001647210484852,-0.4523383227100193,1.0,-0.7562486571653656,-0.08257537778414381,0.0
2020-09-23,-0.38529022093314713,-0.8976975686611521,-0.455043506284241,1.0,-0.7548608873133527,-0.08787195187453002,0.0
2020-09-24,-0.37711243702883274,-0.8868484047304297,-0.4475329593768981,1.0,-0.759048197506163,-0.10229018542999034,0.0
2020-09-25,-0.4143574964900613,-0.8801817778763024,-0.4730658390600753,1.0,-0.8120889677085642,-0.11497820143353284,0.0
2020-09-28,-0.4212089707411258,-0.8847839001930788,-0.4836254270013367,1.0,-0.8183944749740086,-0.10504232882815981,0.0
2020-09-29,-0.4240127790779747,-0.8768899290463985,-0.48627363572198073,1.0,-0.8225045506891043,-0.10516735391359262,0.0
2020-09-30,-0.42367971477382455,-0.8776647106885538,-0.485701552402882,1.0,-0.8222164450716779,-0.10458293099606329,0.0
2020-10-01,-0.4232138882706432,-0.8728763261369538,-0.48460568291416284,1.0,-0.820906595444766,-0.10787150382075823,0.0
2020-10-02,-0.42575100937141164,-0.8693188132014669,-0.48168314997962736,1.0,-0.8212393969700337,-0.10612290254472719,0.0
2020-10-05,-0.40935650887573966,-0.883431952662722,-0.4645340236686391,1.0,-0.8215976331360948,-0.11930473372781066,0.0
2020-10-06,-0.41713883642558236,-0.867348072436396,-0.46309669296004147,1.0,-0.8320556975150909,-0.12368996037477317,0.0
2020-10-07,-0.40956934252464605,-0.8825142687717737,-0.45671188199540436,1.0,-0.8285894299903639,-0.12878956341264547,0.0
2020-10-08,-0.4118625277161862,-0.8748337028824833,-0.4652993348115299,1.0,-0.8225055432372504,-0.12095343680709535,0.0
2020-10-09,-0.4094566661745165,-0.8720286431418869,-0.4628303558245977,1.0,-0.8181012845120331,-0.12874649342979477,0.0
2020-10-12,-0.40741697416974165,-0.8714760147601475,-0.46084870848708487,1.0,-0.8158671586715867,-0.1344649446494465,0.0
2020-10-13,-0.40442559468928635,-0.8730591923289692,-0.4606675271989673,1.0,-0.8147151023418772,-0.13512815784621057,0.0
2020-10-14,-0.40188985678429057,-0.8756828584083863,-0.45404547467887196,1.0,-0.8194670013288056,-0.14007825188247452,0.0
2020-10-15,-0.4002362146600723,-0.8729977116704805,-0.45438104377352917,1.0,-0.8190005167195689,-0.14423857680667304,0.0
2020-10-16,-0.39941680200797286,-0.8754983020817955,-0.45098183965746347,1.0,-0.817879816920124,-0.14734977115015502,0.0
2020-10-19,-0.39740087129882595,-0.874584656279997,-0.4508971424352064,1.0,-0.8193162519382707,-0.1497452558517315,0.0
2020-10-20,-0.3959409594095941,-0.8756826568265682,-0.4487453874538745,1.0,-0.8198523985239852,-0.14985239852398524,0.0
2020-10-21,-0.3954276037256563,-0.8806464676213969,-0.44240326915289185,1.0,-0.8154106689246402,-0.14759047233368922,0.0
2020-10-22,-0.3963625653486489,-0.8771077240262132,-0.43936381709741557,1.0,-0.8182018997128342,-0.1505411972608792,0.0
2020-10-23,-0.39846884316684456,-0.8752622474143326,-0.4394714564393243,1.0,-0.8186536125731533,-0.1488093047222938,0.0
2020-10-26,-0.3993741947358734,-0.8769740474875759,-0.43960979201177985,1.0,-0.8193263390392048,-0.14595987483894715,0.0
2020-10-27,-0.3963242051093549,-0.8779268516816761,-0.44370520124977025,1.0,-0.8194449549715125,-0.13835691968388164,0.0
2020-10-28,-0.3971344599559148,-0.8788390889052167,-0.43941954445260833,1.0,-0.8185157972079353,-0.13982365907421013,0.0
2020-10-29,-0.3748537156231714,-0.8844719133996489,-0.44020626097132826,1.0,-0.8119148624926857,-0.1456260971328262,0.0
2020-10-30,-0.37376138067205383,-0.8840908259899813,-0.44114958499396684,1.0,-0.8121320706424366,-0.14534352261508648,0.0
2020-11-02,-0.3625355605806405,-0.877416295864031,-0.4382157706616092,1.0,-0.8116565759719893,-0.15745130935881538,0.0
2020-11-03,-0.36560198351928824,-0.8773062057901261,-0.4397287245679282,1.0,-0.8113833588565594,-0.1521548895208926,0.0
2020-11-04,-0.36983953318745444,-0.862035010940919,-0.44004376367614884,1.0,-0.8168854850474107,-0.15820568927789935,0.0
2020-11-05,-0.34338224611361323,-0.8802484381810257,-0.42158215894232165,1.0,-0.8143977916606131,-0.17252651460119134,0.0
2020-11-06,-0.3360626041591189,-0.873487428447214,-0.42352003478008843,1.0,-0.8170784725744512,-0.17281356423447577,0.0
