Date,IWF,IWM,LPRO,MTUM,SPY,VLUE,VXX
2020-08-10,-0.5171034118888498,-0.15221596904678156,1.0,-0.14575272599366865,-0.3833318677453394,-0.0,0.0
2020-08-11,-0.5125380106650214,-0.16087876250495792,1.0,-0.13990128244678507,-0.39019875721651753,-0.0,0.0
2020-08-12,-0.5104522325263784,-0.16542943366301738,1.0,-0.1302508976364077,-0.39665616670705117,-0.0,0.0
2020-08-13,-0.5085918272322121,-0.18678078091394867,1.0,-0.11039666526241103,-0.4114986363938715,-0.0,0.0
2020-08-14,-0.5107218966435801,-0.18617918664535607,1.0,-0.11334576451784763,-0.40960752974604864,-0.0,0.0
2020-08-17,-0.5102783820982995,-0.18636504906095988,1.0,-0.11359499178617413,-0.4097145140523021,-0.0,0.0
2020-08-18,-0.5122474521723582,-0.186639549436796,1.0,-0.13031914893617022,-0.4057303772572859,-0.0,0.0
2020-08-19,-0.5102506204028706,-0.18989917056048647,1.0,-0.1297592166156185,-0.4057770126763397,-0.0,0.0
2020-08-20,-0.5094775566970995,-0.19549563695910632,1.0,-0.12967989412055003,-0.4085331658404181,-0.0,0.0
2020-08-21,-0.5056513044064446,-0.2021436757072557,1.0,-0.1259915061905939,-0.4132530391209581,-0.0,0.0
2020-08-24,-0.5048679033164699,-0.2057335581787521,1.0,-0.12550871275997752,-0.41232152894884766,-0.0,0.0
2020-08-25,-0.5052752603814419,-0.20949997745615223,1.0,-0.11939221786374499,-0.4202398665404211,-0.0,0.0
2020-08-26,-0.5100403426861883,-0.208898055391868,1.0,-0.12395177009201759,-0.42355287611622316,-0.0,0.0
2020-08-27,-0.5154351134634169,-0.20307566499329893,1.0,-0.1280239874610999,-0.4249823955659542,-0.0,0.0
2020-08-28,-0.5139669891861127,-0.20550939100739898,1.0,-0.12735344336937962,-0.4298007968127491,-0.0,0.0
2020-08-31,-0.513730133430484,-0.2058381529213534,1.0,-0.12748759050958605,-0.42991484129514096,-0.0,0.0
2020-09-01,-0.5149315256721476,-0.21788118902578665,1.0,-0.11182613475014885,-0.4454724499610681,-0.0,0.0
2020-09-02,-0.512785294050317,-0.21745301375821258,1.0,-0.1124464894810338,-0.4465581576356935,-0.0,0.0
2020-09-03,-0.5151821165454087,-0.22046774230566205,1.0,-0.11989626127470107,-0.43955842188611693,-0.0,0.0
2020-09-04,-0.5113214000684072,-0.2217991107057348,1.0,-0.1043210580321514,-0.44280013681450237,-0.0,0.0
2020-09-08,-0.5172619183982039,-0.22045313967606697,1.0,-0.11019220636411536,-0.4429909967698334,-0.0,0.0
2020-09-09,-0.5015423866403804,-0.2597008001855503,1.0,-0.0786965093354981,-0.479438710425606,-0.0,0.0
2020-09-10,-0.49704813279929616,-0.2651587062718496,1.0,-0.06850647095594194,-0.48449980320885333,-0.0,0.0
2020-09-11,-0.4945789120835934,-0.26680074901172063,1.0,-0.06745729014957116,-0.48292761865131656,-0.0,0.0
2020-09-14,-0.49422018772830256,-0.2668886114578999,1.0,-0.0679705923151616,-0.48286863642668887,-0.0,0.0
2020-09-15,-0.49620136242928065,-0.26107839741369354,1.0,-0.06396490012700612,-0.48795751068006005,-0.0,0.0
2020-09-16,-0.49752337746504954,-0.25958244606980835,1.0,-0.07034070919359318,-0.48715396722525695,-0.0,0.0
2020-09-17,-0.48945597958473497,-0.27384294165410045,1.0,-0.0647720682055446,-0.4918454935622318,-0.0,0.0
2020-09-18,-0.4980936118453369,-0.2738883300975416,1.0,-0.06956562419592524,-0.4975790039999064,-0.0,0.0
2020-09-21,-0.4959547303933031,-0.2759902726464949,1.0,-0.07176261516157695,-0.4945985128373007,-0.0,0.0
2020-09-22,-0.4898967326103832,-0.29745242407847383,1.0,-0.06233680694408506,-0.5026228505563266,-0.0,0.0
2020-09-23,-0.5020052682787917,-0.2988205700182729,1.0,-0.060632668074705146,-0.5116400484112106,-0.0,0.0
2020-09-24,-0.49969256964479963,-0.29428179539327437,1.0,-0.05429693042614577,-0.5165539422030933,-0.0,0.0
2020-09-25,-0.49933768568454917,-0.29470621629293214,1.0,-0.055137666761283,-0.516203046645851,-0.0,0.0
2020-09-28,-0.5024984533384096,-0.29603102841098367,1.0,-0.06219959072954837,-0.5187265026412221,-0.0,0.0
2020-09-29,-0.5036217159522841,-0.3024551170184791,1.0,-0.06205923836389281,-0.5224355143314766,-0.0,0.0
2020-09-30,-0.5033836294507281,-0.3027571199693919,1.0,-0.06406179009541117,-0.5210550228365097,-0.0,0.0
2020-10-01,-0.50327610120044,-0.3028600124348367,1.0,-0.06427854034147974,-0.5209240040174088,-0.0,0.0
2020-10-02,-0.5066734001875767,-0.31036721737248396,1.0,-0.06897049274944088,-0.5188418344034822,-0.0,0.0
2020-10-05,-0.4985806389530408,-0.32491339491916865,1.0,-0.05749615088529639,-0.5247065050038491,-0.0,0.0
2020-10-06,-0.5004203194427765,-0.31853008286297585,1.0,-0.054569472799327494,-0.5283055121892638,-0.0,0.0
2020-10-07,-0.49732376449127524,-0.32501260110889757,1.0,-0.05230060245301587,-0.525550248421861,-0.0,0.0
2020-10-08,-0.49979536317018564,-0.32031682596239497,1.0,-0.05469822086332667,-0.5327057803885692,-0.0,0.0
2020-10-09,-0.5039535220095464,-0.3175353165228292,1.0,-0.05824212911624319,-0.5309772913552866,-0.0,0.0
2020-10-12,-0.5004942498252043,-0.3199604600139836,1.0,-0.05791161366540492,-0.5325843238421294,-0.0,0.0
2020-10-13,-0.49547140723611316,-0.3247579129932071,1.0,-0.05752276340511634,-0.5310738546032664,-0.0,0.0
2020-10-14,-0.4970583980325023,-0.3239861117808747,1.0,-0.06172541833437817,-0.5283792255388918,-0.0,0.0
2020-10-15,-0.49591379185651263,-0.32323232323232326,1.0,-0.062269472770666086,-0.5293266796846748,-0.0,0.0
2020-10-16,-0.5004108860637115,-0.31659979697394497,1.0,-0.06772369120703824,-0.5322424711171266,-0.0,0.0
2020-10-19,-0.4986578317332108,-0.3168726270223211,1.0,-0.06817247466808542,-0.5346424512103698,-0.0,0.0
2020-10-20,-0.4986591287961151,-0.3169529607885772,1.0,-0.06636708463192482,-0.5340291367688628,-0.0,0.0
2020-10-21,-0.4983807820580985,-0.3170042051331626,1.0,-0.06846633476726764,-0.5328918749093722,-0.0,0.0
2020-10-22,-0.4982357774662865,-0.3169075354052878,1.0,-0.0687321765189231,-0.5328677074774034,-0.0,0.0
2020-10-23,-0.4998670759117384,-0.3140392005220291,1.0,-0.07044976677864513,-0.5324455615438528,-0.0,0.0
2020-10-26,-0.49952849578064173,-0.31332059868946005,1.0,-0.07183789926735498,-0.5332833619459826,-0.0,0.0
2020-10-27,-0.5002896731521267,-0.3110365470960266,1.0,-0.0697388113744991,-0.5328779027663786,-0.0,0.0
2020-10-28,-0.4967119578356946,-0.31451573908418357,1.0,-0.06994342633334946,-0.5365069387360379,-0.0,0.0
