Date,ENDP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.2453929887717494,-2.3357332647638636,-0.4064455301277106,-1.8132339076026398,-1.7703779892003086,0.0
2018-09-25,1.0,-1.250150021431633,-2.332876125160737,-0.41345906558079726,-1.8107158165452206,-1.7653664809258465,0.0
2018-09-26,1.0,-1.2499785683669096,-2.3327046720960136,-0.41303043291898844,-1.8108872696099443,-1.7661380197171024,0.0
2018-09-27,1.0,-1.2522900436606454,-2.320092457837514,-0.4157178323773649,-1.8090060782467254,-1.7638044687954797,0.0
2018-09-28,1.0,-1.2566652378911272,-2.3214744963566223,-0.4159451350192885,-1.812087441063009,-1.7664809258465495,0.0
2018-10-01,1.0,-1.257093870552936,-2.3206172310330047,-0.416459494213459,-1.8121731675953707,-1.7663094727818258,0.0
2018-10-02,1.0,-1.2586783234764722,-2.3069340875974973,-0.42187366075254995,-1.8146052969915147,-1.7690923116482387,0.0
2018-10-03,1.0,-1.25926243567753,-2.2903087478559176,-0.4197255574614065,-1.8237564322469983,-1.7832761578044598,0.0
2018-10-04,1.0,-1.2632616333876083,-2.2799725769131887,-0.42094438255206096,-1.8284343131373724,-1.7771017225126402,0.0
2018-10-05,1.0,-1.2353593044071265,-2.265280027278152,-0.38837268775040495,-1.841104765152161,-1.7943056857897879,0.0
2018-10-08,1.0,-1.2328475240773886,-2.2617403903519984,-0.37833461177874367,-1.8531492371942384,-1.7969828688315008,0.0
2018-10-09,1.0,-1.2349680170575694,-2.2636247334754795,-0.3808955223880597,-1.853219616204691,-1.7960767590618338,0.0
2018-10-10,1.0,-1.2443531827515402,-2.267453798767967,-0.38774811772758383,-1.8628507871321014,-1.7934633812457221,0.0
2018-10-11,1.0,-1.123842109655345,-2.3008428607193525,-0.19001919385796542,-1.8635567053325544,-1.866811316031044,0.0
2018-10-12,1.0,-1.1173682059664896,-2.2690641601961583,-0.16452799346138128,-1.8125868410298325,-1.809644462607274,0.0
2018-10-15,1.0,-1.0924916619214187,-2.2961848206296267,-0.12682014154396812,-1.8088342959407793,-1.8102985438867647,0.0
2018-10-16,1.0,-1.089933322491462,-2.302976093673768,-0.12115791185558628,-1.8079362497967149,-1.8093999024231582,0.0
2018-10-17,1.0,-1.041527975907434,-2.2095419242352197,-0.07481375812331591,-1.7871294975431924,-1.8121730860675227,0.0
2018-10-18,1.0,-1.0630623393316196,-2.252651028277635,-0.07045308483290488,-1.8076799485861184,-1.8394922879177378,0.0
2018-10-19,1.0,-1.045318925893073,-2.25715668091283,-0.03177163132005484,-1.8527538101765986,-1.8768647689702445,0.0
2018-10-22,1.0,-1.0481102425658797,-2.2457893464420984,-0.023692481263598998,-1.858892739140946,-1.8821822870497218,0.0
2018-10-23,1.0,-1.0572929292929294,-2.2513131313131316,-0.03636363636363636,-1.8544646464646464,-1.8813737373737374,0.0
2018-10-24,1.0,-1.0587095211176614,-2.2466284422191714,-0.02107728337236534,-1.860050068642494,-1.8890414277638699,0.0
2018-10-25,1.0,-0.967112810707457,-2.1022562141491394,-0.0,-1.8004588910133843,-1.7784321223709367,0.0
2018-10-26,1.0,-0.9215241551372193,-2.071369169123762,-0.0,-1.8102366371815226,-1.7572389808724578,0.0
2018-10-29,1.0,-0.8789675095670443,-2.0796878517295716,-0.0,-1.786598634351317,-1.7583101973437383,0.0
2018-10-30,1.0,-0.8576253377364155,-2.0815821074752328,-0.0,-1.7888021615130592,-1.7773191233863705,0.0
2018-10-31,1.0,-0.8638903374804441,-2.0352380242866723,-0.0,-1.784772405572525,-1.7659241600238398,0.0
2018-11-01,1.0,-0.8334448160535117,-2.054998141954664,-0.0,-1.780007432181345,-1.7637309550353029,0.0
2018-11-02,1.0,-0.8448913204199321,-1.9919414461038003,-0.0,-1.8010498299571196,-1.7552861156291588,0.0
2018-11-05,1.0,-0.8384450521025791,-2.009607567807257,-0.0,-1.8011972507575196,-1.7411869041460348,0.0
2018-11-06,1.0,-0.8540724820277181,-2.0269028385088568,-0.0,-1.798117542429408,-1.7321574149559031,0.0
2018-11-07,1.0,-0.8512213175425611,-2.0258327165062915,-0.0,-1.7948926720947447,-1.7300518134715026,0.0
2018-11-08,1.0,-0.7934236565687319,-2.128025574668899,-0.0,-1.8537068046886893,-1.8364286801644087,0.0
2018-11-09,1.0,-0.9074958813838551,-2.3067545304777597,-0.0,-2.0179571663920925,-2.00502471169687,0.0
2018-11-12,1.0,-0.9118593711314682,-2.274655442766361,-0.0,-2.05314846909301,-2.0132871172732525,0.0
2018-11-13,1.0,-0.847344411860541,-2.2561094819159333,-0.0,-2.0457803844900617,-1.9968230694037146,0.0
2018-11-14,1.0,-0.8521873979758406,-2.2586516487104142,-0.0,-2.0510936989879203,-2.0,0.0
2018-11-15,1.0,-0.8481662591687041,-2.257131214343928,-0.0,-2.050040749796251,-1.9946210268948656,0.0
2018-11-16,1.0,-0.8402709761671564,-2.241838067254326,-0.0,-2.059337251061051,-2.0204864511916423,0.0
2018-11-19,1.0,-0.844313821536452,-2.2412441831986283,-0.0,-2.058045554739162,-2.020246550738836,0.0
2018-11-20,1.0,-0.7526881720430108,-2.216023930794729,-0.0,-2.0590993613064925,-2.056997332039777,0.0
2018-11-21,1.0,-0.7659112825458053,-2.2093378334940534,-0.0,-2.0613950498232083,-1.9992767598842818,0.0
2018-11-23,1.0,-0.7696200498031971,-2.182102980159049,-0.0,-2.0759900393605912,-2.0050606474415615,0.0
2018-11-26,1.0,-0.7680379238309496,-2.1931544271251804,-0.0,-2.0724730837216776,-2.001044512293106,0.0
2018-11-27,1.0,-0.7645888594164456,-2.304708222811671,-0.0,-2.150116047745358,-2.0696286472148544,0.0
2018-11-28,1.0,-0.7645107794361526,-2.31077943615257,-0.0,-2.148009950248756,-2.068573797678275,0.0
2018-11-29,1.0,-0.6857235931264761,-2.267448489290659,-0.0,-2.1253359394087465,-2.0654776447593455,0.0
2018-11-30,1.0,-0.688321227454501,-2.274381784052885,-0.0,-2.134497674039011,-2.0639843303680734,0.0
2018-12-03,1.0,-0.6832775100073524,-2.280532636222531,-0.0,-2.138550771995752,-2.066906298505024,0.0
2018-12-04,1.0,-0.661218183296739,-2.2847035862405463,-0.0,-2.12686020980727,-2.059364072538018,0.0
2018-12-06,1.0,-0.6214809557605867,-2.1312987934705463,-0.0,-2.134847409510291,-1.9981862629130194,0.0
2018-12-07,1.0,-0.6138089212274597,-2.1399082568807337,-0.0,-2.1437836127807657,-2.011388801012338,0.0
2018-12-10,1.0,-0.541982940762188,-2.1554894749197904,-0.0,-2.1493857109319983,-1.9784803192738087,0.0
