Date,AGMH,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-01-25,1.0,-9.43239334779465,-15.848156182212582,-8.303687635574837,-18.597252349963846,-19.125813449023862,0.0
2019-01-28,1.0,-9.931696085955487,-16.760552570990022,-8.870299309286263,-19.834228702993094,-20.349961627014583,0.0
2019-01-29,1.0,-10.131225296442688,-17.322529644268773,-9.043478260869566,-20.483794466403165,-21.0703557312253,0.0
2019-01-30,1.0,-10.103312302839116,-17.2807570977918,-9.021293375394322,-20.435331230283914,-21.024447949526813,0.0
2019-01-31,1.0,-9.560213414634148,-16.819359756097562,-8.563262195121952,-19.75,-20.527439024390244,0.0
2019-02-01,1.0,-9.530129672006101,-16.834477498093058,-8.578947368421053,-19.763539282990084,-20.57055682684973,0.0
2019-02-04,1.0,-9.5920245398773,-16.927147239263807,-8.61963190184049,-19.876533742331286,-20.671779141104295,0.0
2019-02-05,1.0,-9.54489639293937,-16.86108979278588,-8.711435149654644,-19.883346124328472,-20.74443591711435,0.0
2019-02-06,1.0,-9.50574712643678,-16.84521072796935,-8.706513409961685,-19.848275862068963,-20.723371647509577,0.0
2019-02-07,1.0,-9.508812260536398,-16.84444444444444,-8.709578544061301,-19.845210727969345,-20.72030651340996,0.0
2019-02-08,1.0,-9.413688212927756,-16.742205323193915,-8.749049429657795,-19.681368821292775,-20.45931558935361,0.0
2019-02-11,1.0,-9.416730038022813,-16.740684410646388,-8.751330798479087,-19.677566539923955,-20.45931558935361,0.0
2019-02-12,1.0,-9.406985573272589,-16.68868640850418,-8.741837509491267,-19.65831435079727,-20.43432042520881,0.0
2019-02-13,1.0,-8.998535871156662,-16.095168374816982,-8.435578330893119,-18.973645680819914,-19.70278184480234,0.0
2019-02-14,1.0,-9.037472446730344,-16.1565025716385,-8.49301983835415,-19.04188096987509,-19.746509919177075,0.0
2019-02-15,1.0,-9.034508076358296,-16.14977973568282,-8.491189427312776,-19.02129221732746,-19.726138032305435,0.0
2019-02-19,1.0,-9.193357933579335,-16.121033210332104,-8.558671586715867,-19.130627306273063,-19.797047970479703,0.0
2019-02-20,1.0,-9.253709198813056,-16.20029673590504,-8.61053412462908,-19.232195845697326,-19.887240356083083,0.0
2019-02-21,1.0,-9.25722757598221,-16.174944403261676,-8.618977020014826,-19.212750185322463,-19.865826538176428,0.0
2019-02-22,1.0,-9.242222222222223,-16.157777777777778,-8.654074074074074,-19.19185185185185,-19.828148148148145,0.0
2019-02-25,1.0,-9.228317272053372,-16.147516679021496,-8.671608598962194,-19.217197924388437,-19.865085248332097,0.0
2019-02-26,1.0,-9.294689603590127,-16.299177262528048,-8.75018698578908,-19.40239341810022,-20.047868362004486,0.0
2019-02-27,1.0,-9.29745889387145,-16.263826606875934,-8.754857997010463,-19.390134529147982,-20.032137518684603,0.0
2019-02-28,1.0,-9.350678733031675,-16.435897435897438,-8.790346907993968,-19.60633484162896,-20.230769230769234,0.0
2019-03-01,1.0,-9.317054845980465,-16.36739293764087,-8.785123966942148,-19.52967693463561,-20.131480090157776,0.0
2019-03-04,1.0,-9.371406959152798,-16.4357034795764,-8.873676248108925,-19.659606656580937,-20.302571860816943,0.0
2019-03-05,1.0,-9.308095952023988,-16.25487256371814,-8.780359820089956,-19.511244377811096,-20.107196401799104,0.0
2019-03-06,1.0,-9.298429319371728,-16.206432311144354,-8.773373223635003,-19.467464472700076,-20.047868362004486,0.0
2019-03-07,1.0,-9.359701492537313,-15.961940298507463,-8.842537313432835,-19.50597014925373,-19.95597014925373,0.0
2019-03-08,1.0,-9.319164802386279,-15.945563012677106,-8.882177479492915,-19.486204325130497,-19.938105891126025,0.0
2019-03-11,1.0,-9.315946348733233,-15.936661698956781,-8.875558867362146,-19.466467958271238,-19.921758569299552,0.0
2019-03-12,1.0,-10.025080906148869,-17.232200647249194,-9.702265372168284,-21.228155339805827,-21.719255663430424,0.0
2019-03-13,1.0,-10.106035889070146,-17.390701468189235,-9.772430668841762,-21.397226753670473,-21.899673735725937,0.0
2019-03-14,1.0,-10.214521452145213,-17.616336633663366,-9.889438943894389,-21.635313531353134,-22.15181518151815,0.0
2019-03-15,1.0,-10.311297071129706,-17.861087866108786,-9.986610878661088,-22.007531380753136,-22.516317991631794,0.0
2019-03-18,1.0,-10.653946227233305,-18.553339115351257,-10.294882914137034,-22.862098872506504,-23.366001734605376,0.0
2019-03-19,1.0,-10.596718480138168,-18.45250431778929,-10.270293609671848,-22.77461139896373,-23.26252158894646,0.0
2019-03-20,1.0,-10.591026747195858,-18.43572044866264,-10.2648835202761,-22.751509922346848,-23.238999137187232,0.0
2019-03-21,1.0,-10.720103986135182,-18.474003466204504,-10.331889081455806,-22.89428076256499,-23.23396880415945,0.0
2019-03-22,1.0,-10.348778433024432,-17.950294860994102,-10.086773378264532,-22.320977253580455,-22.540016849199663,0.0
2019-03-25,1.0,-9.784235668789808,-16.27547770700637,-10.096337579617835,-21.18949044585987,-21.272292993630572,0.0
2019-03-26,1.0,-9.794258373205741,-16.29505582137161,-10.106060606060606,-21.230462519936204,-21.318181818181817,0.0
2019-03-27,1.0,-9.806349206349207,-16.166666666666664,-10.07777777777778,-21.127777777777776,-21.187301587301587,0.0
2019-03-28,1.0,-9.799206349206349,-16.17936507936508,-10.078571428571427,-21.120634920634924,-21.186507936507937,0.0
2019-03-29,1.0,-9.84529505582137,-16.208931419457734,-10.155502392344497,-21.226475279106857,-21.309409888357255,0.0
2019-04-01,1.0,-9.692429022082019,-16.07255520504732,-10.033123028391167,-21.014195583596212,-21.05205047318612,0.0
2019-04-02,1.0,-9.671653543307087,-16.050393700787403,-10.214173228346457,-20.956692913385826,-20.846456692913385,0.0
2019-04-03,1.0,-9.679779701022817,-16.033831628638865,-10.20456333595594,-20.942564909520065,-20.81667977970102,0.0
2019-04-04,1.0,-8.779944289693594,-14.162952646239555,-9.093314763231199,-18.31685236768802,-18.284122562674096,0.0
2019-04-05,1.0,-9.064194008559202,-14.44864479315264,-9.324536376604852,-18.761768901569187,-18.72681883024251,0.0
2019-04-08,1.0,-9.058238636363635,-14.34872159090909,-9.328835227272727,-18.667613636363637,-18.61931818181818,0.0
2019-04-09,1.0,-9.259285714285713,-14.274285714285714,-9.487142857142857,-18.795714285714283,-18.61285714285714,0.0
2019-04-10,1.0,-9.254213483146069,-13.97191011235955,-9.514044943820224,-18.36306179775281,-18.122191011235955,0.0
2019-04-11,1.0,-9.16323731138546,-13.471193415637861,-9.423868312757202,-17.94718792866941,-17.581618655692733,0.0
2019-04-12,1.0,-9.15389876880985,-13.437072503419975,-9.406976744186048,-17.878932968536255,-17.522571819425448,0.0
2019-04-15,1.0,-9.332868108862526,-13.728541521284019,-9.616887648290298,-18.215631542219118,-17.8897418004187,0.0
2019-04-16,1.0,-9.203017832647463,-13.500685871056241,-9.486968449931414,-17.86145404663923,-17.534979423868315,0.0
2019-04-17,1.0,-9.12898845892736,-13.276306856754923,-9.461642905634758,-17.686354378818734,-17.3346911065852,0.0
2019-04-18,1.0,-9.14363512593601,-13.29067392784207,-9.4213750850919,-17.764465622872706,-17.453369639210347,0.0
2019-04-22,1.0,-9.11291413116971,-13.207572684246113,-9.300202839756594,-17.649087221095336,-17.34347532116295,0.0
2019-04-23,1.0,-9.20748299319728,-13.306122448979592,-9.401360544217686,-17.71700680272109,-17.395238095238096,0.0
2019-04-24,1.0,-9.17687074829932,-13.230612244897959,-9.448299319727893,-17.726530612244897,-17.444897959183674,0.0
2019-04-25,1.0,-9.373527373527374,-13.451836451836453,-9.713097713097714,-18.03187803187803,-17.72972972972973,0.0
2019-04-26,1.0,-9.551724137931034,-13.594651653764954,-9.9064039408867,-18.334975369458128,-17.985221674876847,0.0
2019-04-29,1.0,-9.48846960167715,-13.461914744933614,-9.816212438853949,-18.213137665967853,-17.902166317260658,0.0
2019-04-30,1.0,-9.52875175315568,-13.487377279102384,-9.868162692847125,-18.279102384291726,-17.962833099579242,0.0
2019-05-01,1.0,-9.525837988826817,-13.383379888268156,-9.834497206703912,-18.222765363128495,-17.8659217877095,0.0
2019-05-02,1.0,-9.311217510259919,-13.132694938440494,-9.599863201094392,-17.80848153214774,-17.546511627906977,0.0
2019-05-03,1.0,-9.278610354223433,-13.09400544959128,-9.563351498637601,-17.719346049046322,-17.463896457765667,0.0
2019-05-06,1.0,-9.258831521739129,-12.898097826086957,-9.61820652173913,-17.705842391304344,-17.453804347826086,0.0
2019-05-07,1.0,-9.351407000686343,-13.0398078242965,-9.764584763212081,-17.858613589567604,-17.61976664378861,0.0
2019-05-08,1.0,-9.259510869565217,-12.860054347826086,-9.775135869565217,-17.620923913043477,-17.419157608695652,0.0
2019-05-09,1.0,-9.27069199457259,-12.833107191316147,-9.781546811397558,-17.590230664857533,-17.367706919945725,0.0
2019-05-10,1.0,-9.223719676549864,-12.745283018867925,-9.737870619946092,-17.45619946091644,-17.221698113207548,0.0
2019-05-13,1.0,-9.24730458221024,-12.752021563342316,-9.719002695417789,-17.442048517520217,-17.225067385444746,0.0
2019-05-14,1.0,-8.264814814814816,-11.366666666666667,-9.343827160493827,-16.014197530864198,-15.738888888888889,0.0
2019-05-15,1.0,-8.118654434250764,-11.283180428134557,-9.331498470948013,-15.897247706422018,-15.53211009174312,0.0
2019-05-16,1.0,-8.133785450061653,-11.395191122071518,-9.45067817509248,-16.01356350184957,-15.658446362515413,0.0
2019-05-17,1.0,-8.258771929824563,-11.531954887218046,-9.647869674185465,-16.23308270676692,-15.98496240601504,0.0
2019-05-20,1.0,-8.218068535825545,-11.396884735202493,-9.658566978193146,-16.13956386292835,-15.892834890965732,0.0
2019-05-21,1.0,-8.131432114073156,-11.35833849969002,-9.651580905145693,-16.043397396156234,-15.812151270923746,0.0
2019-05-22,1.0,-8.154850746268655,-11.328980099502488,-9.759950248756219,-16.103855721393035,-15.841417910447761,0.0
2019-05-23,1.0,-8.370750481077614,-11.640795381654907,-10.142398973701091,-16.685054522129573,-16.30468248877486,0.0
2019-05-24,1.0,-8.439403758911212,-11.613739468567726,-10.386260531432276,-16.869734283862606,-16.499675955930005,0.0
2019-05-28,1.0,-8.446243523316062,-11.573834196891191,-10.38341968911917,-16.865932642487046,-16.49740932642487,0.0
2019-05-29,1.0,-8.030358227079539,-10.876745598057074,-9.776563448694597,-15.695203400121434,-15.33758348512447,0.0
2019-05-30,1.0,-7.9494348602022615,-10.666864961332541,-9.591314693634743,-15.298631766805475,-14.98215348007139,0.0
2019-05-31,1.0,-2.2904869762174407,-8.454699886749717,-6.899773499433749,-19.832389580973953,-18.14779161947905,0.0
2019-06-03,1.0,-2.226229508196721,-8.183060109289617,-6.908743169398906,-19.10327868852459,-17.224043715846992,0.0
2019-06-04,1.0,-2.2765027322404374,-8.166666666666666,-6.91967213114754,-19.103825136612024,-17.17814207650273,0.0
2019-06-05,1.0,-2.2328099621007036,-7.968056307525717,-7.2024905251759614,-19.126150514347593,-16.612344342176502,0.0
2019-06-06,1.0,-2.206859009254219,-8.14697876973326,-7.10506260206859,-19.167120304844858,-16.81056069678824,0.0
2019-06-07,1.0,-2.184140500266099,-8.125598722724854,-6.969664715274082,-18.587546567323045,-16.352315061202766,0.0
2019-06-10,1.0,-1.9047125841532884,-7.900051786639047,-6.710512687726566,-18.23045054375971,-16.0414293112377,0.0
2019-06-11,1.0,-1.8791267305644301,-8.068157614483491,-7.174121405750798,-18.709797657082003,-16.417465388711392,0.0
2019-06-12,1.0,-1.8513227513227513,-8.05079365079365,-7.142857142857143,-18.577777777777776,-16.286772486772485,0.0
2019-06-13,1.0,-1.8580474934036937,-8.184696569920844,-7.231134564643799,-18.415303430079156,-16.08073878627968,0.0
2019-06-14,1.0,-1.916578108395324,-8.126461211477151,-7.419766206163655,-18.59086078639745,-16.08182784272051,0.0
2019-06-17,1.0,-1.9156498673740057,-8.064190981432361,-7.4180371352785155,-18.606366047745357,-16.04615384615385,0.0
2019-06-18,1.0,-1.8281822943949713,-8.047145102147722,-7.269774751178627,-18.41225772655841,-15.825039287585122,0.0
2019-06-19,1.0,-1.789686552072801,-7.633973710819009,-7.150151668351871,-17.78412537917088,-15.198685540950457,0.0
2019-06-20,1.0,-1.866321243523316,-7.8715025906735745,-7.239378238341969,-18.23523316062176,-15.600518134715026,0.0
2019-06-21,1.0,-1.9167983149025805,-8.068457082675092,-7.3249078462348605,-18.47709320695103,-15.872037914691944,0.0
2019-06-24,1.0,-1.8382507903055847,-7.859325605900948,-7.310326659641729,-18.565858798735512,-16.113804004214963,0.0
2019-06-25,1.0,-1.7984084880636606,-7.730503978779841,-7.415384615384615,-18.822281167108756,-16.284350132625995,0.0
2019-06-26,1.0,-1.614445034519384,-7.750398300584173,-7.354753053637812,-18.85236325013277,-16.534784917684547,0.0
2019-06-27,1.0,-1.66964755391899,-7.570752235665439,-7.395581273014203,-18.640189374013676,-16.32772225144661,0.0
2019-06-28,1.0,-1.5948186528497408,-7.269948186528496,-7.312435233160621,-18.511917098445593,-16.12487046632124,0.0
2019-07-01,1.0,-1.6432958034800411,-7.074718526100308,-7.226202661207779,-18.36233367451382,-15.870010235414535,0.0
2019-07-02,1.0,-1.587083112758073,-7.424563260984648,-7.452091053467443,-18.99894123875066,-16.475913181577553,0.0
2019-07-03,1.0,-1.5709745762711862,-7.454449152542373,-7.445974576271187,-18.997351694915253,-16.4978813559322,0.0
2019-07-05,1.0,-1.5904365904365902,-7.38045738045738,-7.25987525987526,-18.56340956340956,-16.180353430353428,0.0
2019-07-08,1.0,-1.6062500000000002,-7.416145833333333,-7.2671875,-18.582812500000003,-16.210937500000004,0.0
2019-07-09,1.0,-1.596564289432587,-7.36022904737116,-7.282144716293596,-18.581467985424258,-16.236335242061426,0.0
2019-07-10,1.0,-1.610213652944242,-7.401771756122981,-7.2975508077123505,-18.55653986451277,-16.24439812402293,0.0
2019-07-11,1.0,-1.6842931937172774,-7.376439790575916,-7.397905759162304,-18.63403141361257,-16.263350785340315,0.0
2019-07-12,1.0,-1.6476140534871524,-7.4520188778185625,-7.40744625065548,-18.649187205034085,-16.282118510749868,0.0
2019-07-15,1.0,-1.7156188605108056,-7.292730844793713,-7.154715127701375,-17.138506876227897,-14.81385068762279,0.0
2019-07-16,1.0,-1.7616683217477653,-7.304865938430982,-7.353525322740814,-17.356504468718963,-14.875868917576959,0.0
2019-07-17,1.0,-1.7537786445636276,-7.280351048269138,-7.168210628961482,-16.998049731838126,-14.55631399317406,0.0
2019-07-18,1.0,-1.7958984374999998,-7.29931640625,-7.214843749999999,-16.997558593749996,-14.520507812499998,0.0
2019-07-19,1.0,-1.8895945285784075,-7.3033707865168545,-7.2256961406936995,-16.955544699560335,-14.477772349780167,0.0
2019-07-22,1.0,-1.905484818805093,-7.2948090107737515,-7.20617042115573,-16.97012732615083,-14.595004897159647,0.0
2019-07-23,1.0,-1.8763440860215055,-7.296187683284457,-7.1896383186705775,-16.952101661779082,-14.561094819159337,0.0
2019-07-24,1.0,-1.880175353141744,-7.264003896736484,-7.243546030199708,-16.874330248416953,-14.447150511446662,0.0
2019-07-25,1.0,-1.9385365853658534,-7.095121951219512,-7.359024390243902,-16.999999999999996,-14.38780487804878,0.0
2019-07-26,1.0,-1.9112825458052072,-6.9619093539054955,-7.310993249758919,-16.814850530376084,-14.216489874638379,0.0
2019-07-29,1.0,-1.8843734881470728,-6.8427672955974845,-7.343976777939042,-16.91194968553459,-14.39622641509434,0.0
2019-07-30,1.0,-1.8436450839328538,-6.791846522781775,-7.303117505995203,-16.74196642685851,-14.281534772182253,0.0
2019-07-31,1.0,-1.8652447891420263,-6.942317014057198,-7.381968007755696,-16.871061560833738,-14.412021328162869,0.0
2019-08-01,1.0,-1.8523166023166022,-7.060328185328186,-7.322876447876449,-16.752895752895753,-14.273648648648651,0.0
2019-08-02,1.0,-1.8339134758826456,-7.1148682247638,-7.7324714072600695,-17.316757831924416,-14.72849328692193,0.0
2019-08-05,1.0,-1.7415730337078654,-6.978993649242794,-7.54714215925745,-17.073766487542745,-14.510503175378604,0.0
2019-08-06,1.0,-1.546233649075327,-6.548488949030221,-6.974740640505187,-15.576454668470909,-13.460081190798377,0.0
2019-08-07,1.0,-1.5692442114460463,-6.4591524683267805,-6.669724770642202,-14.94626474442988,-13.042813455657491,0.0
2019-08-08,1.0,-1.5904139433551197,-6.444008714596949,-6.645751633986928,-14.88540305010893,-13.007407407407406,0.0
2019-08-09,1.0,-1.5116586009678838,-6.399912010558732,-6.690717113946326,-15.03783545974483,-13.354597448306203,0.0
2019-08-12,1.0,-1.5196815568332596,-6.349402919062361,-6.903582485625829,-15.17204776647501,-13.283945157010171,0.0
2019-08-13,1.0,-1.6567912488605288,-6.546946216955332,-7.126709206927985,-15.583865086599817,-13.664539653600729,0.0
2019-08-14,1.0,-1.6652949245541837,-6.7329675354366705,-7.195701874714221,-15.48742569730224,-13.642889803383632,0.0
2019-08-15,1.0,-1.6216560509554139,-6.437367303609342,-6.833970276008492,-14.30063694267516,-12.268789808917198,0.0
2019-08-16,1.0,-1.6239932174650273,-6.412886816447648,-6.831284442560406,-14.268757948283172,-12.253921153030944,0.0
2019-08-19,1.0,-1.704296545914069,-6.208508845829822,-6.870261162594776,-14.231255265374893,-12.108256107834876,0.0
2019-08-20,1.0,-1.64822460776218,-6.126754748142032,-6.763831544178365,-13.941783649876138,-11.807597027250207,0.0
2019-08-21,1.0,-1.6853885135135136,-6.247043918918919,-7.041807432432433,-14.264780405405405,-11.991131756756756,0.0
2019-08-22,1.0,-1.7165320866978326,-6.3161920951976205,-7.079473013174671,-14.350191245218872,-12.036549086272846,0.0
2019-08-23,1.0,-1.7373350361856108,-6.3299276287782025,-7.0945083014048524,-14.35972754363559,-12.049382716049383,0.0
2019-08-26,1.0,-1.7163695299837927,-5.90518638573744,-6.822123176661264,-13.693273905996756,-11.38128038897893,0.0
2019-08-27,1.0,-1.7220653489310205,-5.855183541750706,-6.767244856797095,-13.623638563937071,-11.371117386042759,0.0
2019-08-28,1.0,-1.749397590361446,-5.746987951807229,-6.8044176706827315,-13.583534136546184,-11.276305220883534,0.0
2019-08-29,1.0,-1.8087234893957582,-5.625050020008004,-6.822328931572629,-13.559823929571829,-11.199679871948781,0.0
2019-08-30,1.0,-1.8279181708784595,-5.557160048134777,-6.910549538708382,-13.634977938227035,-11.181708784596871,0.0
2019-09-03,1.0,-1.8405503844597328,-5.6151355726426555,-7.0133549170376375,-13.746256576284907,-11.254552812626468,0.0
2019-09-04,1.0,-1.845594179466451,-5.536782538399352,-7.0658852061438955,-13.709377526273242,-11.262732417138237,0.0
2019-09-05,1.0,-1.890087929656275,-5.574740207833733,-6.988009592326139,-13.521982414068745,-10.993205435651479,0.0
2019-09-06,1.0,-1.71982414068745,-5.4224620303757,-7.147082334132694,-13.771782573940847,-10.906874500399681,0.0
2019-09-09,1.0,-1.7192982456140349,-5.396331738437,-7.131977671451355,-13.73205741626794,-10.892344497607654,0.0
2019-09-10,1.0,-1.8529647435897436,-5.344150641025641,-7.327323717948718,-13.762820512820513,-10.776842948717949,0.0
2019-09-11,1.0,-1.88703261734288,-5.275258552108194,-7.311058074781225,-13.638424821002387,-10.665473349244232,0.0
2019-09-12,1.0,-1.8767276802390738,-4.948823309675009,-6.895405304445275,-12.691819200597685,-9.942472917444901,0.0
2019-09-13,1.0,-1.891255605381166,-4.946562032884903,-6.864723467862482,-12.692825112107624,-9.973467862481316,0.0
2019-09-16,1.0,-1.5003467406380029,-4.466366158113731,-6.339459084604715,-12.048196948682385,-9.319348127600554,0.0
2019-09-17,1.0,-1.5168269230769231,-4.3801510989010985,-6.293956043956044,-11.920673076923077,-9.229395604395604,0.0
2019-09-18,1.0,-1.50256761383088,-4.40876412187607,-6.2800410818212935,-11.87264635398836,-9.170831906881205,0.0
2019-09-19,1.0,-1.4600811907983762,-4.414073071718539,-6.206698240866035,-11.67083897158322,-9.077807848443843,0.0
2019-09-20,1.0,-1.5373784780422393,-4.432785786121354,-6.220583305397251,-11.452899765336909,-8.879651357693598,0.0
2019-09-23,1.0,-1.5412440838404327,-4.4939148073022315,-6.304259634888439,-11.506423258958757,-8.96078431372549,0.0
2019-09-24,1.0,-1.5489001692047377,-4.498815566835871,-6.322504230118443,-11.509644670050763,-8.960744500846024,0.0
2019-09-25,1.0,-1.555038244097107,-4.389092118390422,-6.241769205187895,-11.277352843365481,-8.792484203525108,0.0
2019-09-26,1.0,-1.7923103329900447,-4.22828698935805,-7.033642293168555,-11.559560590456574,-8.71507037418469,0.0
2019-09-27,1.0,-1.5942077230359522,-4.019973368841545,-6.831890812250332,-11.294274300932091,-8.54860186418109,0.0
2019-09-30,1.0,-1.705301284162002,-3.6463615409944024,-6.952584787619361,-11.160026341784656,-8.463286137635825,0.0
2019-10-01,1.0,-1.7210062071218557,-3.537406076445606,-6.972231296961778,-11.044756615485136,-8.393988892518784,0.0
2019-10-02,1.0,-1.9305695989214695,-3.7114930906639705,-7.40175261206606,-11.282440175261208,-8.377485675766769,0.0
2019-10-03,1.0,-1.8514492753623188,-3.8857048748353096,-7.20026350461133,-10.97364953886693,-8.027009222661396,0.0
2019-10-04,1.0,-1.829807388695927,-3.8370697821281974,-6.951057783391223,-10.354910009472688,-7.6024628986422496,0.0
2019-10-07,1.0,-1.7977917981072555,-3.917665615141956,-6.92397476340694,-10.300630914826499,-7.6056782334384865,0.0
2019-10-08,1.0,-1.8083832335329342,-3.9331862590608253,-6.9035612984557195,-10.27387330601954,-7.5965962811219665,0.0
2019-10-09,1.0,-1.8382213812677388,-3.9776095868811097,-6.880794701986755,-10.291706086408071,-7.547461368653421,0.0
2019-10-10,1.0,-2.0717639168343394,-4.386988598256203,-7.458752515090544,-10.594902749832327,-8.022132796780683,0.0
2019-10-11,1.0,-2.213397790055249,-4.534185082872929,-7.9167817679558015,-10.677486187845304,-8.188881215469614,0.0
2019-10-14,1.0,-2.4008993427879624,-4.295745416810791,-8.129367001037703,-10.755102040816325,-8.008993427879625,0.0
2019-10-15,1.0,-2.5006963788300833,-4.307103064066853,-8.23642061281337,-10.79526462395543,-7.979805013927577,0.0
2019-10-16,1.0,-2.312392722279437,-4.332990044627532,-8.196361139718503,-10.661860624785445,-7.825609337452798,0.0
2019-10-17,1.0,-2.4129773572152753,-4.0811084825954715,-8.212233862791482,-10.428185197701927,-7.661034133153092,0.0
2019-10-18,1.0,-2.3298162014976174,-4.272634445200817,-8.359768550034037,-10.369639210347174,-7.704901293396868,0.0
2019-10-21,1.0,-2.33322181331549,-4.059551689528271,-8.211441953830713,-10.168952827032452,-7.682837069253932,0.0
2019-10-22,1.0,-2.262793000990426,-3.9435457246616044,-8.14031033344338,-10.054803565533179,-7.6127434796962685,0.0
2019-10-23,1.0,-2.2018348623853212,-3.8250553622271437,-7.666244859221766,-9.601075608984498,-7.341664030370136,0.0
2019-10-24,1.0,-2.3046705845963507,-3.605320136096505,-7.72038354469533,-9.285802660068049,-7.014537581193938,0.0
2019-10-25,1.0,-2.2860673463083097,-3.6008649984553593,-7.697250540624034,-9.28853877046648,-7.02008032128514,0.0
2019-10-28,1.0,-2.4217059197963087,-3.8154042011457676,-7.953851050286443,-9.502546148949715,-7.133672819859963,0.0
2019-10-29,1.0,-2.526517571884984,-3.759105431309904,-8.178913738019169,-9.412779552715655,-7.071565495207667,0.0
2019-10-30,1.0,-2.526046660274848,-3.761585170981144,-8.18056887184404,-9.4154682007031,-7.0757430488974125,0.0
2019-10-31,1.0,-2.4419723391461217,-3.5487071557426337,-7.663259170174384,-8.712868310282621,-6.699338544798557,0.0
2019-11-01,1.0,-0.0,-1.1722574796010878,-8.629797521909941,-12.073436083408884,-7.345119371411302,0.0
2019-11-04,1.0,-0.0,-1.066147859922179,-8.73451062556121,-11.963483986830289,-7.167015863513917,0.0
2019-11-05,1.0,-0.0,-1.1847946725860155,-8.95338512763596,-10.553551609322975,-6.054938956714761,0.0
2019-11-06,1.0,-0.0,-1.1283573649985865,-9.01696352841391,-10.672038450664406,-6.455188012439921,0.0
2019-11-07,1.0,-0.0,-1.2147291196388261,-8.988148984198645,-10.602426636568849,-6.4113995485327315,0.0
2019-11-08,1.0,-0.0,-1.0919605077574048,-9.00394922425952,-10.649929478138223,-6.462623413258109,0.0
2019-11-11,1.0,-0.0,-0.9591952394446017,-9.255879852649475,-10.605553981297817,-6.516293567582884,0.0
2019-11-12,1.0,-0.0,-0.8667432510051695,-9.37736932797243,-10.825100516944286,-6.649913842619185,0.0
2019-11-13,1.0,-0.0,-0.990159901599016,-10.64729397293973,-11.214329643296434,-6.898831488314883,0.0
