Date,IWF,IWM,MTUM,O,SPY,VLUE,VXX
2018-11-08,-0.053340063940770656,-0.44260955265498425,-0.0,1.0,-0.4997476022211005,-0.4080911516550083,0.0
2018-11-09,-0.05293269230769231,-0.4426201923076923,-0.0,1.0,-0.5003365384615385,-0.4079326923076923,0.0
2018-11-12,-0.05262779667513055,-0.42911895750491064,-0.0,1.0,-0.507377952378671,-0.40631437742538207,0.0
2018-11-13,-0.0327790973871734,-0.4258669833729216,-0.0,1.0,-0.5120902612826603,-0.4045605700712589,0.0
2018-11-14,-0.032966771963993065,-0.4256703797829133,-0.0,1.0,-0.5120537728902929,-0.40443673847469297,0.0
2018-11-15,-0.032385878333491505,-0.4269953497200341,-0.0,1.0,-0.5156828319255955,-0.39752775932428586,0.0
2018-11-16,-0.028472535027619067,-0.41943054929944756,-0.0,1.0,-0.5169151987861833,-0.4058936487992224,0.0
2018-11-19,-0.02460323125609727,-0.42351345563566284,-0.0,1.0,-0.5221405287077355,-0.40916553644085946,0.0
2018-11-20,-0.0,-0.4159411375035488,-0.0,1.0,-0.5252910002839027,-0.42462382890129646,0.0
2018-11-21,-0.0,-0.412211770777134,-0.0,1.0,-0.5264244329243978,-0.40707466397691816,0.0
2018-11-23,-0.0,-0.4019129782445612,-0.0,1.0,-0.5328910352588148,-0.4095086271567892,0.0
2018-11-26,-0.0,-0.4026107947221636,-0.0,1.0,-0.532189645878741,-0.4088213925800933,0.0
2018-11-27,-0.0,-0.40555438768598323,-0.0,1.0,-0.5265690327704202,-0.4036157241959218,0.0
2018-11-28,-0.0,-0.399387320814723,-0.0,1.0,-0.5319084255080326,-0.4071744264901901,0.0
2018-11-29,-0.0,-0.38630257550491015,-0.0,1.0,-0.5223040578098944,-0.4074949045766167,0.0
2018-11-30,-0.0,-0.3865962669630865,-0.0,1.0,-0.5233662174054005,-0.4058172386642583,0.0
2018-12-03,-0.0,-0.38649781214548656,-0.0,1.0,-0.5230940198643299,-0.4055981293265113,0.0
2018-12-04,-0.0,-0.386634955088092,-0.0,1.0,-0.5192463112198952,-0.40319117001870364,0.0
2018-12-06,-0.0,-0.34518155009792223,-0.0,1.0,-0.5209013348940864,-0.3850032640749161,0.0
2018-12-07,-0.0,-0.3579358552631579,-0.0,1.0,-0.5399305555555556,-0.38651315789473684,0.0
2018-12-10,-0.0,-0.35512179675661004,-0.0,1.0,-0.5345712799402891,-0.3720625155497252,0.0
2018-12-11,-0.0,-0.3556576238206213,-0.0,1.0,-0.5328189696133222,-0.3741204154128108,0.0
2018-12-12,-0.0,-0.35645044392100017,-0.0,1.0,-0.5351512955245515,-0.3733013227033883,0.0
2018-12-13,-0.0,-0.3533263607839571,-0.0,1.0,-0.5471101814378609,-0.37324359965440407,0.0
2018-12-14,-0.0,-0.33784184476427254,-0.0,1.0,-0.5653125926601738,-0.37771137923955933,0.0
2018-12-17,-0.0,-0.3342419699241288,-0.0,1.0,-0.55261005860706,-0.3847394484575894,0.0
2018-12-18,-0.0,-0.340512609461097,-0.0,1.0,-0.559068980497062,-0.38681208130415895,0.0
2018-12-19,-0.0,-0.34217281686912676,-0.0,1.0,-0.5608067843227137,-0.3890213156085262,0.0
2018-12-20,-0.0,-0.3352503537359076,-0.0,1.0,-0.5613902962252955,-0.38552649596056415,0.0
2018-12-21,-0.0,-0.33358315732097843,-0.0,1.0,-0.5616951693125298,-0.375826122504599,0.0
2018-12-24,-0.0,-0.3193654661973102,-0.0,1.0,-0.5550139904323496,-0.38214189006228,0.0
2018-12-26,-0.0,-0.3242581122307479,-0.0,1.0,-0.585236202274198,-0.4016825367477119,0.0
2018-12-27,-0.0,-0.31068269448854613,-0.0,1.0,-0.558607393966886,-0.3987979133590383,0.0
2018-12-28,-0.0,-0.31118667120027205,-0.0,1.0,-0.5579054743284597,-0.3977105292984246,0.0
2018-12-31,-0.0,-0.3111030511855647,-0.0,1.0,-0.5579181212313552,-0.39783288751870155,0.0
2019-01-02,-0.0,-0.31036669611107337,-0.0,1.0,-0.5557745011438019,-0.3988131639147471,0.0
2019-01-03,-0.0,-0.3125269831170897,-0.0,1.0,-0.5757458701629212,-0.3840123611079552,0.0
2019-01-04,-0.0,-0.3173353245989184,-0.0,1.0,-0.556513474984726,-0.3889303735885774,0.0
2019-01-07,-0.0,-0.2960605386156243,-0.0,1.0,-0.5540618740262631,-0.375561985310483,0.0
2019-01-08,-0.0,-0.2855206736430492,-0.0,1.0,-0.5622653247128353,-0.3740140860716745,0.0
2019-01-09,-0.0,-0.28629847760862315,-0.0,1.0,-0.5623513723747082,-0.3738193132570285,0.0
2019-01-10,-0.0,-0.2839558290932521,-0.0,1.0,-0.5650898749083476,-0.3728308929722043,0.0
2019-01-11,-0.0,-0.27552862012878504,-0.0,1.0,-0.5692163721842205,-0.383391635658742,0.0
2019-01-14,-0.0,-0.273909665963822,-0.0,1.0,-0.5621573632227278,-0.38344245921651315,0.0
2019-01-15,-0.0,-0.27436261881495955,-0.0,1.0,-0.5617171537709869,-0.38476059340854574,0.0
2019-01-16,-0.0,-0.27774330792412694,-0.0,1.0,-0.5542457011168233,-0.3839301542279737,0.0
2019-01-17,-0.0,-0.2782810889069252,-0.0,1.0,-0.5443218461403471,-0.3709829556671858,0.0
2019-01-18,-0.0,-0.2777360822921725,-0.0,1.0,-0.5442806057127721,-0.38536929936868136,0.0
2019-01-22,-0.0,-0.21630856166633813,-0.0,1.0,-0.6511378320958452,-0.32282015901176164,0.0
2019-01-23,-0.0,-0.18951524457117788,-0.0,1.0,-0.6605834612853695,-0.34336477297652995,0.0
2019-01-24,-0.0,-0.19869976875081807,-0.0,1.0,-0.6357170906235001,-0.3471573803394563,0.0
2019-01-25,-0.0,-0.14945521375749352,-0.0,1.0,-0.728350763575898,-0.31009057891742875,0.0
2019-01-28,-0.0,-0.15466207827848324,-0.0,1.0,-0.7144381765513035,-0.30893211073116544,0.0
2019-01-29,-0.0,-0.14256062923312213,-0.0,1.0,-0.7135678391959799,-0.3287087611972908,0.0
2019-01-30,-0.0,-0.14082967044982397,-0.0,1.0,-0.7130048765553588,-0.3329615779920838,0.0
2019-01-31,-0.0,-0.15480004358722893,-0.0,1.0,-0.6874359812574916,-0.3371036286368095,0.0
2019-02-01,-0.0,-0.1554002568959136,-0.0,1.0,-0.6843663596978208,-0.33731739707835323,0.0
2019-02-04,-0.0,-0.15306366943300878,-0.0,1.0,-0.6938290966912806,-0.33135115119039843,0.0
2019-02-05,-0.0,-0.15776630280846243,-0.0,1.0,-0.6961892934178704,-0.3248578338453494,0.0
2019-02-06,-0.0,-0.16883004312306324,-0.0,1.0,-0.6879320432530825,-0.31022601685916745,0.0
2019-02-07,-0.0,-0.1740839109498823,-0.0,1.0,-0.6847185333937941,-0.3005117574658288,0.0
2019-02-08,-0.0,-0.1835425263021452,-0.0,1.0,-0.6985244874592236,-0.2782734558966493,0.0
2019-02-11,-0.0,-0.17910932225396,-0.0,1.0,-0.6990608499956722,-0.2857699298883407,0.0
2019-02-12,-0.0,-0.17578183853124127,-0.0,1.0,-0.6892447429026495,-0.2873162437313015,0.0
2019-02-13,-0.0,-0.18815067605512117,-0.0,1.0,-0.6896842196207179,-0.2820856192492116,0.0
2019-02-14,-0.0,-0.1613698807952751,-0.0,1.0,-0.7084351946000909,-0.2936416935291954,0.0
2019-02-15,-0.0,-0.17207862492964454,-0.0,1.0,-0.7034896306879681,-0.28921504957353766,0.0
2019-02-19,-0.0,-0.16546342728687535,-0.0,1.0,-0.7086071243299326,-0.2874373162718312,0.0
2019-02-20,-0.0,-0.16697295310574448,-0.0,1.0,-0.7105268847426113,-0.2845004648347135,0.0
2019-02-21,-0.0,-0.15626831014951933,-0.0,1.0,-0.7200147566242051,-0.29380872810919906,0.0
2019-02-22,-0.0,-0.1506305211295119,-0.0,1.0,-0.7333145226054305,-0.28654526512274003,0.0
2019-02-25,-0.0,-0.14720491481852643,-0.0,1.0,-0.7403816827153501,-0.2909677138251057,0.0
2019-02-26,-0.0,-0.14753491209341846,-0.0,1.0,-0.7436875013616261,-0.28737935992679897,0.0
2019-02-27,-0.0,-0.14985396050394525,-0.0,1.0,-0.7480055800165656,-0.28183443044596534,0.0
2019-02-28,-0.0,-0.14761717727153706,-0.0,1.0,-0.7454831107619796,-0.28897180762852404,0.0
2019-03-01,-0.0,-0.1465660179771359,-0.0,1.0,-0.7538834104197575,-0.2812636355702941,0.0
2019-03-04,-0.0,-0.14082326778005494,-0.0,1.0,-0.7540225875376095,-0.28541839270919633,0.0
2019-03-05,-0.0,-0.1360303744435716,-0.0,1.0,-0.7617395478746618,-0.28430217334380725,0.0
2019-03-06,-0.0,-0.13178480378271196,-0.0,1.0,-0.7647135728760377,-0.2825049571830126,0.0
2019-03-07,-0.0,-0.13476363162580618,-0.0,1.0,-0.7642830774576014,-0.2724587956830471,0.0
2019-03-08,-0.0,-0.12171383579021039,-0.0,1.0,-0.7997244215038711,-0.26569266436288874,0.0
2019-03-11,-0.0,-0.1227888533979513,-0.0,1.0,-0.7969379887652824,-0.2831809670668576,0.0
2019-03-12,-0.0,-0.10424916573971078,-0.0,1.0,-0.8098109010011123,-0.31065628476084534,0.0
2019-03-13,-0.0,-0.11460126539828745,-0.0,1.0,-0.8125153703413892,-0.30856938451563865,0.0
2019-03-14,-0.0,-0.1082999756728664,-0.0,1.0,-0.8107791317424862,-0.2924784926023398,0.0
2019-03-15,-0.0,-0.10099642706553338,-0.0,1.0,-0.8173364994119083,-0.3008810279399037,0.0
2019-03-18,-0.0,-0.11402467698233199,-0.0,1.0,-0.8212374319815482,-0.3040284837763396,0.0
2019-03-19,-0.0,-0.11267985005948239,-0.0,1.0,-0.8239545689210119,-0.30798410810082827,0.0
2019-03-20,-0.0,-0.12316979772041267,-0.0,1.0,-0.8247736180564941,-0.3046132360228859,0.0
2019-03-21,-0.0,-0.12414088379115308,-0.0,1.0,-0.8519728688284472,-0.27730581156905604,0.0
2019-03-22,-0.0,-0.1239499634769905,-0.0,1.0,-0.8663714390065741,-0.29236669101533963,0.0
2019-03-25,-0.0,-0.06851453784364747,-0.0,1.0,-0.8981785269826904,-0.29600633555832107,0.0
2019-03-26,-0.0,-0.08226840693073809,-0.0,1.0,-0.8930146891627633,-0.298558370094138,0.0
2019-03-27,-0.0,-0.07542750591231581,-0.0,1.0,-0.8983309077678735,-0.30023194469710757,0.0
2019-03-28,-0.0,-0.0640576631945229,-0.0,1.0,-0.8802675283006077,-0.3152043744492397,0.0
2019-03-29,-0.0,-0.06454237288135593,-0.0,1.0,-0.8801581920903955,-0.31518644067796614,0.0
2019-04-01,-0.0,-0.07106357963281179,-0.0,1.0,-0.8804603418648819,-0.30948720267703717,0.0
2019-04-02,-0.0,-0.08470896838677582,-0.0,1.0,-0.9014969924471983,-0.27513454841481616,0.0
2019-04-03,-0.0,-0.08597141823444283,-0.0,1.0,-0.8967528943560057,-0.27849131693198265,0.0
2019-04-04,-0.0,-0.08511163469090093,-0.0,1.0,-0.9092337035790419,-0.24959048580724782,0.0
2019-04-05,-0.0,-0.08669341282470806,-0.0,1.0,-0.9105049644754242,-0.24407736961247953,0.0
2019-04-08,-0.0,-0.08392453505807577,-0.0,1.0,-0.9079068101962715,-0.24615625629434013,0.0
2019-04-09,-0.0,-0.07345950309444792,-0.0,1.0,-0.9361601937393489,-0.23273387747780067,0.0
2019-04-10,-0.0,-0.07467379342870618,-0.0,1.0,-0.9325802322186538,-0.23859680643205247,0.0
2019-04-11,-0.0,-0.07712157249921464,-0.0,1.0,-0.9256383790333438,-0.24110308306780956,0.0
2019-04-12,-0.0,-0.08157295341878433,-0.0,1.0,-0.9155240945022555,-0.23592068241704256,0.0
2019-04-15,-0.0,-0.08248295530502205,-0.0,1.0,-0.9091840827057618,-0.23639766498819126,0.0
2019-04-16,-0.0,-0.07806418610857817,-0.0,1.0,-0.9069679514267287,-0.2390187487489714,0.0
2019-04-17,-0.0,-0.08449436179072227,-0.0,1.0,-0.9545792162776564,-0.21170856872763286,0.0
2019-04-18,-0.0,-0.10674220963172806,-0.0,1.0,-0.9541076487252125,-0.20543909348441927,0.0
2019-04-22,-0.0,-0.10300487583626262,-0.0,1.0,-0.9552103413085384,-0.20961560267604035,0.0
2019-04-23,-0.0,-0.10243946758733476,-0.0,1.0,-0.9504838050243039,-0.21848453186753283,0.0
2019-04-24,-0.0,-0.10969869243888573,-0.0,1.0,-0.9482888004548039,-0.21605457646389994,0.0
2019-04-25,-0.0,-0.11935910292642903,-0.0,1.0,-0.9541890783116054,-0.20560215151791414,0.0
2019-04-26,-0.0,-0.1175746804292843,-0.0,1.0,-0.9604210814136305,-0.20058331624399026,0.0
2019-04-29,-0.0,-0.11622881837825544,-0.0,1.0,-0.9586944160127374,-0.19961332878426022,0.0
2019-04-30,-0.0,-0.10701401890497284,-0.0,1.0,-0.9726928170236084,-0.2035252751267181,0.0
2019-05-01,-0.0,-0.11082046266178376,-0.0,1.0,-0.9492300343470645,-0.21461228760548642,0.0
2019-05-02,-0.0,-0.10956256820662058,-0.0,1.0,-0.9444798108403055,-0.21948890505638413,0.0
2019-05-03,-0.0,-0.11527973458164795,-0.0,1.0,-0.9397582147888923,-0.21737944825705585,0.0
2019-05-06,-0.0,-0.09949853645254249,-0.0,1.0,-0.9475391981121373,-0.22205078169317694,0.0
2019-05-07,-0.0,-0.09806990088680229,-0.0,1.0,-0.9498990723730466,-0.22004490712390282,0.0
2019-05-08,-0.0,-0.12246704243722924,-0.0,1.0,-0.9514836726137793,-0.2552056645083151,0.0
2019-05-09,-0.0,-0.12114660343144092,-0.0,1.0,-0.9471799879109127,-0.2564746361649695,0.0
2019-05-10,-0.0,-0.12281436011904762,-0.0,1.0,-0.9492885044642857,-0.25304594494047616,0.0
2019-05-13,-0.0,-0.12113450074515648,-0.0,1.0,-0.9542427347242921,-0.25323677347242923,0.0
2019-05-14,-0.0,-0.07859184802655847,-0.0,1.0,-0.9668249723349318,-0.26000553301364815,0.0
2019-05-15,-0.0,-0.08135053425953705,-0.0,1.0,-0.9731600932357897,-0.2533290254090605,0.0
2019-05-16,-0.0,-0.08249088307251998,-0.0,1.0,-0.9717029035682961,-0.25386603886811615,0.0
2019-05-17,-0.0,-0.07436661354765699,-0.0,1.0,-0.9619621700270214,-0.27319337629044554,0.0
2019-05-20,-0.0,-0.06881189261559059,-0.0,1.0,-0.9652593430437894,-0.2743011472496018,0.0
2019-05-21,-0.0,-0.07162508958916144,-0.0,1.0,-0.9655977620049476,-0.2747555082884424,0.0
2019-05-22,-0.0,-0.06961630085343572,-0.0,1.0,-0.9679209935934501,-0.27527349261049566,0.0
2019-05-23,-0.0,-0.06870070088593833,-0.0,1.0,-0.9849876246212208,-0.25946658647729637,0.0
2019-05-24,-0.0,-0.04260043016721016,-0.0,1.0,-1.001133236198802,-0.26899326996461526,0.0
2019-05-28,-0.0,-0.038303187306286714,-0.0,1.0,-1.0036314012120091,-0.27105981403525004,0.0
2019-05-29,-0.0,-0.03365440140438408,-0.0,1.0,-1.0043425034070173,-0.27184533296375857,0.0
2019-05-30,-0.0,-0.035319936904190385,-0.0,1.0,-0.9922501886016049,-0.2585099330178543,0.0
2019-05-31,-0.0,-0.031065122547340045,-0.0,1.0,-0.992256561365038,-0.2608785033920373,0.0
2019-06-03,-0.0,-0.041938426453819844,-0.0,1.0,-1.0164880273660206,-0.2220752565564424,0.0
2019-06-04,-0.0,-0.04226900959930354,-0.0,1.0,-0.9943412220211231,-0.2543929986941282,0.0
2019-06-05,-0.0,-0.039105000796667656,-0.0,1.0,-1.0333689936949446,-0.20374206177588602,0.0
2019-06-06,-0.0,-0.025561668959193033,-0.0,1.0,-1.075607519486474,-0.1913571756075195,0.0
2019-06-07,-0.0,-0.03609263930291218,-0.0,1.0,-1.0647787204769548,-0.1921806925017198,0.0
2019-06-10,-0.0,-0.03780973755324509,-0.0,1.0,-1.0556726056886365,-0.19660605505427564,0.0
2019-06-11,-0.0,-0.03964129684985054,-0.0,1.0,-1.0746378477810992,-0.1851000229937917,0.0
2019-06-12,-0.0,-0.03867212662188276,-0.0,1.0,-1.0738934388515688,-0.1879773626575872,0.0
2019-06-13,-0.0,-0.0582812896089231,-0.011753047726591848,1.0,-1.061668932777176,-0.17281589196414168,0.0
2019-06-14,-0.0,-0.05011284602275345,-0.02565519782598683,1.0,-1.067615494449818,-0.15959651789415505,0.0
2019-06-17,-0.0,-0.04511866669735964,-0.027117239474229414,1.0,-1.0763103980110955,-0.15342648649892957,0.0
2019-06-18,-0.0,-0.05135805873431683,-0.0300795073303001,1.0,-1.066248448917689,-0.15021370467392803,0.0
2019-06-19,-0.0,-0.029812469947106908,-0.05374029720880178,1.0,-1.060930094108488,-0.14526137430449018,0.0
2019-06-20,-0.0,-0.027879341864716637,-0.05843235831809872,1.0,-1.055255941499086,-0.14364716636197442,0.0
2019-06-21,-0.0,-0.0323494471351549,-0.05782235218861372,1.0,-1.047039203143562,-0.14737731883395777,0.0
2019-06-24,-0.0,-0.026366986335858645,-0.06994575541873613,1.0,-1.0256574580577236,-0.1668535854066055,0.0
2019-06-25,-0.0,-0.0361980596741717,-0.06832326560497895,1.0,-1.019471901885411,-0.16412685337726524,0.0
2019-06-26,-0.0,-0.03470770644309176,-0.06994372344090961,1.0,-1.030343401860572,-0.1620075801079591,0.0
2019-06-27,-0.0,-0.0429770850728268,-0.08799517580480565,1.0,-1.0542258094442898,-0.13412654235086743,0.0
2019-06-28,-0.0,-0.051056419781750635,-0.08442071047132575,1.0,-1.0513814720222892,-0.13494311585790572,0.0
2019-07-01,-0.0,-0.043816106884394135,-0.08844405269994432,1.0,-1.0593570235665244,-0.1279226201521618,0.0
2019-07-02,-0.0,-0.05454672277895325,-0.08221535027552374,1.0,-1.0560812853123767,-0.1322281382966356,0.0
2019-07-03,-0.0,-0.04546301906137857,-0.08964440508924826,1.0,-1.0643612807009366,-0.13074987183669665,0.0
2019-07-05,-0.0,-0.0225893773919537,-0.10400914776439839,1.0,-1.0707784934192102,-0.13621301222813403,0.0
2019-07-08,-0.0,-0.018002661872183436,-0.10857636537698181,1.0,-1.0733882830924417,-0.1349849394073832,0.0
2019-07-09,-0.0,-0.013769282830404444,-0.10868398329015846,1.0,-1.0747041937968216,-0.13664262876613223,0.0
2019-07-10,-0.0,-0.0,-0.10277758343244944,1.0,-1.094661722521514,-0.13472795540940788,0.0
2019-07-11,-0.0,-0.0,-0.10113983357031305,1.0,-1.0947297265798,-0.1350784364000839,0.0
2019-07-12,-0.0,-0.002519890804731795,-0.1018689190135094,1.0,-1.0978557595837513,-0.13096432487925522,0.0
2019-07-15,-0.0,-0.0,-0.10208027581708481,1.0,-1.098585971533068,-0.1288699419945489,0.0
2019-07-16,-0.0,-0.006168672455131636,-0.1196955236388184,1.0,-1.0905049000209501,-0.11145510835913312,0.0
2019-07-17,-0.0,-0.001768840478517898,-0.12158450868128289,1.0,-1.0910487362100265,-0.11301959689056464,0.0
2019-07-18,-0.0,-0.0016504335293707432,-0.12143471489341919,1.0,-1.0938887468327947,-0.10755712592110463,0.0
2019-07-19,-0.0,-0.0013217391304347825,-0.11656811594202898,1.0,-1.0972057971014493,-0.10374492753623188,0.0
2019-07-22,-0.0,-0.010592088453229889,-0.12297043041973474,1.0,-1.1027386123434995,-0.08652528396552925,0.0
2019-07-23,-0.0,-0.014569874982571921,-0.12164799925640192,1.0,-1.1012920016730958,-0.08621090300692476,0.0
2019-07-24,-0.0,-0.013240872175552091,-0.11921439043120098,1.0,-1.1047634561236126,-0.08980057245247015,0.0
2019-07-25,-0.0,-0.0015115576019720013,-0.12480814845821125,1.0,-1.1162271522254779,-0.08294963024975582,0.0
2019-07-26,-0.0,-0.002139087167802088,-0.12392755004766445,1.0,-1.1179520565463044,-0.08107605384919435,0.0
2019-07-29,-0.0,-0.003720670650884822,-0.12617724344813153,1.0,-1.1122479826988814,-0.08327326000511592,0.0
2019-07-30,-0.0,-0.0,-0.12991337555886737,1.0,-1.106650521609538,-0.09205011177347244,0.0
2019-07-31,-0.0,-0.0012346829427386666,-0.1301076270791595,1.0,-1.105763406793086,-0.09248474118250012,0.0
2019-08-01,-0.0,-0.01206331497106199,-0.13836784975478233,1.0,-1.089556748715803,-0.0843502312716454,0.0
2019-08-02,-0.0,-0.0035043746663881736,-0.15147717514910997,1.0,-1.09278470143192,-0.07298846573371394,0.0
2019-08-05,-0.0,-0.000856878184344604,-0.14921259842519685,1.0,-1.0997452524316813,-0.06604909680407596,0.0
2019-08-06,-0.0,-0.003679831779118669,-0.15469007131102577,1.0,-1.0566374108612178,-0.07060248674346316,0.0
2019-08-07,-0.0,-0.011748334702071357,-0.15012774888219726,1.0,-1.05059768227028,-0.06877908568300027,0.0
2019-08-08,-0.0,-0.012852233676975945,-0.15621993127147765,1.0,-1.0552348224513173,-0.06664375715922108,0.0
2019-08-09,-0.0,-0.00464957264957265,-0.15364102564102564,1.0,-1.0471339031339033,-0.0738005698005698,0.0
2019-08-12,-0.0,-0.0,-0.1649127602387135,1.0,-1.0568083458612363,-0.05607944968338572,0.0
2019-08-13,-0.0,-0.0,-0.16087015821058376,1.0,-1.0607610474631752,-0.051509365339152575,0.0
2019-08-14,-0.0,-0.0,-0.16150207111976278,1.0,-1.0545281694922928,-0.04751126100636049,0.0
2019-08-15,-0.0,-0.01244212962962963,-0.17922008547008544,1.0,-1.0261529558404558,-0.007946047008547008,0.0
2019-08-16,-0.0,-0.011288742429640184,-0.18106519415746347,1.0,-1.0250935162094763,-0.009128963306020662,0.0
2019-08-19,-0.0,-0.002130067230246955,-0.1821429363864297,1.0,-1.029443741818101,-0.00508109787215159,0.0
2019-08-20,-0.0,-0.0022139077686023603,-0.18510482853284335,1.0,-1.0265890323009144,-0.0,0.0
2019-08-21,-0.0,-0.0,-0.19945506501561702,1.0,-1.0157277983297521,-0.0,0.0
2019-08-22,-0.0,-0.0,-0.1969499103565816,1.0,-1.0164678279731734,-0.0,0.0
2019-08-23,-0.0,-0.000773720045981077,-0.1951100893093996,1.0,-1.0147448934476966,-0.0,0.0
2019-08-26,-0.0,-0.0,-0.1940671282096223,1.0,-0.9968013320480238,-0.0,0.0
2019-08-27,-0.0,-0.0,-0.19529746281714785,1.0,-0.9919510061242345,-0.0,0.0
2019-08-28,-0.0,-0.0,-0.19553426934348073,1.0,-0.9914053273848576,-0.0,0.0
2019-08-29,-0.0,-0.0,-0.19685573096602088,1.0,-0.9897013163073424,-0.0,0.0
2019-08-30,-0.0,-0.0,-0.1987791584913887,1.0,-0.981294964028777,-0.0,0.0
2019-09-03,-0.0,-0.0,-0.21202614379084966,1.0,-0.9666230936819172,-0.0,0.0
2019-09-04,-0.0,-0.0,-0.2241522461108198,1.0,-0.9608023072889356,-0.0,0.0
2019-09-05,-0.0,-0.0,-0.21262226869703507,1.0,-0.9658627976384986,-0.0,0.0
2019-09-06,-0.0,-0.0,-0.22628853590858442,1.0,-0.9585964298979659,-0.0,0.0
2019-09-09,-0.0,-0.0,-0.22485181215687133,1.0,-0.9624444979111529,-0.0,0.0
2019-09-10,-0.0,-0.0,-0.2475353341476182,1.0,-0.9335630779968592,-0.0,0.0
2019-09-11,-0.0,-0.0,-0.27489054290718035,1.0,-0.9142513134851139,-0.0,0.0
2019-09-12,-0.0,-0.0,-0.27957717255989695,1.0,-0.9044707012907593,-0.0,0.0
2019-09-13,-0.0,-0.0,-0.28285764237947464,1.0,-0.9025307050133311,-0.0,0.0
2019-09-16,-0.0,-0.0,-0.29384915845603565,1.0,-0.9005288450988568,-0.0,0.0
2019-09-17,-0.0,-0.0,-0.292437048776193,1.0,-0.9086546927275929,-0.0,0.0
2019-09-18,-0.0,-0.0,-0.30772462902762115,1.0,-0.903735155576196,-0.0,0.0
