Date,GEO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.387809187279152,-0.9531448763250884,-0.0,-0.6532862190812722,-0.5393286219081272,0.0
2018-09-25,1.0,-0.3881783493499152,-0.9527981910684001,-0.0,-0.6530879027699265,-0.5390050876201243,0.0
2018-09-26,1.0,-0.38708536671617516,-0.9526487021712994,-0.0,-0.6540420114576704,-0.5425065421882735,0.0
2018-09-27,1.0,-0.3870967741935483,-0.9531338426711939,-0.0,-0.6541454442558007,-0.542692416525184,0.0
2018-09-28,1.0,-0.38842887473460724,-0.9525123849964613,-0.0,-0.6545293701344657,-0.5430997876857749,0.0
2018-10-01,1.0,-0.38972422147794483,-0.9642984393928596,-0.0,-0.6593743319318748,-0.5496330079099266,0.0
2018-10-02,1.0,-0.38879529732248463,-0.9901430158787052,-0.0,-0.6577296677300262,-0.5476540377791319,0.0
2018-10-03,1.0,-0.38797520513096134,-0.9808663871869289,-0.0,-0.6608262567630514,-0.5533698806836505,0.0
2018-10-04,1.0,-0.3941611075245678,-0.9738182339860841,-0.0,-0.6690337852377878,-0.5495301628290653,0.0
2018-10-05,1.0,-0.37634715580615224,-0.9654913996145885,-0.0,-0.6725786881735778,-0.5541717222182571,0.0
2018-10-08,1.0,-0.3734467903300459,-0.961832876419696,-0.0,-0.6729447787232528,-0.5521415601523836,0.0
2018-10-09,1.0,-0.3671152679113269,-0.9640881019526648,-0.0,-0.6783993146039339,-0.5602041909113625,0.0
2018-10-10,1.0,-0.3719608123569794,-0.9642806064073226,-0.0,-0.6826015446224256,-0.5567076659038902,0.0
2018-10-11,1.0,-0.29247891607908194,-0.9517489285220516,-0.0,-0.6532559104106179,-0.5589312871560901,0.0
2018-10-12,1.0,-0.28869363055147185,-0.9464255188211562,-0.0,-0.6407056651509453,-0.5430954904441176,0.0
2018-10-15,1.0,-0.23784197170368826,-1.0276705947787397,-0.0,-0.6479994438071401,-0.5626933639239408,0.0
2018-10-16,1.0,-0.23280000000000003,-1.036904347826087,-0.0,-0.6469217391304348,-0.5616,0.0
2018-10-17,1.0,-0.21759956206377448,-1.0065348296154373,-0.0,-0.6374024907622827,-0.5598740933351581,0.0
2018-10-18,1.0,-0.21695402298850575,-1.0054734537493157,-0.0,-0.6385467980295566,-0.5599343185550081,0.0
2018-10-19,1.0,-0.19702110334532127,-0.9946393431498948,-0.0,-0.6420574065277872,-0.5590690099748932,0.0
2018-10-22,1.0,-0.19793547507920825,-0.9816373113480734,-0.0,-0.6555377644533779,-0.5716962491057132,0.0
2018-10-23,1.0,-0.20598880087407814,-0.9847719202403716,-0.0,-0.6525198033324229,-0.5711212783392516,0.0
2018-10-24,1.0,-0.2044941514467474,-0.9810178534783501,-0.0,-0.6569874820439155,-0.5777412955742527,0.0
2018-10-25,1.0,-0.1612828336428761,-0.9332714247811089,-0.0,-0.6766383656142213,-0.5453369594056778,0.0
2018-10-26,1.0,-0.1353505291005291,-0.9268187830687832,-0.0,-0.7008928571428571,-0.5438492063492063,0.0
2018-10-29,1.0,-0.13136055546371303,-0.9293106298561745,-0.0,-0.7024962803769218,-0.5431641593651844,0.0
2018-10-30,1.0,-0.12897468103391288,-0.9290672307794011,-0.0,-0.7023534078138429,-0.5449196800423085,0.0
2018-10-31,1.0,-0.13535956937013818,-0.904880690583254,-0.0,-0.7018085141300424,-0.5401910263563856,0.0
2018-11-01,1.0,-0.09161988773055334,-0.9659182036888533,-0.0,-0.7221999465383587,-0.5615811280406309,0.0
2018-11-02,1.0,-0.0974420224942769,-0.9349722968713712,-0.0,-0.7299027902193026,-0.5554228459573338,0.0
2018-11-05,1.0,-0.09566601452399111,-0.939251251782339,-0.0,-0.729813973538482,-0.5512153065623238,0.0
2018-11-06,1.0,-0.08891493636972539,-0.940689886135298,-0.0,-0.7473208305425318,-0.5720696584058942,0.0
2018-11-07,1.0,-0.0881296774843105,-0.9450951438064236,-0.0,-0.748196127126892,-0.5746216062019667,0.0
2018-11-08,1.0,-0.03994313181233498,-0.976406472141358,-0.0,-0.7576670503012659,-0.611028366393609,0.0
2018-11-09,1.0,-0.039275435923480616,-0.9765024547147452,-0.0,-0.758997799221263,-0.6110377518198747,0.0
