Date,IWF,IWM,MTUM,SPY,TTC,VLUE,VXX
2018-09-24,-0.2621098714870781,-0.5438779833356872,-0.0804406157322412,-0.4477051263945771,1.0,-0.49032622510944784,0.0
2018-09-25,-0.26211727488419384,-0.5438933453847022,-0.08047113320528754,-0.4477177720031635,1.0,-0.4903400745678454,0.0
2018-09-26,-0.2616923033341832,-0.5448287583921135,-0.07594685702954591,-0.45131865952805866,1.0,-0.49899436276592735,0.0
2018-09-27,-0.26114324600204153,-0.5477486673471702,-0.07533741635476919,-0.45176930928887377,1.0,-0.49946126800499036,0.0
2018-09-28,-0.2641471932763565,-0.5469490899798404,-0.07521508276782418,-0.45285215366705467,1.0,-0.5002129532354694,0.0
2018-10-01,-0.26636722858686074,-0.5460386047701623,-0.07479318873127327,-0.45475736987235976,1.0,-0.5008101884754242,0.0
2018-10-02,-0.26620567981332877,-0.5534972397700756,-0.07287576119742759,-0.4536167548802003,1.0,-0.4993739684707757,0.0
2018-10-03,-0.26596107886650733,-0.546346876066917,-0.07183908045977011,-0.45661204051439624,1.0,-0.5043530215090475,0.0
2018-10-04,-0.2664770302944105,-0.5452140520551843,-0.07216612146209643,-0.4570615844118902,1.0,-0.5036267956193998,0.0
2018-10-05,-0.26109897591557685,-0.542708008283453,-0.06606904768659046,-0.4595330628918329,1.0,-0.507389861280531,0.0
2018-10-08,-0.26025844479709814,-0.5414588528678304,-0.06475289050102016,-0.4602697800952165,1.0,-0.5070845613239627,0.0
2018-10-09,-0.26190881252126574,-0.5418509697175911,-0.06805035726437564,-0.4588578881705796,1.0,-0.5047351706929795,0.0
2018-10-10,-0.2616456744637706,-0.5518807300145661,-0.06291948704766802,-0.46311370062548196,1.0,-0.5165224345243196,0.0
2018-10-11,-0.22827910097282791,-0.553729173655373,-0.016605166051660517,-0.4598009616459801,1.0,-0.5370401431287041,0.0
2018-10-12,-0.23540156085681074,-0.5493994575745835,-0.013975756904854154,-0.4460618807771074,1.0,-0.5226102839431007,0.0
2018-10-15,-0.2325877180855476,-0.5530455940498245,-0.009566732103851578,-0.4461525700223961,1.0,-0.5235988608399923,0.0
2018-10-16,-0.23041997729852443,-0.5649898950748873,-0.0012458126851416075,-0.44757897068187485,1.0,-0.5242379779075884,0.0
2018-10-17,-0.22161895360315895,-0.5481792256224636,-0.0,-0.44493802786004166,1.0,-0.52736645826478,0.0
2018-10-18,-0.22099432363506732,-0.5469054213398415,-0.0,-0.4465955521430334,1.0,-0.52770998436943,0.0
2018-10-19,-0.21312772925764195,-0.5418668122270742,-0.0,-0.44637008733624456,1.0,-0.5279203056768559,0.0
2018-10-22,-0.21297636934844968,-0.5320584619587488,-0.0,-0.45302554295861225,1.0,-0.5338068569867505,0.0
2018-10-23,-0.2093430816835072,-0.5339138530627892,-0.0,-0.45795339412360686,1.0,-0.5371176647772392,0.0
2018-10-24,-0.20857432636166773,-0.5367725665414873,-0.0,-0.4584852388914777,1.0,-0.5373207971272717,0.0
2018-10-25,-0.18190825589802642,-0.5051816940256542,-0.0,-0.4718153335297111,1.0,-0.5189727659802372,0.0
2018-10-26,-0.17298231618135884,-0.4980188804680229,-0.0,-0.474351814918229,1.0,-0.5138412445153571,0.0
2018-10-29,-0.160172701507165,-0.50260906418033,-0.0,-0.4684660821656557,1.0,-0.5175482743093265,0.0
2018-10-30,-0.15388485779354907,-0.5027540914146497,-0.0,-0.4687781367512314,1.0,-0.5227477358190773,0.0
2018-10-31,-0.15380336900095348,-0.503045873503549,-0.0,-0.4688791185506939,1.0,-0.5228572942048946,0.0
2018-11-01,-0.14169290609372107,-0.5125816950228879,-0.0,-0.46852591749794936,1.0,-0.523192125525891,0.0
2018-11-02,-0.13979986657771848,-0.5310740493662441,-0.0,-0.46836557705136755,1.0,-0.5291794529686457,0.0
2018-11-05,-0.1332459121684909,-0.5541252977225894,-0.0,-0.47319827655417884,1.0,-0.5155886209757272,0.0
2018-11-06,-0.1335973879997859,-0.5541133650912595,-0.0,-0.4730771289407483,1.0,-0.5154150832307446,0.0
2018-11-07,-0.13341715936755932,-0.5540544155809412,-0.0,-0.4726183150967121,1.0,-0.5152358276037348,0.0
2018-11-08,-0.11787537218205019,-0.5546310080816674,-0.0,-0.46722139515099953,1.0,-0.5187154402381965,0.0
2018-11-09,-0.11823668607588206,-0.554651564701816,-0.0,-0.4671239796867938,1.0,-0.5187843981813831,0.0
2018-11-12,-0.11795578646026612,-0.5415098340666914,-0.0,-0.47383767163229606,1.0,-0.517362031490219,0.0
2018-11-13,-0.10194839389152184,-0.5391785150078988,-0.0,-0.47532912058978405,1.0,-0.5165086887835703,0.0
2018-11-14,-0.10448273132635023,-0.5393261391520012,-0.0,-0.47755995884013613,1.0,-0.5170839819529828,0.0
2018-11-15,-0.10377905444579137,-0.5396616244136404,-0.0,-0.47899646866599904,1.0,-0.5128603805407684,0.0
2018-11-16,-0.10289473684210527,-0.5363157894736842,-0.0,-0.4781842105263158,1.0,-0.5141842105263158,0.0
2018-11-19,-0.10050317447772598,-0.5379751837508892,-0.0,-0.4804921099080587,1.0,-0.5154508812139413,0.0
2018-11-20,-0.07851673135424315,-0.5336462813385083,-0.0,-0.4831375222909892,1.0,-0.527142557432078,0.0
2018-11-21,-0.08101417552637065,-0.5301751094434022,-0.0,-0.48175943297894513,1.0,-0.5128726287262872,0.0
2018-11-23,-0.08180161416297839,-0.5237958864878938,-0.0,-0.4844051028378027,1.0,-0.5134860713355897,0.0
2018-11-26,-0.08146374472958201,-0.5254541668835563,-0.0,-0.483368903232523,1.0,-0.5124147623757223,0.0
2018-11-27,-0.07732025635038012,-0.5262707246828053,-0.0,-0.48094237305726373,1.0,-0.5101061207545212,0.0
2018-11-28,-0.07692307692307693,-0.5293522267206479,-0.0,-0.4796532751998339,1.0,-0.5093428838368109,0.0
2018-11-29,-0.06464917255245657,-0.523560344383152,-0.0,-0.47808939526730937,1.0,-0.5113935144609991,0.0
2018-11-30,-0.06419676695800139,-0.5237063964730451,-0.0,-0.4780725500812128,1.0,-0.5122076984556682,0.0
2018-12-03,-0.06422254879212108,-0.5237063964730451,-0.0,-0.4780725500812128,1.0,-0.5121819166215484,0.0
2018-12-04,-0.05771556493322698,-0.5276484059388107,-0.0,-0.47597972364459773,1.0,-0.5117721225844635,0.0
2018-12-06,-0.051940798659592294,-0.5077809651950954,-0.0,-0.47543855195349194,1.0,-0.5035160315808179,0.0
2018-12-07,-0.042304161566707466,-0.5127243982048143,-0.0,-0.4806966544267646,1.0,-0.5142288861689106,0.0
2018-12-10,-0.01607056855339535,-0.5237129603812324,-0.0,-0.4900256013789257,1.0,-0.5049808623355555,0.0
2018-12-11,-0.012755490186133792,-0.5252320332707815,-0.0,-0.48919713952426835,1.0,-0.5086980778008825,0.0
2018-12-12,-0.012655017625725951,-0.5252973548730694,-0.0,-0.4890821942126753,1.0,-0.5090157490299511,0.0
2018-12-13,-0.012984378170014202,-0.5251318725907892,-0.0,-0.4890190708054372,1.0,-0.5088760397646581,0.0
2018-12-14,-0.014451233425449383,-0.5218669979464037,-0.0,-0.4903785209035824,1.0,-0.5086073574525265,0.0
2018-12-17,-0.004827987159070802,-0.5218017744748615,-0.0,-0.4835064836581482,1.0,-0.5176310002274968,0.0
2018-12-18,-0.0,-0.5187210239870994,-0.0,-0.4824380165289256,1.0,-0.5184186655916145,0.0
2018-12-19,-0.0051937574061467874,-0.5177873584953231,-0.0,-0.4804477724831708,1.0,-0.5178125709099161,0.0
2018-12-20,-0.005281822983475439,-0.5133428909177796,-0.0,-0.48099801302849665,1.0,-0.5155059231872029,0.0
2018-12-21,-0.0020041586291554975,-0.5141668963098429,-0.0,-0.4832527494551193,1.0,-0.5057744820502542,0.0
2018-12-24,-0.0,-0.5045901312178815,-0.0,-0.4784712867335229,1.0,-0.5115751135059622,0.0
2018-12-26,-0.0,-0.5071830881075851,-0.0,-0.4682033595513982,1.0,-0.5058184254273875,0.0
2018-12-27,-0.0,-0.4887183348310787,-0.0,-0.434386612585918,1.0,-0.5056711922862069,0.0
2018-12-28,-0.0,-0.4889514836579088,-0.0,-0.43404885629644013,1.0,-0.5052450099558059,0.0
2018-12-31,-0.0,-0.4881371572889094,-0.0,-0.43454187814177125,1.0,-0.5057432186308556,0.0
2019-01-02,-0.0,-0.48774271844660194,-0.0,-0.433616504854369,1.0,-0.5058252427184466,0.0
2019-01-03,-0.0,-0.48814613291877185,-0.0,-0.4476778080062184,1.0,-0.4932471822774971,0.0
2019-01-04,-0.0,-0.48921089554405145,-0.0,-0.43562823552179586,1.0,-0.49426677633170446,0.0
2019-01-07,-0.0,-0.4801775857931365,-0.0,-0.43191744660427167,1.0,-0.48771298296136306,0.0
2019-01-08,-0.0,-0.4774111553402714,-0.0,-0.4335043882787396,1.0,-0.4870509807683085,0.0
2019-01-09,-0.0,-0.4777801760318488,-0.0,-0.4336043360433604,1.0,-0.4868935415017867,0.0
2019-01-10,-0.0,-0.47548608280789245,-0.0,-0.4361439428448131,1.0,-0.4858430629809882,0.0
2019-01-11,-0.0,-0.47039765773116704,-0.0,-0.43814346396601794,1.0,-0.49132448582879357,0.0
2019-01-14,-0.0,-0.4692701203256719,-0.0,-0.4361265220837236,1.0,-0.4963133751230876,0.0
2019-01-15,-0.0,-0.46531416758809674,-0.0,-0.4361088409211096,1.0,-0.5023075813662804,0.0
2019-01-16,-0.0,-0.46353766333589547,-0.0,-0.42928516525749416,1.0,-0.5091756341275941,0.0
