Date,AQN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.20571401087008803,-0.4817469097205521,-0.0,-0.3977923139820114,-0.3196334952623731,0.0
2018-09-25,1.0,-0.2050436749524749,-0.4824457973385952,-0.0,-0.39832037923815483,-0.32052361816300506,0.0
2018-09-26,1.0,-0.2037121851271544,-0.48229480535133185,-0.0,-0.39959021333011935,-0.3249126190189225,0.0
2018-09-27,1.0,-0.20356393624460464,-0.4830363386462829,-0.0,-0.39965276940512645,-0.32504641797882855,0.0
2018-09-28,1.0,-0.20417269657501205,-0.48280270139893866,-0.0,-0.39978292329956583,-0.32520501688374337,0.0
2018-10-01,1.0,-0.20382180992414362,-0.485505145673286,-0.0,-0.40015461177948497,-0.3263516451659661,0.0
2018-10-02,1.0,-0.2046140838265491,-0.4829327213431574,-0.0,-0.4009421427708661,-0.32728590409469743,0.0
2018-10-03,1.0,-0.20407128368588817,-0.47747029846421324,-0.0,-0.4026610644257703,-0.3305805080652951,0.0
2018-10-04,1.0,-0.2103186132093744,-0.47193976370327323,-0.0,-0.4113887274840209,-0.32745012589579703,0.0
2018-10-05,1.0,-0.2070840078281669,-0.4712363188286743,-0.0,-0.4114136606344681,-0.3263669090821233,0.0
2018-10-08,1.0,-0.2075453446191052,-0.4724788391777509,-0.0,-0.4115114873035067,-0.3268440145102781,0.0
2018-10-09,1.0,-0.20380947770947286,-0.47267534730625876,-0.0,-0.41354857447117477,-0.3302192748922988,0.0
2018-10-10,1.0,-0.20466916656586426,-0.47194871174549413,-0.0,-0.41403169227047293,-0.3286077174307488,0.0
2018-10-11,1.0,-0.16746298867889,-0.4603290418245581,-0.0,-0.39873373031750886,-0.3271118224398051,0.0
2018-10-12,1.0,-0.17128124128960326,-0.45400910526804794,-0.0,-0.3861144662268884,-0.3113676484251603,0.0
2018-10-15,1.0,-0.16009544106745738,-0.46258802816901406,-0.0,-0.3833858413639733,-0.3104614529280949,0.0
2018-10-16,1.0,-0.15704719757176952,-0.4677355823814268,-0.0,-0.3825853240343845,-0.30964572858499967,0.0
2018-10-17,1.0,-0.14866968905985253,-0.4511379768283189,-0.0,-0.37901268489261347,-0.3108714567019279,0.0
2018-10-18,1.0,-0.14859419360747322,-0.4511402143053393,-0.0,-0.37901822511218974,-0.31083432548768203,0.0
2018-10-19,1.0,-0.13452465069632805,-0.44289198368016774,-0.0,-0.38704898228979095,-0.314863355594557,0.0
2018-10-22,1.0,-0.13437328954570335,-0.4355500821018063,-0.0,-0.39158000364896917,-0.319125159642401,0.0
2018-10-23,1.0,-0.13472589619629663,-0.4355103530055642,-0.0,-0.3912478336221837,-0.3189136185350725,0.0
2018-10-24,1.0,-0.13366449437178143,-0.43501344392289115,-0.0,-0.39130930137173586,-0.31864375882969515,0.0
2018-10-25,1.0,-0.10384486044165453,-0.40869857639278107,-0.0,-0.4242349512386504,-0.30514516309830736,0.0
2018-10-26,1.0,-0.08745628299659175,-0.402263259896193,-0.0,-0.43618988215900745,-0.3017085830121851,0.0
2018-10-29,1.0,-0.07025288376220053,-0.41082519964507547,-0.0,-0.42983584738243125,-0.30736468500443653,0.0
2018-10-30,1.0,-0.07366130894236747,-0.41124234082230704,-0.0,-0.4301127786164639,-0.30503507681378206,0.0
2018-10-31,1.0,-0.07837945187342778,-0.3955161304558895,-0.0,-0.43029259896729777,-0.3024184650690675,0.0
2018-11-01,1.0,-0.060753958613988204,-0.4114529272763411,-0.0,-0.43166007817848545,-0.30456482851527134,0.0
2018-11-02,1.0,-0.06337455791577884,-0.39744744414911143,-0.0,-0.43446170067877776,-0.3014080794323748,0.0
2018-11-05,1.0,-0.06392282675573525,-0.3963039465588468,-0.0,-0.43453898215698344,-0.3026720576601916,0.0
2018-11-06,1.0,-0.057379230803353595,-0.3961983764361443,-0.0,-0.44685711750876106,-0.3175486847358382,0.0
2018-11-07,1.0,-0.05836116677800045,-0.3982854598085059,-0.0,-0.4502338009352037,-0.31977287909151636,0.0
2018-11-08,1.0,-0.051729103436053074,-0.39692948448126897,-0.0,-0.44721859146192866,-0.3194798289727287,0.0
2018-11-09,1.0,-0.05214288880024819,-0.39708815317112084,-0.0,-0.4470815051190002,-0.3197048264858397,0.0
2018-11-12,1.0,-0.051661497563136906,-0.39683207797961895,-0.0,-0.4472972972972973,-0.3195170580416482,0.0
2018-11-13,1.0,-0.03095594055052326,-0.39519391434350537,-0.0,-0.45393984697915746,-0.3184856213173863,0.0
2018-11-14,1.0,-0.03321277346506704,-0.39597300635144667,-0.0,-0.45659844742413547,-0.31957921665490474,0.0
2018-11-15,1.0,-0.03291027480410551,-0.39955854762167525,-0.0,-0.4632159805760953,-0.31157708862156497,0.0
2018-11-16,1.0,-0.030869498205517754,-0.39392738401919986,-0.0,-0.46218376378888965,-0.31481603804742714,0.0
2018-11-19,1.0,-0.03548180674772171,-0.39427171826386287,-0.0,-0.4613958825216797,-0.31545267989143627,0.0
2018-11-20,1.0,-0.012914967328860237,-0.38889619786870144,-0.0,-0.4646099197474016,-0.32627285883436385,0.0
2018-11-21,1.0,-0.012883395461382513,-0.38573888779892307,-0.0,-0.46345344756174656,-0.3178558193272731,0.0
2018-11-23,1.0,-0.012773483558233984,-0.3899078562382637,-0.0,-0.4626402899689943,-0.3181798331804882,0.0
2018-11-26,1.0,-0.012267260384606989,-0.3926396437692358,-0.0,-0.46122279702267915,-0.3166786719926658,0.0
2018-11-27,1.0,-0.004632247401156974,-0.3971554086381628,-0.0,-0.45922317428558995,-0.3137532077769562,0.0
2018-11-28,1.0,-0.004893644786637087,-0.39721170994823607,-0.0,-0.4590673800513289,-0.3138022532515551,0.0
2018-11-29,1.0,-0.0,-0.38658972481805265,-0.0,-0.45211231213126046,-0.31452133844365016,0.0
2018-11-30,1.0,-0.0,-0.3878641613514911,-0.0,-0.45464144113083954,-0.3122952939148423,0.0
2018-12-03,1.0,-0.0,-0.3877889566322683,-0.0,-0.45444556951117043,-0.312170110088976,0.0
2018-12-04,1.0,-0.0,-0.3875,-0.0,-0.4530120481927711,-0.3109509466437177,0.0
2018-12-06,1.0,-0.0,-0.3530942438041676,-0.0,-0.45203869640946004,-0.29337082660063374,0.0
2018-12-07,1.0,-0.0,-0.3546021808097149,-0.0,-0.4552177658255772,-0.29113179402063155,0.0
2018-12-10,1.0,-0.0,-0.35929307067204247,-0.0,-0.45515887108567127,-0.27458271532724726,0.0
2018-12-11,1.0,-0.0,-0.36128613594021475,-0.0,-0.4510267735655523,-0.281007305687551,0.0
2018-12-12,1.0,-0.0,-0.36221099628985265,-0.0,-0.45366508059613897,-0.280273335149978,0.0
2018-12-13,1.0,-0.0,-0.3600059069237585,-0.0,-0.46825028479810976,-0.28135943631070415,0.0
2018-12-14,1.0,-0.0,-0.3425935766361298,-0.0,-0.49395285565498337,-0.2890088634769486,0.0
2018-12-17,1.0,-0.0,-0.3450600558957182,-0.0,-0.5013547244682439,-0.2869882448317795,0.0
2018-12-18,1.0,-0.0,-0.3385016756458661,-0.0,-0.4975395579688627,-0.2850294828829593,0.0
2018-12-19,1.0,-0.0,-0.33880859913838834,-0.0,-0.49776108316886314,-0.2856263661637062,0.0
2018-12-20,1.0,-0.0,-0.3389366443807704,-0.0,-0.4975910007428632,-0.285938660723761,0.0
2018-12-21,1.0,-0.0,-0.33766919357222797,-0.0,-0.4979834026648648,-0.27598876618029017,0.0
2018-12-24,1.0,-0.0,-0.3335720001684707,-0.0,-0.49618835025060015,-0.27612348902834516,0.0
2018-12-26,1.0,-0.0,-0.3331367551970345,-0.0,-0.4974409739042524,-0.27561658838644454,0.0
2018-12-27,1.0,-0.0,-0.3099734856210483,-0.0,-0.45202936977360797,-0.27754436059555376,0.0
2018-12-28,1.0,-0.0,-0.3095583280583179,-0.0,-0.4533518469360668,-0.27903130296285705,0.0
2018-12-31,1.0,-0.0,-0.309189299571166,-0.0,-0.4535429855013273,-0.27933428629773327,0.0
2019-01-02,1.0,-0.0,-0.3101812083282202,-0.0,-0.45539329979138543,-0.2796662167137072,0.0
2019-01-03,1.0,-0.0,-0.31038222294974627,-0.0,-0.46570633491569813,-0.2700728433458831,0.0
2019-01-04,1.0,-0.0,-0.3145062734234968,-0.0,-0.44836646569985333,-0.2739530715333225,0.0
2019-01-07,1.0,-0.0,-0.2977120647513724,-0.0,-0.4437833072885363,-0.26193052049525184,0.0
2019-01-08,1.0,-0.0,-0.3005316481091383,-0.0,-0.4427124084662454,-0.26297522319189487,0.0
2019-01-09,1.0,-0.0,-0.3010655589669496,-0.0,-0.4427788814640901,-0.2628579455380972,0.0
2019-01-10,1.0,-0.0,-0.3003811434302909,-0.0,-0.4431494483450351,-0.2624874623871615,0.0
2019-01-11,1.0,-0.0,-0.2962583599445683,-0.0,-0.44502018437066937,-0.2671165471671587,0.0
2019-01-14,1.0,-0.0,-0.2967650067186779,-0.0,-0.4433926315156134,-0.2653978059004031,0.0
2019-01-15,1.0,-0.0,-0.29858096156938413,-0.0,-0.44325856246985046,-0.2681299244251487,0.0
2019-01-16,1.0,-0.0,-0.3055178972501569,-0.0,-0.4542198660488457,-0.2637138058719977,0.0
2019-01-17,1.0,-0.0,-0.3060459492140266,-0.0,-0.4509471987101975,-0.25832325675130996,0.0
2019-01-18,1.0,-0.0,-0.30644478063540087,-0.0,-0.44935955622793744,-0.26132123045890066,0.0
2019-01-22,1.0,-0.0,-0.28166550730398493,-0.0,-0.5408526284408228,-0.16496074729206003,0.0
2019-01-23,1.0,-0.0,-0.2647901903017756,-0.0,-0.5482323433394378,-0.1775818138386814,0.0
2019-01-24,1.0,-0.0,-0.2637730214036834,-0.0,-0.5497660527625684,-0.1775012444001991,0.0
2019-01-25,1.0,-0.0,-0.2405965236241018,-0.0,-0.6240215165990928,-0.142547468989603,0.0
2019-01-28,1.0,-0.0,-0.2398971639752551,-0.0,-0.6256527677351973,-0.14296617658873623,0.0
2019-01-29,1.0,-0.0,-0.23004817868445984,-0.0,-0.6362811699961698,-0.14951518938859434,0.0
2019-01-30,1.0,-0.0,-0.22614308119194113,-0.0,-0.6293682390316484,-0.1551855873245667,0.0
2019-01-31,1.0,-0.0,-0.23218997361477572,-0.0,-0.6204555983000665,-0.16149368567342748,0.0
2019-02-01,1.0,-0.0,-0.23166535884589848,-0.0,-0.6184583811190921,-0.1619082111023923,0.0
2019-02-04,1.0,-0.0,-0.23066089930590486,-0.0,-0.6183080173020823,-0.16290111658786843,0.0
2019-02-05,1.0,-0.0,-0.22165227322820444,-0.0,-0.6143426773799266,-0.1677119442162422,0.0
2019-02-06,1.0,-0.0,-0.23040233096511537,-0.0,-0.6100423086133951,-0.1552446715095394,0.0
2019-02-07,1.0,-0.0,-0.23083679335675505,-0.0,-0.6137216544235069,-0.1515889492175024,0.0
2019-02-08,1.0,-0.0,-0.23656662951759272,-0.0,-0.6189301066709122,-0.1346322241681261,0.0
2019-02-11,1.0,-0.0,-0.22905105992255181,-0.0,-0.6167711285879676,-0.15026547965986667,0.0
2019-02-12,1.0,-0.0,-0.21606953317445377,-0.0,-0.6273005827809265,-0.159333506899245,0.0
2019-02-13,1.0,-0.0,-0.21610017174581622,-0.0,-0.6245756280704557,-0.15638854495346888,0.0
2019-02-14,1.0,-0.0,-0.20856140350877192,-0.0,-0.6393383458646615,-0.15713283208020049,0.0
2019-02-15,1.0,-0.0,-0.2109348362381917,-0.0,-0.6385005716119457,-0.15620048536873987,0.0
2019-02-19,1.0,-0.0,-0.1937866868985345,-0.0,-0.6520185281316138,-0.15076069161043007,0.0
2019-02-20,1.0,-0.0,-0.1893337071676046,-0.0,-0.6530951474976469,-0.16025474135341355,0.0
2019-02-21,1.0,-0.0,-0.165522334437747,-0.0,-0.6563011456628478,-0.17412478543770707,0.0
2019-02-22,1.0,-0.0,-0.16707312197657218,-0.0,-0.6637548474793107,-0.16813257106304721,0.0
2019-02-25,1.0,-0.0,-0.1661558186589739,-0.0,-0.6674479636196086,-0.16972173808522148,0.0
2019-02-26,1.0,-0.0,-0.16956120648163003,-0.0,-0.6685183699663083,-0.16737526070912884,0.0
