Date,IQ,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-01-10,1.0,-0.0,-1.8173018753781005,-0.0,-3.0172845907873134,-2.807622504537205,0.0
2019-01-11,1.0,-0.0,-1.8221491038185125,-0.0,-3.023984760585332,-2.8126244696510523,0.0
2019-01-14,1.0,-0.0,-1.8373645426961422,-0.0,-3.0504551365409625,-2.7814477676636327,0.0
2019-01-15,1.0,-0.0,-1.841972735955544,-0.0,-3.0560041677520187,-2.784752973864722,0.0
2019-01-16,1.0,-0.0,-1.8344899375433728,-0.0,-3.004250520471895,-2.835791117279667,0.0
2019-01-17,1.0,-0.0,-1.8276250758692447,-0.0,-3.006329662707014,-2.8368160929506634,0.0
2019-01-18,1.0,-0.0,-1.8195345618133056,-0.0,-3.002076304178562,-2.8296565446837962,0.0
2019-01-22,1.0,-0.0,-1.827529877052704,-0.0,-2.9832344596337377,-2.7869486716533403,0.0
2019-01-23,1.0,-0.0,-1.805565039262547,-0.0,-2.97814953909184,-2.75170706725845,0.0
2019-01-24,1.0,-0.0,-1.7981188542112014,-0.0,-2.9993159469858917,-2.7533133817870885,0.0
2019-01-25,1.0,-0.0,-1.7978104686965446,-0.0,-2.998888128634964,-2.756158056790968,0.0
2019-01-28,1.0,-0.0,-1.7821376780687537,-0.0,-3.0005971167789816,-2.74741960249083,0.0
2019-01-29,1.0,-0.0,-1.7800783912747102,-0.0,-2.990967961826857,-2.7497443762781186,0.0
2019-01-30,1.0,-0.0,-1.7826457551994546,-0.0,-2.99309580634163,-2.7480395499488584,0.0
2019-01-31,1.0,-0.0,-1.7851499447795431,-0.0,-2.9123269051057687,-2.7979780817262765,0.0
2019-02-01,1.0,-0.0,-1.7791062494700247,-0.0,-2.9032476893072166,-2.797337403544476,0.0
2019-02-04,1.0,-0.0,-1.7810565589756637,-0.0,-2.9069787161875693,-2.7915712710930216,0.0
2019-02-05,1.0,-0.0,-1.7572215163066498,-0.0,-2.9000423549343495,-2.813722998729352,0.0
2019-02-06,1.0,-0.0,-1.7558948261238339,-0.0,-2.9121289228159455,-2.8137404580152667,0.0
2019-02-07,1.0,-0.0,-1.756509201933678,-0.0,-2.9120515647527774,-2.812484098040879,0.0
2019-02-08,1.0,-0.0,-1.7562811944843921,-0.0,-2.9107520514338887,-2.792487945182303,0.0
2019-02-11,1.0,-0.0,-1.7663757308702652,-0.0,-2.93161596474875,-2.7759511905770697,0.0
2019-02-12,1.0,-0.0,-1.7578376546348078,-0.0,-2.937129300118624,-2.778173190984579,0.0
2019-02-13,1.0,-0.0,-1.7565378775097011,-0.0,-2.925426016534503,-2.754007086215623,0.0
2019-02-14,1.0,-0.0,-1.7590219224283306,-0.0,-2.927318718381113,-2.7452782462057335,0.0
2019-02-15,1.0,-0.0,-1.7715539058545637,-0.0,-2.922895225240425,-2.7415218491648385,0.0
2019-02-19,1.0,-0.0,-1.729850620305511,-0.0,-2.9659042957211583,-2.743775846062959,0.0
2019-02-20,1.0,-0.0,-1.7300810263335584,-0.0,-2.965226198514517,-2.74502025658339,0.0
2019-02-21,1.0,-0.0,-1.7277637130801689,-0.0,-2.965991561181435,-2.7450632911392407,0.0
2019-02-22,1.0,-0.0,-1.7315611814345993,-0.0,-2.9735864978902957,-2.7336708860759495,0.0
2019-02-25,1.0,-0.0,-1.9174435281462887,-0.0,-3.15274291860882,-2.8936894944424525,0.0
2019-02-26,1.0,-0.0,-1.9257430187662745,-0.0,-3.1630600700368148,-2.890275657717518,0.0
2019-02-27,1.0,-0.0,-1.919382350300745,-0.0,-3.1662626806715144,-2.891731753299219,0.0
2019-02-28,1.0,-0.0,-1.9224486132304104,-0.0,-3.1670406606229244,-2.8863656763306706,0.0
2019-03-01,1.0,-0.0,-1.9252873563218391,-0.0,-3.1844468390804597,-2.8701508620689657,0.0
2019-03-04,1.0,-0.0,-1.9066906151773686,-0.0,-3.182038616973507,-2.8920520880107765,0.0
2019-03-05,1.0,-0.0,-1.894330821672049,-0.0,-3.1918729817007536,-2.8841047721564403,0.0
2019-03-06,1.0,-0.0,-1.8888788995774524,-0.0,-3.2198147981659626,-2.8815966915400524,0.0
2019-03-07,1.0,-0.0,-1.8182877633348276,-0.0,-3.2822052891080236,-2.864096817570596,0.0
2019-03-08,1.0,-0.0,-1.8122876050795922,-0.0,-3.2743695224467895,-2.8562868896440707,0.0
2019-03-11,1.0,-0.0,-1.811060320874787,-0.0,-3.289862866361925,-2.8621493232947923,0.0
2019-03-12,1.0,-0.0,-1.7768572955638697,-0.0,-3.280153215749154,-2.8508818813468735,0.0
2019-03-13,1.0,-0.0,-1.7808158175988598,-0.0,-3.2756501603135018,-2.8498396864980404,0.0
2019-03-14,1.0,-0.0,-1.7895486512952907,-0.0,-3.266625122407193,-2.8462565654767205,0.0
2019-03-15,1.0,-0.0,-1.793425975414217,-0.0,-3.265187956529485,-2.849367539640121,0.0
2019-03-18,1.0,-0.0,-1.8329002777528896,-0.0,-3.2601917390914794,-2.8667682107338055,0.0
2019-03-19,1.0,-0.0,-1.8386545552657614,-0.0,-3.256857631081932,-2.898102347333394,0.0
2019-03-20,1.0,-0.0,-1.8480308603211626,-0.0,-3.2229299363057327,-2.9000627971651567,0.0
2019-03-21,1.0,-0.0,-1.8507623318385649,-0.0,-3.2480717488789237,-2.8698654708520177,0.0
2019-03-22,1.0,-0.0,-1.8347354138398917,-0.0,-3.363545906829489,-2.847308909995477,0.0
2019-03-25,1.0,-0.0,-1.6147116586323873,-0.0,-3.451883592215676,-2.8604713444027854,0.0
2019-03-26,1.0,-0.0,-1.621465353690487,-0.0,-3.4764658054024755,-2.9363989520281866,0.0
2019-03-27,1.0,-0.0,-1.5642143505903725,-0.0,-3.552406902815622,-2.9660308810172573,0.0
2019-03-28,1.0,-0.0,-1.5691426493317573,-0.0,-3.546413310300936,-2.9761796526956994,0.0
2019-03-29,1.0,-0.0,-1.557735986190606,-0.0,-3.5422912691923325,-2.9851003906604885,0.0
2019-04-01,1.0,-0.0,-1.5600473458982063,-0.0,-3.5446599289811527,-3.000273149412729,0.0
2019-04-02,1.0,-0.0,-1.5865845931021998,-0.0,-3.568299085724631,-2.8973476962071154,0.0
2019-04-03,1.0,-0.0,-1.5899981946199673,-0.0,-3.543329120779924,-2.893572847084311,0.0
2019-04-04,1.0,-0.0,-1.58697817622023,-0.0,-3.5745721271393642,-2.893959974644571,0.0
2019-04-05,1.0,-0.0,-1.5777171441564348,-0.0,-3.61318781264211,-2.9041382446566617,0.0
2019-04-08,1.0,-0.0,-1.5636016718153734,-0.0,-3.622932945666,-2.899418499000545,0.0
2019-04-09,1.0,-0.0,-1.5161671207992733,-0.0262488646684832,-3.681925522252498,-2.858310626702997,0.0
2019-04-10,1.0,-0.0,-1.4498684329915614,-0.07694401596951274,-3.6955811632338262,-2.851193176662735,0.0
2019-04-11,1.0,-0.0,-1.4137931034482758,-0.10798548094373867,-3.7103448275862068,-2.8423774954627947,0.0
2019-04-12,1.0,-0.0,-1.408085569253082,-0.11729514140681653,-3.7082124728063817,-2.830946337926033,0.0
2019-04-15,1.0,-0.0,-1.4130553037171352,-0.11368993653671805,-3.698005439709882,-2.8414324569356304,0.0
2019-04-16,1.0,-0.0,-1.4334241598546773,-0.11353315168029064,-3.69464123524069,-2.841144414168937,0.0
2019-04-17,1.0,-0.0,-1.4130751045644663,-0.11556646663029643,-3.7146753955264598,-2.849245317330424,0.0
2019-04-18,1.0,-0.0,-1.398131349782293,-0.12871915820029026,-3.6979317851959363,-2.84633526850508,0.0
2019-04-22,1.0,-0.0,-1.3985849056603774,-0.10295718432510885,-3.7138969521044993,-2.8556785195936136,0.0
2019-04-23,1.0,-0.0,-1.4030732860520096,-0.107746863066012,-3.7400436442989635,-2.841698490634661,0.0
2019-04-24,1.0,-0.0,-1.344912248795126,-0.12148767845776122,-3.747112848958807,-2.8798763299081567,0.0
2019-04-25,1.0,-0.0,-1.3455809334657398,-0.10706870091179924,-3.707140922632482,-2.867834251151034,0.0
2019-04-26,1.0,-0.0,-1.332171581769437,-0.16773905272564787,-3.6524575513851656,-2.784271671134942,0.0
2019-04-29,1.0,-0.0,-1.2965362123256858,-0.1402609086819613,-3.6961763382816013,-2.86378767431399,0.0
2019-04-30,1.0,-0.0,-1.313984640114306,-0.15717092337917488,-3.6528844436506525,-2.8060367922843366,0.0
2019-05-01,1.0,-0.0,-1.3070050035739813,-0.16753037884203,-3.6558255897069336,-2.8045032165832735,0.0
2019-05-02,1.0,-0.0,-1.3233129378380775,-0.14746829830628713,-3.568413585173362,-2.8284118116520354,0.0
2019-05-03,1.0,-0.0,-1.3355502349915758,-0.14427595991841802,-3.5627383169282614,-2.824953445065177,0.0
2019-05-06,1.0,-0.0,-1.270179471311113,-0.16833171249226417,-3.5652020157368933,-2.8372380868181413,0.0
2019-05-07,1.0,-0.0,-1.2628364022662888,-0.17395538243626063,-3.5685198300283285,-2.8472910764872523,0.0
2019-05-08,1.0,-0.0,-1.2689384234349645,-0.2663762917413955,-3.3248782987445553,-2.6802459646425825,0.0
2019-05-09,1.0,-0.0,-1.2682198327359617,-0.26762246117084826,-3.3183990442054956,-2.679552824714115,0.0
2019-05-10,1.0,-0.0,-1.2675936193807047,-0.27288236799454063,-3.3188603599761155,-2.6709886547811994,0.0
2019-05-13,1.0,-0.0,-1.2797400153938252,-0.2563927135893269,-3.3254083639784486,-2.6906696314034035,0.0
2019-05-14,1.0,-0.0,-1.0835985927291003,-0.4476461718880885,-3.221645166694589,-2.6236388004690903,0.0
2019-05-15,1.0,-0.0,-1.0588528678304239,-0.4822111388196176,-3.187198669991687,-2.58428927680798,0.0
2019-05-16,1.0,-0.0,-1.065063649222065,-0.494799900158083,-3.1744737498959976,-2.5857392461935267,0.0
2019-05-17,1.0,-0.0,-1.0841336288270542,-0.4604777148485595,-3.1133546745464997,-2.550192891734384,0.0
2019-05-20,1.0,-0.0,-1.0882328755858894,-0.45382781021297597,-3.1245785708412135,-2.556368719677658,0.0
2019-05-21,1.0,-0.0,-1.090139687756779,-0.45677896466721446,-3.1164338537387017,-2.5534921939194737,0.0
2019-05-22,1.0,-0.0,-1.0701927019270192,-0.46568265682656823,-3.1145551455514555,-2.549651496514965,0.0
2019-05-23,1.0,-0.0,-1.0868013304129147,-0.5247829966739677,-3.041048105784051,-2.45964143749493,0.0
2019-05-24,1.0,-0.0,-1.0027403884903685,-0.5829773514951238,-3.0042717820585154,-2.470057225759652,0.0
2019-05-28,1.0,-0.0,-0.9840288924558587,-0.6005617977528089,-2.987239165329053,-2.453852327447833,0.0
2019-05-29,1.0,-0.0,-1.0118932819029252,-0.6109771777563485,-3.003857280617165,-2.4092735454837677,0.0
2019-05-30,1.0,-0.0,-1.0067437379576107,-0.6031631342324983,-3.00184649967887,-2.416425818882466,0.0
2019-05-31,1.0,-0.0,-0.9182173213875487,-0.5639788651504708,-2.8395742399877477,-2.3358603262118076,0.0
2019-06-03,1.0,-0.0,-0.9190936050490458,-0.5922743517603225,-2.821458444224774,-2.271158086837503,0.0
2019-06-04,1.0,-0.0,-0.8486817536783926,-0.5936963178728807,-2.795802524460378,-2.230711778325491,0.0
2019-06-05,1.0,-0.0,-0.8271814557803041,-0.6483094640484276,-2.815960431123579,-2.090801712682711,0.0
2019-06-06,1.0,-0.0,-0.8469440543936145,-0.5908654201463306,-2.8035621905254597,-2.149065109747986,0.0
2019-06-07,1.0,-0.0,-0.8419258936987891,-0.5736349793343485,-2.7350445943006307,-2.100500326299761,0.0
2019-06-10,1.0,-0.0,-0.8345924167206275,-0.5147132887258077,-2.742139722282179,-2.103316785380243,0.0
2019-06-11,1.0,-0.0,-0.8246636448665371,-0.5067990502913878,-2.7620692136124902,-2.1013022519605724,0.0
2019-06-12,1.0,-0.0,-0.7923033389926428,-0.49462365591397844,-2.708333333333333,-2.0788766270515,0.0
2019-06-13,1.0,-0.0,-0.7471972318339101,-0.4659515570934257,-2.659515570934256,-2.0478892733564016,0.0
2019-06-14,1.0,-0.0,-0.7339925321532291,-0.4764209652883419,-2.6669202046743186,-2.0374083805835985,0.0
2019-06-17,1.0,-0.0,-0.7349505840071877,-0.4762595894671366,-2.6594097726173196,-2.040776833229663,0.0
2019-06-18,1.0,-0.0,-0.7403055229142186,-0.47445911384530315,-2.6597774244833072,-2.037671943042787,0.0
2019-06-19,1.0,-0.0,-0.7123080101935394,-0.5018940698395206,-2.650940147393071,-2.0223844617397893,0.0
2019-06-20,1.0,-0.0,-0.7370863186625725,-0.4647560559535994,-2.618355510064824,-2.0034800409416578,0.0
2019-06-21,1.0,-0.0,-0.7483573799363272,-0.4586466165413534,-2.583079319921425,-1.9835399309083517,0.0
2019-06-24,1.0,-0.0,-0.748444264069264,-0.46002435064935066,-2.5762987012987013,-1.9793695887445888,0.0
2019-06-25,1.0,-0.0,-0.7009137055837564,-0.4714720812182741,-2.6034517766497465,-1.992284263959391,0.0
2019-06-26,1.0,-0.0,-0.690842787682334,-0.4453673689897353,-2.5692868719611024,-2.047676931388439,0.0
2019-06-27,1.0,-0.0,-0.7089254881126312,-0.4116084473369638,-2.5107584008500465,-2.0096958427414,0.0
2019-06-28,1.0,-0.0,-0.7792059219380888,-0.38775235531628527,-2.5227456258411842,-2.0397711978465676,0.0
2019-07-01,1.0,-0.0,-0.7942281083218028,-0.3693088225604534,-2.455294195163735,-1.9700863148184753,0.0
2019-07-02,1.0,-0.0,-0.8052264349657714,-0.3611111111111111,-2.445958399157451,-1.970181674565561,0.0
2019-07-03,1.0,-0.0,-0.7911979475034537,-0.37267285047036375,-2.4472074205644363,-1.9674363528715215,0.0
2019-07-05,1.0,-0.0,-0.8646796405249887,-0.3203594750113144,-2.361091355789746,-1.9191827762332707,0.0
2019-07-08,1.0,-0.0,-0.8616498577708818,-0.319562968709594,-2.360098267390742,-1.9236488233772948,0.0
2019-07-09,1.0,-0.0,-0.8567649525775857,-0.31653655074520937,-2.3545390025162916,-1.9241886573327311,0.0
2019-07-10,1.0,-0.0,-0.8273636656986125,-0.3125524362697644,-2.385027428202646,-1.9288157470151663,0.0
2019-07-11,1.0,-0.0,-0.8402902645774467,-0.2976496275366042,-2.358720780888775,-1.9251220138710505,0.0
2019-07-12,1.0,-0.0,-0.8635254846578508,-0.2920143792527924,-2.343754012068301,-1.9200795994351008,0.0
2019-07-15,1.0,-0.0,-0.8835730798869765,-0.315630619059851,-2.3384279475982535,-1.8841510403287953,0.0
2019-07-16,1.0,-0.0,-0.8820703350201781,-0.29222983793478957,-2.33136890654026,-1.9001345205303952,0.0
2019-07-17,1.0,-0.0,-0.8699468255493624,-0.30104426933179573,-2.3316035620475364,-1.9039656608366968,0.0
2019-07-18,1.0,-0.0,-0.8699686440135662,-0.3044090356434377,-2.33141357906188,-1.8933256543162478,0.0
2019-07-19,1.0,-0.0,-0.8779125134912068,-0.32359850168243287,-2.2832201130086975,-1.8640721224049264,0.0
2019-07-22,1.0,-0.0,-0.8103274559193954,-0.28180100755667503,-2.269710327455919,-1.9354534005037785,0.0
2019-07-23,1.0,-0.0,-0.8133853805956054,-0.27985896870868227,-2.2659447207706354,-1.9368507208965562,0.0
2019-07-24,1.0,-0.0,-0.8139315971132728,-0.28296203326011926,-2.253969250078444,-1.9245685597740823,0.0
2019-07-25,1.0,-0.0,-0.7796472354265699,-0.3026019514635977,-2.2662621966474856,-1.9061796347260445,0.0
2019-07-26,1.0,-0.0,-0.7576913456728364,-0.3077163581790895,-2.27663831915958,-1.9110180090045021,0.0
2019-07-29,1.0,-0.0,-0.721065466141437,-0.3078221722003377,-2.27937222534859,-1.9444757081223034,0.0
2019-07-30,1.0,-0.0,-0.7179102612173478,-0.3140232470941133,-2.271841019872516,-1.9454443194600675,0.0
2019-07-31,1.0,-0.0,-0.7405301859976519,-0.3021689427176667,-2.2189334486807146,-1.917691404560341,0.0
2019-08-01,1.0,-0.0,-0.7632617813964965,-0.2934863064396743,-2.2110782136688876,-1.9004441154700222,0.0
2019-08-02,1.0,-0.0,-0.7495687530803352,-0.29201577131591916,-2.201453918186299,-1.9175702316412024,0.0
2019-08-05,1.0,-0.0,-0.7457856527623969,-0.2839301095115049,-2.205610926541159,-1.917066568229359,0.0
2019-08-06,1.0,-0.0,-0.7459443280454954,-0.25980245435498356,-2.111822807542652,-1.8686620772223885,0.0
2019-08-07,1.0,-0.0,-0.7423835926787099,-0.24014785667441726,-2.105824837536517,-1.8736063912239909,0.0
2019-08-08,1.0,-0.0,-0.742512826631667,-0.2367855864455316,-2.10887722228851,-1.8776995585252358,0.0
2019-08-09,1.0,-0.0,-0.7191703703703703,-0.22139259259259256,-2.0897185185185183,-1.895585185185185,0.0
2019-08-12,1.0,-0.0,-0.708848771825984,-0.2447469665581533,-2.096537437111572,-1.8687185557857355,0.0
2019-08-13,1.0,-0.0,-0.7340096787359338,-0.2286164072065769,-2.0543408547606554,-1.8136551804559502,0.0
2019-08-14,1.0,-0.0,-0.7444193193019075,-0.22177770046964687,-2.0273670783324635,-1.8045457180959006,0.0
2019-08-15,1.0,-0.0,-0.7823536113009798,-0.2473798131692869,-1.9795511506037824,-1.6868307131465028,0.0
2019-08-16,1.0,-0.0,-0.7864823348694316,-0.24856346361722703,-1.9733174034249301,-1.680889799169369,0.0
2019-08-19,1.0,-0.0,-0.7552118740086109,-0.2638227962837072,-1.9856106956718782,-1.66043507817811,0.0
2019-08-20,1.0,-0.0,-0.750481804784038,-0.2583607300759551,-1.9950119034123115,-1.6644938215621814,0.0
2019-08-21,1.0,-0.0,-0.760919799357493,-0.21377444626049708,-2.0007326833117287,-1.6606549061601759,0.0
2019-08-22,1.0,-0.0,-0.7620444544736545,-0.20371206137876569,-2.003328444093422,-1.6723457068712624,0.0
2019-08-23,1.0,-0.0,-0.7631935811956153,-0.20787659622556223,-2.009040569555882,-1.6703017290089275,0.0
2019-08-26,1.0,-0.0,-0.7314990512333965,-0.20956579975443687,-2.0016184842058267,-1.6382408750976671,0.0
2019-08-27,1.0,-0.0,-0.7267814362917154,-0.2076995932921054,-1.9985514513343359,-1.6383085408657863,0.0
2019-08-28,1.0,-0.0,-0.752079316992564,-0.18446708895621042,-1.9618837785733958,-1.6096392178463235,0.0
2019-08-29,1.0,-0.0,-0.7600612423447071,-0.196576990376203,-1.943733595800525,-1.5676946631671043,0.0
2019-08-30,1.0,-0.0,-0.7672735130462968,-0.19404678299389552,-1.8980065906758143,-1.5428664037599267,0.0
2019-09-03,1.0,-0.0,-0.7511701727013503,-0.17485339215580784,-1.8915908968633992,-1.5624899123042988,0.0
2019-09-04,1.0,-0.0,-0.7621487514157812,-0.18650558222318106,-1.8882476673318593,-1.556496413354188,0.0
2019-09-05,1.0,-0.0,-0.807505211952745,-0.20404126797455502,-1.8554017212808043,-1.4786978136526434,0.0
2019-09-06,1.0,-0.0,-0.8043559294957132,-0.2045369827999361,-1.8596836892273283,-1.4565205815006121,0.0
2019-09-09,1.0,-0.0,-0.7872882705888601,-0.20267615356024002,-1.8546168958742633,-1.4652471725163276,0.0
2019-09-10,1.0,-0.0,-0.776173285198556,-0.23603737523890422,-1.8602675727330642,-1.436504565725207,0.0
2019-09-11,1.0,-0.0,-0.7371944739638682,-0.2874601487778959,-1.8800743889479277,-1.4087141339001064,0.0
2019-09-12,1.0,-0.0,-0.7860757470835775,-0.2685772119533372,-1.8747669525382196,-1.397432482821073,0.0
2019-09-13,1.0,-0.0,-0.7892355195911414,-0.27667163543441226,-1.8722316865417374,-1.3855408858603064,0.0
2019-09-16,1.0,-0.0,-0.7965777447125094,-0.2759591880114784,-1.8599213518971198,-1.381602720799235,0.0
2019-09-17,1.0,-0.0,-0.7604806408544726,-0.28598130841121494,-1.8812283044058746,-1.4127636849132177,0.0
2019-09-18,1.0,-0.0,-0.7513224686080684,-0.29286668447769165,-1.8857600854929202,-1.4133582687683677,0.0
2019-09-19,1.0,-0.0,-0.7505343022013251,-0.29424022226971575,-1.8859264800170978,-1.4123210087625562,0.0
2019-09-20,1.0,-0.0,-0.7414628948910554,-0.28927601086782806,-1.879494965638485,-1.417186084918225,0.0
2019-09-23,1.0,-0.0,-0.7447636305494857,-0.29936577306400897,-1.868784309545382,-1.4167244044129403,0.0
2019-09-24,1.0,-0.0,-0.7520731448011907,-0.328620029768233,-1.8386136508611526,-1.396502232617478,0.0
2019-09-25,1.0,-0.0,-0.7524204702627939,-0.32450260666028297,-1.8453558889243535,-1.3973295031386317,0.0
2019-09-26,1.0,-0.0,-0.7240930535220433,-0.41548722954286643,-1.9004934656471992,-1.3826256710590532,0.0
2019-09-27,1.0,-0.0,-0.6929900946990313,-0.39523239359965173,-1.9357788178948516,-1.4185261782954175,0.0
2019-09-30,1.0,-0.0,-0.6898865372027057,-0.41010255291293907,-1.9348679903993018,-1.4200305476761945,0.0
2019-10-01,1.0,-0.0,-0.677410528619897,-0.42727372222830245,-1.940516580934661,-1.427054832001751,0.0
2019-10-02,1.0,-0.0,-0.7287411706729454,-0.5049006187373378,-1.9015495811202978,-1.3404150468159668,0.0
2019-10-03,1.0,-0.0,-0.7904379878577623,-0.48455117085862964,-1.874024284475282,-1.2716283607979184,0.0
2019-10-04,1.0,-0.0,-0.8108313849165353,-0.5165026371594802,-1.8462835082377251,-1.263824696862596,0.0
2019-10-07,1.0,-0.0,-0.8031721972608672,-0.48329995128024683,-1.8547068694851945,-1.2721810209494937,0.0
2019-10-08,1.0,-0.0,-0.8009842626142447,-0.4620085446974204,-1.8719376994213401,-1.2731058352712132,0.0
2019-10-09,1.0,-0.0,-0.8039384482944152,-0.4416227267836006,-1.8774884321532335,-1.257290433659744,0.0
2019-10-10,1.0,-0.0,-0.8593467913999672,-0.5277641008807922,-1.7921111658186988,-1.2915367361453034,0.0
2019-10-11,1.0,-0.0,-0.8797778144420613,-0.6201396909200902,-1.7101688390254635,-1.289556178848375,0.0
2019-10-14,1.0,-0.0,-0.8534239761233625,-0.6574918476758967,-1.7370806389211297,-1.2789476593157574,0.0
2019-10-15,1.0,-0.0,-0.854372686591901,-0.6533340699408873,-1.7347107894591458,-1.282194353903099,0.0
2019-10-16,1.0,-0.0,-0.8714625906850528,-0.6697125768400066,-1.7260342249543112,-1.270809104502409,0.0
2019-10-17,1.0,-0.0,-0.7291366330289923,-0.7894708740455977,-1.5590261092423514,-1.261679747984409,0.0
2019-10-18,1.0,-0.005979306400457547,-0.6538241563978578,-0.7115894556231478,-1.5848801539021473,-1.2431237976394738,0.0
2019-10-21,1.0,-0.0,-0.6827336267149883,-0.7048407973077919,-1.5757183536111832,-1.2140305462076109,0.0
2019-10-22,1.0,-0.0,-0.6696192696192697,-0.7060347060347061,-1.5795907795907795,-1.224760424760425,0.0
2019-10-23,1.0,-0.0,-0.669844065689271,-0.6990623219188727,-1.5809459669481427,-1.230689530124851,0.0
2019-10-24,1.0,-0.007267213886129555,-0.6548857635802793,-0.7661421027866367,-1.5787107230616406,-1.2212056255554975,0.0
2019-10-25,1.0,-0.010111012664825142,-0.6507531140876635,-0.7835513629019648,-1.5624120498254024,-1.205034658883619,0.0
2019-10-28,1.0,-0.013876571547811571,-0.665918931608326,-0.7912254160363086,-1.561062131566592,-1.1846731702227555,0.0
2019-10-29,1.0,-0.047796824061415506,-0.6607424545167736,-0.8448312125354928,-1.5138815858660217,-1.190924387422442,0.0
2019-10-30,1.0,-0.06344046557961516,-0.6519687516384417,-0.8313322497771719,-1.5048497876579456,-1.1914748597493838,0.0
2019-10-31,1.0,-0.06630965506378958,-0.6369507008977792,-0.8486900824276788,-1.4865333123326507,-1.2117393815298998,0.0
2019-11-01,1.0,-0.06790350554475219,-0.6413517632837547,-0.8529458138434856,-1.4888316602722447,-1.2046565407053136,0.0
2019-11-04,1.0,-0.07028217769852094,-0.628343648379314,-0.8551347949228993,-1.502989615021504,-1.1880834994230567,0.0
2019-11-05,1.0,-0.09865541787503296,-0.6374373846559451,-0.8968099129976272,-1.4730292644344845,-1.1668863696282625,0.0
2019-11-06,1.0,-0.08258002765074976,-0.6265021801552696,-0.9132191853663725,-1.478198447304052,-1.216952036584069,0.0
2019-11-07,1.0,-0.09221354716184849,-0.5913694872335936,-0.8929626503481747,-1.4795315467398185,-1.2192445663642117,0.0
2019-11-08,1.0,-0.0707594513215122,-0.5872644139623062,-0.975800156128025,-1.6152559384409502,-1.3269209323073492,0.0
2019-11-11,1.0,-0.07333258351141603,-0.5718704307726915,-1.0098976493082892,-1.6259138454617028,-1.3425936340119222,0.0
2019-11-12,1.0,-0.07330520393811533,-0.5540365682137834,-1.009732770745429,-1.6374120956399436,-1.3513361462728553,0.0
2019-11-13,1.0,-0.12624226247941395,-0.5639729683684479,-1.127150888750071,-1.545857232097223,-1.3156340507694928,0.0
