Date,CVCO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5171330931929435,-1.3787752840121916,-0.10085896370185646,-0.8131523044241248,-0.8081185924078692,0.0
2018-09-25,1.0,-0.5198522622345337,-1.376269621421976,-0.10526315789473685,-0.8109879963065559,-0.804432132963989,0.0
2018-09-26,1.0,-0.5230961298377028,-1.3806815554630785,-0.11032505664216026,-0.8113469274517964,-0.7984463864613678,0.0
2018-09-27,1.0,-0.5262428386619848,-1.3717889484383663,-0.11282572537423767,-0.8113102938458696,-0.7980502679726483,0.0
2018-09-28,1.0,-0.523093994174488,-1.3756068241712516,-0.11387489019372138,-0.8118729483563734,-0.7989273660363401,0.0
2018-10-01,1.0,-0.5234858992140545,-1.374849745723532,-0.11414701803051318,-0.8119278779472955,-0.7988441978733241,0.0
2018-10-02,1.0,-0.5246371452343533,-1.3641952482203938,-0.11819358417306092,-0.8140427105482111,-0.8012850143292964,0.0
2018-10-03,1.0,-0.5250843852591668,-1.3657465205530126,-0.11887917880427244,-0.8136588523604753,-0.8004808803810053,0.0
2018-10-04,1.0,-0.527818853974122,-1.3596580406654344,-0.1197781885397412,-0.8169131238447319,-0.7969500924214418,0.0
2018-10-05,1.0,-0.5172953802220073,-1.3590806503615678,-0.10667403620284649,-0.8209663304315785,-0.8018976555663029,0.0
2018-10-08,1.0,-0.5197967197967198,-1.365211365211365,-0.10787710787710787,-0.8221760221760221,-0.804897204897205,0.0
2018-10-09,1.0,-0.5256843763027468,-1.368798925378665,-0.11728194914076613,-0.820232525823336,-0.7999907360229747,0.0
2018-10-10,1.0,-0.5252135958395245,-1.3749535661218424,-0.11390230312035661,-0.8224368499257058,-0.8069279346210996,0.0
2018-10-11,1.0,-0.46984083921143066,-1.3818954603002351,-0.03838849701573521,-0.8081931633206729,-0.823340567914632,0.0
2018-10-12,1.0,-0.47539884703043306,-1.3795414934977879,-0.030254278947133218,-0.785896232738973,-0.7978281270947848,0.0
2018-10-15,1.0,-0.4562491633572799,-1.4134576770335996,-0.0020525634732943645,-0.7868457453928874,-0.8035339788496719,0.0
2018-10-16,1.0,-0.4573940990045976,-1.4104361023077265,-0.004686872293889211,-0.7871713609784404,-0.8039994643574521,0.0
2018-10-17,1.0,-0.4349202162732428,-1.3699942854630973,-0.0,-0.780298035078465,-0.8105411226867115,0.0
2018-10-18,1.0,-0.43579253002507584,-1.3731028111389731,-0.0,-0.7792881967357352,-0.8110949804232106,0.0
2018-10-19,1.0,-0.4150795037567709,-1.3633146950899877,-0.0,-0.7801415341604053,-0.8097588677267168,0.0
2018-10-22,1.0,-0.4199569590232333,-1.3833282094075279,-0.0,-0.7793051956607667,-0.8093460406693311,0.0
2018-10-23,1.0,-0.4141142201429958,-1.3895312913761144,-0.0,-0.7914643834407272,-0.8183423073528113,0.0
2018-10-24,1.0,-0.41275241924793427,-1.3845168132208032,-0.0,-0.7956343069241306,-0.825769961557156,0.0
2018-10-25,1.0,-0.36763065305071657,-1.3330472839612117,-0.0,-0.8026259332360766,-0.787436711576418,0.0
2018-10-26,1.0,-0.3500169952413324,-1.317046227056424,-0.0,-0.8050645819170632,-0.7766400407885792,0.0
2018-10-29,1.0,-0.3105799139290127,-1.3524649537688014,-0.0,-0.7967105543482892,-0.8011419319101794,0.0
2018-10-30,1.0,-0.32807287657172185,-1.3565990933196475,-0.0,-0.800359250705671,-0.7917628945342571,0.0
2018-10-31,1.0,-0.32823840833404494,-1.3524891127999317,-0.0,-0.7988216206984885,-0.7899410810349243,0.0
2018-11-01,1.0,-0.2894624024693475,-1.3931664237331731,-0.0,-0.8057103661150647,-0.798722455628912,0.0
2018-11-02,1.0,-0.29584789837155767,-1.3588967516412311,-0.0,-0.815542672009549,-0.792608065478728,0.0
2018-11-05,1.0,-0.2900639658848614,-1.3768869936034116,-0.0,-0.8176972281449894,-0.7797441364605545,0.0
2018-11-06,1.0,-0.29603411513859273,-1.381321961620469,-0.0,-0.8136460554371002,-0.7733901918976546,0.0
2018-11-07,1.0,-0.2966394807634826,-1.3827234296938382,-0.0,-0.8159186984926768,-0.7747982407446945,0.0
2018-11-08,1.0,-0.2633406742334406,-1.3862019312214129,-0.0,-0.8045061832966288,-0.7810858885312554,0.0
2018-11-09,1.0,-0.2635724570170238,-1.38574574405014,-0.0,-0.804480392987211,-0.780977386296265,0.0
2018-11-12,1.0,-0.3904635896392042,-1.669431581090021,-0.0,-1.0088545112208032,-1.0200498702356113,0.0
2018-11-13,1.0,-0.3628881595556678,-1.6705377429941932,-0.0,-1.0038879070941682,-1.0119161827821257,0.0
2018-11-14,1.0,-0.38051867860450755,-1.692857877945868,-0.0,-1.036070803746012,-1.036225172378306,0.0
2018-11-15,1.0,-0.3806262230919766,-1.6998146050056648,-0.0,-1.0462972499742507,-1.023071377072819,0.0
2018-11-16,1.0,-0.3749357986646122,-1.685824345146379,-0.0,-1.0447354904982022,-1.0305598356445813,0.0
2018-11-19,1.0,-0.37256514365010024,-1.6879272241352727,-0.0,-1.0470781723801204,-1.0319679292799506,0.0
2018-11-20,1.0,-0.33689211279117287,-1.6829791581528402,-0.0,-1.0457192480588478,-1.0427053534940744,0.0
2018-11-21,1.0,-0.3440936502305782,-1.678508082906806,-0.0,-1.0426696396898596,-1.0023817969898141,0.0
2018-11-23,1.0,-0.34581899169872443,-1.6623810487953026,-0.0,-1.049352095565904,-1.004201255314841,0.0
2018-11-26,1.0,-0.34493574825457857,-1.6652332287766871,-0.0,-1.0471010826672063,-1.00192249317009,0.0
2018-11-27,1.0,-0.32933709449929477,-1.6729296796292565,-0.0,-1.040398952246625,-0.9946604876083014,0.0
2018-11-28,1.0,-0.32960556143267344,-1.6740214598760768,-0.0,-1.0395949826205229,-0.9942572162611455,0.0
2018-11-29,1.0,-0.28488169364881694,-1.6567372353673722,-0.0,-1.0366625155666251,-1.0029887920298879,0.0
2018-11-30,1.0,-0.28412034269774855,-1.6574018728830444,-0.0,-1.036810121538155,-1.0027395895596731,0.0
2018-12-03,1.0,-0.27917311629300445,-1.6644529884655717,-0.0,-1.0426424327158337,-1.0069905627403004,0.0
2018-12-04,1.0,-0.26727743477394944,-1.6703345947022505,-0.0,-1.037243576976698,-1.004182433778132,0.0
2018-12-06,1.0,-0.2500851291530865,-1.622269786447439,-0.0,-1.0216957727294838,-0.9704723451865545,0.0
2018-12-07,1.0,-0.2672889888079762,-1.6265578417477153,-0.0,-1.0286398514246615,-0.9648599775182055,0.0
2018-12-10,1.0,-0.23405387107693795,-1.633106049615552,-0.0,-1.0246143430533392,-0.9440495188355337,0.0
