Date,DFIN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.45531563626884475,-1.3039927010470522,-0.0,-0.8218273450058652,-0.7634357214232957,0.0
2018-09-25,1.0,-0.46335841343017437,-1.3034401774453095,-0.0,-0.8218153351019876,-0.7604923237507067,0.0
2018-09-26,1.0,-0.5183334134268825,-1.4278917775962325,-0.0,-0.9453121245614878,-0.9141236964774857,0.0
2018-09-27,1.0,-0.5357764455617869,-1.417569135563721,-0.0,-0.9574066911622511,-0.9238541868110618,0.0
2018-09-28,1.0,-0.5335022659714439,-1.4383314653282002,-0.0,-0.9674967106866137,-0.9337751571560841,0.0
2018-10-01,1.0,-0.5363188448216986,-1.437289623884092,-0.0,-0.9699009707790623,-0.934728523342602,0.0
2018-10-02,1.0,-0.5357369991683381,-1.4564355951274397,-0.0,-0.9677119514700847,-0.9322440193728291,0.0
2018-10-03,1.0,-0.5349610999657484,-1.4425307041150854,-0.0,-0.9734794735039389,-0.942065860938494,0.0
2018-10-04,1.0,-0.5369157050655192,-1.4379033835321728,-0.0,-0.9752102483864658,-0.9394680226872677,0.0
2018-10-05,1.0,-0.5118271196339921,-1.4279665141633406,-0.0,-0.979898763749635,-0.9473863525747104,0.0
2018-10-08,1.0,-0.5067042363000389,-1.4223668869024484,-0.0,-0.9835794792071512,-0.9454916439953361,0.0
2018-10-09,1.0,-0.5069964046254009,-1.4230395491205907,-0.0,-0.9834807113011369,-0.9450490720046641,0.0
2018-10-10,1.0,-0.5076250607090821,-1.4222923749392908,-0.0,-0.9838756677999029,-0.9429334628460417,0.0
2018-10-11,1.0,-0.3892895865742705,-1.4163013246594067,-0.0,-0.9484278508461792,-0.960071654174327,0.0
2018-10-12,1.0,-0.3805549079039403,-1.4104453252506413,-0.0,-0.9310328747959897,-0.9411051527162508,0.0
2018-10-15,1.0,-0.34513562555250543,-1.4427488019355137,-0.0,-0.923556506769646,-0.9412366817103243,0.0
2018-10-16,1.0,-0.3341135714620102,-1.4766630775712748,-0.0,-0.9266420111418006,-0.9439632975984271,0.0
2018-10-17,1.0,-0.3019145126486387,-1.4208254901060557,-0.0,-0.9164868463339607,-0.9519305816996464,0.0
2018-10-18,1.0,-0.30127616599338963,-1.420170767535806,-0.0,-0.9170951156812339,-0.9519372016158648,0.0
2018-10-19,1.0,-0.2792698470502549,-1.4100509832483612,-0.0,-0.9148306627822288,-0.9479242534595776,0.0
2018-10-22,1.0,-0.28013651877133106,-1.4067349260523323,-0.0,-0.9153583617747441,-0.9483959044368602,0.0
2018-10-23,1.0,-0.2867680539113013,-1.408068481923322,-0.0,-0.9116656042254804,-0.9468172297604954,0.0
2018-10-24,1.0,-0.28468517758628553,-1.4032736059818538,-0.0,-0.9165184881229198,-0.954862535904801,0.0
2018-10-25,1.0,-0.22984154929577463,-1.3387764084507041,-0.0,-0.9235035211267605,-0.9092429577464789,0.0
2018-10-26,1.0,-0.20157809843497973,-1.321635642355813,-0.0,-0.9374427830332621,-0.8987314181088976,0.0
2018-10-29,1.0,-0.19109776791541574,-1.325675499282078,-0.0,-0.9356045772962625,-0.8987077405038507,0.0
2018-10-30,1.0,-0.19918079219138088,-1.3273345243801473,-0.0,-0.9369907185498279,-0.8939823085973245,0.0
2018-10-31,1.0,-0.20481563134915487,-1.2985345610167294,-0.0,-0.9332987507024597,-0.8862231444257122,0.0
2018-11-01,1.0,-0.22381760431623374,-1.2930426837227516,-0.0,-0.9415219945176869,-0.8926597920201889,0.0
2018-11-02,1.0,-0.2294763221569305,-1.2583823021085379,-0.0,-0.9481939163498099,-0.8847649498790183,0.0
2018-11-05,1.0,-0.22578276830058303,-1.2680630533362125,-0.0,-0.9485208378320017,-0.8763549989203195,0.0
2018-11-06,1.0,-0.2386870480232105,-1.2815138786645304,-0.0,-0.943792491231109,-0.8663664313861343,0.0
2018-11-07,1.0,-0.23872839880462557,-1.2816925808826714,-0.0,-0.9440859283641561,-0.8665598336870372,0.0
2018-11-08,1.0,-0.27764884405962686,-1.3109881281799518,-0.0,-0.9856288494153351,-0.8888244220298134,0.0
2018-11-09,1.0,-0.2823698255370678,-1.31744180831502,-0.0,-0.9895501636991524,-0.8955464860743597,0.0
2018-11-12,1.0,-0.2844812084157526,-1.2916292033806869,-0.0,-1.0186117604747347,-0.9009171012407841,0.0
2018-11-13,1.0,-0.24724907560030293,-1.2890809462288948,-0.0,-1.0229874816233795,-0.8956207956519802,0.0
