Date,DDD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.4484636328276936,-2.682127576818359,-0.7470828471411901,-1.9043173862310383,-1.941851419681058,0.0
2018-09-25,1.0,-1.4554214522094608,-2.681039517227954,-0.7557913178898189,-1.9033482577379794,-1.9378041658555576,0.0
2018-09-26,1.0,-1.4583536288358498,-2.6853385289819776,-0.7598636142230881,-1.904237700925475,-1.9340477350219192,0.0
2018-09-27,1.0,-1.4582522382249903,-2.678766056831452,-0.7605099260412611,-1.9021019852082521,-1.9317827948618138,0.0
2018-09-28,1.0,-1.456217162872154,-2.679412337030551,-0.7610430044755789,-1.9014399688655381,-1.9313095933060909,0.0
2018-10-01,1.0,-1.461553454828964,-2.680343046486697,-0.7623038690186141,-1.9067342364291977,-1.9347042198616118,0.0
2018-10-02,1.0,-1.4655189279076593,-2.711141543578206,-0.7588770419641984,-1.9095177540839283,-1.9368091558251004,0.0
2018-10-03,1.0,-1.4642752419118366,-2.704818688300264,-0.7582836477372691,-1.9091975368976641,-1.937640504349526,0.0
2018-10-04,1.0,-1.4651889463919539,-2.6978810663021187,-0.7581290889561566,-1.9102626696611658,-1.9331120007811737,0.0
2018-10-05,1.0,-1.4413117963778757,-2.698384728340675,-0.7255996084189917,-1.9469407733724913,-1.977190406265296,0.0
2018-10-08,1.0,-1.4335316492733834,-2.6872134984882474,-0.7164732273480933,-1.9452843070320882,-1.970740271140154,0.0
2018-10-09,1.0,-1.4318868844466113,-2.687469527059971,-0.7130180399804974,-1.946367625548513,-1.9725987323256948,0.0
2018-10-10,1.0,-1.4326932449556486,-2.68554440003899,-0.7141046885661371,-1.9462910615069693,-1.968807876011307,0.0
2018-10-11,1.0,-1.285820756474753,-2.65539407490218,-0.5288801937767841,-1.8790758337991427,-1.9669275200298117,0.0
2018-10-12,1.0,-1.295421110702464,-2.643251195292387,-0.5095623390952556,-1.8326590658330268,-1.913663111438029,0.0
2018-10-15,1.0,-1.2685024242978684,-2.6713932851523188,-0.4713200988015735,-1.8250846217180496,-1.9119934132284326,0.0
2018-10-16,1.0,-1.2657950077717839,-2.6767852244674044,-0.4661241656761452,-1.8239005211666819,-1.9106702020663802,0.0
2018-10-17,1.0,-1.2152883325882877,-2.5854269110415733,-0.41269557443004024,-1.8069736253911488,-1.920071524362986,0.0
2018-10-18,1.0,-1.2141003847186185,-2.5834302585666995,-0.41486982195580213,-1.8122931019056991,-1.922251051265993,0.0
2018-10-19,1.0,-1.1827662395050818,-2.5589041095890415,-0.38250110472823684,-1.8027397260273972,-1.9108263367211666,0.0
2018-10-22,1.0,-1.1832479236614244,-2.5558402544619194,-0.38434352359074037,-1.8019968192260116,-1.9099664251634565,0.0
2018-10-23,1.0,-1.1895956825621516,-2.558258869326727,-0.3944970361850836,-1.7971335043793684,-1.907812085287092,0.0
2018-10-24,1.0,-1.1880742049469966,-2.554593639575972,-0.3832155477031802,-1.797879858657244,-1.910159010600707,0.0
2018-10-25,1.0,-1.1480954076183696,-2.544321822712709,-0.3392666429334283,-1.9339622641509433,-1.9344072623709503,0.0
2018-10-26,1.0,-1.1274055595153243,-2.5523877405559516,-0.2802031361368496,-1.996614397719173,-1.9528688524590163,0.0
2018-10-29,1.0,-1.0928754303875696,-2.5607839675112563,-0.24790324004590802,-1.9746623112916042,-1.9522380153615255,0.0
2018-10-30,1.0,-1.0999292536257517,-2.5644676335337815,-0.25150336045277677,-1.9775380261761586,-1.9499469402193137,0.0
2018-10-31,1.0,-1.0895104895104895,-2.5255244755244757,-0.24414335664335665,-1.9563811188811189,-1.9256993006993006,0.0
2018-11-01,1.0,-1.3370677582678014,-3.165032855757837,-0.32252504578261343,-2.485295701820532,-2.4624582570289775,0.0
2018-11-02,1.0,-1.3735135135135135,-3.108972972972973,-0.303027027027027,-2.5445405405405404,-2.4806486486486485,0.0
2018-11-05,1.0,-1.3890607734806628,-3.241988950276243,-0.2994475138121547,-2.615801104972376,-2.5034254143646413,0.0
2018-11-06,1.0,-1.391232332155477,-3.2426015901060072,-0.29792402826855124,-2.6120803886925796,-2.4985644876325086,0.0
2018-11-07,1.0,-1.3904276534456015,-3.254154664303124,-0.31143363616219805,-2.616884555727897,-2.5062042986926656,0.0
2018-11-08,1.0,-1.320947414167753,-3.2345719252498912,-0.24402433724467623,-2.573772272924815,-2.4915254237288136,0.0
2018-11-09,1.0,-1.319387089763095,-3.2346229080634648,-0.24603347098456857,-2.575635731362747,-2.491414909802217,0.0
2018-11-12,1.0,-1.3039922522328635,-3.191219197245238,-0.23501560314215,-2.563434843430539,-2.4673410093618853,0.0
2018-11-13,1.0,-1.2554214293344728,-3.1998718085674605,-0.16846490759534238,-2.584766584766585,-2.4740946480076915,0.0
2018-11-14,1.0,-1.255687279718039,-3.1987610808501548,-0.16853572572893302,-2.5842144611769733,-2.4731389511908572,0.0
2018-11-15,1.0,-1.2560025610927328,-3.203713584462704,-0.16220253975029345,-2.5922526944829793,-2.4570483406253336,0.0
2018-11-16,1.0,-1.2470225435984688,-3.179285410463633,-0.15036154827732878,-2.589217354317312,-2.467779668226287,0.0
2018-11-19,1.0,-1.2465170690205252,-3.1808997128575984,-0.14856960544507072,-2.590343507391258,-2.4685738594065723,0.0
2018-11-20,1.0,-1.1733570904517345,-3.1550151975683893,-0.07043286867204696,-2.5876742479823918,-2.494707053767949,0.0
2018-11-21,1.0,-1.1698933637022466,-3.1269282534423857,-0.07361010456569003,-2.564137074231287,-2.4184698208924322,0.0
2018-11-23,1.0,-1.173232427949409,-3.0978643997511917,-0.08397263114244245,-2.58366162139747,-2.4281567489114657,0.0
2018-11-26,1.0,-1.1730789173493725,-3.110339106087317,-0.08057658405060665,-2.5811469459711707,-2.425075184071347,0.0
2018-11-27,1.0,-1.1512069851052902,-3.109604519774011,-0.04345146379044684,-2.5629173086800203,-2.404930662557781,0.0
2018-11-28,1.0,-1.1512380560978115,-3.114045001541149,-0.0434603924791945,-2.5612863454227885,-2.4042946676256034,0.0
2018-11-29,1.0,-1.0770714865962632,-3.0888505280259952,-0.0,-2.563160032493907,-2.425365556458164,0.0
2018-11-30,1.0,-1.0766419652827124,-3.0890264947721047,-0.0,-2.5638006293777282,-2.421784590396914,0.0
2018-12-03,1.0,-1.0716969635421956,-3.093734132223012,-0.0,-2.566365390474256,-2.423580786026201,0.0
2018-12-04,1.0,-1.0460652591170827,-3.094959086776442,-0.0,-2.5499545408627133,-2.411152641680978,0.0
2018-12-06,1.0,-0.9769223310384951,-2.910307379036168,-0.0,-2.5050906622709204,-2.3041791913119365,0.0
2018-12-07,1.0,-0.9813773035887489,-2.9101842870999026,-0.0026188166828322017,-2.5051406401551892,-2.3000000000000003,0.0
2018-12-10,1.0,-0.9039338654503991,-2.8907259597111366,-0.0,-2.4695933105283165,-2.237742303306727,0.0
2018-12-11,1.0,-0.9048931116389549,-2.889881235154394,-0.0,-2.4690736342042756,-2.2373396674584325,0.0
2018-12-12,1.0,-0.9048840744963892,-2.890060813378943,-0.0,-2.4690231851007223,-2.2382174078297226,0.0
2018-12-13,1.0,-0.9024945461443612,-2.878971829650005,-0.0,-2.4716873755098168,-2.2318125770653516,0.0
2018-12-14,1.0,-0.9043692540991375,-2.8716709316652445,-0.0,-2.4717088427637193,-2.2299308122452848,0.0
2018-12-17,1.0,-0.8647125140924463,-2.8578541901540775,-0.0,-2.437147688838782,-2.235249906050357,0.0
2018-12-18,1.0,-0.8258442645827518,-2.824820913573356,-0.0,-2.420969392501628,-2.231649455763327,0.0
2018-12-19,1.0,-0.8252860731230812,-2.824820913573356,-0.0,-2.421248488231463,-2.231835519583217,0.0
2018-12-20,1.0,-0.8180133432171979,-2.792068198665678,-0.0,-2.434488510007413,-2.2214603409933282,0.0
2018-12-21,1.0,-0.79569005043558,-2.7786336542870242,-0.0,-2.4188904172397985,-2.176799633195782,0.0
2018-12-24,1.0,-0.7438263229308005,-2.7232926277702396,-0.0,-2.3912256897331523,-2.18733604703754,0.0
2018-12-26,1.0,-0.745131781541527,-2.777828095281224,-0.0,-2.3597500226428765,-2.1744407209491894,0.0
2018-12-27,1.0,-0.5809261015779943,-2.6737087177718375,-0.0,-2.2014314046736225,-2.1668534965939465,0.0
2018-12-28,1.0,-0.5725125021555441,-2.6842559061907223,-0.0,-2.201500258665287,-2.1639075702707364,0.0
2018-12-31,1.0,-0.5724262803931712,-2.6849456802897054,-0.0,-2.201155371615796,-2.163562683221245,0.0
2019-01-02,1.0,-0.5640606164973309,-2.683743757534011,-0.0,-2.197089719304288,-2.1654038229722747,0.0
2019-01-03,1.0,-0.5672258064516129,-2.680258064516129,-0.0,-2.1981075268817203,-2.15647311827957,0.0
2019-01-04,1.0,-0.5040781648258283,-2.6805437553101106,-0.0,-2.161937128292269,-2.1496176720475786,0.0
2019-01-07,1.0,-0.4349119761963799,-2.6036036036036037,-0.0,-2.1345565749235473,-2.092073725101248,0.0
2019-01-08,1.0,-0.4329218106995885,-2.5817283950617287,-0.0,-2.13440329218107,-2.0813991769547324,0.0
2019-01-09,1.0,-0.4256368118323747,-2.5593262119967135,-0.0,-2.136565324568611,-2.0953985209531636,0.0
2019-01-10,1.0,-0.4256052523594584,-2.55338530980714,-0.0,-2.1365613459171113,-2.091177677472302,0.0
2019-01-11,1.0,-0.42999260050974264,-2.531612266710516,-0.0,-2.1464276905368744,-2.1136232837293427,0.0
2019-01-14,1.0,-0.4447643333059143,-2.5284198404211566,-0.0,-2.1460886731924,-2.1064407337336513,0.0
2019-01-15,1.0,-0.4460929772502473,-2.522502472799209,-0.0,-2.150593471810089,-2.123392680514342,0.0
2019-01-16,1.0,-0.42572955199342377,-2.526263871763255,-0.0,-2.13744348540896,-2.1308672420879575,0.0
2019-01-17,1.0,-0.43373692447080137,-2.519561815336463,-0.0,-2.14529280948851,-2.1378799110452187,0.0
2019-01-18,1.0,-0.46344310129220506,-2.516215089620675,-0.0,-2.168736973739058,-2.188411838265944,0.0
2019-01-22,1.0,-0.12946000174474398,-2.7731832853528746,-0.0,-2.4653232138183725,-2.355753293204222,0.0
2019-01-23,1.0,-0.11700262927256794,-2.755390008764242,-0.0,-2.4968448729184924,-2.3950920245398777,0.0
2019-01-24,1.0,-0.13703156247282844,-2.714894357012434,-0.0,-2.483001478132336,-2.3598817494130944,0.0
2019-01-25,1.0,-0.10907614579574161,-2.737820281486828,-0.0,-2.6662757127390835,-2.5088415734391916,0.0
2019-01-28,1.0,-0.12653904915970163,-2.692010425092118,-0.0,-2.6778107306551635,-2.490788172912735,0.0
