Date,IWF,IWM,MTUM,PRSC,SPY,VLUE,VXX
2018-09-24,-0.41842224138639067,-1.22093548519568,-0.0,1.0,-0.7501950638577471,-0.7170547410783951,0.0
2018-09-25,-0.4302081186894704,-1.22316093138265,-0.0,1.0,-0.7525242118277354,-0.7152689058314444,0.0
2018-09-26,-0.4290604635816217,-1.2229646127196239,-0.0,1.0,-0.7534851109461354,-0.7188402210673925,0.0
2018-09-27,-0.4340890354492992,-1.213767518549052,-0.0,1.0,-0.7547403132728772,-0.7194558944765045,0.0
2018-09-28,-0.43217613589511006,-1.216046837635029,-0.0,1.0,-0.7549682526593551,-0.7198812566999258,0.0
2018-10-01,-0.4321278176864008,-1.219222194699034,-0.0,1.0,-0.7556766575840146,-0.7214515729502106,0.0
2018-10-02,-0.4358561460010736,-1.2058301333663655,-0.0,1.0,-0.7606837606837608,-0.7266195961848136,0.0
2018-10-03,-0.43496203367448,-1.196434466820733,-0.0,1.0,-0.7634532849125123,-0.7319247276328821,0.0
2018-10-04,-0.4376494845360825,-1.1909278350515464,-0.0,1.0,-0.7663917525773195,-0.7287422680412371,0.0
2018-10-05,-0.4136641879955631,-1.181504457499692,-0.0,1.0,-0.7737151308491845,-0.7394519534941046,0.0
2018-10-08,-0.40929793607156045,-1.17709572852981,-0.0,1.0,-0.7783841450904764,-0.73850067703418,0.0
2018-10-09,-0.4071475463646808,-1.177088462169703,-0.0,1.0,-0.7790086985064829,-0.7398243886427047,0.0
2018-10-10,-0.4067372394551124,-1.1774577383883145,-0.0,1.0,-0.7790497291974398,-0.7397833579517479,0.0
2018-10-11,-0.3099984116899619,-1.167368170266836,-0.0,1.0,-0.7450762388818297,-0.7483322744599745,0.0
2018-10-12,-0.3099362609001681,-1.1584092597661595,-0.0,1.0,-0.7206819692644585,-0.7213858366245649,0.0
2018-10-15,-0.2778081336351573,-1.18890016392163,-0.0,1.0,-0.7142689875887909,-0.7218796346889392,0.0
2018-10-16,-0.2756360230997346,-1.1919775245824877,-0.0,1.0,-0.713360387076635,-0.7210082722022787,0.0
2018-10-17,-0.25191336292667993,-1.1482090923006276,-0.0,1.0,-0.7028930047451402,-0.7237103933874178,0.0
2018-10-18,-0.2536140189424441,-1.153303424211051,-0.0,1.0,-0.7022891982054527,-0.7252962153456805,0.0
2018-10-19,-0.2305643289318467,-1.1415578979413217,-0.0,1.0,-0.7066098405570987,-0.7265877697020434,0.0
2018-10-22,-0.23082189175826265,-1.135207089339368,-0.0,1.0,-0.7087437721066443,-0.7285208990986194,0.0
2018-10-23,-0.2772371609008222,-1.1920006355006554,-0.0,1.0,-0.7378956984549391,-0.7647456011439011,0.0
2018-10-24,-0.27515791982837395,-1.1945890111636408,-0.0,1.0,-0.7382702316157483,-0.7648484366930197,0.0
2018-10-25,-0.2319139982401775,-1.1363862427789893,-0.0,1.0,-0.7353762576992233,-0.7220245610008034,0.0
2018-10-26,-0.20826396246405326,-1.1197971848039956,-0.0,1.0,-0.7444755562282428,-0.7113288935976994,0.0
2018-10-29,-0.18684170929882635,-1.127482696358712,-0.0,1.0,-0.7334863075534155,-0.7138504363526933,0.0
2018-10-30,-0.17834179357021995,-1.127429968039105,-0.0,1.0,-0.7336717428087985,-0.7206241774769693,0.0
2018-10-31,-0.18281133482475764,-1.1029828486204327,-0.0,1.0,-0.7294556301267711,-0.7133109619686802,0.0
2018-11-01,-0.16812446495701044,-1.1132244016823614,-0.0,1.0,-0.7279190084490266,-0.7127703130234115,0.0
2018-11-02,-0.17468944099378883,-1.0787858621709554,-0.0,1.0,-0.7373188405797101,-0.7063368825791186,0.0
2018-11-05,-0.1746025878003697,-1.0790018484288355,-0.0,1.0,-0.737264325323475,-0.7060258780036969,0.0
2018-11-06,-0.17467184322425586,-1.0784618228877796,-0.0,1.0,-0.7376594564614531,-0.7067110371602884,0.0
2018-11-07,-0.17388895045993574,-1.0782075436846579,-0.0,1.0,-0.7361557501200636,-0.7060105655916362,0.0
2018-11-08,-0.16182085168869312,-1.0757709251101324,-0.0,1.0,-0.7290014684287813,-0.7045154185022027,0.0
2018-11-09,-0.16502849275251463,-1.125368111064367,-0.0,1.0,-0.7873561020384748,-0.746739587715608,0.0
2018-11-12,-0.16548890083723788,-1.1349181964820647,-0.0,1.0,-0.7890775021122974,-0.7510177432982564,0.0
2018-11-13,-0.13944556413279083,-1.1315359166444843,-0.0,1.0,-0.7873901966003727,-0.7443434612313192,0.0
2018-11-14,-0.13859275053304906,-1.1338714590313739,-0.0,1.0,-0.7887983551629607,-0.7461925068534877,0.0
2018-11-15,-0.13714676910204238,-1.1341041341802,-0.0,1.0,-0.7891073669798045,-0.7429353820408474,0.0
2018-11-16,-0.13158394410055824,-1.1219382523829415,-0.0,1.0,-0.7901112672312307,-0.7538829605438043,0.0
2018-11-19,-0.13323967193195627,-1.1213168286755772,-0.0,1.0,-0.789071992709599,-0.7534173754556501,0.0
2018-11-20,-0.07549023312048966,-1.1149733630558807,-0.0,1.0,-0.8001662447576227,-0.7876601050364604,0.0
2018-11-21,-0.0857550499361718,-1.1136141773672747,-0.0,1.0,-0.8038597281670046,-0.7513328827814072,0.0
2018-11-23,-0.08761861895652825,-1.098083342710326,-0.0,1.0,-0.8113724166385357,-0.7536851580960954,0.0
2018-11-26,-0.08669241441373882,-1.103153474071019,-0.0,1.0,-0.8088417263489446,-0.7509842888747236,0.0
2018-11-27,-0.07319441332437074,-1.1108745985510493,-0.0,1.0,-0.8045410411531854,-0.7457987900515348,0.0
2018-11-28,-0.0744295477462001,-1.1076670276730027,-0.0,1.0,-0.8058034880681181,-0.7466482428950219,0.0
2018-11-29,-0.03691262780997379,-1.0937211620095235,-0.0,1.0,-0.8047691115130486,-0.7558229670370235,0.0
2018-11-30,-0.03873409267985011,-1.1015471376099135,-0.0,1.0,-0.8158646532853486,-0.7540162505101473,0.0
2018-12-03,-0.038274672699625416,-1.1013611245039499,-0.0,1.0,-0.8154878908133368,-0.753625338426733,0.0
2018-12-04,-0.025190783136993404,-1.1115433059198339,-0.0,1.0,-0.8135141142476106,-0.754278728606357,0.0
2018-12-06,-0.01308552324118345,-1.0420606104180898,-0.0,1.0,-0.8172700147391883,-0.722507818959629,0.0
2018-12-07,-0.006986710843807398,-1.0452335506176398,-0.0,1.0,-0.8204703424928873,-0.7287067382144272,0.0
2018-12-10,-0.0,-1.0489961844310522,-0.0,1.0,-0.8141425667724566,-0.7028135363548835,0.0
2018-12-11,-0.0,-1.048568270156545,-0.0,1.0,-0.8167813714652498,-0.7005669864137217,0.0
2018-12-12,-0.0,-1.0485343413451251,-0.0,1.0,-0.8166678553598173,-0.700912916339776,0.0
2018-12-13,-0.0,-1.0433543514659256,-0.0,1.0,-0.8207402657546935,-0.6983007374158384,0.0
2018-12-14,-0.0,-1.032150105030797,-0.0,1.0,-0.8289244134297006,-0.6993270908249368,0.0
2018-12-17,-0.0,-1.0272166702105041,-0.0,1.0,-0.8073924445389469,-0.709228152243249,0.0
2018-12-18,-0.0,-1.0329256151329824,-0.0,1.0,-0.8117977528089888,-0.7109230550419571,0.0
2018-12-19,-0.0,-1.0342446248042148,-0.0,1.0,-0.8136124163462908,-0.7118752669799231,0.0
2018-12-20,-0.0,-1.0193552952832527,-0.0,1.0,-0.8146208555960512,-0.7044690562966632,0.0
2018-12-21,-0.0,-1.0185270141511098,-0.0,1.0,-0.8126124854430603,-0.6977802872569432,0.0
2018-12-24,-0.0,-0.9898763442743546,-0.0,1.0,-0.798367604301678,-0.7147511122009318,0.0
2018-12-26,-0.0,-1.0073327541268462,-0.0,1.0,-0.7693136403127715,-0.6986272806255429,0.0
2018-12-27,-0.0,-0.9598780937070899,-0.0,1.0,-0.676613416390368,-0.7125824709467831,0.0
