Date,IWF,IWM,MTUM,SPY,TDOC,VLUE,VXX
2018-09-24,-0.7943682460515378,-1.5742934330839566,-0.378428927680798,-0.7960307564422276,1.0,-0.6522236076475478,0.0
2018-09-25,-0.7965828832571665,-1.571717906107187,-0.3823223930203573,-0.7938304943913584,1.0,-0.6487328624844204,0.0
2018-09-26,-0.8010618363522798,-1.5781282531750989,-0.38881948782011244,-0.7951800957734748,1.0,-0.641942535915053,0.0
2018-09-27,-0.8004381389526394,-1.5861151679532652,-0.3874921760901314,-0.7975172126017108,1.0,-0.6443772167744627,0.0
2018-09-28,-0.817243920412675,-1.5923781450679018,-0.3867249184124644,-0.8110327402884513,1.0,-0.6563322454995262,0.0
2018-10-01,-0.8190354925990768,-1.6107485808265691,-0.38850867420022284,-0.819512971510425,1.0,-0.6675155180646187,0.0
2018-10-02,-0.8197751851259922,-1.6404027489212085,-0.38133290714399876,-0.8191891747909008,1.0,-0.6666133929998401,0.0
2018-10-03,-0.8243481985116976,-1.6609026179131645,-0.384067669575459,-0.82044006638471,1.0,-0.6637935649660046,0.0
2018-10-04,-0.8328956535720027,-1.6502492094967578,-0.385283241331261,-0.8324669060506994,1.0,-0.658395412401522,0.0
2018-10-05,-0.8200448286903618,-1.6475611057743622,-0.37021026790479244,-0.8366421176219447,1.0,-0.6623439000960615,0.0
2018-10-08,-0.8195007467463196,-1.647695754213783,-0.36889268188606783,-0.836515895028803,1.0,-0.6612972050352037,0.0
2018-10-09,-0.8467509907171163,-1.6754247869279626,-0.39807828022365777,-0.846968134194669,1.0,-0.6614190326258075,0.0
2018-10-10,-0.8466982416027002,-1.683488486036257,-0.39419674451521586,-0.8499646142958245,1.0,-0.6696064020904785,0.0
2018-10-11,-0.8001377264540734,-1.6759720309354804,-0.33928382243881766,-0.8203199491471554,1.0,-0.6614577815446551,0.0
2018-10-12,-0.8151440673534486,-1.672750091512838,-0.33551221042723417,-0.7863305966637034,1.0,-0.6195680594049051,0.0
2018-10-15,-0.821692428608855,-1.67267487555672,-0.33838092742991877,-0.7885250196489391,1.0,-0.6184438040345821,0.0
2018-10-16,-0.8190156716809058,-1.6841553540541958,-0.32994391739608997,-0.7893495466219405,1.0,-0.6188479480056607,0.0
2018-10-17,-0.800660338423442,-1.6420243499793643,-0.3168592653735039,-0.7793025175402393,1.0,-0.6199958728848535,0.0
2018-10-18,-0.8019924637381923,-1.6449698033345377,-0.3155422495225313,-0.7788158777680275,1.0,-0.6205543798069477,0.0
2018-10-19,-0.7889344262295082,-1.636936475409836,-0.30092213114754096,-0.7805327868852459,1.0,-0.6156762295081967,0.0
2018-10-22,-0.7893469910371319,-1.6331882202304737,-0.29987195902688857,-0.781920614596671,1.0,-0.6173111395646607,0.0
2018-10-23,-0.7971453509267341,-1.6356215022847462,-0.31272783282846434,-0.7742978898187606,1.0,-0.6144683472814089,0.0
2018-10-24,-0.7974416932086715,-1.6412205897462242,-0.31100380150005136,-0.7744272064111785,1.0,-0.6130689407171479,0.0
2018-10-25,-0.7608511486520159,-1.5862361090347337,-0.3070214780485374,-0.7650869586883939,1.0,-0.5641102307270643,0.0
2018-10-26,-0.749678885485624,-1.5711886177255212,-0.2972532358462603,-0.7665744491651023,1.0,-0.5554787076375852,0.0
2018-10-29,-0.7482106718001875,-1.5792487289599684,-0.29127795054050054,-0.7649933362949801,1.0,-0.5523471049903746,0.0
2018-10-30,-0.728032851771225,-1.5872254106471402,-0.27453987730061347,-0.7751830595685733,1.0,-0.5825747080942014,0.0
2018-10-31,-0.7283353884093711,-1.5784956843403204,-0.27565967940813807,-0.7715906288532675,1.0,-0.5781011097410603,0.0
2018-11-01,-0.7232050460750012,-1.584240871236387,-0.27029024786872324,-0.7717439511161485,1.0,-0.5783275020943183,0.0
2018-11-02,-0.7435229339757141,-1.535371908952362,-0.25460891794897006,-0.803254510594366,1.0,-0.5794208740966521,0.0
2018-11-05,-0.7334883490822738,-1.586503735219908,-0.249987631722159,-0.8187305199624004,1.0,-0.5586503735219909,0.0
2018-11-06,-0.8352065854044641,-1.7362144477863963,-0.1863753891615218,-0.9062318611155084,1.0,-0.6127381140836895,0.0
2018-11-07,-0.8306702525971629,-1.7355376259030746,-0.19411485524442337,-0.9020197226177293,1.0,-0.6110847439751095,0.0
2018-11-08,-0.8222852044297486,-1.7366818873668188,-0.18506271978166167,-0.8957644465438512,1.0,-0.6086705505694642,0.0
2018-11-09,-0.8303670451544759,-1.7471877475574336,-0.17913916028518617,-0.904092949564299,1.0,-0.6204383416952733,0.0
2018-11-12,-0.8297614659575588,-1.7378231794007688,-0.1781370122689695,-0.9045863830235374,1.0,-0.6153441103680691,0.0
2018-11-13,-0.8117198516738915,-1.744033007781898,-0.15145975870893613,-0.909541964798663,1.0,-0.6060479448477568,0.0
2018-11-14,-0.8108844964085355,-1.753473496565826,-0.14837728726471974,-0.9165312221464897,1.0,-0.6137471818801447,0.0
2018-11-15,-0.8110599078341014,-1.7549748638458316,-0.1463657310431504,-0.9173648931713448,1.0,-0.6069333891914538,0.0
2018-11-16,-0.8100444676955272,-1.7509809050483913,-0.14674339523934082,-0.9160345278577035,1.0,-0.6076902955793879,0.0
2018-11-19,-0.8121202597946784,-1.7469620783574271,-0.16237167399958097,-0.9101717997066835,1.0,-0.6062225015713387,0.0
2018-11-20,-0.828851629231256,-1.763576927132764,-0.16819571865443425,-0.9143203627544026,1.0,-0.5976484234946747,0.0
2018-11-21,-0.8516405135520685,-1.7733925080572728,-0.1785808633169546,-0.9334284355682358,1.0,-0.5464151740899245,0.0
2018-11-23,-0.8510031678986272,-1.748416050686378,-0.1862196409714889,-0.9442449841605068,1.0,-0.5499472016895459,0.0
2018-11-26,-0.8509615384615384,-1.7603021978021978,-0.18263947590870666,-0.9420963651732883,1.0,-0.5471259509721048,0.0
2018-11-27,-0.8481292427511445,-1.763511024575067,-0.1735515444929748,-0.9372204388780719,1.0,-0.5399147503025837,0.0
2018-11-28,-0.8505135633394786,-1.7500658414537793,-0.17671846194363974,-0.9447458519884119,1.0,-0.5452725836186463,0.0
2018-11-29,-0.8297783572359844,-1.7353324641460235,-0.161877444589309,-0.9401303780964798,1.0,-0.5480052151238592,0.0
2018-11-30,-0.83153392791947,-1.7370260261826527,-0.15954728002920773,-0.9429927502216657,1.0,-0.5446200385959422,0.0
2018-12-03,-0.8336391757982488,-1.7532113458816128,-0.13699994756986314,-0.9606773973680071,1.0,-0.5584333875111414,0.0
2018-12-04,-0.8280587958361667,-1.7553486425694407,-0.1381492912067793,-0.9557985039493644,1.0,-0.5535387351571899,0.0
2018-12-06,-0.8048420731397181,-1.6781954122374243,-0.18610447077971617,-0.925639591068613,1.0,-0.49137887187833784,0.0
2018-12-07,-0.7932068448534354,-1.7138499715659414,-0.15302693480845786,-0.9671715866204829,1.0,-0.542573540815799,0.0
2018-12-10,-0.7692307692307692,-1.7239879215927119,-0.14263780132043605,-0.9659655048876605,1.0,-0.5161983724857976,0.0
2018-12-11,-0.7585569867090882,-1.734694924821676,-0.13167752860881612,-0.969004977677426,1.0,-0.537640478267563,0.0
2018-12-12,-0.7612223934257832,-1.7345146379044682,-0.133487416538264,-0.9714946070878274,1.0,-0.5353877760657422,0.0
2018-12-13,-0.7580703104952529,-1.726250962278676,-0.13784962791891198,-0.9781883500128303,1.0,-0.531793687451886,0.0
2018-12-14,-0.7580049261083743,-1.7236761083743841,-0.13952175697865352,-0.9779351395730707,1.0,-0.5321736453201971,0.0
2018-12-17,-0.7446057879128746,-1.728193066775744,-0.12434809285202987,-0.9648737089681971,1.0,-0.5509765824726455,0.0
2018-12-18,-0.7409123307198858,-1.725486203034314,-0.1174014866103248,-0.9612055798798492,1.0,-0.5461256491192343,0.0
2018-12-19,-0.740199572344975,-1.7253334690968334,-0.11770695448528663,-0.9614601364423174,1.0,-0.546431116994196,0.0
2018-12-20,-0.7171306644990857,-1.6961491566754725,-0.15342410079252186,-0.9758179231863443,1.0,-0.537746393009551,0.0
2018-12-21,-0.7164580059810431,-1.7004409752141518,-0.14922195752445638,-0.9759237670434385,1.0,-0.5266359166708906,0.0
2018-12-24,-0.6889906410385428,-1.6754553688235887,-0.15990741672536984,-0.9649793700311966,1.0,-0.5423669115427191,0.0
2018-12-26,-0.6966387392778776,-1.6911530021942949,-0.14931178934769598,-0.9312786754438459,1.0,-0.5187013764213046,0.0
2018-12-27,-0.65461575640406,-1.635379410343161,-0.16752054132431127,-0.8578540357660706,1.0,-0.5179313678105365,0.0
2018-12-28,-0.6498187968108239,-1.6438270113553999,-0.16419424981879682,-0.8589031166948539,1.0,-0.5153901908673593,0.0
2018-12-31,-0.6506402512684223,-1.642329064991544,-0.16419424981879682,-0.8589997583957478,1.0,-0.5159217202222759,0.0
2019-01-02,-0.6501858915552122,-1.6427985128675584,-0.16015643860750325,-0.8583361498720488,1.0,-0.5168750905316016,0.0
2019-01-03,-0.6558604696105904,-1.6322349985505844,-0.19257899313943377,-0.8688762199246304,1.0,-0.4818823074693207,0.0
2019-01-04,-0.6265801490026436,-1.6457101658255227,-0.1885604422013939,-0.8579187695265561,1.0,-0.4877673636145157,0.0
2019-01-07,-0.5918742921857305,-1.6089090222725557,-0.22390524726311817,-0.8397036617591543,1.0,-0.4544167610419026,0.0
2019-01-08,-0.5917008922248974,-1.6111976584997405,-0.22310343199735638,-0.8396355568144267,1.0,-0.45508190530142095,0.0
2019-01-09,-0.5897605129172167,-1.602300584574769,-0.22275127286441637,-0.8395247972845559,1.0,-0.4599754855742033,0.0
2019-01-10,-0.5900650391177302,-1.6010934112545951,-0.2230181921010463,-0.8396644358563484,1.0,-0.4591384673390518,0.0
2019-01-11,-0.5880024504029028,-1.59874652466896,-0.22600254464916827,-0.8395928561330757,1.0,-0.4599688987323877,0.0
2019-01-14,-0.5916482066267615,-1.5939576754489324,-0.22953292171372014,-0.8400339350520809,1.0,-0.45798180704152336,0.0
2019-01-15,-0.5754261363636364,-1.5794981060606061,-0.23764204545454545,-0.8493371212121212,1.0,-0.4929924242424243,0.0
2019-01-16,-0.5722051524462303,-1.5915859134956276,-0.22051524462302055,-0.8422122429685653,1.0,-0.5004963365634603,0.0
2019-01-17,-0.568188261979019,-1.5970135147906623,-0.22067857480389377,-0.8417446366127965,1.0,-0.4978735469237312,0.0
2019-01-18,-0.5642221481939751,-1.588064531480512,-0.22652643601579975,-0.8505686955694094,1.0,-0.5295769285680293,0.0
2019-01-22,-0.46233144420558925,-1.952608950556967,-0.04250537424272034,-1.0907269884698065,1.0,-0.33745358608559706,0.0
2019-01-23,-0.4480700552810528,-1.9195244851034685,-0.06951714691062082,-1.0945648451641308,1.0,-0.3605009539650702,0.0
2019-01-24,-0.44279847462599004,-1.9233890681529284,-0.07333528894103843,-1.0836022293927838,1.0,-0.365845311430527,0.0
2019-01-25,-0.4165087281795511,-2.001945137157107,-0.005536159600997507,-1.2666334164588529,1.0,-0.2969576059850374,0.0
2019-01-28,-0.4057740169238427,-1.9643106022896963,-0.054554504728720754,-1.2745644599303136,1.0,-0.27839721254355404,0.0
2019-01-29,-0.40041907802833765,-1.955098782678108,-0.05842147275992816,-1.2831271203352623,1.0,-0.2919576930752345,0.0
2019-01-30,-0.4065994408945687,-1.956619408945687,-0.058955670926517566,-1.2819488817891374,1.0,-0.2878893769968051,0.0
2019-01-31,-0.3613529470629441,-1.9831381967377162,-0.05428800160112078,-1.2735915140598417,1.0,-0.3311317922545782,0.0
2019-02-01,-0.36386870458531695,-1.9846153846153844,-0.04991230268103232,-1.2843898772237532,1.0,-0.3285392132297669,0.0
2019-02-04,-0.3720032099508476,-1.9882134617313671,-0.04223091583910121,-1.2929080148460228,1.0,-0.32024275253285184,0.0
2019-02-05,-0.34500401284109145,-1.9854534510433386,-0.0377207062600321,-1.297451845906902,1.0,-0.35042134831460675,0.0
2019-02-06,-0.32438804173354735,-1.9710573836276084,-0.05337078651685393,-1.2959971910112358,1.0,-0.37118780096308185,0.0
2019-02-07,-0.3216955104088287,-1.9710559317782794,-0.05492851768246802,-1.294456985201906,1.0,-0.3742162026586406,0.0
2019-02-08,-0.3211390251226104,-1.9481032929636672,-0.062256030427384645,-1.29581623461115,1.0,-0.37723951556400764,0.0
2019-02-11,-0.31805416248746243,-1.9360080240722166,-0.06283851554663993,-1.3037111334002007,1.0,-0.3944332998996991,0.0
2019-02-12,-0.3267993566546039,-1.9335042219541616,-0.055639324487334135,-1.3081523924406917,1.0,-0.4020406111781263,0.0
2019-02-13,-0.30333333333333334,-1.9866176470588237,-0.08833333333333335,-1.216029411764706,1.0,-0.3076960784313726,0.0
2019-02-14,-0.3092359649552151,-1.9864911164407029,-0.08981449757721112,-1.2003328275659537,1.0,-0.3086486221917675,0.0
2019-02-15,-0.319446460540959,-1.9156626506024097,-0.12696569410170805,-1.1732713988484058,1.0,-0.3033822035128466,0.0
2019-02-19,-0.3225494462981769,-1.9014942695488177,-0.13211470574012282,-1.1810532424198463,1.0,-0.2986121185743991,0.0
2019-02-20,-0.32431387707769616,-1.8942307692307692,-0.1342771550057982,-1.182015848473135,1.0,-0.2970139157325087,0.0
2019-02-21,-0.32692214758614024,-1.8910259508046199,-0.14014401005170832,-1.1795776349490166,1.0,-0.2948340018363698,0.0
2019-02-22,-0.33973647376803895,-1.8713258361890053,-0.13683092813359718,-1.1883778174622326,1.0,-0.2902167093006419,0.0
2019-02-25,-0.31493663538744315,-1.8628712392376896,-0.1594756699235755,-1.2039760085131082,1.0,-0.2957337718873948,0.0
2019-02-26,-0.3175593942033193,-1.8613732036580055,-0.15633618812599798,-1.203319301301592,1.0,-0.299995161368365,0.0
2019-02-27,-0.3118295228386972,-1.8809281102859086,-0.1493616814717732,-1.2122227076355516,1.0,-0.2997427309353915,0.0
2019-02-28,-0.3075539568345324,-1.8885378183939336,-0.1462667703674898,-1.222972972972973,1.0,-0.2956931751895781,0.0
2019-03-01,-0.3129499950685472,-1.910296873458921,-0.08506756090344217,-1.2626984909754415,1.0,-0.36043988559029494,0.0
2019-03-04,-0.29996058336618053,-1.9375739061884114,-0.08031139140717382,-1.2461568782026013,1.0,-0.3630764682696098,0.0
2019-03-05,-0.31234457375907687,-1.9453396995921615,-0.05903710335223317,-1.266437879240028,1.0,-0.3904804535959415,0.0
2019-03-06,-0.3157266487615637,-1.9401173778971452,-0.06177260519247986,-1.2722073013030937,1.0,-0.3838157763851587,0.0
2019-03-07,-0.3256126050002485,-1.9282270490581042,-0.060539788259853865,-1.27034146826383,1.0,-0.3856553506635519,0.0
2019-03-08,-0.27060761895251884,-1.9194667731788908,-0.14164461530780367,-1.3015627340356482,1.0,-0.35947875580408406,0.0
2019-03-11,-0.23107489562899253,-1.909461294703486,-0.17790855590765053,-1.2956591720738393,1.0,-0.4157738544338816,0.0
2019-03-12,-0.17576835153670306,-1.833274066548133,-0.2646685293370587,-1.3119126238252476,1.0,-0.4943865887731776,0.0
2019-03-13,-0.18647436550810312,-1.8343186219549485,-0.27815717052288247,-1.2957394760982568,1.0,-0.5016308225461217,0.0
