Date,CDK,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2672618288483612,-0.48205586022191044,-0.11552097946690472,-0.3522764953449815,-0.3336054074735365,0.0
2018-09-25,1.0,-0.26696774852010613,-0.48259848948765055,-0.11489589712186161,-0.3527760767503572,-0.33432843437436216,0.0
2018-09-26,1.0,-0.2668724962363808,-0.4825597713760813,-0.11466918425148633,-0.3528616263938149,-0.3346431578678778,0.0
2018-09-27,1.0,-0.2672057548084281,-0.4813785010968828,-0.1150196418550074,-0.35276261415233917,-0.33452374878832714,0.0
2018-09-28,1.0,-0.2674116026327874,-0.4811980203071586,-0.11515893668044289,-0.35279861217409053,-0.33458339711209756,0.0
2018-10-01,1.0,-0.26702399183256764,-0.48223583460949465,-0.11541602858601328,-0.35273098519652885,-0.33491577335375194,0.0
2018-10-02,1.0,-0.26706488997804667,-0.4827181293715219,-0.11548476030019912,-0.35260632051871144,-0.3348394343186808,0.0
2018-10-03,1.0,-0.2668674083903236,-0.47981524956619376,-0.11516280494028786,-0.3534755537409411,-0.33648055527202203,0.0
2018-10-04,1.0,-0.2710003574528928,-0.4742633917173058,-0.11558494612674257,-0.35924015727927283,-0.3331460961037635,0.0
2018-10-05,1.0,-0.26950824687077773,-0.4742906671425294,-0.11293241899711932,-0.35947179238789606,-0.33306141178270066,0.0
2018-10-08,1.0,-0.26917197452229297,-0.4738089171974522,-0.11235668789808917,-0.3596433121019108,-0.33278980891719745,0.0
2018-10-09,1.0,-0.27439897698209714,-0.47657289002557546,-0.12099744245524295,-0.35754475703324806,-0.32803069053708445,0.0
2018-10-10,1.0,-0.27455893633341855,-0.4762209153669138,-0.12122219381232421,-0.3575811812835592,-0.3273075939657377,0.0
2018-10-11,1.0,-0.24980618701077853,-0.4743791732313002,-0.08922899942481308,-0.3509390551929377,-0.33648435741616023,0.0
2018-10-12,1.0,-0.2574644403215832,-0.4698330241187384,-0.08890538033395176,-0.33701917130488557,-0.3204700061842919,0.0
2018-10-15,1.0,-0.24423894768074375,-0.49485708634160813,-0.06915735337750964,-0.33876471170012856,-0.3255365443576303,0.0
2018-10-16,1.0,-0.2420984840978896,-0.5074556623402358,-0.060413157634003754,-0.34053304270286333,-0.3264886555038145,0.0
2018-10-17,1.0,-0.23410609806849617,-0.4880658033244387,-0.05312247545839555,-0.3400328037406056,-0.3327131631129281,0.0
2018-10-18,1.0,-0.23263565511494536,-0.4862016567815303,-0.05443360619577472,-0.3438066761433263,-0.33378265771285726,0.0
2018-10-19,1.0,-0.2261835184102864,-0.47995811416325734,-0.048631404636664724,-0.3462400155854276,-0.33418566140658484,0.0
2018-10-22,1.0,-0.2263893624275486,-0.4794944230675564,-0.04863377331839658,-0.3464273537577322,-0.3344211192830354,0.0
2018-10-23,1.0,-0.2280586401714397,-0.4791301383206702,-0.05238164815897137,-0.3430985778297292,-0.33255406195207476,0.0
2018-10-24,1.0,-0.2288995401571738,-0.47706868446023215,-0.04829566190603635,-0.3443468528746259,-0.3344200871025036,0.0
2018-10-25,1.0,-0.2096352930002849,-0.4501852027732928,-0.04535093551144458,-0.3526213315604521,-0.31662551049482385,0.0
2018-10-26,1.0,-0.20324360001885816,-0.4447456508415445,-0.03625477346659752,-0.35920041487907217,-0.3137994436848805,0.0
2018-10-29,1.0,-0.1988154276447223,-0.44736409147530964,-0.0322701953134181,-0.3568994288669001,-0.314992831456977,0.0
2018-10-30,1.0,-0.19057251728842262,-0.4495225102319236,-0.02615608975866773,-0.35995201580655783,-0.325963212118361,0.0
2018-10-31,1.0,-0.19203127560456026,-0.4402462719760283,-0.027412973757520425,-0.35814781000538426,-0.32312662406067844,0.0
2018-11-01,1.0,-0.1873494116821446,-0.44627944513321954,-0.022316311492666496,-0.3591662962876325,-0.3241245409249339,0.0
2018-11-02,1.0,-0.19200670765790945,-0.4310136016396497,-0.019237935531954537,-0.3648220607415688,-0.3219442891745854,0.0
2018-11-05,1.0,-0.1897222157543018,-0.43744615456260044,-0.019163154585884926,-0.3654271543996088,-0.31669266770670823,0.0
2018-11-06,1.0,-0.18873593739081826,-0.4367502853283023,-0.019844874572007547,-0.36608203479840684,-0.31782079053408796,0.0
2018-11-07,1.0,-0.18590729093873748,-0.4373398555788493,-0.024621476822734682,-0.3641043559282553,-0.3174004192872117,0.0
2018-11-08,1.0,-0.13626086519620156,-0.5314274230015575,-0.0,-0.43023664774154646,-0.4142591569110184,0.0
2018-11-09,1.0,-0.14140847941296372,-0.5430849979616796,-0.0,-0.4381624541377905,-0.4252445984508765,0.0
2018-11-12,1.0,-0.14104776892228033,-0.5313721508706026,-0.0,-0.44268744606325194,-0.4230925427686685,0.0
2018-11-13,1.0,-0.1300400938043725,-0.5289608391961067,-0.0,-0.4422170108681948,-0.42037975641122627,0.0
2018-11-14,1.0,-0.13279866417041947,-0.529929666548601,-0.0,-0.44550422506704446,-0.4217477103678591,0.0
2018-11-15,1.0,-0.1322027901334412,-0.5299231702385767,-0.0,-0.44601698342094626,-0.4191518398706025,0.0
2018-11-16,1.0,-0.12912337334812873,-0.5227226873802079,-0.0,-0.4457026127307576,-0.424417431655402,0.0
2018-11-19,1.0,-0.12654710785551906,-0.5248042434958323,-0.0,-0.4485223541298308,-0.426016670876484,0.0
2018-11-20,1.0,-0.10760145746953133,-0.5204171378313859,-0.0,-0.44998115341123257,-0.43490388239728606,0.0
2018-11-21,1.0,-0.11300857598723575,-0.5164289988033507,-0.0,-0.4489429597128041,-0.41463901076984444,0.0
2018-11-23,1.0,-0.1136239103362391,-0.5113823163138231,-0.0,-0.4507347447073474,-0.4149439601494396,0.0
2018-11-26,1.0,-0.11276097463750062,-0.5169415516468184,-0.0,-0.44887637650107126,-0.4128257511585031,0.0
2018-11-27,1.0,-0.10810609632037317,-0.5178274570131256,-0.0,-0.4456740193037739,-0.4095973004490981,0.0
2018-11-28,1.0,-0.10462244617955946,-0.5379300022451169,-0.0,-0.44293661286701425,-0.40906029386085263,0.0
2018-11-29,1.0,-0.09816133594699883,-0.5333366417706756,-0.0,-0.4406342274385251,-0.4091958015930126,0.0
2018-11-30,1.0,-0.09819147088739487,-0.533528492396239,-0.0,-0.4412662184623781,-0.4078245553102285,0.0
2018-12-03,1.0,-0.09826833382951275,-0.5335169197181701,-0.0,-0.4412771658231617,-0.40783467301776327,0.0
2018-12-04,1.0,-0.0958266253869969,-0.5341919504643963,-0.0,-0.43985139318885447,-0.40693498452012383,0.0
2018-12-06,1.0,-0.09187950867615519,-0.5129167479040748,-0.0,-0.4371222460518619,-0.39520374341976994,0.0
2018-12-07,1.0,-0.09540291522449179,-0.5126748890947204,-0.0,-0.43711305026081015,-0.3922634426948764,0.0
2018-12-10,1.0,-0.08751939487975174,-0.513261249030256,-0.0,-0.43645752521334363,-0.3870975562451513,0.0
2018-12-11,1.0,-0.09098843552258346,-0.5120614832593886,-0.0,-0.4373651417072757,-0.3840036851164933,0.0
2018-12-12,1.0,-0.09026312598520675,-0.5124287619740512,-0.0,-0.4372741603007154,-0.38513398811689104,0.0
2018-12-13,1.0,-0.09087591240875913,-0.517080291970803,-0.0,-0.43671532846715333,-0.38841849148418495,0.0
2018-12-14,1.0,-0.09190201659004112,-0.5147777858863023,-0.0,-0.43761706682235035,-0.38828480381424996,0.0
2018-12-17,1.0,-0.084531632677805,-0.51434321879774,-0.0,-0.4314605106816363,-0.39455369916826305,0.0
2018-12-18,1.0,-0.07936776061776063,-0.5095801158301159,-0.0,-0.4293194980694981,-0.3948600386100386,0.0
