Date,GPI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.49440217127901903,-1.395240633935928,-0.0,-0.9034556293316531,-1.053506518683662,0.0
2018-09-25,1.0,-0.49293586444627857,-1.3986502888770211,-0.0,-0.9062484827887557,-1.0572413458270624,0.0
2018-09-26,1.0,-0.4914363565589724,-1.3995231607629428,-0.0,-0.9093032308291163,-1.0654437524328533,0.0
2018-09-27,1.0,-0.49133398247322296,-1.401557935735151,-0.0,-0.9097857838364168,-1.0658714703018501,0.0
2018-09-28,1.0,-0.48928710557070515,-1.4040222049084534,-0.0,-0.9100116867939229,-1.0661764705882353,0.0
2018-10-01,1.0,-0.4920309986840181,-1.4028854120972851,-0.0,-0.9122678754203831,-1.0668713749573524,0.0
2018-10-02,1.0,-0.49502923976608193,-1.3919590643274855,-0.0,-0.9158869395711501,-1.0703703703703704,0.0
2018-10-03,1.0,-0.4955890237364138,-1.392406297216942,-0.0,-0.9158746405419895,-1.0700882195252717,0.0
2018-10-04,1.0,-0.5074313092793585,-1.3839346827026497,-0.0,-0.9317004008995795,-1.0659528698543073,0.0
2018-10-05,1.0,-0.4895802901937871,-1.3783717986171973,-0.0,-0.9313954620703087,-1.069675723049956,0.0
2018-10-08,1.0,-0.4864641555285541,-1.3749696233292832,-0.0,-0.9310328068043743,-1.0678007290400973,0.0
2018-10-09,1.0,-0.4827921446626483,-1.37502430488042,-0.0,-0.9324324324324325,-1.0706785922613262,0.0
2018-10-10,1.0,-0.4820360737031455,-1.3758568719918323,-0.0,-0.9324225776654187,-1.0713695366814138,0.0
2018-10-11,1.0,-0.36520302171860247,-1.3688857412653448,-0.0,-0.8949952785646837,-1.0923512747875355,0.0
2018-10-12,1.0,-0.3623842538737146,-1.3588013587082965,-0.0,-0.8665022567586432,-1.0654227350984133,0.0
2018-10-15,1.0,-0.3174048716873923,-1.408411345535839,-0.0,-0.8606958222719016,-1.0709794606678775,0.0
2018-10-16,1.0,-0.3108221476510067,-1.420907904548844,-0.0,-0.8593866517524236,-1.0695842654735273,0.0
2018-10-17,1.0,-0.27701186277653095,-1.3653185544817479,-0.0,-0.853341272385838,-1.0845509091741858,0.0
2018-10-18,1.0,-0.2771923394117108,-1.3667644094199578,-0.0,-0.8528818839915697,-1.0848987446165124,0.0
2018-10-19,1.0,-0.2568661331393234,-1.3579938159330667,-0.0,-0.8489450709348855,-1.0833030192797382,0.0
2018-10-22,1.0,-0.2571961256877814,-1.3462780228275204,-0.0,-0.8551680232822518,-1.0886271656586786,0.0
2018-10-23,1.0,-0.2593990089557667,-1.3460926489975904,-0.0,-0.8531163340455516,-1.0874210119561758,0.0
2018-10-24,1.0,-0.26460560265388866,-1.3515481017323994,-0.0,-0.875783265757464,-1.1155086619977883,0.0
2018-10-25,1.0,-0.2048241476889907,-1.2944796298791719,-0.0,-0.9094012487086197,-1.083052598481786,0.0
2018-10-26,1.0,-0.18441477801924866,-1.2735618929347585,-0.0,-0.9093449239366656,-1.067813899853639,0.0
2018-10-29,1.0,-0.14402415201562777,-1.3050523885633103,-0.0,-0.8998401704848162,-1.0907920440419108,0.0
2018-10-30,1.0,-0.11434947556349029,-1.3143048426690471,-0.0,-0.9097969203302834,-1.1248382057576436,0.0
2018-10-31,1.0,-0.12602910417871924,-1.2834764807974723,-0.0,-0.9164701170397402,-1.1242045302834767,0.0
2018-11-01,1.0,-0.09712022076823786,-1.3092980816308362,-0.0,-0.9176124983308853,-1.126986246494859,0.0
2018-11-02,1.0,-0.09973892650117262,-1.2874905969290678,-0.0,-0.9179167219788487,-1.119872560732776,0.0
2018-11-05,1.0,-0.09942037962921996,-1.288173089686297,-0.0,-0.9178354940046901,-1.1191540197336403,0.0
2018-11-06,1.0,-0.11376554174067495,-1.3037744227353463,-0.0,-0.9139875666074601,-1.1090142095914741,0.0
2018-11-07,1.0,-0.11374576573364237,-1.3119094312711712,-0.0,-0.9173203779639864,-1.1141469067569976,0.0
