Date,CGW,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.17322044528065225,-0.306031148740462,-0.06664576147172573,-0.2978572175185534,-0.2467649210828891,0.0
2018-09-25,1.0,-0.17226433267724778,-0.30817873445286653,-0.06438711838854223,-0.29974035763641693,-0.24929854684031993,0.0
2018-09-26,1.0,-0.17192769317777173,-0.3079533315179825,-0.06323704991516726,-0.3003079114388052,-0.2512305984374018,0.0
2018-09-27,1.0,-0.1724910488075546,-0.30628782009673566,-0.0637157394417806,-0.3002366046190247,-0.2511149730940765,0.0
2018-09-28,1.0,-0.1718910316812195,-0.306824130493959,-0.06394874049877505,-0.3001444814372762,-0.25114642879577864,0.0
2018-10-01,1.0,-0.17182886222278068,-0.3070092772926222,-0.06406148562333773,-0.3000774852882662,-0.25119892777114616,0.0
2018-10-02,1.0,-0.17216393373960756,-0.3044543569768173,-0.06508764214362003,-0.3006010345333082,-0.2518900127746016,0.0
2018-10-03,1.0,-0.1719495854618541,-0.30026798425592494,-0.06446277531195042,-0.3022150573653798,-0.25471066074868104,0.0
2018-10-04,1.0,-0.17330151952781617,-0.2978986144250492,-0.06473690820042698,-0.30386370295952114,-0.2532127757545314,0.0
2018-10-05,1.0,-0.17119468749347422,-0.2965105352183265,-0.062355127696452066,-0.30469647294672875,-0.2534717146615992,0.0
2018-10-08,1.0,-0.17028154327424402,-0.29478623566214807,-0.06031282586027112,-0.3068196037539103,-0.2533055265901981,0.0
2018-10-09,1.0,-0.17026378896882494,-0.2947554999478678,-0.06030653737879262,-0.30678761338755084,-0.2531748514232093,0.0
2018-10-10,1.0,-0.17021808932071225,-0.29467078103498606,-0.06023518618906634,-0.30682623743797177,-0.25305450148033864,0.0
2018-10-11,1.0,-0.1562801387150391,-0.29148626187593624,-0.043112469989534816,-0.3042702070465598,-0.2568280220794944,0.0
2018-10-12,1.0,-0.1549987718005404,-0.2908785720134283,-0.040673872103496274,-0.30465487595185453,-0.2557930074510767,0.0
2018-10-15,1.0,-0.14773865238805664,-0.3024463019353784,-0.030675849665856,-0.30512354131327785,-0.25770983630009603,0.0
2018-10-16,1.0,-0.1480868285504047,-0.30132450331125826,-0.031620472569699944,-0.30514675823726595,-0.2578080287793312,0.0
2018-10-17,1.0,-0.14710082833476149,-0.2992818378422491,-0.030725915044681112,-0.3050352960378667,-0.25808952544171054,0.0
2018-10-18,1.0,-0.14690222158754768,-0.29900650768069525,-0.03082478222729962,-0.3052285848344519,-0.25806319998367977,0.0
2018-10-19,1.0,-0.14434708357899445,-0.29668408319271355,-0.028279830036391732,-0.30619879236383596,-0.25754772602516923,0.0
2018-10-22,1.0,-0.14661432378007852,-0.2919878770620182,-0.022272847466590726,-0.31127067103309397,-0.26190427760714363,0.0
2018-10-23,1.0,-0.14615384615384613,-0.2924297924297924,-0.020879120879120878,-0.3127187627187627,-0.26280016280016283,0.0
2018-10-24,1.0,-0.14536744470492305,-0.29558658648455816,-0.0224441952909999,-0.3130771582917134,-0.2620527978799307,0.0
2018-10-25,1.0,-0.13434869739478958,-0.2797995991983968,-0.020941883767535068,-0.3171943887775551,-0.25172344689378756,0.0
2018-10-26,1.0,-0.1310965270990006,-0.2768546408409966,-0.016456882966627437,-0.3202609163990345,-0.25008477788194927,0.0
2018-10-29,1.0,-0.12557658660728488,-0.2800421504692222,-0.011989024972164785,-0.3181366311436298,-0.25246540480356294,0.0
2018-10-30,1.0,-0.12596186348000718,-0.28001908814347926,-0.012228341916370072,-0.31807607420515777,-0.2520629113395502,0.0
2018-10-31,1.0,-0.12724355164626172,-0.2733269939379532,-0.01303538175046555,-0.317167875113911,-0.25028725385316375,0.0
2018-11-01,1.0,-0.12271323354716085,-0.2794408806525699,-0.007959135186505109,-0.3183456086164568,-0.25142551674982183,0.0
2018-11-02,1.0,-0.12216781969195394,-0.2819592840010308,-0.008325569409479256,-0.3177988780304081,-0.2520070569112137,0.0
2018-11-05,1.0,-0.12043202536662702,-0.28676179151803405,-0.008283789139912802,-0.3182322631787554,-0.24803804994054693,0.0
2018-11-06,1.0,-0.11967252111168378,-0.28624667961780914,-0.008821313880188716,-0.3186773976132894,-0.24889981366213376,0.0
2018-11-07,1.0,-0.1200277612532223,-0.2864168153876661,-0.008268887566924451,-0.3190957763236169,-0.24913741820345034,0.0
2018-11-08,1.0,-0.11845882748925891,-0.2864355435880175,-0.006711940919080523,-0.3188864909814481,-0.24943077197220187,0.0
2018-11-09,1.0,-0.11906506883232643,-0.28671882737446763,-0.006397939982172922,-0.31878775874021986,-0.24981677726057247,0.0
2018-11-12,1.0,-0.11902080493153934,-0.2806393614288819,-0.006164424159800842,-0.3213008515598759,-0.24867128998478652,0.0
2018-11-13,1.0,-0.11449811202013845,-0.27942101950912523,-0.0016323159219634989,-0.32339521711768404,-0.24769902454373818,0.0
2018-11-14,1.0,-0.11444361405026943,-0.27949101207567945,-0.001612712897769736,-0.3234079376942139,-0.24774810211226053,0.0
2018-11-15,1.0,-0.11446422256277261,-0.2797162953357696,-0.0010020040080160322,-0.32461000432237025,-0.2449212149789776,0.0
2018-11-16,1.0,-0.1138321461509782,-0.27715311708953905,-0.0,-0.32440493710876944,-0.24675732422833146,0.0
2018-11-19,1.0,-0.11192519986642833,-0.2783987114262704,-0.0,-0.32622915398063207,-0.24771651377948886,0.0
2018-11-20,1.0,-0.09754093550090968,-0.27505526537159847,-0.0,-0.32848171841070484,-0.25521842048633525,0.0
