Date,IWF,IWM,LGND,MTUM,SPY,VLUE,VXX
2018-09-24,-0.6249683784467494,-1.1136267813474996,1.0,-0.169955308204739,-0.7475756809174466,-0.5600387891053209,0.0
2018-09-25,-0.638630474491313,-1.1181343188479673,1.0,-0.18266003993033428,-0.7505628477974597,-0.5579202242895375,0.0
2018-09-26,-0.6395462463355568,-1.1193015252581044,1.0,-0.18451799294727453,-0.7501805667672176,-0.5550834855759017,0.0
2018-09-27,-0.6406740809915952,-1.1143560573902707,1.0,-0.18583920536548093,-0.7495542915357839,-0.5544188810595126,0.0
2018-09-28,-0.643661552845183,-1.1135098380859292,1.0,-0.1859674471973142,-0.7508818154774554,-0.5556924907568739,0.0
2018-10-01,-0.6442413939651509,-1.1125796855078625,1.0,-0.18606034849128772,-0.751211219719507,-0.5557586060348491,0.0
2018-10-02,-0.6440353711419097,-1.1156789388657427,1.0,-0.18569849502593314,-0.7505314173964799,-0.5553949494090639,0.0
2018-10-03,-0.6442422180642966,-1.1168140840278957,1.0,-0.18625616601462833,-0.7502126211940806,-0.5549413165504338,0.0
2018-10-04,-0.665317894193104,-1.1135121174292972,1.0,-0.18759416297189102,-0.7819723645129353,-0.5562395075545608,0.0
2018-10-05,-0.6565058949624866,-1.1093676312968916,1.0,-0.17556270096463023,-0.7866666666666665,-0.5591425509110397,0.0
2018-10-08,-0.6543548041943077,-1.1054568799486413,1.0,-0.1703830515728654,-0.7913545901990157,-0.5583565161566445,0.0
2018-10-09,-0.6629962579035658,-1.1116607165899608,1.0,-0.1826315110327326,-0.7904856122843993,-0.5534861714482343,0.0
2018-10-10,-0.6683298319327732,-1.141762955182073,1.0,-0.17340686274509806,-0.8085171568627452,-0.584733893557423,0.0
2018-10-11,-0.6535718916115648,-1.1364795367129088,1.0,-0.1533774147543109,-0.7993431003932754,-0.5789359955054237,0.0
2018-10-12,-0.6577732170343766,-1.1310928681375063,1.0,-0.14687018984094408,-0.7837780058149478,-0.5562681717119891,0.0
2018-10-15,-0.6301452264329295,-1.1994070636762053,1.0,-0.09813525822806565,-0.7947065394861219,-0.574288906075449,0.0
2018-10-16,-0.6311785437978166,-1.1965099286512508,1.0,-0.10066191008338347,-0.7950227800223502,-0.5747872431874839,0.0
2018-10-17,-0.6182766074683169,-1.1656423515449497,1.0,-0.09227313186114526,-0.787564107998135,-0.5747467469164582,0.0
2018-10-18,-0.6271099525661297,-1.1846074954061794,1.0,-0.08576556557412077,-0.791632836203581,-0.5841630699542755,0.0
2018-10-19,-0.6187828891529452,-1.1778136139874387,1.0,-0.07384145306399592,-0.7936258699711425,-0.579740281785775,0.0
2018-10-22,-0.6178802554322204,-1.206702952899327,1.0,-0.09201560022286032,-0.790039857712253,-0.5791368448120687,0.0
2018-10-23,-0.6171271666380641,-1.2085979062982666,1.0,-0.08859619014930496,-0.7940621245924145,-0.5819890166466449,0.0
2018-10-24,-0.6178840877914952,-1.2077760631001373,1.0,-0.08316186556927298,-0.7953532235939644,-0.5825188614540467,0.0
2018-10-25,-0.6001681732184149,-1.1776329619508095,1.0,-0.08215261719571157,-0.7870927054866512,-0.5572419592179945,0.0
2018-10-26,-0.5846532177392465,-1.1670556852284095,1.0,-0.0575191730576859,-0.8055185061687229,-0.553351117039013,0.0
2018-10-29,-0.5685761726857618,-1.1829389788293898,1.0,-0.04018264840182648,-0.7987131589871316,-0.5607305936073059,0.0
2018-10-30,-0.5582727838903881,-1.1852190159850529,1.0,-0.03263441976333818,-0.8020344612829562,-0.5738426406477061,0.0
2018-10-31,-0.5591624334035435,-1.171065130301904,1.0,-0.0345269070334118,-0.7973815718828727,-0.5678767604179573,0.0
2018-11-01,-0.5179029747128372,-1.2543442588462994,1.0,-0.0,-0.8324988429334792,-0.6027685446206925,0.0
2018-11-02,-0.5198826733710454,-1.238675885187513,1.0,-0.0,-0.8334799916195265,-0.5981981981981982,0.0
2018-11-05,-0.5268518518518519,-1.2281986531986533,1.0,-0.0,-0.8378787878787879,-0.6158670033670033,0.0
2018-11-06,-0.5467888351573768,-1.2534147789938068,1.0,-0.0,-0.8359633494527869,-0.6057520997709341,0.0
2018-11-07,-0.5458206171583587,-1.2535181417429637,1.0,-0.0,-0.8342234655815531,-0.6051627670396745,0.0
2018-11-08,-0.5139279862190664,-1.255661526826604,1.0,-0.0,-0.8221923448594597,-0.6097222805764464,0.0
2018-11-09,-0.5123646286347745,-1.2755606719536112,1.0,-0.0,-0.8486825275006395,-0.6270572183849237,0.0
2018-11-12,-0.5146678170836928,-1.3036669542709232,1.0,-0.0,-0.8549180327868853,-0.6408541846419327,0.0
2018-11-13,-0.48614318706697457,-1.3027542554101446,1.0,-0.0,-0.8561286459669831,-0.631725258746044,0.0
2018-11-14,-0.4839057645840525,-1.3180013807386952,1.0,-0.0,-0.8680963065239904,-0.6448049706593026,0.0
2018-11-15,-0.4831107281344248,-1.3195605342524772,1.0,-0.0,-0.8712193020249892,-0.6345540715208962,0.0
2018-11-16,-0.481382750021498,-1.3130105770057614,1.0,-0.0,-0.8690343107747871,-0.6361682001891822,0.0
2018-11-19,-0.4786519755530688,-1.3153998450546613,1.0,-0.0,-0.8720409744340192,-0.6379443918395454,0.0
2018-11-20,-0.4495848669006248,-1.3103226910896173,1.0,-0.0,-0.8725926559958914,-0.6472652572113328,0.0
2018-11-21,-0.46240857288654535,-1.308428304133356,1.0,-0.0,-0.8749787378805919,-0.606650790950842,0.0
2018-11-23,-0.46317220287146377,-1.30052671820576,1.0,-0.0,-0.8771557216888964,-0.6068728230396738,0.0
2018-11-26,-0.46296610889323025,-1.3011976556527647,1.0,-0.0,-0.876624479741782,-0.6062600866389195,0.0
2018-11-27,-0.4588310038119441,-1.3016094875052944,1.0,-0.0,-0.8731893265565439,-0.6018636171113935,0.0
2018-11-28,-0.4596975729594646,-1.2992502859079165,1.0,-0.0,-0.8740310898386209,-0.6026515311957304,0.0
2018-11-29,-0.4385825120570351,-1.285217026630321,1.0,-0.0,-0.8671000209687566,-0.6028936884042776,0.0
2018-11-30,-0.43950140596801945,-1.2874470138918033,1.0,-0.0,-0.8708607881814747,-0.5991102530742435,0.0
2018-12-03,-0.4313700547004198,-1.3062375439935545,1.0,-0.0,-0.888860619938091,-0.6139168044778017,0.0
2018-12-04,-0.42701764780566254,-1.3077574167336747,1.0,-0.0,-0.8861145202928605,-0.6111981040247154,0.0
2018-12-06,-0.4204967406551695,-1.2517121874742139,1.0,-0.0,-0.8794867563330308,-0.5740160079214457,0.0
2018-12-07,-0.42433369089858897,-1.2515884148857166,1.0,-0.0,-0.8794042412740325,-0.570426602855021,0.0
2018-12-10,-0.40950430151577216,-1.2541581319131503,1.0,-0.0,-0.8768127816468659,-0.5561655059401884,0.0
2018-12-11,-0.42488513291762386,-1.2502461437479486,1.0,-0.0,-0.8834099113882508,-0.5438546110928782,0.0
2018-12-12,-0.42278792855676456,-1.2517347567234656,1.0,-0.0,-0.8838020940258674,-0.5475672346540752,0.0
2018-12-13,-0.4224364232977851,-1.2472108285479901,1.0,-0.0,-0.8866283839212469,-0.5454881050041017,0.0
2018-12-14,-0.41768242464173944,-1.267501235381321,1.0,-0.0,-0.8821858013506836,-0.5505682754076759,0.0
2018-12-17,-0.4086635187846438,-1.2677478957093,1.0,-0.0,-0.8747690412646274,-0.5547936768630671,0.0
2018-12-18,-0.3977481336433729,-1.258597478888753,1.0,-0.0,-0.8700281483294579,-0.5530942765063436,0.0
2018-12-19,-0.4018523807580888,-1.257456444571382,1.0,-0.0,-0.8682524786813007,-0.5525725243787996,0.0
2018-12-20,-0.39839908983787736,-1.2395676729917517,1.0,-0.0,-0.8781845516232578,-0.547113079517289,0.0
2018-12-21,-0.3917433433759466,-1.2560052113020113,1.0,-0.0,-0.901636674537904,-0.5219444670629427,0.0
2018-12-24,-0.37089012011161887,-1.2354915679217051,1.0,-0.0,-0.8974400452946173,-0.5403405184616007,0.0
2018-12-26,-0.37129109863672816,-1.2421010425020047,1.0,-0.0,-0.8735765838011227,-0.522654370489174,0.0
2018-12-27,-0.3359578016522515,-1.2033510452623821,1.0,-0.0,-0.8120466974362952,-0.5271690648877168,0.0
2018-12-28,-0.32980414969943767,-1.2110529377545083,1.0,-0.0,-0.8127205739771184,-0.524646112080667,0.0
2018-12-31,-0.33179455349522846,-1.2080844130654045,1.0,-0.0,-0.8134455737450539,-0.5259523624796338,0.0
2019-01-02,-0.3272466465069396,-1.2084593316275103,1.0,-0.0,-0.812010545088005,-0.529154066837249,0.0
2019-01-03,-0.32953532534976554,-1.2071852110219743,1.0,-0.0,-0.8130449947680503,-0.5257140642560942,0.0
2019-01-04,-0.3063632857693791,-1.2155032780563055,1.0,-0.0,-0.80474354030081,-0.5299267258002315,0.0
