Date,INFN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-2.0475651189127975,-3.2039763432741917,-1.2115263621492387,-2.588901472253681,-2.531521328803322,0.0
2018-09-25,1.0,-2.0480261503645965,-3.199019361327634,-1.2143575559466935,-2.5847372391249683,-2.5260246416897156,0.0
2018-09-26,1.0,-2.0835352633592654,-3.2517536028567786,-1.2398928708072952,-2.6240275475066954,-2.5543935722484377,0.0
2018-09-27,1.0,-2.0799847405900302,-3.2348677517802646,-1.2388097660223805,-2.6160986775178023,-2.546286876907426,0.0
2018-09-28,1.0,-2.077588399898245,-3.2382345459170696,-1.2401424573899773,-2.616509793945561,-2.5470618163317225,0.0
2018-10-01,1.0,-2.0777155939964387,-3.237980157720682,-1.2403968455863648,-2.616382599847367,-2.5470618163317225,0.0
2018-10-02,1.0,-2.229231815091774,-3.525084976206662,-1.3248130523453432,-2.795785180149558,-2.721278042148198,0.0
2018-10-03,1.0,-2.2386022386022386,-3.51965601965602,-1.327873327873328,-2.8166803166803165,-2.7472017472017467,0.0
2018-10-04,1.0,-2.237842255823457,-3.5051082958724966,-1.3262498297234708,-2.8154202424737775,-2.737365481542024,0.0
2018-10-05,1.0,-2.1906945380984495,-3.471207012811868,-1.276736345246123,-2.8098449089683077,-2.737693863789616,0.0
2018-10-08,1.0,-2.1691855022067674,-3.4404172796576167,-1.258124916410325,-2.7918951451116754,-2.7148589006285944,0.0
2018-10-09,1.0,-2.1668226172971528,-3.439379762063895,-1.2541104130463843,-2.7916054003475472,-2.71527870605534,0.0
2018-10-10,1.0,-2.1659989316239314,-3.435363247863248,-1.2540064102564101,-2.7896634615384612,-2.7098023504273505,0.0
2018-10-11,1.0,-1.953408658118573,-3.39177351783674,-0.9648343277897675,-2.6954424273200455,-2.689729592484448,0.0
2018-10-12,1.0,-1.9241805813234385,-3.331972789115646,-0.914038342609771,-2.6066790352504636,-2.591713048855906,0.0
2018-10-15,1.0,-1.8668862859931674,-3.3463884821864323,-0.8482186432406051,-2.572962420693021,-2.5666178623718885,0.0
2018-10-16,1.0,-1.866952264381885,-3.3805385556915546,-0.8336597307221543,-2.58249694002448,-2.5762545899632805,0.0
2018-10-17,1.0,-1.7555217950216198,-3.197031669977796,-0.7437185929648242,-2.4856842351291344,-2.5044992403879864,0.0
2018-10-18,1.0,-1.754322429906542,-3.194976635514019,-0.7435747663551402,-2.485630841121495,-2.5037383177570094,0.0
2018-10-19,1.0,-1.7416324133881385,-3.216911332941867,-0.7025249559600704,-2.535173223722842,-2.547739283617146,0.0
2018-10-22,1.0,-1.7395686826066574,-3.205110173464604,-0.6992498827941867,-2.5321143928738867,-2.544538209095171,0.0
2018-10-23,1.0,-1.7394258933801994,-3.2036321031048627,-0.7001757469244289,-2.530287053309901,-2.542940831868776,0.0
2018-10-24,1.0,-1.7348989367916814,-3.194064727187756,-0.683491062039958,-2.5283327491529386,-2.542820422946606,0.0
2018-10-25,1.0,-1.5477240934036374,-2.928978801248251,-0.5817281825029592,-2.3786721187990962,-2.323792101581836,0.0
2018-10-26,1.0,-1.4805967035259753,-2.8430002086375965,-0.5249321927811391,-2.330481952847903,-2.2529730857500523,0.0
2018-10-29,1.0,-1.4425269645608627,-2.81869542886492,-0.4955315870570107,-2.2906009244992296,-2.224756034925526,0.0
2018-10-30,1.0,-1.4269881990764495,-2.8192919445869675,-0.4836326321190354,-2.292149820420729,-2.2396100564392,0.0
2018-10-31,1.0,-1.41917502787068,-2.7592986723421506,-0.4747136921049965,-2.2703962703962706,-2.2112090807742986,0.0
2018-11-01,1.0,-1.3921627883549914,-2.7704240959000703,-0.4476679762264531,-2.260098720660824,-2.203082502266546,0.0
2018-11-02,1.0,-1.3767326732673266,-2.6976237623762374,-0.42960396039603954,-2.234257425742574,-2.1626732673267326,0.0
2018-11-05,1.0,-1.377804367334729,-2.7491275301625286,-0.4296540033901685,-2.254561770864493,-2.1599361850633163,0.0
2018-11-06,1.0,-1.3780281128501644,-2.7489781676801917,-0.42946864719369954,-2.2537134881866216,-2.15890738709999,0.0
2018-11-07,1.0,-1.3742771684945163,-2.7506480558325026,-0.4354935194416749,-2.251345962113659,-2.1583250249252246,0.0
2018-11-08,1.0,-2.1834133173365324,-3.9883023395320936,-0.9512597480503899,-3.446460707858428,-3.4275644871025794,0.0
2018-11-09,1.0,-2.216854617494666,-4.054861322767449,-0.9675403840292595,-3.512191405059433,-3.487656202377324,0.0
2018-11-12,1.0,-2.286921151439299,-4.123904881101376,-0.9851376720901125,-3.6519086357947432,-3.5966833541927405,0.0
2018-11-13,1.0,-2.182399512789281,-4.047807551766138,-0.8829171741778319,-3.5884591961023142,-3.5235992691839217,0.0
2018-11-14,1.0,-2.182427287954926,-4.049185320542104,-0.8816811329374142,-3.589614740368509,-3.524744936805238,0.0
2018-11-15,1.0,-2.245742852679269,-4.1696609904702395,-0.8925167942508984,-3.709576628651773,-3.605061709107952,0.0
2018-11-16,1.0,-2.2025822317860437,-4.094835536427912,-0.8659698739624961,-3.6506301875192126,-3.556563172456194,0.0
2018-11-19,1.0,-2.208596518256047,-4.102911723925436,-0.8736712370975197,-3.6570636265598524,-3.56370358958558,0.0
2018-11-20,1.0,-2.0703008638665477,-3.9867441167709265,-0.752755436401549,-3.5705987488829307,-3.5138516532618405,0.0
2018-11-21,1.0,-2.0163483796296293,-3.8820891203703707,-0.7268518518518519,-3.4716435185185186,-3.3705150462962963,0.0
2018-11-23,1.0,-2.004028197381672,-3.847360092073083,-0.7246439361242986,-3.4574881312041432,-3.3528988634728814,0.0
2018-11-26,1.0,-1.998851399856425,-3.847379755922469,-0.7203158650394831,-3.44781048097631,-3.3431442928930366,0.0
2018-11-27,1.0,-1.9748822605965466,-3.859426287997717,-0.6683316683316683,-3.437705151990867,-3.331097473954617,0.0
2018-11-28,1.0,-1.9751570531125069,-3.865362649914335,-0.6674757281553397,-3.4377498572244427,-3.3318103940605366,0.0
2018-11-29,1.0,-1.8925608212628322,-3.826747292926451,-0.5754464913514273,-3.4270847981999717,-3.3408803262550975,0.0
2018-11-30,1.0,-1.8924655608658985,-3.8268203542310935,-0.5725330334551589,-3.4277481023334273,-3.337222378408772,0.0
2018-12-03,1.0,-1.8933145672061928,-3.8389866291344124,-0.5584799437016186,-3.4378606615059817,-3.345953553835327,0.0
2018-12-04,1.0,-1.8577411699008795,-3.8273069942761415,-0.5471171296942622,-3.4079296384196565,-3.3205360882311883,0.0
2018-12-06,1.0,-1.776003276003276,-3.6569751569751565,-0.5701610701610701,-3.402811902811903,-3.2440622440622437,0.0
2018-12-07,1.0,-1.7904840257781436,-3.6720142602495542,-0.5774029891676951,-3.4190319484437133,-3.2528451940216647,0.0
2018-12-10,1.0,-1.6793427852126672,-3.597720948721346,-0.5100039750894396,-3.3282098847224066,-3.1350205379621046,0.0
