Date,IWF,IWM,MTUM,NLSN,SPY,VLUE,VXX
2018-09-24,-0.9874968426370295,-1.4917277090174286,-0.1674033846931043,1.0,-1.392965395301844,-1.2751326092447588,0.0
2018-09-25,-0.9895859631406212,-1.4888916940166625,-0.171232012118152,1.0,-1.3904948245392579,-1.2713329967180005,0.0
2018-09-26,-0.9902796187590734,-1.4897431042100613,-0.17282080414062995,1.0,-1.3900776368112102,-1.2689515874518715,0.0
2018-09-27,-1.006861499364676,-1.4820203303684878,-0.18195679796696312,1.0,-1.4026683608640407,-1.279669631512071,0.0
2018-09-28,-1.0048278490661922,-1.4832931012577817,-0.18282302121712615,1.0,-1.40204548342015,-1.2793800025409732,0.0
2018-10-01,-1.0068649885583525,-1.4825832697686245,-0.18300279684719045,1.0,-1.4038265954741929,-1.2801296720061024,0.0
2018-10-02,-1.0078800203355363,-1.4717844433146925,-0.18746822572445349,1.0,-1.4055033045246568,-1.2822826639552618,0.0
2018-10-03,-1.0066662434131166,-1.462002412545235,-0.18640086343724208,1.0,-1.407275728525173,-1.2864580026664973,0.0
2018-10-04,-1.0125095250190501,-1.453263906527813,-0.18796037592075185,1.0,-1.4147193294386586,-1.281559563119126,0.0
2018-10-05,-0.992479302281489,-1.4403084118055993,-0.1607786134108576,1.0,-1.4287429690956202,-1.297604752575365,0.0
2018-10-08,-0.9887767969735183,-1.4338587641866332,-0.1534047919293821,1.0,-1.4331651954602775,-1.2960277427490543,0.0
2018-10-09,-0.9873904545741126,-1.4342727444675618,-0.1494861610238951,1.0,-1.4350293171931152,-1.2985309879578841,0.0
2018-10-10,-0.9892208774583963,-1.4324256177508825,-0.1511598587997983,1.0,-1.4360816944024206,-1.294692385274836,0.0
2018-10-11,-0.8993186519041245,-1.426572575739141,-0.00255505535953279,1.0,-1.4251125441051222,-1.3298454799853996,0.0
2018-10-12,-0.9022363071035637,-1.4029538387945468,-0.0,1.0,-1.3884836163597225,-1.2857569959339872,0.0
2018-10-15,-0.8683379979753469,-1.4258321919847554,-0.0,1.0,-1.3786696837968202,-1.2820222711844222,0.0
2018-10-16,-0.8617648811297146,-1.4387177501042723,-0.0,1.0,-1.3772269558481798,-1.2807007090508251,0.0
2018-10-17,-0.8186411149825785,-1.3613240418118466,-0.0,1.0,-1.3527293844367017,-1.274506387921022,0.0
2018-10-18,-0.8178598385879349,-1.3598095569877489,-0.0,1.0,-1.353945305695872,-1.274574696626604,0.0
2018-10-19,-0.7886089813800656,-1.3378105724332736,-0.0,1.0,-1.36144578313253,-1.2768201994581194,0.0
2018-10-22,-0.7884305139433049,-1.3273219635860798,-0.0,1.0,-1.3653491587923485,-1.2805369900898826,0.0
2018-10-23,-0.7923147828090794,-1.3274570803087913,-0.0,1.0,-1.362368936513423,-1.2788339670468947,0.0
2018-10-24,-0.7889771027499712,-1.3228052007824185,-0.0,1.0,-1.3622137843746405,-1.279024277988724,0.0
2018-10-25,-0.7185780321373542,-1.2236957957296941,-0.0,1.0,-1.3503742020691174,-1.2102685450143078,0.0
2018-10-26,-0.6841004184100419,-1.2209865668354989,-0.0,1.0,-1.3873045584672978,-1.2130037436687955,0.0
2018-10-29,-0.6513560804899389,-1.2284558180227472,-0.0,1.0,-1.3715551181102363,-1.216699475065617,0.0
2018-10-30,-0.6301549920587107,-1.232597623089983,-0.0,1.0,-1.37581466673969,-1.2381839093050002,0.0
2018-10-31,-0.6310059043388765,-1.1976057635014354,-0.0,1.0,-1.3646606359352147,-1.2235523536103137,0.0
2018-11-01,-0.6164028310551624,-1.204711221567886,-0.0,1.0,-1.360743422118969,-1.220919552650062,0.0
2018-11-02,-0.6182061579651941,-1.1684069611780457,-0.0,1.0,-1.3597858099062918,-1.2083534136546186,0.0
2018-11-05,-0.6162902707909665,-1.1718933961254416,-0.0,1.0,-1.359145884619501,-1.204270576902494,0.0
2018-11-06,-0.6161134903640257,-1.1715203426124199,-0.0,1.0,-1.3599571734475375,-1.2057280513918631,0.0
2018-11-07,-0.6144713621049255,-1.1711856248997272,-0.0,1.0,-1.3576661853575058,-1.2046098721856784,0.0
2018-11-08,-0.5615278073726827,-1.1864479011293416,-0.0,1.0,-1.352066908161091,-1.2270935435755381,0.0
2018-11-09,-0.5608820709491851,-1.1862682433152232,-0.0,1.0,-1.3527218493661448,-1.2266964951528712,0.0
2018-11-12,-0.5592258748674444,-1.1581654294803818,-0.0,1.0,-1.3628844114528103,-1.2220042417815484,0.0
2018-11-13,-0.514578947368421,-1.152842105263158,-0.0,1.0,-1.374157894736842,-1.221578947368421,0.0
2018-11-14,-0.5160288466599989,-1.1520766436805812,-0.0,1.0,-1.3745854608622412,-1.2212454598094438,0.0
2018-11-15,-0.5137633956713595,-1.150294179449464,-0.0,1.0,-1.3747110737549904,-1.2144358058415634,0.0
2018-11-16,-0.5068435680948136,-1.1358749803345745,-0.0,1.0,-1.3752163196811578,-1.2261786145052178,0.0
2018-11-19,-0.5088096486628212,-1.135133717881489,-0.0,1.0,-1.3741478762454116,-1.225747246984793,0.0
2018-11-20,-0.4409711368135876,-1.1210795040116703,-0.0,1.0,-1.3849640512660206,-1.262894654579556,0.0
2018-11-21,-0.4466319641292584,-1.107096840694738,-0.0,1.0,-1.3798381693552544,-1.2203267535948048,0.0
2018-11-23,-0.4474794238683128,-1.0938271604938272,-0.0,1.0,-1.382716049382716,-1.2200102880658437,0.0
2018-11-26,-0.44624402282893727,-1.0987197285207466,-0.0,1.0,-1.3797624556532468,-1.2169263201192864,0.0
2018-11-27,-0.43094909889212235,-1.098228416807066,-0.0,1.0,-1.3698371368764997,-1.2064634706693216,0.0
2018-11-28,-0.4330949948927477,-1.0926966292134832,-0.0,1.0,-1.3728804902962206,-1.2085801838610826,0.0
2018-11-29,-0.3865499723353956,-1.0692621095518335,-0.0,1.0,-1.3629093103968613,-1.2112066797444796,0.0
2018-11-30,-0.39250342831022395,-1.0869013154553304,-0.0,1.0,-1.3837675859617045,-1.2158057798770887,0.0
2018-12-03,-0.38915956151035325,-1.0874949248883476,-0.0,1.0,-1.3834246853430776,-1.2150324807145758,0.0
2018-12-04,-0.38364970893444694,-1.086104783599089,-0.0,1.0,-1.3801569222981525,-1.2120982029865857,0.0
2018-12-06,-0.3609539602028873,-0.9829789309403044,-0.0,1.0,-1.3699765899336713,-1.1631388997268826,0.0
2018-12-07,-0.364793678665496,-0.9825382889474198,-0.0,1.0,-1.3703541117939713,-1.1598868403082627,0.0
2018-12-10,-0.32765916522408156,-0.9789382573571841,-0.0,1.0,-1.3665127909213308,-1.135506828236199,0.0
2018-12-11,-0.32139590854392297,-0.983008423586041,-0.0,1.0,-1.3657761732851985,-1.1433453670276774,0.0
2018-12-12,-0.3224703956869163,-0.9828631943775873,-0.0,1.0,-1.3658419177818426,-1.1425339366515836,0.0
2018-12-13,-0.32184239626905137,-0.9767296504639645,-0.0,1.0,-1.3700658685513725,-1.1392855425741621,0.0
2018-12-14,-0.32590315142198306,-0.9655073020753265,-0.0,1.0,-1.374183320522675,-1.138403151421983,0.0
2018-12-17,-0.3013148458044466,-0.963471192923739,-0.0,1.0,-1.3581639971312454,-1.158307434855367,0.0
2018-12-18,-0.28191035724438546,-0.9439495877949398,-0.0,1.0,-1.3525063962854165,-1.1596228560598882,0.0
2018-12-19,-0.2740396030200864,-0.9496652262690536,-0.0,1.0,-1.360131060354243,-1.1647276698798614,0.0
2018-12-20,-0.27118004808825613,-0.9292819763330348,-0.0,1.0,-1.360237612559521,-1.1538352741502051,0.0
