Date,DLB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.33410384068278803,-0.7019914651493598,-0.13854314841156945,-0.4245791844476055,-0.3642721669037458,0.0
2018-09-25,1.0,-0.3352589169332859,-0.7007050598412133,-0.1405379784334637,-0.42342102144803884,-0.36248370660030804,0.0
2018-09-26,1.0,-0.33481547354379726,-0.7006076774862903,-0.1386986808952127,-0.4244849562768638,-0.36567363272565584,0.0
2018-09-27,1.0,-0.33809410928054995,-0.6931966338746,-0.14089723835486548,-0.4250622259096835,-0.3658883489391964,0.0
2018-09-28,1.0,-0.33927195114721054,-0.6925357206379321,-0.14095571233770085,-0.42538685006225174,-0.36621805893164167,0.0
2018-10-01,1.0,-0.3392031305585201,-0.6925471362504447,-0.1411419423692636,-0.4253527807423218,-0.36629906320407923,0.0
2018-10-02,1.0,-0.3390393686771294,-0.6980152490580591,-0.13970391906725607,-0.42454089654967814,-0.365413712285282,0.0
2018-10-03,1.0,-0.3387402882391317,-0.6939979835122472,-0.1392859261016547,-0.42571614969456134,-0.36768281833817684,0.0
2018-10-04,1.0,-0.33811177395898256,-0.696168343572849,-0.1394058112961149,-0.4248953788620782,-0.369364556436055,0.0
2018-10-05,1.0,-0.3321598674673846,-0.6940212407182794,-0.13303552939088248,-0.427240185782327,-0.3718604857557022,0.0
2018-10-08,1.0,-0.33124538336534204,-0.692628157778106,-0.13159994090707638,-0.42798049933520466,-0.37119219973408185,0.0
2018-10-09,1.0,-0.329044661342798,-0.6943507837917775,-0.12472641230405204,-0.43250517598343685,-0.37713694173321505,0.0
2018-10-10,1.0,-0.33089779618399645,-0.6931223191835527,-0.12672681555982843,-0.43369324064487497,-0.37370211507173495,0.0
2018-10-11,1.0,-0.3036696185680384,-0.6934363604792498,-0.09127742084852694,-0.4252184985819297,-0.38041905423395267,0.0
2018-10-12,1.0,-0.311587565122803,-0.6901013339440087,-0.08994103165970115,-0.40940058395832146,-0.36151027652144047,0.0
2018-10-15,1.0,-0.3176639403070742,-0.68437365475678,-0.09539388721480845,-0.41122112211221123,-0.36119959822069164,0.0
2018-10-16,1.0,-0.31575773240286037,-0.6936618707102036,-0.08873955371758421,-0.412107636196548,-0.3615634243703512,0.0
2018-10-17,1.0,-0.3091715976331361,-0.6779699590350478,-0.08377901684114702,-0.4098486572598999,-0.36401911697769684,0.0
2018-10-18,1.0,-0.3087666401183297,-0.6773808169302538,-0.08402548640345887,-0.41031402889976104,-0.3639776993969735,0.0
2018-10-19,1.0,-0.30264125332277586,-0.6726429500593858,-0.07796504722583565,-0.4117979752276455,-0.36287540297494486,0.0
2018-10-22,1.0,-0.30239597182540806,-0.6734745834629855,-0.07954513309383045,-0.41096432915617664,-0.36236598681791177,0.0
2018-10-23,1.0,-0.30361132320918527,-0.6729447696614915,-0.08252029071576031,-0.4081615338932723,-0.3607081247702271,0.0
2018-10-24,1.0,-0.3033765058537413,-0.67425484983881,-0.08166958882416153,-0.4082631072903116,-0.3603302980600645,0.0
2018-10-25,1.0,-0.293479473449353,-0.6601684515841143,-0.08037706381079875,-0.40682173136992417,-0.348086791610888,0.0
2018-10-26,1.0,-0.287198094393973,-0.6536948814535785,-0.07265122978063372,-0.41158874362951475,-0.3446432528251717,0.0
2018-10-29,1.0,-0.2783342991969534,-0.6612302342909181,-0.06468526644037861,-0.40695973728509527,-0.3484008058062201,0.0
2018-10-30,1.0,-0.26882819188599516,-0.6637576293186777,-0.05758236902427573,-0.41050567538457283,-0.3610704520975448,0.0
2018-10-31,1.0,-0.27045598218948413,-0.653052249677047,-0.05901107660170959,-0.40832256823241625,-0.35769452766401894,0.0
2018-11-01,1.0,-0.28094356821257904,-0.6444769770461011,-0.06789492583487557,-0.40996602491506223,-0.3588929094273955,0.0
2018-11-02,1.0,-0.28497152760584304,-0.629831366399824,-0.06536271354295618,-0.41443151495144565,-0.3563588346950565,0.0
2018-11-05,1.0,-0.2862372694742637,-0.6271125791357005,-0.06523534269199009,-0.4146435452793834,-0.35934489402697495,0.0
2018-11-06,1.0,-0.29142463867859597,-0.630942876806607,-0.06271163110805231,-0.41247075017205775,-0.35534755677907776,0.0
2018-11-07,1.0,-0.28911386833200364,-0.6306638421964841,-0.06654928608765029,-0.410300145808688,-0.35445266719854746,0.0
2018-11-08,1.0,-0.27747245235556284,-0.6343204002952998,-0.05427501162059443,-0.40759576736937086,-0.36056653815656353,0.0
2018-11-09,1.0,-0.276299598020181,-0.6342530558669912,-0.055101315321720586,-0.40854275479231045,-0.360359867647461,0.0
2018-11-12,1.0,-0.2762953473793235,-0.6240835127694949,-0.054675788383439186,-0.4123034151925645,-0.35822726157703944,0.0
2018-11-13,1.0,-0.2680066094211339,-0.6245902971530731,-0.0448844705691145,-0.41498496627569953,-0.3563128098166156,0.0
2018-11-14,1.0,-0.26930580393431963,-0.6239906790223811,-0.044735273397279576,-0.4154879965317293,-0.3560667642117813,0.0
2018-11-15,1.0,-0.26960757780784844,-0.624979702300406,-0.04349120433017592,-0.4176725304465494,-0.35060893098782137,0.0
2018-11-16,1.0,-0.2705729237276646,-0.6278300479921911,-0.044358883978200155,-0.41867086033458956,-0.3499905100187088,0.0
2018-11-19,1.0,-0.27051803634391103,-0.6285326823976132,-0.04277190127474911,-0.4197721724979658,-0.35063737455926225,0.0
2018-11-20,1.0,-0.2835747471986882,-0.6370593058212627,-0.05050560262366767,-0.42006012571740914,-0.3417873735993441,0.0
2018-11-21,1.0,-0.2870669307360482,-0.6327084294202231,-0.055861526357199064,-0.4166417971187499,-0.3207629072953689,0.0
2018-11-23,1.0,-0.28742157155661785,-0.6368253795800853,-0.054540022272319855,-0.4161392834831736,-0.3212103104544097,0.0
2018-11-26,1.0,-0.28762205238393124,-0.6462044768406452,-0.05145918894660973,-0.4151276960317676,-0.3194168683874126,0.0
2018-11-27,1.0,-0.28549688850240496,-0.6582787575749341,-0.034077012962308764,-0.41911464985461566,-0.32052501426669205,0.0
2018-11-28,1.0,-0.286837095458254,-0.6500679902094098,-0.03592602665216209,-0.42341582812075057,-0.32336143595322275,0.0
