Date,IWF,IWM,MANH,MTUM,SPY,VLUE,VXX
2018-09-24,-0.5546380956217022,-1.0162323277077376,1.0,-0.14431868530229186,-0.6985137149071575,-0.6141700567930076,0.0
2018-09-25,-0.5537126715092817,-1.0201372074253432,1.0,-0.14124293785310738,-0.7018966908797417,-0.6185633575464085,0.0
2018-09-26,-0.5538337368845844,-1.0203389830508476,1.0,-0.14152542372881355,-0.70181598062954,-0.617998385794996,0.0
2018-09-27,-0.5531096993485211,-1.0287702828470846,1.0,-0.14012867721442157,-0.7040828713632501,-0.6203617529235625,0.0
2018-09-28,-0.5515678737608739,-1.0296985636253286,1.0,-0.1407242565243779,-0.7038235889136152,-0.6203520129476027,0.0
2018-10-01,-0.5531088082901555,-1.0284974093264247,1.0,-0.140625,-0.7050275259067357,-0.6206687176165803,0.0
2018-10-02,-0.5529697952564363,-1.0407054530711533,1.0,-0.13772552199472937,-0.7037097101155483,-0.619217514696939,0.0
2018-10-03,-0.5533606457631932,-1.0429562325072,1.0,-0.13840100596276314,-0.703322110899282,-0.6183020322070336,0.0
2018-10-04,-0.5566818034382096,-1.0364904313979888,1.0,-0.1392312682452157,-0.7075900097307818,-0.6144988647421343,0.0
2018-10-05,-0.5446908194999798,-1.031059412738802,1.0,-0.1249242699624379,-0.7152146694131426,-0.6230057756775313,0.0
2018-10-08,-0.5428306526383682,-1.0278953521183536,1.0,-0.12173983149917361,-0.7169347361631797,-0.6217599871004151,0.0
2018-10-09,-0.5515885881017993,-1.034081698816664,1.0,-0.1342600097260496,-0.7159183011833361,-0.6166720700275571,0.0
2018-10-10,-0.5517423014586711,-1.0340356564019448,1.0,-0.13411669367909237,-0.7160048622366288,-0.6159643435980551,0.0
2018-10-11,-0.5181347150259068,-1.029505992168651,1.0,-0.08776648340782345,-0.7020923149942649,-0.6177273266621841,0.0
2018-10-12,-0.5309616888193901,-1.025136825645035,1.0,-0.08299452697419858,-0.6800625488663017,-0.5901485535574668,0.0
2018-10-15,-0.5310606356777043,-1.0275616716838032,1.0,-0.07998748973767543,-0.6809101215841119,-0.5899761523124437,0.0
2018-10-16,-0.5280705190989227,-1.0465426052889324,1.0,-0.06734573947110677,-0.683800195886386,-0.5919686581782567,0.0
2018-10-17,-0.512091641917692,-1.008871061056042,1.0,-0.05176071277047094,-0.6819917460562348,-0.6023064758745709,0.0
2018-10-18,-0.5125376128385155,-1.009875781189723,1.0,-0.05115346038114343,-0.6817375202530669,-0.6024612298433762,0.0
2018-10-19,-0.5016476358341636,-1.0009579278105603,1.0,-0.03739750172427006,-0.6879454364319105,-0.6037244233274581,0.0
2018-10-22,-0.5016476358341636,-1.0003448540118018,1.0,-0.03839374664725266,-0.6876388995325313,-0.6037244233274581,0.0
2018-10-23,-0.5033711308611707,-0.9996552252528349,1.0,-0.042522218817039534,-0.683841556849525,-0.6014403922770457,0.0
2018-10-24,-0.5042676158762965,-0.9979714471619399,1.0,-0.03678187315803575,-0.685344662609561,-0.6030925862134956,0.0
2018-10-25,-0.48452296290751207,-0.966388441816072,1.0,-0.03379870494441741,-0.6802784743796084,-0.5779091963918105,0.0
2018-10-26,-0.47118203748376314,-0.9570606791612544,1.0,-0.012915197624791241,-0.6960475041751716,-0.5740582668398589,0.0
2018-10-29,-0.4467067200712061,-0.981530930129061,1.0,-0.0,-0.6897344607624982,-0.5906393710132029,0.0
2018-10-30,-0.43587081463903005,-0.9819051503578182,1.0,-0.0,-0.6904223367570174,-0.5997256108865735,0.0
2018-10-31,-0.43579939864137496,-0.9841864954155684,1.0,-0.0,-0.6913025724785626,-0.600838932402836,0.0
2018-11-01,-0.42180375875746007,-0.9943285020573079,1.0,-0.0,-0.6901434555361975,-0.6005856841012714,0.0
2018-11-02,-0.4261279858448835,-0.9693674432320848,1.0,-0.0,-0.6955544087289884,-0.5951784134473606,0.0
2018-11-05,-0.42092260039086987,-0.9851764445591653,1.0,-0.0,-0.6974814705556991,-0.5838342121759652,0.0
2018-11-06,-0.43499999999999994,-1.0014074074074073,1.0,-0.0,-0.6934814814814814,-0.5737777777777777,0.0
2018-11-07,-0.4342499722417558,-1.001480439690588,1.0,-0.0,-0.6920685443576742,-0.5733002701802437,0.0
2018-11-08,-0.41294610074900867,-1.0011749155529446,1.0,-0.0,-0.6824790718167132,-0.5750110148333089,0.0
2018-11-09,-0.41157449935697227,-1.002057688774573,1.0,-0.0,-0.6852838508175638,-0.5755649458019475,0.0
2018-11-12,-0.4120085093896714,-0.9805604460093897,1.0,-0.0,-0.7002640845070423,-0.5749706572769954,0.0
2018-11-13,-0.4000291885580852,-0.9802977232924693,1.0,-0.0,-0.6990294804436662,-0.5692133683596031,0.0
2018-11-14,-0.40108727378867487,-0.979531523642732,1.0,-0.0,-0.6991754232340922,-0.5687755399883246,0.0
2018-11-15,-0.40101430239346175,-0.9836908931698775,1.0,-0.0,-0.7063995913601868,-0.5574649737302978,0.0
2018-11-16,-0.4013205895228367,-0.9828177440536991,1.0,-0.0,-0.7061141106084927,-0.5577849117174961,0.0
2018-11-19,-0.40081724980845707,-0.9831077383341238,1.0,-0.0,-0.7065197562844321,-0.5579554161041994,0.0
2018-11-20,-0.4012050392550667,-0.9869636662406428,1.0,-0.0,-0.7076866897936828,-0.5557787109731606,0.0
2018-11-21,-0.40616621983914214,-0.9818129121078184,1.0,-0.0,-0.703717121947685,-0.5312296210419536,0.0
2018-11-23,-0.4065464552103701,-0.978456079368528,1.0,-0.0,-0.7045043087841263,-0.5312839452530959,0.0
2018-11-26,-0.40511425462459194,-0.9906782734856727,1.0,-0.0,-0.7026115342763873,-0.5287268770402612,0.0
2018-11-27,-0.39414634146341465,-0.9972538392050588,1.0,-0.0,-0.6984281842818428,-0.5235411020776874,0.0
2018-11-28,-0.39348706086453666,-1.0010119994217146,1.0,-0.0,-0.6968700303599827,-0.5229145583345381,0.0
2018-11-29,-0.37261921810110266,-0.9897250465416009,1.0,-0.0,-0.6926106258055277,-0.5251682657883431,0.0
2018-11-30,-0.37307554600787685,-0.9905836018617975,1.0,-0.0,-0.694343000358038,-0.5223773720014322,0.0
2018-12-03,-0.37066991125107357,-0.9913756083595762,1.0,-0.0,-0.6944245634125393,-0.5220798740337818,0.0
2018-12-04,-0.3608343155112682,-0.9982856530590377,1.0,-0.0,-0.6913461195042679,-0.5211257544912319,0.0
2018-12-06,-0.3573520184061912,-0.9408073624764693,1.0,-0.0,-0.6959143833228753,-0.4919472913616398,0.0
2018-12-07,-0.35642321770960433,-0.9412933588983788,1.0,-0.0,-0.6961826738713613,-0.4922433327523095,0.0
2018-12-10,-0.3358090368937405,-0.9459375431808761,1.0,-0.0,-0.6961793560867762,-0.47654414812767715,0.0
2018-12-11,-0.32602076124567475,-0.950968858131488,1.0,-0.0,-0.6952249134948097,-0.48802768166089966,0.0
2018-12-12,-0.32653979238754327,-0.950726643598616,1.0,-0.0,-0.695294117647059,-0.48764705882352943,0.0
2018-12-13,-0.32652143845089904,-0.9484094052558784,1.0,-0.0,-0.6963001383125864,-0.48658367911479944,0.0
2018-12-14,-0.32976223389549353,-0.9390378766933923,1.0,-0.0,-0.7006842687309925,-0.4864528614874205,0.0
2018-12-17,-0.31675906477049687,-0.9391894218518646,1.0,-0.0,-0.6900588822698943,-0.49740022726490135,0.0
2018-12-18,-0.31187813078981674,-0.9357373224456186,1.0,-0.0,-0.6877444589308995,-0.4956769368009332,0.0
2018-12-19,-0.3105376934426792,-0.9361424698898534,1.0,-0.0,-0.6885358405105857,-0.4961397248052705,0.0
2018-12-20,-0.3091505277180039,-0.9242408716740104,1.0,-0.0,-0.6911910373330602,-0.4910680739146771,0.0
2018-12-21,-0.3053014588363315,-0.9273982385146394,1.0,-0.0,-0.6959567449926889,-0.47192845240929027,0.0
2018-12-24,-0.30605358238462066,-0.9338400708978117,1.0,-0.0,-0.6995364373849615,-0.46915263480809877,0.0
2018-12-26,-0.30796280642434487,-0.9451901944209636,1.0,-0.0,-0.6746238377007607,-0.453491124260355,0.0
2018-12-27,-0.272098813970251,-0.9163226525129414,1.0,-0.0,-0.6239761483520084,-0.46392765873795955,0.0
2018-12-28,-0.2692030646323096,-0.9194551764782921,1.0,-0.0,-0.6235348045314648,-0.4619867723135354,0.0
2018-12-31,-0.26917032283413006,-0.9196188854691899,1.0,-0.0,-0.6234365791369262,-0.4619867723135354,0.0
2019-01-02,-0.26696980601262715,-0.9193300402368412,1.0,-0.0,-0.6220353953351434,-0.4629199515849389,0.0
2019-01-03,-0.2744245357049438,-0.9165576772168454,1.0,-0.0,-0.6276157467957102,-0.45108553492021974,0.0
2019-01-04,-0.254328863429241,-0.92390313761229,1.0,-0.0,-0.6206874104934254,-0.4558651217289415,0.0
2019-01-07,-0.2412909015158799,-0.9037913021183861,1.0,-0.0,-0.6187866551293145,-0.44095119059064836,0.0
2019-01-08,-0.242960450531166,-0.896390630999616,1.0,-0.0,-0.6216562140023039,-0.4387879175732753,0.0
2019-01-09,-0.243650107299574,-0.8994266679478556,1.0,-0.0,-0.6221453508856218,-0.437750232215496,0.0
2019-01-10,-0.2440039706682891,-0.8985558295174357,1.0,-0.0,-0.6223382112779787,-0.43725383457683564,0.0
2019-01-11,-0.24285805790417625,-0.8970343325646938,1.0,-0.0,-0.6237829874455547,-0.43898923904688697,0.0
2019-01-14,-0.24115363639280102,-0.8948702319463605,1.0,-0.0,-0.6239453338038562,-0.44814090019569475,0.0
2019-01-15,-0.23995890454939478,-0.8920923363405785,1.0,-0.0,-0.6242655793495361,-0.4542652582913282,0.0
2019-01-16,-0.24211642932913305,-0.894307113697001,1.0,-0.0,-0.6270211192902376,-0.45105917901571896,0.0
2019-01-17,-0.24100025713551043,-0.8957636924659295,1.0,-0.0,-0.627057084083312,-0.45037284649010023,0.0
2019-01-18,-0.24486704270749393,-0.8890249798549557,1.0,-0.0,-0.6276873489121676,-0.461627719580983,0.0
2019-01-22,-0.04458953999606274,-1.0464597414528514,1.0,-0.0,-0.8111752739681082,-0.3788634424831026,0.0
2019-01-23,-0.04122423485321674,-1.0218284624741114,1.0,-0.0,-0.8237943390644005,-0.40060488510470427,0.0
2019-01-24,-0.1040214927378054,-0.9904290151960373,1.0,-0.0,-0.46699129656060223,-0.23706377858002406,0.0
2019-01-25,-0.02799032294362552,-1.0727467086755935,1.0,-0.0,-0.5340384831776752,-0.1783503994598852,0.0
2019-01-28,-0.02796006506253856,-1.0761680408323517,1.0,-0.0,-0.5227158001009591,-0.17754781535700265,0.0
2019-01-29,-0.02232581650706282,-1.0743913055688168,1.0,-0.0,-0.5259063719846105,-0.1856833946474206,0.0
2019-01-30,-0.025143113705241887,-1.0715287911101135,1.0,-0.0,-0.5199236726905376,-0.1895555056684252,0.0
2019-01-31,-0.002015226153157188,-1.0772503358710255,1.0,-0.0,-0.5127351097178683,-0.20692454097626511,0.0
2019-02-01,-0.0,-1.076957519449264,1.0,-0.0,-0.5128728941624223,-0.20862483908882298,0.0
2019-02-04,-0.0,-1.0827181208053693,1.0,-0.0,-0.5023210290827741,-0.21138143176733784,0.0
2019-02-05,-0.0,-1.096636532090516,1.0,-0.0,-0.5096861137627042,-0.20124656072772193,0.0
2019-02-06,-0.0,-1.1026649069107861,1.0,-0.0,-0.5159922495858021,-0.189463929684648,0.0
2019-02-07,-0.0,-1.1271352723915051,1.0,-0.0,-0.593432594644506,-0.1649353647276085,0.0
2019-02-08,-0.0,-1.141961694718514,1.0,-0.0,-0.6234184561810795,-0.13656413232733602,0.0
2019-02-11,-0.0,-1.1360694922171048,1.0,-0.0,-0.6453098583338192,-0.13356264210342214,0.0
2019-02-12,-0.0,-1.1477183032712603,1.0,-0.0,-0.6445756716461543,-0.13108428099511796,0.0
2019-02-13,-0.0,-1.1594173223740019,1.0,-0.0,-0.6386930704653815,-0.12700734197209465,0.0
2019-02-14,-0.0,-1.1363489783354344,1.0,-0.0,-0.659406056697253,-0.13582128932016066,0.0
2019-02-15,-0.0,-1.1241518483855872,1.0,-0.0,-0.6622309312119794,-0.13827795975666823,0.0
2019-02-19,-0.0,-1.1114651543498597,1.0,-0.0,-0.674959073900842,-0.13683933582787652,0.0
2019-02-20,-0.0,-1.119024646960793,1.0,-0.0,-0.6699119960237406,-0.13475426132210624,0.0
2019-02-21,-0.0,-1.1175008770903987,1.0,-0.0,-0.6712665185358437,-0.13486726698631737,0.0
2019-02-22,-0.0,-1.1177881100681346,1.0,-0.0,-0.6709945316840659,-0.1354504781121151,0.0
2019-02-25,-0.0,-1.1166872101895875,1.0,-0.0,-0.6793449550977285,-0.13872747549451195,0.0
2019-02-26,-0.0,-1.1170980806480013,1.0,-0.0,-0.6787579972999942,-0.13890356283383223,0.0
2019-02-27,-0.0,-1.1173069585889122,1.0,-0.0,-0.6773104804390574,-0.14025768203562938,0.0
2019-02-28,-0.0,-1.1215633344092018,1.0,-0.0,-0.6812886945805581,-0.1313635163287462,0.0
2019-03-01,-0.0,-1.1206148069928428,1.0,-0.0,-0.6830928076968203,-0.12953185498064063,0.0
2019-03-04,-0.0,-1.115083438425668,1.0,-0.0,-0.6789746898554125,-0.13875120978385194,0.0
2019-03-05,-0.0,-1.1183597665232001,1.0,-0.0,-0.6775543894817522,-0.1520252343611815,0.0
