Date,HAP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1812903808792301,-0.30167623006370575,-0.08476031265531107,-0.3387475714995708,-0.35257308091989337,0.0
2018-09-25,1.0,-0.1820727658709546,-0.30088755391946514,-0.08609047178120553,-0.3379931796111023,-0.351385532645272,0.0
2018-09-26,1.0,-0.18286346796783226,-0.30188849733441764,-0.08771573145387188,-0.3376479624107707,-0.3488750338845215,0.0
2018-09-27,1.0,-0.18422775607883865,-0.29828641094529607,-0.08877249226740118,-0.33766057842096947,-0.3487458514889486,0.0
2018-09-28,1.0,-0.18243212720784205,-0.3003568685910466,-0.08914938790260649,-0.3377603107918869,-0.3489632741563897,0.0
2018-10-01,1.0,-0.1821098533631578,-0.3012042748367564,-0.08936035608576788,-0.3376036512347771,-0.3491493255609029,0.0
2018-10-02,1.0,-0.1824446452779033,-0.2988477180298238,-0.0903298689561681,-0.33807049254405785,-0.34968368730230454,0.0
2018-10-03,1.0,-0.1822886066796222,-0.291951010078185,-0.08914448411443034,-0.34132507795905453,-0.35497356171193567,0.0
2018-10-04,1.0,-0.18351856871780972,-0.2897804283003524,-0.08940995753139964,-0.34277582000542156,-0.3535059184964308,0.0
2018-10-05,1.0,-0.17760018009905448,-0.28520936515083295,-0.08435389464205315,-0.3461278703286808,-0.3579243583971184,0.0
2018-10-08,1.0,-0.17703155574548482,-0.28420413396009986,-0.08348890038460674,-0.3467083511392007,-0.35772924585591864,0.0
2018-10-09,1.0,-0.17566594672426206,-0.28471472282217425,-0.07986861051115911,-0.3488795896328294,-0.36069114470842334,0.0
2018-10-10,1.0,-0.17528580430281754,-0.28528670447385,-0.07919254658385093,-0.348951300747142,-0.3617337294085876,0.0
2018-10-11,1.0,-0.16119012225155865,-0.28073484058485504,-0.06281200772115107,-0.3465643096447827,-0.36739810521177696,0.0
2018-10-12,1.0,-0.16730021313528598,-0.27547186394498036,-0.0626002504888928,-0.33613851596317373,-0.3557601458987937,0.0
2018-10-15,1.0,-0.15672329777426577,-0.29366960797225516,-0.047587690416611796,-0.33735019096536284,-0.35967338337942845,0.0
2018-10-16,1.0,-0.15490605427974946,-0.30339523129326446,-0.04069882430502142,-0.3384463245797165,-0.3601142731567959,0.0
2018-10-17,1.0,-0.1484939496822495,-0.2878906590058327,-0.034408461739357535,-0.3391224862888482,-0.3664577348306782,0.0
2018-10-18,1.0,-0.14889957985937263,-0.2886779720051375,-0.03393778435683654,-0.3387683131244966,-0.36658902409822147,0.0
2018-10-19,1.0,-0.1461064328500738,-0.28604913620974043,-0.03114419654483896,-0.3396996267037069,-0.3673278930462714,0.0
2018-10-22,1.0,-0.1472969160318597,-0.2833517807148903,-0.028213642381231415,-0.3421012652733468,-0.3692731731666558,0.0
2018-10-23,1.0,-0.14721649484536084,-0.2834291915355399,-0.02799782962561042,-0.34231144872490504,-0.36941942485078677,0.0
2018-10-24,1.0,-0.14628735482187133,-0.28702857888555394,-0.029775109835138546,-0.34279437992083167,-0.3690678150419766,0.0
2018-10-25,1.0,-0.13779552921471366,-0.2746032768579956,-0.028495350984560547,-0.34443513925572805,-0.3620004724172733,0.0
2018-10-26,1.0,-0.1320939961155102,-0.27091114763195523,-0.018995581926450813,-0.3522293129575481,-0.36010500928435746,0.0
2018-10-29,1.0,-0.12440975028714851,-0.27572637937635597,-0.0127196154337006,-0.349364019228315,-0.3648062279321053,0.0
2018-10-30,1.0,-0.12728510928089554,-0.2756602609121284,-0.014428908893570836,-0.3489965736661772,-0.36178680116623047,0.0
2018-10-31,1.0,-0.12747682626073645,-0.2740241517135811,-0.014648354451909177,-0.3486265838931882,-0.36127646908750743,0.0
2018-11-01,1.0,-0.12719232976891517,-0.27441059546333896,-0.014371053806415955,-0.34864686749293144,-0.36129594591721764,0.0
2018-11-02,1.0,-0.126726394415952,-0.2766700006384201,-0.014704943499819115,-0.34817305441467516,-0.36179268370539036,0.0
2018-11-05,1.0,-0.1248005446460864,-0.2820032763866136,-0.014658638810288706,-0.3486585962598132,-0.35738144373763375,0.0
2018-11-06,1.0,-0.1245185862927421,-0.28178394365597803,-0.015000957507926037,-0.3488094984786263,-0.3577036832138222,0.0
2018-11-07,1.0,-0.12452123584985957,-0.281789939569325,-0.015022555111073284,-0.3488169205889863,-0.3576900161715891,0.0
2018-11-08,1.0,-0.12056421677802524,-0.2819811220702089,-0.01134796903171068,-0.34777813129706225,-0.3594442676848022,0.0
2018-11-09,1.0,-0.12213772887548326,-0.28310463486129406,-0.01028081056969285,-0.3479969412464421,-0.36061429967288333,0.0
2018-11-12,1.0,-0.12192329708070979,-0.2788271958277682,-0.010112573936271704,-0.3494032097352075,-0.359812588776527,0.0
2018-11-13,1.0,-0.11624963078610913,-0.276994809907591,-0.004599350183552049,-0.3517026034853791,-0.3602472678172075,0.0
2018-11-14,1.0,-0.11560718057022175,-0.27841605068637804,-0.004181626187961985,-0.3524181626187962,-0.3613093980992609,0.0
