Date,IWF,IWM,MTUM,REPL,SPY,VLUE,VXX
2019-03-20,-0.0,-1.9153182945553326,-0.0,1.0,-4.479626786346994,-4.415613558521318,0.0
2019-03-21,-0.0,-1.930749910297811,-0.0,1.0,-4.647769405573496,-4.381772515249372,0.0
2019-03-22,-0.0,-1.8966292134831462,-0.0,1.0,-4.621052631578947,-4.309520993494973,0.0
2019-03-25,-0.0,-1.629608426837646,-0.015914815662926494,1.0,-4.585298832150218,-4.218571101442638,0.0
2019-03-26,-0.0,-1.7208187134502924,-0.0,1.0,-4.714502923976608,-4.260701754385964,0.0
2019-03-27,-0.0,-1.694970760233918,-0.018362573099415202,1.0,-4.728771929824561,-4.253801169590643,0.0
2019-03-28,-0.0,-1.703110383536015,-0.01824134705332086,1.0,-4.720767072029935,-4.251052385406922,0.0
2019-03-29,-0.0,-1.6686987104337632,-0.03552168815943728,1.0,-4.73516998827667,-4.283939038686987,0.0
2019-04-01,-0.0,-1.6755113968439508,-0.02945645821157218,1.0,-4.7279953243717125,-4.256107539450613,0.0
2019-04-02,-0.0,-1.6678248783877692,-0.13724808895066018,1.0,-4.665160991429233,-4.111999073430623,0.0
2019-04-03,-0.0,-1.6756157347963117,-0.12221314345745303,1.0,-4.748336640597642,-4.126648768530408,0.0
2019-04-04,-0.0,-1.664047842401501,-0.14540337711069418,1.0,-4.800070356472796,-4.116674484052533,0.0
2019-04-05,-0.0,-1.6523529411764704,-0.184,1.0,-4.822235294117647,-4.106117647058823,0.0
2019-04-08,-0.0,-1.6916915720263,-0.14297668858338314,1.0,-4.931739390316796,-4.188164973102212,0.0
2019-04-09,-0.0,-1.7007666506947772,-0.14027311931001438,1.0,-4.942980354575947,-4.19489698131289,0.0
2019-04-10,-0.0,-1.6884361893349311,-0.11815458358298384,1.0,-4.971839424805273,-4.204913121629718,0.0
2019-04-11,-0.0,-1.6450532360330183,-0.13291063524345018,1.0,-4.984687163536308,-4.2005024524464645,0.0
2019-04-12,-0.0,-1.6479530763706007,-0.1399329662437156,1.0,-4.983840076610007,-4.198587502992578,0.0
2019-04-15,-0.0,-1.654449634686789,-0.15582704515510842,1.0,-4.9571206132470955,-4.210085040124566,0.0
2019-04-16,-0.0,-1.7196446199407702,-0.10451628825271471,1.0,-5.139807502467917,-4.3756169792694966,0.0
2019-04-17,-0.0,-1.7178978681209718,-0.15790778383738224,1.0,-5.177243430837878,-4.341596430342092,0.0
2019-04-18,-0.0,-1.6964995034756702,-0.14001986097318767,1.0,-5.197616683217477,-4.378972194637536,0.0
2019-04-22,-0.0,-1.683111225012814,-0.12967708867247565,1.0,-5.43208610968734,-4.569067145053818,0.0
2019-04-23,-0.0,-1.6908622908622908,-0.1193050193050193,1.0,-5.453796653796654,-4.606048906048906,0.0
2019-04-24,-0.0,-1.650730581902076,-0.11176621379133556,1.0,-5.447064855165342,-4.607536529095103,0.0
2019-04-25,-0.0,-1.6991880396958372,-0.127722644670705,1.0,-5.470163680886712,-4.591055548395411,0.0
2019-04-26,-0.0,-1.654709105139577,-0.21119227758935558,1.0,-5.608009392121054,-4.570571354030785,0.0
2019-04-29,-0.0,-1.6167672526895829,-0.1922067698766728,1.0,-5.654683810023616,-4.65625819994752,0.0
2019-04-30,-0.0,-1.6040435867139293,-0.20874359984245766,1.0,-5.661283970066956,-4.654457135355127,0.0
2019-05-01,-0.0,-1.562756792577866,-0.2307488402915838,1.0,-5.725911199469848,-4.734393638170975,0.0
2019-05-02,-0.0,-1.5588862243538502,-0.20223820943245405,1.0,-5.796029842792432,-4.765654143351985,0.0
2019-05-03,-0.0,-1.5946524064171121,-0.19572192513368983,1.0,-5.806016042780748,-4.7727272727272725,0.0
2019-05-06,-0.0,-1.4879053694843167,-0.24189261031366296,1.0,-5.792796384901648,-4.768341307814992,0.0
2019-05-07,-0.0,-1.498274030801912,-0.24614976101964953,1.0,-5.777482740308019,-4.75477960701009,0.0
2019-05-08,-0.0,-1.4805856974767944,-0.38462544123414827,1.0,-5.542423846254412,-4.665969407765721,0.0
2019-05-09,-0.0,-1.4724481763316715,-0.3967462608239307,1.0,-5.585279454211493,-4.665573340330622,0.0
2019-05-10,-0.0,-1.4757842236513978,-0.4088463052894081,1.0,-5.588266176663605,-4.652316576978606,0.0
2019-05-13,-0.0,-1.5056743204011611,-0.3880971232515175,1.0,-5.609395618896807,-4.692926893639482,0.0
2019-05-14,-0.0,-1.3490399191510865,-0.6653612935826175,1.0,-5.221702880242547,-4.396538655886812,0.0
2019-05-15,-0.0,-1.3136392206159648,-0.7060967944688875,1.0,-5.205656819610308,-4.345317410433689,0.0
2019-05-16,-0.0,-1.3216352201257862,-0.7125786163522012,1.0,-5.191194968553459,-4.353207547169811,0.0
2019-05-17,-0.0,-1.3137008665075975,-0.6955921135250533,1.0,-5.188120055255556,-4.36066808991586,0.0
2019-05-20,-0.0,-1.271441091774133,-0.7196694628771755,1.0,-5.176411668962063,-4.352698134468512,0.0
2019-05-21,-0.0,-1.2655254279645132,-0.7329751343246282,1.0,-5.154816943646133,-4.341871798075721,0.0
2019-05-22,-0.0,-1.2245430809399478,-0.763148079074972,1.0,-5.139375854780554,-4.306104687305732,0.0
2019-05-23,-0.0,-1.2145869511287521,-0.7850409327710246,1.0,-5.13346564128008,-4.270776482262466,0.0
2019-05-24,-0.0,-1.097645600991326,-0.8685254027261463,1.0,-5.124783147459728,-4.300619578686494,0.0
2019-05-28,-0.0,-1.0919226957383548,-0.8688057482656095,1.0,-5.126238850346878,-4.301536174430129,0.0
2019-05-29,-0.0,-1.113302921957835,-0.8742448526692146,1.0,-5.109974109234373,-4.231414128960671,0.0
2019-05-30,-0.0,-1.1028923076923076,-0.8674461538461539,1.0,-5.106707692307692,-4.230523076923077,0.0
2019-05-31,-0.0,-1.123656578134651,-0.8389129092032119,1.0,-5.121680049413219,-4.2690549722050655,0.0
2019-06-03,-0.0,-1.1452548438849808,-0.9456991237813156,1.0,-5.126619770455386,-4.123534493397506,0.0
2019-06-04,-0.0,-1.1462601826709455,-0.9440878795359171,1.0,-5.125154282893113,-4.127252530239447,0.0
2019-06-05,-0.0,-1.1063803529556953,-1.0646674071331605,1.0,-5.2465753424657535,-3.9234851289645807,0.0
2019-06-06,-0.0,-1.155114693118413,-0.9823930564166149,1.0,-5.244017358958462,-4.0176069435833845,0.0
2019-06-07,-0.0,-1.2166832421680756,-0.9623321730482348,1.0,-5.237319741422178,-4.0152909000497266,0.0
2019-06-10,-0.0,-1.224287484510533,-0.9364312267657993,1.0,-5.207434944237918,-4.023296158612144,0.0
2019-06-11,-0.0,-1.2197054090852828,-0.9520980319346454,1.0,-5.204233197177868,-4.00173288773363,0.0
2019-06-12,-0.0,-1.2239009287925697,-0.9577708978328174,1.0,-5.205201238390093,-3.9970278637770895,0.0
2019-06-13,-0.0,-1.237741456166419,-0.9713967310549778,1.0,-5.198984645864289,-3.974244675581972,0.0
2019-06-14,-0.0,-1.2125370919881306,-0.9928288822947577,1.0,-5.206973293768547,-3.9517804154302674,0.0
2019-06-17,-0.0,-1.2089976517117786,-0.9936967000370783,1.0,-5.207761710542578,-3.9489556297120263,0.0
2019-06-18,-0.0,-1.2295122555087894,-0.9865065610299578,1.0,-5.218989848972518,-3.944293141866799,0.0
2019-06-19,-0.0,-1.22687306501548,-1.0345510835913312,1.0,-5.237647058823529,-3.884829721362229,0.0
2019-06-20,-0.0,-1.2259222579846496,-1.0279772220846743,1.0,-5.239663282990839,-3.8857390443179,0.0
2019-06-21,-0.0,-1.24215855766856,-1.0146949864163992,1.0,-5.203877500617437,-3.887997036305261,0.0
2019-06-24,-0.0,-1.2177249659611338,-1.00358955316252,1.0,-5.2398811734125506,-3.916450055699963,0.0
2019-06-25,-0.0,-1.2257464998141494,-0.9982653946227233,1.0,-5.24557056126874,-3.9203320530293646,0.0
2019-06-26,-0.0,-1.2649955237242614,-0.9592019439826065,1.0,-5.370379843969817,-4.1947819414247345,0.0
2019-06-27,-0.0,-1.285677518980826,-0.9915068845708402,1.0,-5.429803114142324,-4.161240509586926,0.0
