Date,AMN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6638148828663298,-1.7497703261368855,-0.14165135507579238,-1.1418810289389068,-1.0447289848415249,0.0
2018-09-25,1.0,-0.6790401850245736,-1.7562301243133855,-0.1552471812662619,-1.146921075455334,-1.0445793581960103,0.0
2018-09-26,1.0,-0.6826923076923078,-1.7614110287303062,-0.16021779425393884,-1.1481116774791473,-1.0399096385542168,0.0
2018-09-27,1.0,-0.6871744414862831,-1.7491029054288691,-0.16373422849866884,-1.1482231739784698,-1.0394142840606553,0.0
2018-09-28,1.0,-0.6845730824891463,-1.7514905933429814,-0.16468885672937772,-1.1481910274963822,-1.039768451519537,0.0
2018-10-01,1.0,-0.6861127251597908,-1.7604880883207439,-0.16670540383497967,-1.1520627542126671,-1.0452062754212668,0.0
2018-10-02,1.0,-0.6902018133957297,-1.7960807253582918,-0.16063176367358878,-1.1551915764843521,-1.0474992687920446,0.0
2018-10-03,1.0,-0.6895463049579046,-1.782974742750234,-0.15902712815715622,-1.1596117867165574,-1.0554256314312442,0.0
2018-10-04,1.0,-0.6980447254419857,-1.7737384381219996,-0.16063692776021543,-1.170940170940171,-1.0506966397377355,0.0
2018-10-05,1.0,-0.674066717298592,-1.7687094701174273,-0.1324414324940118,-1.1922065782555356,-1.074721037564994,0.0
2018-10-08,1.0,-0.6694224499301351,-1.761469492314858,-0.12674662319515603,-1.193292966930601,-1.0711457848160224,0.0
2018-10-09,1.0,-0.6674430792523147,-1.7627671344552496,-0.12135328713678449,-1.196296511966459,-1.0752343795492927,0.0
2018-10-10,1.0,-0.6754529514903566,-1.765634132086499,-0.12688486265341906,-1.2046171829339567,-1.0720046756282875,0.0
2018-10-11,1.0,-0.5755963713741741,-1.760779482584836,-0.0,-1.1751035950274389,-1.0882517639153322,0.0
2018-10-12,1.0,-0.5692982456140351,-1.7391447368421051,-0.0,-1.1332785087719297,-1.0407346491228069,0.0
2018-10-15,1.0,-0.5359969433982861,-1.7632771136946672,-0.0,-1.1229736368102177,-1.0360242344850172,0.0
2018-10-16,1.0,-0.5267473858007705,-1.803852504127683,-0.0,-1.1300495321959274,-1.0429829389102918,0.0
2018-10-17,1.0,-0.485140562248996,-1.7276037483266398,-0.0,-1.1050066934404283,-1.0370013386880856,0.0
2018-10-18,1.0,-0.4848403541722565,-1.726911725248189,-0.0,-1.1133887845452106,-1.0411054467400054,0.0
2018-10-19,1.0,-0.45408271474019085,-1.70694591728526,-0.0,-1.109013785790032,-1.0321314952279959,0.0
2018-10-22,1.0,-0.45575596816976127,-1.7084880636604776,-0.0,-1.1086472148541113,-1.0320954907161803,0.0
2018-10-23,1.0,-0.4625471147210277,-1.7101449275362317,-0.0,-1.10521845304454,-1.0307373785634655,0.0
2018-10-24,1.0,-0.45861831292084193,-1.7051057738189916,-0.0,-1.1056147606171465,-1.0326599862149408,0.0
2018-10-25,1.0,-0.3902932254802831,-1.6126390293225479,-0.0,-1.0909504550050557,-0.9617290192113246,0.0
2018-10-26,1.0,-0.3571999600279804,-1.5899370440691514,-0.0,-1.1021285100429699,-0.9472369341460977,0.0
2018-10-29,1.0,-0.323424317617866,-1.6028784119106698,-0.0,-1.08560794044665,-0.9508188585607941,0.0
2018-10-30,1.0,-0.30930290250558173,-1.6032746216819647,-0.0,-1.0863309352517985,-0.9626395435375836,0.0
2018-10-31,1.0,-0.3128957832212459,-1.5683569780570419,-0.0,-1.077708507191596,-0.9499288203819154,0.0
2018-11-01,1.0,-0.2797384978372002,-1.6002261108926463,-0.0,-1.0806134486826582,-0.9548761305544631,0.0
2018-11-02,1.0,-0.32447737496692247,-1.7495104525006613,-0.0,-1.1581370732998146,-1.0602804974861073,0.0
2018-11-05,1.0,-0.32277175350436393,-1.7527638190954773,-0.0,-1.1575773604866437,-1.0564400952129067,0.0
2018-11-06,1.0,-0.3298592741508835,-1.7584911649560895,-0.0,-1.1529996825732727,-1.0490953338271083,0.0
2018-11-07,1.0,-0.3286121974421308,-1.757636613465807,-0.0,-1.1509354190888912,-1.0476693795581862,0.0
2018-11-08,1.0,-0.2804699738903394,-1.75822454308094,-0.0,-1.131644908616188,-1.0515926892950391,0.0
2018-11-09,1.0,-0.27997076023391815,-1.7577276524644945,-0.0,-1.1324665831244778,-1.0512740183792815,0.0
2018-11-12,1.0,-0.2776710123097699,-1.7298602815145692,-0.0,-1.1412247441957097,-1.0452397029034437,0.0
2018-11-13,1.0,-0.23248652809853734,-1.7260969976905314,-0.0,-1.1393379522709777,-1.0342314600975109,0.0
2018-11-14,1.0,-0.2323444877848491,-1.726288236501745,-0.0,-1.1394477520016424,-1.0343358653253951,0.0
2018-11-15,1.0,-0.23030023567988522,-1.7281483758581822,-0.0,-1.1430474433855928,-1.021979711035967,0.0
2018-11-16,1.0,-0.23117069177241095,-1.7232910356119524,-0.0,-1.1406569791240277,-1.0215411379451493,0.0
2018-11-19,1.0,-0.22684067204439193,-1.7318501772594153,-0.0,-1.1505420541540359,-1.0287211632328008,0.0
2018-11-20,1.0,-0.15507120616609668,-1.7229850441529275,-0.0,-1.1604308100658465,-1.0659486498902557,0.0
2018-11-21,1.0,-0.15257742358519116,-1.7108342580449916,-0.0,-1.14753354181378,-1.0329365479673156,0.0
2018-11-23,1.0,-0.15342396777442094,-1.7004531722054381,-0.0,-1.1490936555891238,-1.0322759315206445,0.0
2018-11-26,1.0,-0.1525184924269109,-1.7032154179036885,-0.0,-1.1465304684748152,-1.029688522115433,0.0
2018-11-27,1.0,-0.13709717711716213,-1.7047214589058206,-0.0,-1.1357981513864601,-1.018636022982763,0.0
2018-11-28,1.0,-0.1389097086893519,-1.6999450357267776,-0.0,-1.1378603907460152,-1.0200369759656223,0.0
2018-11-29,1.0,-0.11603624901497242,-1.6756796690307327,-0.0,-1.1213061465721041,-1.0121650906225375,0.0
2018-11-30,1.0,-0.11541681028115613,-1.6762026687675415,-0.0,-1.1218179132404353,-1.0104387217489783,0.0
2018-12-03,1.0,-0.11103448275862068,-1.679605911330049,-0.0,-1.1238423645320197,-1.011576354679803,0.0
2018-12-04,1.0,-0.09687239161388522,-1.686502675897285,-0.0,-1.118132272794226,-1.0083959346000884,0.0
2018-12-06,1.0,-0.07408985466079629,-1.6050276949296975,-0.0,-1.0982341523457841,-0.9568243147280217,0.0
2018-12-07,1.0,-0.0749786992331724,-1.605320458203162,-0.0,-1.09822020259396,-0.9550317144750544,0.0
2018-12-10,1.0,-0.03063610851262863,-1.616417212347989,-0.0,-1.099532273152479,-0.9306828811973807,0.0
2018-12-11,1.0,-0.025791050365100168,-1.6190320164763152,-0.0,-1.098811084066654,-0.9371372402171878,0.0
2018-12-12,1.0,-0.02766983473009036,-1.618661922374643,-0.0,-1.0995833138255537,-0.9359520576806031,0.0
2018-12-13,1.0,-0.02717365885599364,-1.6120854964688274,-0.0,-1.1048126841588326,-0.9329778775548384,0.0
2018-12-14,1.0,-0.03126460416861389,-1.6013178801757173,-0.0,-1.1085148144686419,-0.9322366576315543,0.0
2018-12-17,1.0,-0.020679055470169065,-1.600763820967817,-0.0,-1.10120627823576,-0.9347957710400074,0.0
2018-12-18,1.0,-0.0015691342071257155,-1.5862100793797305,-0.0,-1.0935480893483478,-0.9337733062580764,0.0
2018-12-19,1.0,-0.0,-1.588887861699177,-0.0,-1.097300545437737,-0.9361652953684015,0.0
2018-12-20,1.0,-0.0,-1.5673019517795637,-0.0,-1.0991963260619977,-0.9259701492537313,0.0
2018-12-21,1.0,-0.0,-1.575323009255017,-0.0,-1.108723540731238,-0.8976908274534957,0.0
2018-12-24,1.0,-0.0,-1.5408413592585863,-0.0,-1.0896329274940941,-0.9125022714882791,0.0
2018-12-26,1.0,-0.0,-1.558766599144722,-0.0,-1.052982219221247,-0.8896691424713032,0.0
2018-12-27,1.0,-0.0,-1.4844440629961808,-0.0,-0.9368750804617432,-0.8700167360425697,0.0
2018-12-28,1.0,-0.0,-1.4854006774428676,-0.0,-0.9347854049650559,-0.8674270033872143,0.0
2018-12-31,1.0,-0.0,-1.4845002786948505,-0.0,-0.9352141662736355,-0.8678986408266518,0.0
2019-01-02,1.0,-0.0,-1.4831898582380403,-0.0,-0.9310462974859737,-0.8686025097434579,0.0
2019-01-03,1.0,-0.0,-1.4852802334563557,-0.0,-0.9549394901725173,-0.8512574027980431,0.0
2019-01-04,1.0,-0.0,-1.4852834689270349,-0.0,-0.9271627550368445,-0.8469991906972781,0.0
2019-01-07,1.0,-0.0,-1.4425103069170864,-0.0,-0.9088826885437055,-0.8130179486111688,0.0
2019-01-08,1.0,-0.0,-1.41850569438071,-0.0,-0.9375495390263234,-0.8156522464644779,0.0
2019-01-09,1.0,-0.0,-1.4340746957616448,-0.0,-0.9453629878304658,-0.816995383969786,0.0
2019-01-10,1.0,-0.0,-1.4322680758262034,-0.0,-0.9458144606609629,-0.8158446569367556,0.0
2019-01-11,1.0,-0.0,-1.429242907503777,-0.0,-0.9477925130099044,-0.8197498740977003,0.0
2019-01-14,1.0,-0.0,-1.4264582282736595,-0.0,-0.9495713565305093,-0.8263573709867205,0.0
2019-01-15,1.0,-0.0,-1.4162631069187688,-0.0,-0.9501831810333938,-0.8446540615656716,0.0
2019-01-16,1.0,-0.0,-1.4170486563774758,-0.0,-0.9352790277135287,-0.8530636275705454,0.0
2019-01-17,1.0,-0.0,-1.4046998486631914,-0.0,-0.9405582646712628,-0.8585421220783588,0.0
2019-01-18,1.0,-0.0,-1.394406779661017,-0.0,-0.9516101694915254,-0.891271186440678,0.0
2019-01-22,1.0,-0.0,-1.5545056564518227,-0.0,-0.9729097134931298,-0.806987126695852,0.0
2019-01-23,1.0,-0.0,-1.517449956483899,-0.0,-0.9920365535248041,-0.8420800696257614,0.0
2019-01-24,1.0,-0.0,-1.5053487563054444,-0.0,-1.007305618368412,-0.8358845016524613,0.0
2019-01-25,1.0,-0.0,-1.5146154531681668,-0.0,-1.0973175296319402,-0.8439978611531949,0.0
2019-01-28,1.0,-0.0,-1.4914058663333185,-0.0,-1.1280860752712176,-0.8449930800482164,0.0
2019-01-29,1.0,-0.0,-1.4883658492930016,-0.0,-1.1281098979774475,-0.858197601575085,0.0
2019-01-30,1.0,-0.0,-1.4871335869321995,-0.0,-1.1270977847393153,-0.8610427388677555,0.0
2019-01-31,1.0,-0.0,-1.5056023664395841,-0.0,-1.0851111509501612,-0.8911796342775187,0.0
2019-02-01,1.0,-0.0,-1.5041956472963878,-0.0,-1.094772268341934,-0.8883553960062823,0.0
2019-02-04,1.0,-0.0,-1.487964696442899,-0.0,-1.0889720959258267,-0.880583043594544,0.0
2019-02-05,1.0,-0.0,-1.4708087841456883,-0.0,-1.0815925727548652,-0.9110873058382432,0.0
2019-02-06,1.0,-0.0,-1.460988790138895,-0.0,-1.0877138135858158,-0.9173775177526685,0.0
2019-02-07,1.0,-0.0,-1.4663950208212062,-0.0,-1.1036582635561725,-0.9076254869475663,0.0
2019-02-08,1.0,-0.0,-1.4583501366671148,-0.0,-1.116682349778196,-0.9058565219339517,0.0
2019-02-11,1.0,-0.0,-1.4375224577793748,-0.0,-1.1216762486525333,-0.9323571685231764,0.0
2019-02-12,1.0,-0.0,-1.4388654140070125,-0.0,-1.1321136384069048,-0.9242110941292817,0.0
2019-02-13,1.0,-0.0,-1.4520178161695236,-0.0,-1.1276825482521258,-0.9193323435461376,0.0
2019-02-14,1.0,-0.0,-1.4305618384149101,-0.0,-1.1642992852619198,-0.928752374920836,0.0
2019-02-15,1.0,-0.0,-1.4610707803992737,-0.0,-1.1550816696914699,-0.9210526315789473,0.0
2019-02-19,1.0,-0.0,-1.478922119016025,-0.0,-1.4716750025518015,-1.1530060222517098,0.0
2019-02-20,1.0,-0.0,-1.4905476714995645,-0.0,-1.4831702443772734,-1.1494441313591885,0.0
2019-02-21,1.0,-0.0,-1.4713897853593565,-0.0,-1.4903949592746273,-1.160903642231443,0.0
