Date,IWF,IWM,MTUM,SPY,VLUE,VOYA,VXX
2018-09-24,-0.19436821381696695,-0.5378534781052381,-0.1456568428588474,-0.4894702302827825,-0.615588831881637,1.0,0.0
2018-09-25,-0.19544343054810043,-0.5367388322299755,-0.1474622770919067,-0.48842965348601414,-0.6139440567781952,1.0,0.0
2018-09-26,-0.1959562222288492,-0.53738108728715,-0.1486595294187815,-0.4880863626875019,-0.6120537977514687,1.0,0.0
2018-09-27,-0.1948455765838491,-0.5449517146530332,-0.14700870033186833,-0.48955063234370794,-0.6134780398839956,1.0,0.0
2018-09-28,-0.19376924686817953,-0.5459383502257303,-0.1473674769037582,-0.4894011421054205,-0.6133285496457082,1.0,0.0
2018-10-01,-0.19349243375799985,-0.5467731323643759,-0.14764639033435012,-0.48923380584963216,-0.6134338178120701,1.0,0.0
2018-10-02,-0.19533937599090612,-0.5337880283586108,-0.152322833467947,-0.4928056477908403,-0.6171587543749439,1.0,0.0
2018-10-03,-0.19511976316497714,-0.527526090726952,-0.15140097485123052,-0.49514069555336265,-0.6211536736341616,1.0,0.0
2018-10-04,-0.19394756554307116,-0.5330337078651686,-0.1512808988764045,-0.4934232209737828,-0.6245692883895131,1.0,0.0
2018-10-05,-0.17731475921700493,-0.5275309235018615,-0.13453224450582443,-0.5136303590728954,-0.6492734478203435,1.0,0.0
2018-10-08,-0.17607724369546313,-0.5257728867432306,-0.1328675522504423,-0.5147980449188881,-0.6490449488740292,1.0,0.0
2018-10-09,-0.173443036454267,-0.5278661942225692,-0.12473725301783678,-0.520359137589334,-0.6563870037835566,1.0,0.0
2018-10-10,-0.17338177014531045,-0.5275609463192026,-0.12480485168728235,-0.5204755614266843,-0.6560285817221089,1.0,0.0
2018-10-11,-0.15051216768310735,-0.5238616851204926,-0.10204867073242939,-0.5171117295280951,-0.666972585706673,1.0,0.0
2018-10-12,-0.1451388271550064,-0.5264171630070821,-0.09695676652739503,-0.521172252348357,-0.6735413518238659,1.0,0.0
2018-10-15,-0.1333037431572718,-0.5443704690042906,-0.0815505252256251,-0.5219707057256991,-0.6778221630418702,1.0,0.0
2018-10-16,-0.13321103089122974,-0.5449757367735827,-0.0811042726949935,-0.5219256716771216,-0.6777133388566694,1.0,0.0
2018-10-17,-0.12220239314238905,-0.5200257452970949,-0.06998039846698459,-0.5238875398613265,-0.6895058658318949,1.0,0.0
2018-10-18,-0.12036114205311602,-0.5177932813507651,-0.07184733540481913,-0.5298411209474116,-0.691504953977839,1.0,0.0
2018-10-19,-0.11462751177279241,-0.5160139226066863,-0.06759484044575739,-0.5316622305419871,-0.6950188657170434,1.0,0.0
2018-10-22,-0.11477472205968403,-0.517203042715038,-0.0692802808660035,-0.530573434757168,-0.6938560561732008,1.0,0.0
2018-10-23,-0.11308190925162051,-0.5255450795521509,-0.0568650559811432,-0.5460813199764291,-0.7048025928108427,1.0,0.0
2018-10-24,-0.1114158482998614,-0.5280309062490783,-0.05727093102126279,-0.5467574980093781,-0.7055648942758559,1.0,0.0
2018-10-25,-0.10229932131991576,-0.5186344488649661,-0.055113503393400425,-0.5475076058974959,-0.7018195647086357,1.0,0.0
2018-10-26,-0.09870719776380153,-0.5141800605637084,-0.050518285581178664,-0.5498485907290939,-0.6984334963894712,1.0,0.0
2018-10-29,-0.0951785142724125,-0.5149998545115955,-0.04766200133849332,-0.5507027089940932,-0.7012250123665145,1.0,0.0
2018-10-30,-0.09730185988299328,-0.5149460080915097,-0.04895654451785663,-0.5504264050993976,-0.6989841953604797,1.0,0.0
2018-10-31,-0.10265620021434986,-0.49648060713147757,-0.050024621266981435,-0.5511108536338094,-0.6963473626278134,1.0,0.0
2018-11-01,-0.1348410938654841,-0.4812121212121212,-0.07142645971914265,-0.5632815964523282,-0.7056319290465632,1.0,0.0
2018-11-02,-0.13749594646384244,-0.47100616137495943,-0.06983874296158721,-0.5660210489077563,-0.7036349164234544,1.0,0.0
2018-11-05,-0.13636899498968463,-0.47382847038019454,-0.06987916298261125,-0.5661066902446213,-0.7010315355142941,1.0,0.0
2018-11-06,-0.13574060427413412,-0.4732792925571113,-0.07050847457627119,-0.5665143699336772,-0.7016359616801768,1.0,0.0
2018-11-07,-0.13510327960632937,-0.47302354362495214,-0.07157379850900197,-0.5657247252261544,-0.7012405339305183,1.0,0.0
