Date,DMLP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.28117241156934186,-0.7586495985554444,-0.0,-0.6024570341469706,-0.5822074613871602,0.0
2018-09-25,1.0,-0.29857124217118997,-0.7684629436325678,-0.0,-0.6105167014613778,-0.5844532881002088,0.0
2018-09-26,1.0,-0.3230986294006987,-0.8102324643912926,-0.0,-0.6360857296425692,-0.5898951894651976,0.0
2018-09-27,1.0,-0.3338281935353263,-0.802010931911735,-0.0,-0.6429583642620961,-0.5952493420608679,0.0
2018-09-28,1.0,-0.33167848699763597,-0.8056399864910504,-0.0,-0.6437352245862885,-0.5961837217156366,0.0
2018-10-01,1.0,-0.33564893256523215,-0.8064384954252797,-0.0,-0.6480515079634023,-0.5985767536428329,0.0
2018-10-02,1.0,-0.3361823361823362,-0.8481447156145953,-0.0,-0.6495039989015893,-0.5987025023169602,0.0
2018-10-03,1.0,-0.33718173384187194,-0.851492973233,-0.0,-0.6494519465347215,-0.597945229014191,0.0
2018-10-04,1.0,-0.33842667307626273,-0.848538955464753,-0.0,-0.6504824365621674,-0.5962297840195034,0.0
2018-10-05,1.0,-0.3217186540167907,-0.8389529724933451,-0.0,-0.652276295133438,-0.5997884103474165,0.0
2018-10-08,1.0,-0.31847263817043286,-0.8345358017968962,-0.0,-0.6526340865777294,-0.5975701061802341,0.0
2018-10-09,1.0,-0.32185200327064595,-0.8363314254565277,-0.0,-0.6525960752248569,-0.5961433633142545,0.0
2018-10-10,1.0,-0.32658703071672357,-0.8366894197952219,-0.0,-0.6568600682593857,-0.5928327645051195,0.0
2018-10-11,1.0,-0.26140425671465584,-0.8104482996097465,-0.0,-0.622929852753091,-0.5846259797330535,0.0
2018-10-12,1.0,-0.2735720761559383,-0.8055303717135086,-0.0,-0.6009260458489833,-0.5578616759487113,0.0
2018-10-15,1.0,-0.25307347294375787,-0.821593365815882,-0.0,-0.5955600012906973,-0.5564841405569358,0.0
2018-10-16,1.0,-0.24548280551777737,-0.8397448351790687,-0.0,-0.5960753837186711,-0.5567644582604754,0.0
2018-10-17,1.0,-0.2191317661318618,-0.7955408120953079,-0.0,-0.5979713565755478,-0.5770469841472361,0.0
2018-10-18,1.0,-0.21997253536869668,-0.7982946380097723,-0.0,-0.5974515376999967,-0.5778111327563632,0.0
2018-10-19,1.0,-0.20454401820135243,-0.7855969158819439,-0.0,-0.5958414965556468,-0.5739745939455223,0.0
2018-10-22,1.0,-0.20456698881940494,-0.7790727054513297,-0.0,-0.5983829195881498,-0.5763059819341797,0.0
2018-10-23,1.0,-0.20500836833296493,-0.7789496952663656,-0.0,-0.5979094956895191,-0.5760255155208892,0.0
2018-10-24,1.0,-0.2042411774014876,-0.7841430606108561,-0.0,-0.5998417471118848,-0.5768317771799335,0.0
2018-10-25,1.0,-0.1660427888858456,-0.7311543260598314,-0.0,-0.6054657780212422,-0.5406129218783287,0.0
2018-10-26,1.0,-0.144763396487846,-0.7184854965511009,-0.0,-0.6162836230006928,-0.5326064038073436,0.0
2018-10-29,1.0,-0.12572198114619182,-0.7245249139607961,-0.0,-0.6067634295974862,-0.5356277121053419,0.0
2018-10-30,1.0,-0.14995759631693723,-0.7354313060334383,-0.0,-0.6163981100072692,-0.5270474921250302,0.0
2018-10-31,1.0,-0.15208051674928647,-0.7200841219768666,-0.0,-0.6113564668769716,-0.5208652546191979,0.0
2018-11-01,1.0,-0.15995900033161498,-0.7172831690331917,-0.0,-0.6142715022157909,-0.5231678273190438,0.0
2018-11-02,1.0,-0.17221903409948958,-0.6806306442357063,-0.0,-0.6418798513999214,-0.525627472892567,0.0
2018-11-05,1.0,-0.17192124177085222,-0.6813734372168871,-0.0,-0.6417829316905236,-0.5247629401461618,0.0
2018-11-06,1.0,-0.1664285062783132,-0.6816758383752395,-0.0,-0.6534614332188138,-0.5387796053631693,0.0
2018-11-07,1.0,-0.16759197120370936,-0.6842169483253004,-0.0,-0.6572509303886279,-0.541394667805503,0.0
2018-11-08,1.0,-0.14048589105175796,-0.6842009959257583,-0.0,-0.6471103063226197,-0.5461898294854384,0.0
2018-11-09,1.0,-0.14390762686113642,-0.6908234579155271,-0.0,-0.6512610148890914,-0.5525676086295959,0.0
2018-11-12,1.0,-0.14318957961860435,-0.6742119737677174,-0.0,-0.6560790595061803,-0.5486717640303423,0.0
2018-11-13,1.0,-0.11612459232219262,-0.6699979055085126,-0.0,-0.6607821429640047,-0.5452260554741031,0.0
2018-11-14,1.0,-0.11439149123082232,-0.7235277507608321,-0.0,-0.7088758510337904,-0.5906566686537195,0.0
2018-11-15,1.0,-0.11385610246107482,-0.7279633350075339,-0.0,-0.7169136112506278,-0.5803930185836264,0.0
2018-11-16,1.0,-0.10881218846985799,-0.7175460045769461,-0.0,-0.7179221919182419,-0.5906141258346657,0.0
2018-11-19,1.0,-0.10967276830491475,-0.7171514543630892,-0.0,-0.7172768304914744,-0.5903021564694082,0.0
2018-11-20,1.0,-0.10879593309693412,-0.7197100448740076,-0.0,-0.7197414252988985,-0.589795085825462,0.0
2018-11-21,1.0,-0.1055161148457624,-0.7217126342903813,-0.0,-0.7222780674750267,-0.5917886536407614,0.0
2018-11-23,1.0,-0.10536446828652572,-0.7337014831177027,-0.0,-0.7223414326285894,-0.5941621962764279,0.0
2018-11-26,1.0,-0.10549575428517313,-0.7333249155592032,-0.0,-0.7230341866851857,-0.5948104422488083,0.0
2018-11-27,1.0,-0.09408880927689263,-0.7393230885264448,-0.0,-0.7191791584173973,-0.5899877439426794,0.0
2018-11-28,1.0,-0.0969691247285431,-0.7308721241305511,-0.0,-0.7253328297611179,-0.5941837409120952,0.0
2018-11-29,1.0,-0.06708282865927513,-0.7173204136774435,-0.0,-0.7217304885244884,-0.5995217242771514,0.0
2018-11-30,1.0,-0.06675567423230974,-0.7173906293662868,-0.0,-0.722110100288757,-0.5986276275343869,0.0
2018-12-03,1.0,-0.06671426797466781,-0.7172792748044207,-0.0,-0.7219359245001863,-0.5985036632310939,0.0
2018-12-04,1.0,-0.06567961014371294,-0.7175093894527733,-0.0,-0.7223205140143403,-0.5984418164323183,0.0
2018-12-06,1.0,-0.05925346647817848,-0.6507654825999338,-0.0,-0.7278551448250971,-0.5699160826540741,0.0
2018-12-07,1.0,-0.06116741346645416,-0.6504375545063604,-0.0,-0.7278441042913422,-0.567798394129853,0.0
2018-12-10,1.0,-0.04411808425246009,-0.6490174510211969,-0.0,-0.7253916817789934,-0.5544192407170675,0.0
2018-12-11,1.0,-0.047892264700636185,-0.6476901123729116,-0.0,-0.7260835959331708,-0.5511326476009275,0.0
2018-12-12,1.0,-0.052631578947368425,-0.6526734687771162,-0.0,-0.7354058825289489,-0.5514197660153796,0.0
2018-12-13,1.0,-0.05216741405082212,-0.6481913303437967,-0.0,-0.7399701046337817,-0.5492077727952167,0.0
2018-12-14,1.0,-0.044371081564042764,-0.684162704061544,-0.0,-0.7397704212981191,-0.5604082745252446,0.0
2018-12-17,1.0,-0.037610552687977306,-0.682634549790214,-0.0,-0.7344018835461379,-0.5638564399770594,0.0
2018-12-18,1.0,-0.03288544202963898,-0.6783599362731836,-0.0,-0.732347371268825,-0.5623891544172904,0.0
2018-12-19,1.0,-0.02011615947728235,-0.6878214048036784,-0.0,-0.7460523927642325,-0.5709964305160627,0.0
2018-12-20,1.0,-0.01894110219175611,-0.6741228465770722,-0.0,-0.7488049066474249,-0.5646553020053516,0.0
2018-12-21,1.0,-0.01627371355839748,-0.680192738953876,-0.0,-0.7566822231650403,-0.5773380204860901,0.0
2018-12-24,1.0,-0.0,-0.6544905660377358,-0.0,-0.755079245283019,-0.6092981132075472,0.0
2018-12-26,1.0,-0.0,-0.6628136200716847,-0.0,-0.7299880525686978,-0.5940860215053764,0.0
2018-12-27,1.0,-0.0,-0.6225408660739891,-0.0,-0.6611987381703469,-0.5840550616575854,0.0
2018-12-28,1.0,-0.0,-0.622828641862065,-0.0,-0.6604941810468383,-0.5831279023103824,0.0
2018-12-31,1.0,-0.0,-0.6199408267026686,-0.0,-0.6649527475368397,-0.5876253123833051,0.0
2019-01-02,1.0,-0.0,-0.6227622589293437,-0.0,-0.6645910807460579,-0.5953760558101993,0.0
2019-01-03,1.0,-0.0,-0.6267589321906306,-0.0,-0.6587526782095083,-0.6098500202675314,0.0
2019-01-04,1.0,-0.0,-0.6341512643810732,-0.0,-0.6322770393010582,-0.616994896340936,0.0
2019-01-07,1.0,-0.0,-0.6039631908767572,-0.0,-0.6229323096031163,-0.5958900242759555,0.0
