Date,IWF,IWM,MTUM,SPY,SURF,VLUE,VXX
2019-04-02,-1.310589519650655,-2.909934497816594,-1.2670578602620088,-3.579284934497817,1.0,-3.5794213973799125,0.0
2019-04-03,-1.3201202843083653,-2.9122471295790047,-1.2669491525423728,-3.5895297977036633,1.0,-3.579825041006014,0.0
2019-04-04,-1.3193931939319394,-2.90843241765751,-1.2734727347273473,-3.5924559245592453,1.0,-3.5730490638239716,0.0
2019-04-05,-1.333469221361598,-2.872537029487702,-1.2572360375050957,-3.5693708384291343,1.0,-3.556053811659192,0.0
2019-04-08,-1.3395689304595364,-2.849532330215535,-1.2618950793005288,-3.558221499254439,1.0,-3.54642808729836,0.0
2019-04-09,-1.376393799292902,-2.821593690508567,-1.2873266249660051,-3.5805004079412566,1.0,-3.5323633396790863,0.0
2019-04-10,-1.3717966101694916,-2.800813559322034,-1.2934237288135595,-3.5789830508474583,1.0,-3.5141694915254242,0.0
2019-04-11,-1.4027266530334015,-2.7749147920927064,-1.32733469665985,-3.6091342876618953,1.0,-3.519154737559646,0.0
2019-04-12,-1.4009523809523812,-2.7714285714285714,-1.3246258503401362,-3.5979591836734697,1.0,-3.510476190476191,0.0
2019-04-15,-1.3926288589691282,-2.77546579627363,-1.3243574051407587,-3.5924112607099143,1.0,-3.5148918808649534,0.0
2019-04-16,-1.3923275744796624,-2.776765065977418,-1.3247177254795264,-3.5942048700857026,1.0,-3.515848183920555,0.0
2019-04-17,-1.3906610560608117,-2.741007194244604,-1.343830595900638,-3.5949504547305553,1.0,-3.503732862766391,0.0
2019-04-18,-1.3933514246947083,-2.735820895522388,-1.337720488466757,-3.593080054274084,1.0,-3.5086838534599725,0.0
2019-04-22,-1.3998114732022622,-2.7137085914354966,-1.3112038782655533,-3.5611365472663614,1.0,-3.4803393482359275,0.0
2019-04-23,-1.4020479655079494,-2.716653193209378,-1.3146052277014284,-3.5614389652384806,1.0,-3.4787119374831583,0.0
2019-04-24,-1.3923015021459226,-2.6849517167381975,-1.3137070815450642,-3.5482832618025753,1.0,-3.4726394849785405,0.0
2019-04-25,-1.3863758029978588,-2.665149892933619,-1.3311027837259102,-3.541086723768737,1.0,-3.4594486081370452,0.0
2019-04-26,-1.3900453696290365,-2.6355751267680807,-1.3348011742727512,-3.538030424339471,1.0,-3.4455564451561247,0.0
2019-04-29,-1.3861426256077796,-2.6786871961102108,-1.3387358184764993,-3.6061588330632097,1.0,-3.4964883846569426,0.0
2019-04-30,-1.3853223408568724,-2.6788755237194213,-1.3355858899851332,-3.6087309095823765,1.0,-3.5066900932558456,0.0
2019-05-01,-1.3984311604003246,-2.6717608872058425,-1.333107925344874,-3.6182039491479574,1.0,-3.50297538544766,0.0
2019-05-02,-1.4058679706601465,-2.681064928008693,-1.3368649823417549,-3.626460201032328,1.0,-3.533143167617495,0.0
2019-05-03,-1.4054898763418942,-2.685147438510667,-1.3384970784073924,-3.6264438103003123,1.0,-3.533224622910722,0.0
2019-05-06,-1.3979964803032354,-2.626370651143901,-1.354000270745905,-3.622715581426831,1.0,-3.536212264789495,0.0
2019-05-07,-1.4019820798262286,-2.638066793374966,-1.3699429812652728,-3.624762421938637,1.0,-3.5411349443388542,0.0
2019-05-08,-1.371482176360225,-2.5960868399892787,-1.3631734119538996,-3.573706781023854,1.0,-3.496783704100777,0.0
2019-05-09,-1.3771965124077798,-2.593963782696177,-1.368879946344735,-3.5798792756539233,1.0,-3.493896713615023,0.0
2019-05-10,-1.371536185095507,-2.6007532956685497,-1.3633306429916598,-3.601694915254237,1.0,-3.5143933279526496,0.0
2019-05-13,-1.3809459641557742,-2.607330548443606,-1.3550734402371647,-3.6066567847998923,1.0,-3.5252661366392672,0.0
2019-05-14,-1.2986479321314954,-2.490721102863203,-1.4639448568398727,-3.5511664899257696,1.0,-3.451219512195122,0.0
2019-05-15,-1.2753277711561384,-2.4968878294265666,-1.4892067275857503,-3.556482585088068,1.0,-3.425241689842405,0.0
2019-05-16,-1.2612552966101696,-2.5015889830508473,-1.5010593220338984,-3.5533633474576267,1.0,-3.4242584745762707,0.0
2019-05-17,-1.258282533792738,-2.4855552610654654,-1.517095149748211,-3.540816326530612,1.0,-3.4503047972435725,0.0
2019-05-20,-1.2557277181830222,-2.465103959740432,-1.531982518871673,-3.540590650245001,1.0,-3.4498741888491593,0.0
2019-05-21,-1.236220472440945,-2.45761154855643,-1.5356955380577426,-3.486089238845144,1.0,-3.4078740157480314,0.0
2019-05-22,-1.2282125098141847,-2.4341795341533627,-1.5495943470295734,-3.479455639884847,1.0,-3.3941376602983513,0.0
2019-05-23,-1.2306289881494987,-2.421929938794114,-1.5767678083083734,-3.4527933324651645,1.0,-3.3404089074098193,0.0
2019-05-24,-1.2141752577319587,-2.360309278350515,-1.591623711340206,-3.4114690721649485,1.0,-3.309020618556701,0.0
2019-05-28,-1.2211612903225806,-2.3483870967741933,-1.595225806451613,-3.42,1.0,-3.3183225806451615,0.0
2019-05-29,-1.2345822067722416,-2.3548345564568045,-1.593279258400927,-3.407106991116261,1.0,-3.285309643362946,0.0
2019-05-30,-1.226179760833226,-2.351163687797351,-1.581072392953581,-3.4112125498264114,1.0,-3.2888003086022883,0.0
2019-05-31,-1.2296010296010296,-2.351994851994852,-1.5857142857142856,-3.4144144144144137,1.0,-3.288159588159588,0.0
2019-06-03,-1.2203303034182564,-2.341313532198182,-1.6131097170656767,-3.3972602739726026,1.0,-3.2304442452950966,0.0
2019-06-04,-1.2069828557126767,-2.270929796020523,-1.5718933800525592,-3.303716681266425,1.0,-3.1606807658615947,0.0
2019-06-05,-1.1702335819982879,-2.2065549712608536,-1.5649993885288005,-3.2474012474012475,1.0,-3.040357099180629,0.0
2019-06-06,-1.1620587509256974,-2.2594421130585043,-1.537151320661565,-3.274623549740805,1.0,-3.109232288323871,0.0
2019-06-07,-1.1623762376237625,-2.286509900990099,-1.5415841584158416,-3.273391089108911,1.0,-3.112252475247525,0.0
2019-06-10,-1.1377053229591205,-2.2964060763245646,-1.5425466222057551,-3.256638261084352,1.0,-3.116956897616401,0.0
2019-06-11,-1.1129466470876164,-2.2716593245227608,-1.5608174253548703,-3.208883994126285,1.0,-3.0825991189427313,0.0
2019-06-12,-1.1060306475531387,-2.302273850716757,-1.5829214038556598,-3.2545724172021746,1.0,-3.11220958971824,0.0
2019-06-13,-1.128103277060576,-2.324230387288977,-1.609235352532274,-3.2482621648460777,1.0,-3.103152929493545,0.0
2019-06-14,-1.1370374984427558,-2.3126946555375607,-1.6339852996138036,-3.2713342469166564,1.0,-3.102902703376106,0.0
2019-06-17,-1.1338229802066475,-2.3087265031744058,-1.6313954935889456,-3.2721274741690523,1.0,-3.102576870409561,0.0
2019-06-18,-1.1321201545556525,-2.304000997133242,-1.6367942166271967,-3.2794465910507293,1.0,-3.11180356475134,0.0
2019-06-19,-1.1330520044681642,-2.2764056100285464,-1.6502420255678292,-3.2662281246121383,1.0,-3.0856398163087997,0.0
2019-06-20,-1.1409697120777764,-2.293780381403465,-1.6400348996634677,-3.284432257260377,1.0,-3.104948273713075,0.0
2019-06-21,-1.1442810864689759,-2.300398704211313,-1.6353102417144283,-3.275853476202342,1.0,-3.103538499875405,0.0
2019-06-24,-1.1557612911297386,-2.2952583510571754,-1.645439759789816,-3.2863755786313025,1.0,-3.127986988615038,0.0
2019-06-25,-1.153175591531756,-2.2691158156911584,-1.6402241594022415,-3.275093399750934,1.0,-3.115815691158157,0.0
2019-06-26,-1.127988047808765,-2.2735308764940236,-1.6276145418326695,-3.271663346613546,1.0,-3.1494023904382473,0.0
2019-06-27,-1.13535808023997,-2.2687164104486937,-1.659042619672541,-3.288838895138108,1.0,-3.146481689788776,0.0
2019-06-28,-1.1371571072319204,-2.240274314214464,-1.661845386533666,-3.290773067331671,1.0,-3.1387780548628434,0.0
2019-07-01,-1.1561994776769058,-2.2157691829374455,-1.6667081208804877,-3.283298097251586,1.0,-3.1141649048625797,0.0
2019-07-02,-1.1448627158653248,-2.2283513479935393,-1.6608274319791276,-3.2758106597092804,1.0,-3.114051434960864,0.0
2019-07-03,-1.132614690398596,-2.2689897217347705,-1.6575582852845323,-3.3128603660065177,1.0,-3.1624467285033844,0.0
2019-07-05,-1.1276116602026773,-2.2599774802952584,-1.6528212185662454,-3.3101463780808205,1.0,-3.1605154510196423,0.0
2019-07-08,-1.136758500868702,-2.243360635393398,-1.6474311243484736,-3.2647058823529416,1.0,-3.11777115909655,0.0
2019-07-09,-1.135739893682779,-2.2290765236741255,-1.6417356904438125,-3.250339967857584,1.0,-3.105451848188898,0.0
2019-07-10,-1.1380417335473514,-2.2128657858994933,-1.6373626373626373,-3.25324114088159,1.0,-3.10569206074824,0.0
2019-07-11,-1.155668975574189,-2.1594361404787943,-1.6351926114959292,-3.180216308178393,1.0,-3.0217523392878842,0.0
2019-07-12,-1.1321506154960175,-2.1670287231474776,-1.6245474293989863,-3.141805454984311,1.0,-3.003137822833695,0.0
2019-07-15,-1.1280414357986028,-2.1971814020717897,-1.6420139725367382,-3.115393880992532,1.0,-2.9627800529992774,0.0
2019-07-16,-1.1480676328502417,-2.1935990338164255,-1.6698067632850242,-3.1172705314009663,1.0,-2.948550724637681,0.0
2019-07-17,-1.1491418902586417,-2.2057046168721297,-1.6655789219240995,-3.1174764321972446,1.0,-2.948029973410684,0.0
2019-07-18,-1.1514382402707275,-2.2060671984529856,-1.6717428087986466,-3.1178390137781,1.0,-2.938965433889292,0.0
2019-07-19,-1.1580536102390726,-2.2038155035015694,-1.6758029461482733,-3.1048056025114703,1.0,-2.931900507123883,0.0
2019-07-22,-1.151158602473286,-2.1751710889662625,-1.6554208188257893,-3.0890863248889424,1.0,-2.9355264737663584,0.0
2019-07-23,-1.1457856023152055,-2.1920897142168094,-1.6589895092246474,-3.1071988423972026,1.0,-2.954298806222115,0.0
2019-07-24,-1.1542197935640557,-2.202550091074681,-1.6937462052216148,-3.13090467516697,1.0,-2.9618700667880993,0.0
2019-07-25,-1.1726328649969455,-2.1717776420281,-1.7310934636530237,-3.1776420281001827,1.0,-2.964324984728161,0.0
2019-07-26,-1.1613177729151472,-2.1475808412351083,-1.723437879893022,-3.1694626793095066,1.0,-2.9547775346462437,0.0
2019-07-29,-1.164832477378332,-2.136096845194424,-1.7430912203472733,-3.189899730985571,1.0,-2.9941305942773293,0.0
2019-07-30,-1.1742266780780046,-2.13118963198435,-1.74825773321922,-3.181318009536618,1.0,-2.9915637608509598,0.0
2019-07-31,-1.174019607843137,-2.1511029411764704,-1.7519607843137255,-3.1828431372549018,1.0,-2.9948529411764704,0.0
2019-08-01,-1.1784441440334277,-2.1856949735774855,-1.7508909917660074,-3.184588914833477,1.0,-2.9899225758879195,0.0
2019-08-02,-1.2220394736842104,-2.2068572874493926,-1.8631072874493928,-3.2909919028340084,1.0,-3.068825910931174,0.0
2019-08-05,-1.204671717171717,-2.1999999999999997,-1.8529040404040402,-3.298232323232323,1.0,-3.0704545454545453,0.0
2019-08-06,-1.1102844113764552,-2.1048841953678146,-1.7556702268090725,-3.098523940957638,1.0,-2.9311172446897875,0.0
2019-08-07,-1.0905723503405425,-2.1197275660174455,-1.726132154379257,-3.079698888756124,1.0,-2.9324889473055324,0.0
2019-08-08,-1.0882107521754678,-2.1120514960066754,-1.7168911670044102,-3.072714268685183,1.0,-2.93050423173203,0.0
2019-08-09,-1.0547076778586522,-2.0692650857008688,-1.676802066212726,-3.02054472880958,1.0,-2.9187602723644046,0.0
2019-08-12,-1.0670024598805201,-2.045332083870212,-1.7222677755651867,-3.0119479910975757,1.0,-2.8670493147475695,0.0
2019-08-13,-1.0714787084698176,-2.0224613944782406,-1.721572297613477,-3.0107627515208235,1.0,-2.8722508189050067,0.0
2019-08-14,-1.0542948794107165,-2.0804324581204705,-1.7558512534157065,-3.0617797314957826,1.0,-2.9283592729000834,0.0
2019-08-15,-1.0276352611940298,-2.0711287313432836,-1.7425373134328357,-3.0041977611940296,1.0,-2.8149486940298507,0.0
2019-08-16,-1.0240194940821534,-2.0500116036203293,-1.7404270132281272,-2.990368995126479,1.0,-2.798793223485727,0.0
2019-08-19,-1.0431998136935259,-2.01339077782953,-1.7656031672100605,-3.0215416860735913,1.0,-2.8004191895668376,0.0
2019-08-20,-1.027550432276657,-2.005763688760807,-1.7410951008645534,-2.990317002881844,1.0,-2.7625360230547553,0.0
2019-08-21,-1.03625516291877,-1.98955943093162,-1.7739788893988069,-2.9569756769160165,1.0,-2.7163836622303807,0.0
2019-08-22,-1.0353598722482036,-1.9794684612752367,-1.7684498688262806,-2.9347553324968634,1.0,-2.6883768677997035,0.0
2019-08-23,-1.0318109520563508,-1.9668257214269484,-1.763235628266303,-2.9209270620313563,1.0,-2.678254942058623,0.0
2019-08-26,-1.0059013472887206,-1.9035742122258101,-1.736666295512749,-2.8761830531121255,1.0,-2.612403963923839,0.0
2019-08-27,-0.9985597163749168,-1.8945269222246843,-1.7212497230223796,-2.85829824950144,1.0,-2.6064701972080653,0.0
2019-08-28,-1.004869950193691,-1.8749308245711123,-1.7338129496402879,-2.8607636967349195,1.0,-2.5935805201992252,0.0
2019-08-29,-1.005860886873825,-1.8626561981643261,-1.734269600796196,-2.8630985292491427,1.0,-2.592391905341148,0.0
2019-08-30,-1.0033036009250083,-1.8390045149212642,-1.7375839665235107,-2.859266600594648,1.0,-2.5729545204272655,0.0
2019-09-03,-1.0158957942377747,-1.8488795672811569,-1.7507451153548954,-2.858704051219781,1.0,-2.5645214703609667,0.0
2019-09-04,-1.0100452588585935,-1.8338668727232585,-1.7592449497737057,-2.863450711999117,1.0,-2.572027817639916,0.0
2019-09-05,-1.0162592754255784,-1.8454823221300742,-1.749781754692274,-2.8107813182016583,1.0,-2.4900698384984725,0.0
2019-09-06,-1.0115204869035974,-1.8249103358330618,-1.76578632757309,-2.810129333768069,1.0,-2.4559287034018045,0.0
2019-09-09,-1.0124986414520163,-1.826323225736333,-1.7652429083795242,-2.8093685468970766,1.0,-2.4549505488533856,0.0
2019-09-10,-1.047940797940798,-1.7743457743457742,-1.8011583011583012,-2.7460317460317456,1.0,-2.3554268554268556,0.0
2019-09-11,-1.034680804064502,-1.8698917605478242,-1.7781091230395405,-2.8491274574773584,1.0,-2.5130329136293352,0.0
2019-09-12,-1.0412484835116356,-1.8373221572736296,-1.7885739494871513,-2.8514392853203927,1.0,-2.5105327010036396,0.0
2019-09-13,-1.0427132898085647,-1.8447493637269003,-1.7805687728228392,-2.8636715724244772,1.0,-2.5339161226070597,0.0
2019-09-16,-1.0435117867371668,-1.8352059925093633,-1.767900418594404,-2.848314606741573,1.0,-2.5207094073584493,0.0
2019-09-17,-1.0486799598975158,-1.8687757602762614,-1.7863428762392781,-2.890275147599421,1.0,-2.5455051799041994,0.0
2019-09-18,-1.0447127207690587,-1.8742454728370224,-1.7702883970489607,-2.9073328862061256,1.0,-2.5816007154035323,0.0
2019-09-19,-1.0413158190187493,-1.88829010890311,-1.774783877848883,-2.921522398113843,1.0,-2.601324800718536,0.0
2019-09-20,-1.0749631978258407,-1.8963877250594499,-1.8021741592118674,-2.9355678858566416,1.0,-2.6147661646472655,0.0
2019-09-23,-1.0691759918616481,-1.895670848875325,-1.8059229117214877,-2.923250819486832,1.0,-2.6092460721148414,0.0
2019-09-24,-1.0709195792331183,-1.896844248388191,-1.8088451532632055,-2.924329826942653,1.0,-2.6097726501526974,0.0
2019-09-25,-1.067825301884663,-1.8766504909152466,-1.8161607042094572,-2.925742015573863,1.0,-2.5990294549147954,0.0
2019-09-26,-1.1784579164214244,-1.8859329017068864,-2.038964096527369,-3.0342554443790464,1.0,-2.6340200117716304,0.0
2019-09-27,-1.119339118031618,-1.9071674789017,-2.0402947818851778,-3.113633662189469,1.0,-2.7059312968025675,0.0
2019-09-30,-1.1485290600334848,-1.8573307821095433,-2.094833771824922,-3.1362114326716095,1.0,-2.7217172925137527,0.0
2019-10-01,-1.1515585811537083,-1.8612205899916399,-2.091006807595844,-3.1251642183207933,1.0,-2.7142004060671203,0.0
2019-10-02,-1.1614914425427874,-1.9290953545232274,-2.184841075794621,-3.2033007334963326,1.0,-2.7463325183374083,0.0
2019-10-03,-1.1960533059969247,-2.1274987186058434,-2.2968990261404407,-3.368657098923629,1.0,-2.8249615581752945,0.0
2019-10-04,-1.2038797533401848,-2.159815005138746,-2.317317574511819,-3.3485354573484067,1.0,-2.8171891058581706,0.0
2019-10-07,-1.1970418006430867,-2.1839228295819937,-2.307395498392283,-3.3443086816720253,1.0,-2.8290675241157555,0.0
2019-10-08,-1.1848535243699627,-2.1773058718178326,-2.276960470768837,-3.3346552385825765,1.0,-2.818728412434438,0.0
2019-10-09,-1.1884890250127618,-2.1824910668708526,-2.2612302194997445,-3.3312914752424705,1.0,-2.798238897396631,0.0
2019-10-10,-1.2907224740069314,-2.309250866435617,-2.4138896294321515,-3.396560917088776,1.0,-2.9193548387096775,0.0
2019-10-11,-1.3355950603881122,-2.3490297190934997,-2.526258651105984,-3.4087393133396664,1.0,-2.9507395847469122,0.0
2019-10-14,-1.3885932596534316,-2.300586710328831,-2.5921680993314236,-3.4419429662982672,1.0,-2.921271660526675,0.0
2019-10-15,-1.4187414500683995,-2.297264021887825,-2.617373461012312,-3.4432284541723663,1.0,-2.9032831737346103,0.0
2019-10-16,-1.4097413318657128,-2.3344799119427626,-2.6485965877820585,-3.4566593285635667,1.0,-2.9093285635663184,0.0
2019-10-17,-1.4474049403275049,-2.325006938662226,-2.6974743269497643,-3.4804329725228977,1.0,-2.927005273383292,0.0
2019-10-18,-1.375151924375422,-2.3597569209993248,-2.637542201215395,-3.3050641458474,1.0,-2.826873733963538,0.0
2019-10-21,-1.3596972069955626,-2.2171756721482643,-2.5318454711563563,-3.1674497520229705,1.0,-2.775254502740799,0.0
2019-10-22,-1.3620398074671525,-2.208924157668792,-2.5240015610771436,-3.153636008846104,1.0,-2.760374658514375,0.0
2019-10-23,-1.3566779484509242,-2.21569903670919,-2.5078104660244724,-3.158552460296798,1.0,-2.7787034626399376,0.0
2019-10-24,-1.4254048314308467,-2.2164852667905492,-2.6218476241040616,-3.213034244757101,1.0,-2.796389700026546,0.0
2019-10-25,-1.4192046814736001,-2.2280888416012767,-2.610852506982311,-3.22662588110121,1.0,-2.8148689985370394,0.0
2019-10-28,-1.4358940042826553,-2.2700749464668095,-2.642933618843683,-3.2331370449678802,1.0,-2.8009903640256963,0.0
2019-10-29,-1.479736098020735,-2.261343745792379,-2.7150935774875453,-3.2159687626228624,1.0,-2.792109869395449,0.0
2019-10-30,-1.4739323723561901,-2.2678162468004848,-2.718307961740536,-3.2177017378418427,1.0,-2.7938838744442944,0.0
2019-10-31,-1.49475976589084,-2.2718116237920243,-2.7664352797060023,-3.2522117871239966,1.0,-2.825779229617531,0.0
