Date,FVRR,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-03-06,1.0,-0.7107728337236534,-2.3452380952380953,-3.1308548009367683,-1.9493559718969555,-0.6217798594847775,0.0
2020-03-09,1.0,-0.6841701065565902,-2.2945185754055872,-3.1242200249592016,-1.9160026879139866,-0.5806854180666219,0.0
2020-03-10,1.0,-1.15921872625019,-1.2124183006535947,-2.428636570907433,-1.4816841465268278,-0.3179814561483508,0.0
2020-03-11,1.0,-0.9442416434041945,-1.3968935652422876,-2.366759716555723,-1.280652780760146,-0.16913606756853483,0.0
2020-03-12,1.0,-0.9603755993606821,-1.1337240277037828,-2.1923281832711776,-1.2378795950985615,-0.1352557272242941,0.0
2020-03-13,1.0,-0.9919057720218822,-0.7640951211343084,-1.758568717204421,-1.0466674109634924,-0.02104499274310595,0.0
2020-03-16,1.0,-0.7699308521456173,-0.8849908480780964,-1.5821639210900957,-0.8473662802521863,-0.0,0.0
2020-03-17,1.0,-0.7331550567708561,-0.6286002367278943,-1.0506773048090832,-0.8538424444347025,-0.11761869273596072,0.0
2020-03-18,1.0,-0.707302508104419,-0.657097764886538,-0.9396434055621907,-0.8371864869476199,-0.12429619518853437,0.0
2020-03-19,1.0,-0.7377735012341547,-0.5156674894364724,-0.9224783499979082,-0.8442873279504665,-0.16336861481822368,0.0
2020-03-20,1.0,-0.7378372725371262,-0.5135327337377117,-0.9236561388830787,-0.8449278393641497,-0.16327128215854425,0.0
2020-03-23,1.0,-0.7301069496634596,-0.5525870256431432,-0.864145022091919,-0.8275178593549986,-0.15497377875046456,0.0
2020-03-24,1.0,-0.7810868384779248,-0.6031494089637024,-0.7985046572824861,-0.8247775782131072,-0.1694582515350236,0.0
2020-03-25,1.0,-0.7869682112921083,-0.5956428910327377,-0.6340740154989721,-0.8158706310295747,-0.12130317887078919,0.0
2020-03-26,1.0,-0.8011612750325868,-0.5965556740530078,-0.6176877197140261,-0.8135245092230518,-0.12098589880317573,0.0
2020-03-27,1.0,-0.7986942748976281,-0.577648149578923,-0.575716603569497,-0.8111720621185198,-0.09986092868732134,0.0
2020-03-30,1.0,-0.782561392601803,-0.5664827479017719,-0.6413972645321728,-0.8302766552688842,-0.06485079266397265,0.0
2020-03-31,1.0,-0.7671372549019607,-0.6109019607843137,-0.6450980392156863,-0.8264313725490197,-0.07200000000000001,0.0
2020-04-01,1.0,-0.7793707529753723,-0.6433088495227621,-0.6079578930829962,-0.8362465140029067,-0.060960760438351864,0.0
2020-04-02,1.0,-0.8026346377373111,-0.5790391321193336,-0.5986826811313444,-0.8530027121270826,-0.04110809763657497,0.0
2020-04-03,1.0,-0.7983446782178217,-0.5881420173267327,-0.6001314975247525,-0.8362082301980198,-0.04474783415841584,0.0
2020-04-06,1.0,-0.7975089931535992,-0.5883263064247863,-0.6003558581209144,-0.835028816771748,-0.046725718485282175,0.0
2020-04-07,1.0,-0.7667482583317643,-0.5454716625870835,-0.5800790811523254,-0.8396535492374317,-0.03381660704198833,0.0
2020-04-08,1.0,-0.7684571342474009,-0.5454271508211542,-0.5833961127015217,-0.8401762844658731,-0.02934307669127618,0.0
2020-04-09,1.0,-0.816044714778892,-0.6553098799934243,-0.620294262699326,-0.9304619431201709,-0.08766233766233765,0.0
2020-04-13,1.0,-0.8349965093835983,-0.6056014126729908,-0.6359081762555951,-0.9350745349266971,-0.09506796435464662,0.0
2020-04-14,1.0,-0.8360090330527613,-0.6016834325600493,-0.6391706015191952,-0.9340176555122152,-0.09501129131595155,0.0
2020-04-15,1.0,-0.8073484384568279,-0.6180444988773219,-0.6131047152480098,-0.9327617881200244,-0.11120636864666258,0.0
2020-04-16,1.0,-0.8499262536873157,-0.5763684038020321,-0.6481891183218617,-0.9494018354637823,-0.07317273025237628,0.0
2020-04-17,1.0,-0.8402395995733158,-0.5926807253630918,-0.6319438746204972,-0.9530647411175843,-0.08480347911709198,0.0
2020-04-20,1.0,-0.8483794401702406,-0.5780405958422,-0.6386069733180553,-0.9504828940906859,-0.0768947454575217,0.0
2020-04-21,1.0,-0.8921123444332325,-0.6209216279852001,-0.6924823410696267,-0.9709889001009082,-0.028086108308106292,0.0
2020-04-22,1.0,-0.8811136192626035,-0.635565588161525,-0.6758632221386172,-0.9732045815567261,-0.014547278655630802,0.0
2020-04-23,1.0,-0.8775774271642041,-0.6383254027882128,-0.6724267468069121,-0.9722430920778029,-0.013398447282744804,0.0
2020-04-24,1.0,-0.8813035303948192,-0.6320451222059745,-0.6766659703363275,-0.9753499059954042,-0.012617505744725298,0.0
2020-04-27,1.0,-0.8815520193793593,-0.6316668754959697,-0.6763145804619304,-0.9764440546297456,-0.010608528588731571,0.0
2020-04-28,1.0,-0.8971330801652547,-0.6027208613278805,-0.683303426115261,-0.9873555064057088,-0.0025873221216041395,0.0
2020-04-29,1.0,-0.879281537176274,-0.6219715956558062,-0.6706766917293233,-0.9830827067669173,-0.022096908939014205,0.0
2020-04-30,1.0,-0.8791588590464293,-0.6078284405579846,-0.6736622943993338,-0.9885488236518842,-0.01486570893191755,0.0
2020-05-01,1.0,-0.8702073511619175,-0.6217197213066878,-0.6730777253953023,-0.9868580249488924,-0.020151028411698444,0.0
2020-05-04,1.0,-0.8782742681047766,-0.600174905259651,-0.6844625827676675,-1.0014991879398658,-0.0,0.0
2020-05-05,1.0,-0.8843258614921379,-0.5998661759785882,-0.6991468718634994,-0.9986617597858817,-0.0,0.0
2020-05-06,1.0,-0.8820800066881245,-0.6024746060276721,-0.6933494963006311,-1.0022154412072064,-0.0,0.0
2020-05-07,1.0,-0.9002143667773528,-0.5989239628430919,-0.7056870245050649,-0.998486822748098,-0.0,0.0
2020-05-08,1.0,-0.8995293722161527,-0.598159509202454,-0.7062778384738214,-0.9980670644591983,-0.0,0.0
2020-05-11,1.0,-0.9009784571452567,-0.5924914962415487,-0.7068408012430185,-0.9990761348843069,-0.0,0.0
2020-05-12,1.0,-0.9115040513166779,-0.5828409858203917,-0.7293214044564483,-0.9964550979068196,-0.0,0.0
2020-05-13,1.0,-0.9228358461799085,-0.5458241572081992,-0.7480094867016771,-1.0184651871929526,-0.0,0.0
2020-05-14,1.0,-0.9265433927135784,-0.5236322091990013,-0.7604620657555112,-1.0207337197985866,-0.0,0.0
2020-05-15,1.0,-0.9282598568585101,-0.5216617964680472,-0.760513276584932,-1.0245203913098717,-0.0,0.0
2020-05-18,1.0,-0.9282023043036258,-0.5226194510335479,-0.7612250084717045,-1.0238054896645203,-0.0,0.0
2020-05-19,1.0,-0.9442869833749313,-0.45302254748508825,-0.8155590338000761,-1.017471128220314,-0.0,0.0
2020-05-20,1.0,-0.9638733864439996,-0.4326247177608316,-0.8371320240276062,-1.0265411323648448,-0.0,0.0
2020-05-21,1.0,-0.9631001021450459,-0.4259022812393599,-0.84056860742254,-1.0264725910793326,-0.0,0.0
2020-05-22,1.0,-0.9718822220320122,-0.41556107164255757,-0.8523923649747497,-1.0398442180946674,-0.0,0.0
2020-05-26,1.0,-0.9728896312475909,-0.41432181249732325,-0.8518994389481348,-1.0437706111610776,-0.0,0.0
2020-05-27,1.0,-0.9696917734813736,-0.42487246538346124,-0.8425858447292837,-1.049727783255455,-0.0,0.0
2020-05-28,1.0,-1.0060084723783176,-0.382942854672776,-0.8724388346157173,-1.0612518371228497,-0.0,0.0
2020-05-29,1.0,-0.9559580160526858,-0.3221238938053097,-0.8290594772586951,-1.008931878987446,-0.0,0.0
2020-06-01,1.0,-0.9472649047326368,-0.29879123130506047,-0.8460971112476952,-1.0053677525097315,-0.0,0.0
2020-06-02,1.0,-0.937910085054678,-0.30534629404617253,-0.8215471850951802,-0.985419198055893,-0.0,0.0
2020-06-03,1.0,-0.92173459563543,-0.30439666238767654,-0.823892811296534,-0.9615292041078305,-0.0,0.0
2020-06-04,1.0,-0.922004566758803,-0.2934743420261988,-0.8315506950286423,-0.9588991707727437,-0.0,0.0
2020-06-05,1.0,-0.9284539143694074,-0.29107981220657275,-0.8365234139882027,-0.9566229284539144,-0.0,0.0
2020-06-08,1.0,-0.9360855408610363,-0.2635767978453994,-0.8785223298629256,-0.9415926357679785,-0.0,0.0
2020-06-09,1.0,-0.9600421035585603,-0.24521274442330268,-0.8938099672078054,-0.9493542771547709,-0.0,0.0
2020-06-10,1.0,-0.961459050240881,-0.24197400914942713,-0.8961580502813651,-0.9488279826727662,-0.0,0.0
2020-06-11,1.0,-0.9609811381850563,-0.24540597425726546,-0.8982028657006395,-0.9430502711891848,-0.0,0.0
2020-06-12,1.0,-0.9510363832421422,-0.19429689684092816,-0.9295499021526419,-0.9189264746994688,-0.0,0.0
2020-06-15,1.0,-0.9535233570863024,-0.17173396674584324,-0.928424386381631,-0.9051464766429138,-0.0,0.0
2020-06-16,1.0,-0.9535068232307202,-0.17450809266899395,-0.9355363376705808,-0.9034433513170421,-0.0,0.0
2020-06-17,1.0,-0.9514332157158149,-0.16754549419180906,-0.9402529437418229,-0.9053641517662451,-0.0,0.0
2020-06-18,1.0,-0.9499008330027766,-0.17262990876636258,-0.9379214597381992,-0.9062276874256248,-0.0,0.0
2020-06-19,1.0,-0.9626429885609151,-0.17102631789456843,-0.9464442844572434,-0.9195664346852251,-0.0,0.0
2020-06-22,1.0,-0.9662116177589175,-0.17150406341326715,-0.940069658513151,-0.9255774850874734,-0.0,0.0
2020-06-23,1.0,-0.9695555023541617,-0.16758439071103665,-0.9362381294389912,-0.9167265182347778,-0.0,0.0
2020-06-24,1.0,-0.9624353362514921,-0.15972940708316752,-0.9394747313967369,-0.9176681257461201,-0.0,0.0
2020-06-25,1.0,-0.9597283450494459,-0.147265578458239,-0.9501171611263354,-0.9144128043210612,-0.0,0.0
2020-06-26,1.0,-0.9620192690500835,-0.14869814475674814,-0.953658730790668,-0.9168325503622899,-0.0,0.0
2020-06-29,1.0,-0.9589737479645737,-0.14261884904086738,-0.9565908098018189,-0.9133801977838674,-0.0,0.0
2020-06-30,1.0,-0.9716684572838328,-0.11826031594445109,-0.970196172058414,-0.9190243126019658,-0.0,0.0
2020-07-01,1.0,-0.9708900023860653,-0.11755348763222778,-0.968305098226358,-0.9200270420742861,-0.0,0.0
2020-07-02,1.0,-0.9673023440603894,-0.12296384584823203,-0.9667858561779897,-0.9159316646801748,-0.0,0.0
2020-07-06,1.0,-0.9680584799968218,-0.12244249334551667,-0.9666679909419571,-0.9156966350164872,-0.0,0.0
2020-07-07,1.0,-0.9605471847739889,-0.12977795400475814,-0.9578905630452023,-0.9169310071371928,-0.0,0.0
2020-07-08,1.0,-0.9665155491927145,-0.1156048675733715,-0.9743100294281396,-0.9203849518810149,-0.0,0.0
2020-07-09,1.0,-0.9628201049785272,-0.11965166216001273,-0.9717273739462383,-0.9222999840941627,-0.0,0.0
2020-07-10,1.0,-0.9715762273901809,-0.11421188630490955,-0.9754720731464918,-0.9140926257205327,-0.0,0.0
2020-07-13,1.0,-0.9805512468679156,-0.10885733603786342,-0.9765342242373624,-0.911307322117488,-0.0,0.0
2020-07-14,1.0,-0.9849492335257815,-0.10822217798128608,-0.9808480987457695,-0.9076647421859447,-0.0,0.0
2020-07-15,1.0,-0.9837181528662421,-0.10421974522292994,-0.9873009554140129,-0.9056528662420383,-0.0,0.0
2020-07-16,1.0,-0.9872626676750388,-0.09752020061298412,-0.9859491302790272,-0.909684352983322,-0.0,0.0
2020-07-17,1.0,-0.9893650920098781,-0.09830319445550864,-0.9865370827690592,-0.9088664064367084,-0.0,0.0
2020-07-20,1.0,-0.9893519441674976,-0.10588235294117648,-0.9847657028913261,-0.9079960119641077,-0.0,0.0
2020-07-21,1.0,-1.0056827277093006,-0.09612614054746278,-0.9953977909396511,-0.9047142628461662,-0.0,0.0
2020-07-22,1.0,-0.9959486833220796,-0.09194900107240736,-0.9897128331413593,-0.8942288596735116,-0.0,0.0
2020-07-23,1.0,-0.9881101867838643,-0.09547166849788102,-0.9750824046460523,-0.8654057447810392,-0.0,0.0
2020-07-24,1.0,-0.9732524687038333,-0.08840681128994635,-0.973641240961045,-0.8524220511624291,-0.0,0.0
2020-07-27,1.0,-0.9738203602131714,-0.08978099350371493,-0.9731979616446882,-0.8532306375695335,-0.0,0.0
2020-07-28,1.0,-0.9823094867807154,-0.08324261275272161,-0.9715007776049768,-0.8509720062208399,-0.0,0.0
2020-07-29,1.0,-0.9852584656291546,-0.0864158911394385,-0.9717290998670525,-0.8668569641041682,-0.0,0.0
2020-07-30,1.0,-0.9849136246384743,-0.08297506448839209,-0.9726412882044869,-0.8678183381536778,-0.0,0.0
2020-07-31,1.0,-0.9839630759602598,-0.08738167879214581,-0.9724243135414222,-0.867675819447704,-0.0,0.0
2020-08-03,1.0,-0.9788922331235586,-0.09185787436969862,-0.9733025837470195,-0.8647930266192393,-0.0,0.0
2020-08-04,1.0,-0.9871053976490938,-0.09934347603884107,-0.980854660533868,-0.8639776703227582,-0.0,0.0
2020-08-05,1.0,-0.9855801343758595,-0.1001139444422616,-0.9801579505716866,-0.8632273780990923,-0.0,0.0
2020-08-06,1.0,-1.0138674884437595,-0.14382450733922633,-0.9921336469061715,-0.9049955396966993,-0.0,0.0
2020-08-07,1.0,-1.0116913801531693,-0.1598908261365488,-0.9988593775460323,-0.903250773993808,-0.0,0.0
2020-08-10,1.0,-1.0404536707202228,-0.1329075052204889,-1.0183843098718421,-0.9027965442410841,-0.0,0.0
2020-08-11,1.0,-1.0428021933055078,-0.12415091251329896,-1.0253703249038384,-0.8996644569932073,-0.0,0.0
2020-08-12,1.0,-1.0386868440322186,-0.12012854934504923,-1.0146041819217313,-0.8946383532666178,-0.0,0.0
2020-08-13,1.0,-1.0340844382982186,-0.13645977385503946,-0.9960953388107053,-0.9006751809973156,-0.0,0.0
2020-08-14,1.0,-1.0384866009611469,-0.13517145882544593,-1.0006923515516821,-0.8983057750264722,-0.0,0.0
2020-08-17,1.0,-1.0373656789319439,-0.13342559426896775,-1.0011396939107782,-0.8984044285249104,-0.0,0.0
2020-08-18,1.0,-1.0354410807291665,-0.13142903645833334,-1.0020345052083333,-0.900146484375,-0.0,0.0
2020-08-19,1.0,-1.0426033578600755,-0.1331761453717631,-0.9939021911459817,-0.8955242083011505,-0.0,0.0
2020-08-20,1.0,-1.0433032446938277,-0.13165812799869886,-0.99447019598276,-0.8966414572659999,-0.0,0.0
2020-08-21,1.0,-1.0500387107289841,-0.12961981989323987,-0.9965771565950858,-0.8985778900615297,-0.0,0.0
2020-08-24,1.0,-1.04902841280209,-0.1408393207054213,-0.9938765512736774,-0.8985548661005878,-0.0,0.0
2020-08-25,1.0,-1.041498840473575,-0.15663778021888602,-0.9973147809105333,-0.8730623703161235,-0.0,0.0
2020-08-26,1.0,-1.0420872679908826,-0.15520188863562356,-1.0001628134158254,-0.8728834255942689,-0.0,0.0
2020-08-27,1.0,-1.029124633908233,-0.1701106410673609,-0.9943459160429547,-0.8741051090139929,-0.0,0.0
2020-08-28,1.0,-1.0311183144246352,-0.15668557536466776,-0.9959886547811994,-0.8680713128038898,-0.0,0.0
2020-08-31,1.0,-1.0317260940032416,-0.15538897893030795,-0.9972042139384116,-0.8675445705024312,-0.0,0.0
2020-09-01,1.0,-1.032261981865285,-0.14297279792746112,-1.0108484455958548,-0.8618442357512952,-0.0,0.0
2020-09-02,1.0,-1.0294887805664101,-0.13733231277444305,-1.006485920315836,-0.8552552068646013,-0.0,0.0
2020-09-03,1.0,-1.036864303674264,-0.14644334495903968,-1.0257117365560873,-0.8464595668748479,-0.0,0.0
2020-09-04,1.0,-0.9956972816470966,-0.16442818079459548,-0.9907511661573105,-0.8703554769181276,-0.0,0.0
2020-09-08,1.0,-0.9971427421626625,-0.1658014407018391,-0.9919916294418287,-0.869411243913236,-0.0,0.0
2020-09-09,1.0,-0.9807122849139656,-0.17991196478591437,-0.9691076430572229,-0.8719087635054021,-0.0,0.0
2020-09-10,1.0,-0.9866762982582871,-0.17870615619231078,-0.9746769403643952,-0.873103780399711,-0.0,0.0
2020-09-11,1.0,-0.9803653335479198,-0.1890238995735093,-0.9786352297416915,-0.875472760923795,-0.0,0.0
2020-09-14,1.0,-0.979923556628445,-0.18929792798229733,-0.9784751559042446,-0.8756387044860189,-0.0,0.0
2020-09-15,1.0,-0.9816185343093877,-0.18566487008285737,-0.9708390314536239,-0.8840399002493766,-0.0,0.0
2020-09-16,1.0,-0.9842944587628866,-0.18117751288659795,-0.9660921391752577,-0.8954977448453608,-0.0,0.0
2020-09-17,1.0,-0.9745258759241402,-0.19081485053037608,-0.9595387335261973,-0.8931211828993894,-0.0,0.0
2020-09-18,1.0,-0.9755891578862704,-0.1903402235984879,-0.9613528512828763,-0.894273304914341,-0.0,0.0
2020-09-21,1.0,-0.970752256770311,-0.18960882647943833,-0.964012036108325,-0.887703109327984,-0.0,0.0
2020-09-22,1.0,-0.9787028851563128,-0.17736880173591577,-0.9752873101342121,-0.8869645583862413,-0.0,0.0
2020-09-23,1.0,-0.9824603652418221,-0.17118201886413806,-0.9741922536624522,-0.8857716235199679,-0.0,0.0
2020-09-24,1.0,-0.9771025979744605,-0.16296385252792123,-0.9672951443096753,-0.8956807173451823,-0.0,0.0
2020-09-25,1.0,-0.9788381074991953,-0.17138719021564208,-0.9719584808496943,-0.9009494689411007,-0.0,0.0
2020-09-28,1.0,-0.9799492692354148,-0.1708740991263035,-0.9739501550106695,-0.9014373716632443,-0.0,0.0
2020-09-29,1.0,-0.9815978094547797,-0.1715792864621084,-0.9712490939840541,-0.9023516147217525,-0.0,0.0
2020-09-30,1.0,-0.9820766876107621,-0.1708554857419043,-0.9720074109875946,-0.9027710649266957,-0.0,0.0
2020-10-01,1.0,-0.9836316723109175,-0.17420577326237702,-0.9702064183196258,-0.9035639412997903,-0.0,0.0
2020-10-02,1.0,-0.9824887023886378,-0.1801969012265978,-0.9732892188508715,-0.8988460296965785,-0.0,0.0
2020-10-05,1.0,-0.9685671629746198,-0.2011862970584675,-0.9575918976717912,-0.9076786506879717,-0.0,0.0
2020-10-06,1.0,-0.9724068479355489,-0.19089627391742195,-0.9588721047331319,-0.9060624370594159,-0.0,0.0
2020-10-07,1.0,-0.96934835076428,-0.1933226065969429,-0.9586484312148029,-0.901206757843926,-0.0,0.0
2020-10-08,1.0,-0.967894884879656,-0.19025997508739503,-0.953349138104231,-0.9066982762084622,-0.0,0.0
2020-10-09,1.0,-0.9674597761104201,-0.18858082895317577,-0.9532159049873611,-0.9031015527825703,-0.0,0.0
2020-10-12,1.0,-0.9670237092309544,-0.1880290448108477,-0.9534239980743773,-0.9031973362217676,-0.0,0.0
2020-10-13,1.0,-0.9578626932628375,-0.1943042537851478,-0.9530161018985821,-0.9002243050548747,-0.0,0.0
2020-10-14,1.0,-0.9587287662493021,-0.1804769120344525,-0.9645506021213812,-0.8838424116755722,-0.0,0.0
2020-10-15,1.0,-0.958054226475279,-0.18074162679425837,-0.9647527910685805,-0.883652312599681,-0.0,0.0
2020-10-16,1.0,-0.9549928560088903,-0.18804572154310206,-0.9503492617875853,-0.8755357993332274,-0.0,0.0
2020-10-19,1.0,-0.9518655089013125,-0.18583719915943064,-0.9561080052337338,-0.8711787795884383,-0.0,0.0
2020-10-20,1.0,-0.951116930524144,-0.1891044716898782,-0.9575050589215571,-0.870055152164425,-0.0,0.0
2020-10-21,1.0,-0.9510558907589711,-0.18978247062559545,-0.9604239441092411,-0.8682518259765006,-0.0,0.0
2020-10-22,1.0,-0.9565008411439558,-0.19999198910518307,-0.9731234478891292,-0.875791075863174,-0.0,0.0
2020-10-23,1.0,-0.9591828559983977,-0.1950731023432806,-0.9772882034848788,-0.8740636891648307,-0.0,0.0
2020-10-26,1.0,-0.9587756900765194,-0.19426305035855934,-0.9784864388445976,-0.8746845078322183,-0.0,0.0
2020-10-27,1.0,-0.9579633629309654,-0.18874490040796735,-0.9808815294776417,-0.8720902327813774,-0.0,0.0
2020-10-28,1.0,-0.9523294042177852,-0.19717745168791598,-0.9780290273434368,-0.8817656964156844,-0.0,0.0
