Date,IWF,IWM,MTUM,OTRK,SPY,VLUE,VXX
2020-09-04,-0.6476323816190809,-0.5831291564578229,-0.7960398019900995,1.0,-1.3805190259512976,-0.5928796439821991,0.0
2020-09-08,-0.6496149614961496,-0.5844084408440845,-0.7966296629662967,1.0,-1.3759875987598762,-0.5938093809380938,0.0
2020-09-09,-0.6265042193039396,-0.6064812503120787,-0.7570280121835522,1.0,-1.37744045538523,-0.6257552304389074,0.0
2020-09-10,-0.6369993962567921,-0.6042463272288187,-0.7746528476554639,1.0,-1.399325820084524,-0.6159690078486617,0.0
2020-09-11,-0.63803001309296,-0.6029811662805922,-0.7753046631080673,1.0,-1.403666028804512,-0.615721623527042,0.0
2020-09-14,-0.6413278928013703,-0.6068208150722886,-0.7769381895118634,1.0,-1.4009369805047607,-0.6115057175960908,0.0
2020-09-15,-0.6466619675762764,-0.5929412949350519,-0.7696606585439534,1.0,-1.4100292014902829,-0.6153962340147014,0.0
2020-09-16,-0.6454219483864452,-0.5985051260037373,-0.7559214181101965,1.0,-1.4188677339528306,-0.6314832584212919,0.0
2020-09-17,-0.6885758196721311,-0.5771004098360656,-0.7940061475409835,1.0,-1.45640368852459,-0.6068647540983606,0.0
2020-09-18,-0.6937718038169505,-0.5779294069361789,-0.7961727888364456,1.0,-1.4588549148368561,-0.6035809562897599,0.0
2020-09-21,-0.6860338667080937,-0.6017295841748226,-0.8175133343690125,1.0,-1.4633110662316813,-0.6098078815183057,0.0
2020-09-22,-0.6874417641577804,-0.59731856299824,-0.8199088932601719,1.0,-1.4642820167719226,-0.6076198364219899,0.0
2020-09-23,-0.6783068234806487,-0.5966530231594218,-0.8256048909382934,1.0,-1.4620485985182117,-0.6185171752758925,0.0
2020-09-24,-0.6704216618437371,-0.5863476643241009,-0.8186750723439438,1.0,-1.4642930963207939,-0.6277387350144689,0.0
2020-09-25,-0.6712016967565051,-0.5889503905643785,-0.8212715327711966,1.0,-1.464694014794889,-0.6269204904040143,0.0
2020-09-28,-0.6695449844881075,-0.5877456049638056,-0.8193898655635988,1.0,-1.466287487073423,-0.6275594622543951,0.0
2020-09-29,-0.6800602973282046,-0.571888969747375,-0.8383927643206154,1.0,-1.4834182347437366,-0.6242332882836054,0.0
2020-09-30,-0.6802660984356322,-0.5722155813107427,-0.8388337404500805,1.0,-1.481731718725638,-0.6241879320201653,0.0
2020-10-01,-0.6813101117754095,-0.5756173641798804,-0.8370158565115675,1.0,-1.480738237587731,-0.6241746815700546,0.0
2020-10-02,-0.6811707215637347,-0.5752235391973383,-0.8368683718028697,1.0,-1.4809731752963196,-0.6244021626117695,0.0
2020-10-05,-0.665452084743116,-0.5951277913695279,-0.8163552131591275,1.0,-1.4843579199417,-0.6440580917182864,0.0
2020-10-06,-0.6637579684397534,-0.6020482809070958,-0.8200438917337235,1.0,-1.4961855993311735,-0.643170655240882,0.0
2020-10-07,-0.6646975795911967,-0.6001359192848554,-0.82100475717497,1.0,-1.499451095195776,-0.6424277275341106,0.0
2020-10-08,-0.6692666073391613,-0.5943045594932733,-0.8247395697010941,1.0,-1.5059938229597445,-0.6404753180128775,0.0
2020-10-09,-0.6903256402149857,-0.5957951312045526,-0.8425018442406997,1.0,-1.5180735588576246,-0.6225629676467489,0.0
2020-10-12,-0.6854808959156785,-0.595836627140975,-0.8405797101449275,1.0,-1.515151515151515,-0.6330434782608696,0.0
2020-10-13,-0.6726668074324323,-0.6102723817567568,-0.8392103040540542,1.0,-1.5128800675675678,-0.6436338682432432,0.0
2020-10-14,-0.6778306878306878,-0.6103174603174603,-0.8497883597883598,1.0,-1.512910052910053,-0.6402116402116402,0.0
2020-10-15,-0.6794260906395595,-0.6120817450232953,-0.8503282507412114,1.0,-1.513765353663702,-0.6387124099957645,0.0
2020-10-16,-0.6861414484148023,-0.6042837450959601,-0.8574382356059803,1.0,-1.518343759940621,-0.6355105503127982,0.0
2020-10-19,-0.6892508488964346,-0.6054753820033956,-0.8583934634974533,1.0,-1.518887945670628,-0.633595076400679,0.0
2020-10-20,-0.685840004241107,-0.6056830832847374,-0.8559614059269469,1.0,-1.5154005195355988,-0.6384986481471665,0.0
2020-10-21,-0.6861309997348184,-0.6061522142667728,-0.8600371254309201,1.0,-1.5137098912755238,-0.6376557942190401,0.0
2020-10-22,-0.6868257426794919,-0.6114152096508476,-0.8640590954987512,1.0,-1.5139501514587874,-0.6381463570175905,0.0
2020-10-23,-0.6758103402089471,-0.6330029466916689,-0.8551834985266542,1.0,-1.5332976158585587,-0.6602732386820251,0.0
2020-10-26,-0.6751179245283019,-0.6297169811320754,-0.8560784734133791,1.0,-1.5321612349914235,-0.667184819897084,0.0
2020-10-27,-0.6738699125958497,-0.6253418413855971,-0.8719502386186928,1.0,-1.533916027669044,-0.6571397930183924,0.0
