Date,FUL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.26144415701270945,-0.5908784163761106,-0.08756045439208188,-0.4219997750534248,-0.44994938702058257,0.0
2018-09-25,1.0,-0.26218586608197,-0.5900095575420251,-0.0888851408331928,-0.4212346095462979,-0.44875470849496824,0.0
2018-09-26,1.0,-0.2617120293329573,-0.5911154985192497,-0.08373995205189678,-0.4253278804117896,-0.458553095473135,0.0
2018-09-27,1.0,-0.26248872350022556,-0.5886614794767704,-0.08443279206134417,-0.42518042399639155,-0.45833333333333337,0.0
2018-09-28,1.0,-0.26857961840494465,-0.6639992833895674,-0.08309695141978443,-0.4706936191812726,-0.4995073303275507,0.0
2018-10-01,1.0,-0.27517121230325603,-0.6655653009732068,-0.0816712723777484,-0.47792262405382674,-0.5034242460651207,0.0
2018-10-02,1.0,-0.280231541499593,-0.640387108444632,-0.09135035726129821,-0.4885284452350086,-0.5143658235099039,0.0
2018-10-03,1.0,-0.28461608580717696,-0.662483668074504,-0.09355534623682052,-0.4884992859530248,-0.5093737656102822,0.0
2018-10-04,1.0,-0.28740659741206487,-0.657584593888585,-0.09410120891804873,-0.4920417957596743,-0.5063483384970536,0.0
2018-10-05,1.0,-0.2761575966809,-0.652312164985918,-0.08303806668483692,-0.5002271281911511,-0.5166409254716695,0.0
2018-10-08,1.0,-0.27465513068731845,-0.6498668925459826,-0.07901742497579864,-0.5047192642787995,-0.5169409486931268,0.0
2018-10-09,1.0,-0.2727823007778215,-0.6508580248781817,-0.0738173784086438,-0.5078841439423746,-0.5212311976029782,0.0
2018-10-10,1.0,-0.276365435764211,-0.6789756912228614,-0.06309148264984227,-0.523504670006804,-0.550813385291025,0.0
2018-10-11,1.0,-0.2470056702750235,-0.678825919524546,-0.02507656387398041,-0.5181175899815034,-0.5632068892325418,0.0
2018-10-12,1.0,-0.25027036770007205,-0.6751081470800289,-0.02147921172795001,-0.506518865657294,-0.5507089641913002,0.0
2018-10-15,1.0,-0.2220882565710152,-0.7219375452134073,-0.0,-0.5094345309862551,-0.560766819387509,0.0
2018-10-16,1.0,-0.21344781714838554,-0.7406276454226629,-0.0,-0.5091002539605757,-0.560134236304269,0.0
2018-10-17,1.0,-0.19849493833427898,-0.7143070445247409,-0.0,-0.5063457461104309,-0.5670558724281064,0.0
2018-10-18,1.0,-0.19808306709265175,-0.7137439909229346,-0.0,-0.5069421635663313,-0.5671075811412021,0.0
2018-10-19,1.0,-0.18643866524165775,-0.7073684835530223,-0.0,-0.507659422871393,-0.5673019831373947,0.0
2018-10-22,1.0,-0.1884601643444087,-0.7174586161724426,-0.0,-0.5057460997975467,-0.565588900797904,0.0
2018-10-23,1.0,-0.1889140271493213,-0.7174029530840677,-0.0,-0.5052988806858776,-0.5653131698023339,0.0
2018-10-24,1.0,-0.1871691154601154,-0.715573136636726,-0.0,-0.5052644102076022,-0.5662363928380226,0.0
2018-10-25,1.0,-0.17456029597439587,-0.7013829755997298,-0.0,-0.5043896996212233,-0.5558915935050063,0.0
2018-10-26,1.0,-0.16208262921741157,-0.692325622049997,-0.0,-0.5093526018297302,-0.5498514072606491,0.0
2018-10-29,1.0,-0.14738491902246473,-0.6986126429442154,-0.0,-0.5026412027631044,-0.5537528298601033,0.0
2018-10-30,1.0,-0.14406755070655486,-0.6985462670109973,-0.0,-0.5026840379537475,-0.5563938136552244,0.0
2018-10-31,1.0,-0.14432720737434054,-0.6965621195431619,-0.0,-0.502174039074729,-0.5556843875007247,0.0
2018-11-01,1.0,-0.15544373018412405,-0.6907996160446784,-0.0,-0.5049594229035167,-0.5575787544722068,0.0
2018-11-02,1.0,-0.15336973112598332,-0.7122226135963368,-0.0,-0.5049606669014911,-0.5647234941880944,0.0
2018-11-05,1.0,-0.14775198354393182,-0.7302967969438731,-0.0,-0.5079635615633266,-0.5525418748163385,0.0
2018-11-06,1.0,-0.14971942298087373,-0.7314099362458502,-0.0,-0.5064782442635954,-0.5503716543761201,0.0
2018-11-07,1.0,-0.14945668135095447,-0.7313362701908956,-0.0,-0.5059030837004405,-0.5501321585903083,0.0
2018-11-08,1.0,-0.13240916386983803,-0.732409163869838,-0.0,-0.4998394863563403,-0.5537720706260032,0.0
2018-11-09,1.0,-0.13411675290128328,-0.7337250431173084,-0.0,-0.4999853839632845,-0.5553509310415388,0.0
2018-11-12,1.0,-0.1334659024447304,-0.7351444613405077,-0.0,-0.49991227044098724,-0.5557667563457714,0.0
2018-11-13,1.0,-0.11094971093227972,-0.7350745184625664,-0.0,-0.5037331861363702,-0.5554458034339502,0.0
2018-11-14,1.0,-0.11216365432672751,-0.7343813564247109,-0.0,-0.5041262276980298,-0.5550938571511594,0.0
2018-11-15,1.0,-0.11148844769534424,-0.7358063392546151,-0.0,-0.5071693951004296,-0.5481249274352723,0.0
2018-11-16,1.0,-0.11131736179592784,-0.7337432565694065,-0.0,-0.5066129125819363,-0.5486977202853994,0.0
2018-11-19,1.0,-0.11337335769598887,-0.7331129093071145,-0.0,-0.5055251022361438,-0.5483337683807535,0.0
2018-11-20,1.0,-0.07125314224623654,-0.7286255020370423,-0.0,-0.5144326620243289,-0.575110520384871,0.0
2018-11-21,1.0,-0.07582149519299757,-0.7256708279523604,-0.0,-0.5135313531353135,-0.554828526330894,0.0
2018-11-23,1.0,-0.0774746866305252,-0.7127613802598743,-0.0,-0.5208387115279809,-0.5573243840174397,0.0
2018-11-26,1.0,-0.07652138983731673,-0.7191346512495337,-0.0,-0.5186641035205003,-0.5548733251083121,0.0
2018-11-27,1.0,-0.06743501015242943,-0.72479766637115,-0.0,-0.5159150055766867,-0.5516915949323649,0.0
2018-11-28,1.0,-0.06680208273731189,-0.7292727584825771,-0.0,-0.5141328603307204,-0.5506951994049322,0.0
2018-11-29,1.0,-0.05578459526314292,-0.7232378948565579,-0.0,-0.5121264678286088,-0.5521025845156521,0.0
2018-11-30,1.0,-0.05647112401445934,-0.725215609256255,-0.0,-0.5157259556542282,-0.5488856630518317,0.0
2018-12-03,1.0,-0.05652805055076424,-0.725215609256255,-0.0,-0.5156974923860759,-0.5488856630518317,0.0
2018-12-04,1.0,-0.04772055479763529,-0.731724647567076,-0.0,-0.5137278308321964,-0.5490279672578445,0.0
2018-12-06,1.0,-0.04097474977252047,-0.7364649681528663,-0.0,-0.5153264331210191,-0.5507279344858963,0.0
2018-12-07,1.0,-0.026202625996215815,-0.7459721346253081,-0.0,-0.5256292643770426,-0.5690327389484547,0.0
2018-12-10,1.0,-0.014489446662863663,-0.7484883057615516,-0.0,-0.5254706217912151,-0.5638049058756418,0.0
2018-12-11,1.0,-0.012239308436278568,-0.74942227040598,-0.0,-0.5248067102222476,-0.5665173604176771,0.0
2018-12-12,1.0,-0.015604458416690482,-0.7500428693912546,-0.0,-0.5280080022863676,-0.5643040868819662,0.0
2018-12-13,1.0,-0.01527960244473639,-0.7463585994173759,-0.0,-0.5318729650996744,-0.5625178500028559,0.0
2018-12-14,1.0,-0.015483060046849113,-0.7475289950294236,-0.0,-0.531108952750957,-0.562560703879335,0.0
2018-12-17,1.0,-0.009294634201972971,-0.7478474083366595,-0.0,-0.5271711239094486,-0.5667731082853396,0.0
2018-12-18,1.0,-0.00048226950354609936,-0.7419007092198582,-0.0,-0.5253049645390071,-0.5691914893617022,0.0
2018-12-19,1.0,-0.004199415486763328,-0.7409982124109752,-0.0,-0.5236784609709729,-0.5685951820219618,0.0
2018-12-20,1.0,-0.0,-0.7280858676207514,-0.0,-0.5432603572138456,-0.5681914984240566,0.0
2018-12-21,1.0,-0.0,-0.7287972625208563,-0.0,-0.5440739798082634,-0.5551030796640367,0.0
2018-12-24,1.0,-0.0,-0.7055561810403063,-0.0,-0.5345361405088944,-0.5746172033325828,0.0
2018-12-26,1.0,-0.0,-0.7195278849918889,-0.0,-0.5133691335235218,-0.5639928399619623,0.0
2018-12-27,1.0,-0.0,-0.6958778375720491,-0.0,-0.4720681836807168,-0.5637719561832436,0.0
2018-12-28,1.0,-0.0,-0.6969804521131375,-0.0,-0.4709238833679153,-0.5622747624767938,0.0
2018-12-31,1.0,-0.0,-0.699773279794586,-0.0,-0.4703488213280887,-0.5614739544920648,0.0
2019-01-02,1.0,-0.0,-0.699039196418823,-0.0,-0.46781853914182764,-0.5626978927830549,0.0
2019-01-03,1.0,-0.0,-0.6991645735502894,-0.0,-0.4669651632630774,-0.5639947581085509,0.0
2019-01-04,1.0,-0.0,-0.6996912483947648,-0.0,-0.46851006858110883,-0.5641137736003716,0.0
2019-01-07,1.0,-0.0,-0.6900140951967906,-0.0,-0.4639488235931909,-0.5566518486392713,0.0
2019-01-08,1.0,-0.0,-0.6723866840164824,-0.0,-0.48229776621123405,-0.5562242463673823,0.0
2019-01-09,1.0,-0.0,-0.6711563999024365,-0.0,-0.4821539879129516,-0.5567901569148216,0.0
2019-01-10,1.0,-0.0,-0.6722525014235744,-0.0,-0.48176468993193955,-0.557553078988042,0.0
2019-01-11,1.0,-0.0,-0.6739148117018681,-0.0,-0.4811972995689071,-0.5561640864354852,0.0
2019-01-14,1.0,-0.0,-0.6739925747269722,-0.0,-0.4825885477358337,-0.5533996368662096,0.0
2019-01-15,1.0,-0.0,-0.6744691250746755,-0.0,-0.48210503448650416,-0.5588714495193613,0.0
2019-01-16,1.0,-0.0,-0.6677154248826928,-0.0,-0.47267351975914723,-0.5718896634028587,0.0
2019-01-17,1.0,-0.0,-0.6699168494894505,-0.0,-0.4702743695999567,-0.5682944665637443,0.0
2019-01-18,1.0,-0.0,-0.6764746208901198,-0.0,-0.48166835769325694,-0.5840623029039954,0.0
2019-01-22,1.0,-0.0,-0.725450846712118,-0.0,-0.43564438091049046,-0.5879700901693424,0.0
2019-01-23,1.0,-0.0,-0.7198855665282095,-0.0,-0.44766594228811923,-0.5832255934860946,0.0
2019-01-24,1.0,-0.0,-0.7278669534999171,-0.0,-0.4405096806222075,-0.5896353908103039,0.0
2019-01-25,1.0,-0.0,-0.7307606699682822,-0.0,-0.44229592120638805,-0.6092037170997718,0.0
2019-01-28,1.0,-0.0,-0.7427261358899542,-0.0,-0.4246491593719605,-0.6115325830207031,0.0
2019-01-29,1.0,-0.0,-0.7418529640751862,-0.0,-0.41858525191858525,-0.6201201201201201,0.0
2019-01-30,1.0,-0.0,-0.7371178552517906,-0.0,-0.4160187275311429,-0.6336984087172199,0.0
2019-01-31,1.0,-0.0,-0.743048736006285,-0.0,-0.43778232933980527,-0.6249263488678769,0.0
2019-02-01,1.0,-0.0,-0.7421743520700101,-0.0,-0.4362448109502973,-0.6264725681588691,0.0
