Date,AVD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5583588885791283,-1.2438435089675681,-0.0710435833101013,-0.9149242635442802,-0.8581916178793793,0.0
2018-09-25,1.0,-0.5584463854302175,-1.2435420925478538,-0.07136220033451032,-0.9146998699126557,-0.8579724958186211,0.0
2018-09-26,1.0,-0.5583124244958647,-1.2435647244679862,-0.0708112628937831,-0.914970727627544,-0.8587956509618065,0.0
2018-09-27,1.0,-0.557990230286113,-1.2478715980460573,-0.07038846243312398,-0.9160269830193067,-0.8599209118399628,0.0
2018-09-28,1.0,-0.5559897650616422,-1.24936031635264,-0.0712723889276576,-0.9157478483368224,-0.8599209118399628,0.0
2018-10-01,1.0,-0.5784853373825567,-1.2701907563822719,-0.07046597703331119,-0.9445762551010723,-0.8815127645439877,0.0
2018-10-02,1.0,-0.609081597814954,-1.2355752816660976,-0.09832707408671902,-0.99931717309662,-0.9349851241281765,0.0
2018-10-03,1.0,-0.6084031975043868,-1.2254338077597973,-0.09719243517254825,-1.0023883798011308,-0.9407779294209396,0.0
2018-10-04,1.0,-0.610559127216053,-1.2198032339762321,-0.09813948957724528,-1.0046269238262224,-0.9373173582700176,0.0
2018-10-05,1.0,-0.5922546831020091,-1.2113947393962925,-0.07691934388042318,-1.018780937590993,-0.9536542754537514,0.0
2018-10-08,1.0,-0.5939703379528325,-1.2153659129589107,-0.07751033309020179,-1.0199854121079504,-0.9558473133965475,0.0
2018-10-09,1.0,-0.5910840438489647,-1.2194884287454326,-0.06645554202192448,-1.0284531059683313,-0.966626065773447,0.0
2018-10-10,1.0,-0.5944035489689465,-1.2181055915760737,-0.06956564130063861,-1.031053478282065,-0.9618778335689563,0.0
2018-10-11,1.0,-0.5414777021919879,-1.201955782312925,-0.0038265306122448974,-1.0110544217687074,-0.9657974300831443,0.0
2018-10-12,1.0,-0.5435197690122479,-1.189400642667536,-0.0,-0.9868206585013738,-0.9372700600754436,0.0
2018-10-15,1.0,-0.5054413542926239,-1.2264440517161195,-0.0,-0.980141382197005,-0.938749883731746,0.0
2018-10-16,1.0,-0.5055808761975631,-1.226258022509534,-0.0,-0.980141382197005,-0.938749883731746,0.0
2018-10-17,1.0,-0.47168947681603884,-1.1692680917288416,-0.0,-0.9781205657527349,-0.9581635922552295,0.0
2018-10-18,1.0,-0.4709363673900078,-1.1680047712988024,-0.0,-0.9867871725466808,-0.962058998944809,0.0
2018-10-19,1.0,-0.4573997170629307,-1.1611828594898006,-0.0,-0.9857618765116598,-0.9592023000045635,0.0
2018-10-22,1.0,-0.4588756450655341,-1.1645887564506554,-0.0,-0.9847924373201808,-0.9585331323925652,0.0
2018-10-23,1.0,-0.4688358045030203,-1.1684514003294892,-0.0,-0.9811458905363354,-0.9578070657148088,0.0
2018-10-24,1.0,-0.46646843549862765,-1.1625800548947849,-0.0,-0.9833485818847211,-0.9621683440073193,0.0
2018-10-25,1.0,-0.41668138466972804,-1.0959466619569056,-0.0,-0.9862239491345814,-0.9165489226421759,0.0
2018-10-26,1.0,-0.3893987065198392,-1.078395385422129,-0.0,-0.9970721901765427,-0.9050428246809998,0.0
2018-10-29,1.0,-0.3601095985734789,-1.0912016700735008,-0.0,-0.9849519418953595,-0.9128430391858392,0.0
2018-10-30,1.0,-0.3492456849702187,-1.0913003782444242,-0.0,-0.9853484631102997,-0.9216990565627582,0.0
2018-10-31,1.0,-0.3522815492107306,-1.0675407573535753,-0.0,-0.9796860174243077,-0.9133960148365392,0.0
2018-11-01,1.0,-0.33715072975416543,-1.0777543376243166,-0.0,-0.977784474964481,-0.912601713523055,0.0
2018-11-02,1.0,-0.3406631016042781,-1.0513368983957219,-0.0,-0.9806631016042779,-0.9053689839572192,0.0
2018-11-05,1.0,-0.33071613459879207,-1.1012942191544435,-0.0,-0.9956427955133735,-0.8864106988783435,0.0
2018-11-06,1.0,-0.3328589295726053,-1.1022987018588002,-0.0,-0.9937033682667012,-0.8839004614654763,0.0
2018-11-07,1.0,-0.3395484469579817,-1.1414748376264747,-0.0,-1.0226218353731276,-0.9146821013564265,0.0
2018-11-08,1.0,-0.31556139198949446,-1.1373166994966075,-0.0,-1.0105055810899541,-0.9139417815714599,0.0
2018-11-09,1.0,-0.31422018348623854,-1.1483327452364152,-0.0,-1.0256263232180662,-0.9225476358503881,0.0
2018-11-12,1.0,-0.31245607870695713,-1.134574841883345,-0.0,-1.0270994378074492,-0.917998945888967,0.0
2018-11-13,1.0,-0.2674907943187796,-1.142030510257759,-0.0,-1.0485709275819743,-0.9255216552691566,0.0
2018-11-14,1.0,-0.26815691431076044,-1.1413105413105413,-0.0,-1.04847687924611,-0.9250931404777559,0.0
2018-11-15,1.0,-0.26675128014355115,-1.142719593855311,-0.0,-1.0525187097903628,-0.9145257998161845,0.0
2018-11-16,1.0,-0.26304309893561334,-1.1316087942767403,-0.0,-1.0493805618565695,-0.9182079916244984,0.0
2018-11-19,1.0,-0.26686447333973295,-1.130857840998342,-0.0,-1.0477790383104983,-0.9178375076359194,0.0
2018-11-20,1.0,-0.21322063285652362,-1.1207628955353273,-0.0,-1.0552232336367577,-0.9453836150845254,0.0
2018-11-21,1.0,-0.225965063618719,-1.119732585723528,-0.0,-1.0622816476169938,-0.9051541945223204,0.0
2018-11-23,1.0,-0.22739997415909383,-1.1063353288255309,-0.0,-1.0670140832938542,-0.9060683061286016,0.0
2018-11-26,1.0,-0.2260843217037486,-1.1285170115141545,-0.0,-1.06821920180071,-0.9057657345684356,0.0
2018-11-27,1.0,-0.21675491842093933,-1.1282448663308795,-0.0,-1.0614318309010289,-0.8985320074045374,0.0
2018-11-28,1.0,-0.21218220802520454,-1.1883341355620705,-0.0,-1.066862118759025,-0.9084146501553406,0.0
2018-11-29,1.0,-0.16550500021645959,-1.1738170483570718,-0.0,-1.068054894151262,-0.921858089094766,0.0
2018-11-30,1.0,-0.16569251417933065,-1.1748278997272372,-0.0,-1.070225570420401,-0.9188206260553318,0.0
2018-12-03,1.0,-0.16113928989465473,-1.1795638791346947,-0.0,-1.0735249490614298,-0.9209693501538995,0.0
2018-12-04,1.0,-0.15131351538195645,-1.1827687521603871,-0.0,-1.0687435188385759,-0.9179484963705495,0.0
2018-12-06,1.0,-0.13812804570660392,-1.1220803226348512,-0.0,-1.057679381616535,-0.883086876155268,0.0
2018-12-07,1.0,-0.13035789473684212,-1.1264,-0.0,-1.0622315789473684,-0.8915368421052633,0.0
2018-12-10,1.0,-0.09807268034799983,-1.1301669233651086,-0.0,-1.0624401615118846,-0.8719976689006369,0.0
2018-12-11,1.0,-0.1098521141428869,-1.1269735471776712,-0.0,-1.0666527806706936,-0.8623203499270984,0.0
2018-12-12,1.0,-0.11188898612326541,-1.1268491894820185,-0.0,-1.0675917823061216,-0.8608576072009002,0.0
2018-12-13,1.0,-0.1129133135971313,-1.1279239461285075,-0.0,-1.0670057957720054,-0.8617770921069091,0.0
2018-12-14,1.0,-0.12057891224557891,-1.107691024357691,-0.0,-1.0797881214547882,-0.8627794461127793,0.0
2018-12-17,1.0,-0.09658382511844402,-1.1091347352672263,-0.0,-1.0648325160003325,-0.8853794364558225,0.0
