Date,ATSG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5177371331348362,-1.0950233943002978,-0.07745640153126329,-0.7870267971076138,-0.7762654189706507,0.0
2018-09-25,1.0,-0.5174110198494182,-1.1057922655715264,-0.07126967830253252,-0.796286789869952,-0.7870893223819302,0.0
2018-09-26,1.0,-0.5184054356239787,-1.1104756170981338,-0.0646340414552335,-0.8043347381095726,-0.802528597230584,0.0
2018-09-27,1.0,-0.5240204722377533,-1.0993505655670723,-0.06825512881166401,-0.8059008214700443,-0.803363296202314,0.0
2018-09-28,1.0,-0.5209194214876033,-1.1034779614325068,-0.06921487603305786,-0.806516873278237,-0.8042355371900827,0.0
2018-10-01,1.0,-0.5242925555071833,-1.1251197213757076,-0.07104919460165435,-0.8166303874619069,-0.8164127122333479,0.0
2018-10-02,1.0,-0.5258318739054291,-1.156217162872154,-0.06409807355516638,-0.8167250437828372,-0.8153677758318739,0.0
2018-10-03,1.0,-0.5368416366145764,-1.1454966386180492,-0.058278794354659186,-0.8524998886959619,-0.8590890877521036,0.0
2018-10-04,1.0,-0.5426632044098219,-1.1952986196528632,-0.058858366361441386,-0.8644253109197758,-0.8944011662338845,0.0
2018-10-05,1.0,-0.5224459971685619,-1.1926291272777092,-0.03224185961547244,-0.8925880257569531,-0.9269762981230305,0.0
2018-10-08,1.0,-0.5198177676537585,-1.188246013667426,-0.028519362186788154,-0.8939863325740318,-0.9252847380410023,0.0
2018-10-09,1.0,-0.5234531848877533,-1.1904088337287828,-0.034358459572914765,-0.892635517430188,-0.9220660704508122,0.0
2018-10-10,1.0,-0.5246888062100961,-1.2035735611593403,-0.02925910615038354,-0.8994993339763907,-0.9362454641495569,0.0
2018-10-11,1.0,-0.4289460816997822,-1.1926923589811975,-0.0,-0.86869360359159,-0.9547050717873494,0.0
2018-10-12,1.0,-0.4327613377692173,-1.180835230257398,-0.0,-0.8396515496410436,-0.9242251794782,0.0
2018-10-15,1.0,-0.39633773271567174,-1.2155843020714974,-0.0,-0.8325758237916266,-0.925749497421554,0.0
2018-10-16,1.0,-0.3908196721311475,-1.225311475409836,-0.0,-0.8311693989071037,-0.9242841530054645,0.0
2018-10-17,1.0,-0.36023487056403225,-1.1703240185153438,-0.0,-0.8218755357448998,-0.9335247728441626,0.0
2018-10-18,1.0,-0.3604870519636426,-1.171668667466987,-0.0,-0.8214714457211456,-0.9338020922654776,0.0
2018-10-19,1.0,-0.3419061384118347,-1.1595817037918723,-0.0,-0.8185682707022616,-0.930964121748002,0.0
2018-10-22,1.0,-0.342341193966433,-1.1551731463777353,-0.0,-0.8196728277034204,-0.9317612067134056,0.0
2018-10-23,1.0,-0.35192676176282733,-1.1588673621460508,-0.0,-0.8161805407707047,-0.931062380242708,0.0
2018-10-24,1.0,-0.3489835842476822,-1.154758867057923,-0.0,-0.816067023900655,-0.9329760993450711,0.0
2018-10-25,1.0,-0.32231780957895606,-1.1103896103896103,-0.0,-0.8027959301844652,-0.9004880469848623,0.0
2018-10-26,1.0,-0.30189604445897356,-1.0916966328865643,-0.0,-0.8054102647924158,-0.887258908139915,0.0
2018-10-29,1.0,-0.26835432717785657,-1.1127145244792302,-0.0,-0.7935265582324406,-0.9018792548204313,0.0
2018-10-30,1.0,-0.28406579916523444,-1.116949013830919,-0.0,-0.7972010802848024,-0.8937719944348965,0.0
2018-10-31,1.0,-0.2864687004915302,-1.0976967136531666,-0.0,-0.791566803428525,-0.8864605760246984,0.0
2018-11-01,1.0,-0.2785688207374954,-1.1024299217070301,-0.0,-0.7900693683826213,-0.885562451827512,0.0
2018-11-02,1.0,-0.2830317927227304,-1.0735383003586252,-0.0,-0.7944957085868558,-0.8783898134343393,0.0
2018-11-05,1.0,-0.2995989523653626,-1.0604845310198068,-0.0,-0.811589458176461,-0.9206498608610247,0.0
2018-11-06,1.0,-0.3192639353055246,-1.085860461278211,-0.0,-0.8103725708627305,-0.9104262078640095,0.0
2018-11-07,1.0,-0.32543364681295717,-1.1003134796238245,-0.0,-0.829508881922675,-0.9244723092998955,0.0
2018-11-08,1.0,-0.32739989948065,-1.1026553861618362,-0.0,-0.8325096331043726,-0.9257413302060646,0.0
2018-11-09,1.0,-0.32962698779003907,-1.1048126547224437,-0.0,-0.833382285066924,-0.928040951621701,0.0
2018-11-12,1.0,-0.3285056508999581,-1.0981163666806195,-0.0,-0.8335286730849728,-0.9257011301799917,0.0
2018-11-13,1.0,-0.30643085481795157,-1.0936189645867065,-0.0,-0.8303649271391207,-0.9212438244696308,0.0
2018-11-14,1.0,-0.31097129047043626,-1.095837326555273,-0.0,-0.8360348347847827,-0.9240385016042335,0.0
2018-11-15,1.0,-0.3099330032041946,-1.0976239024593235,-0.0,-0.8400815613166327,-0.9136948108692938,0.0
2018-11-16,1.0,-0.30764442231075695,-1.0895169322709162,-0.0,-0.8374418990703851,-0.9155046480743692,0.0
2018-11-19,1.0,-0.3061241436578784,-1.0906373261365996,-0.0,-0.8389038820842848,-0.9163379696906788,0.0
2018-11-20,1.0,-0.2511971598414795,-1.081943527080581,-0.0,-0.8469286657859973,-0.948068031704095,0.0
2018-11-21,1.0,-0.25183303977389093,-1.075041985827223,-0.0,-0.8407815508130914,-0.9285216892639166,0.0
2018-11-23,1.0,-0.25476375855427613,-1.0544605171495307,-0.0,-0.8545260828586649,-0.9340654837519977,0.0
2018-11-26,1.0,-0.25338419886783164,-1.065468865370416,-0.0,-0.8521207646238411,-0.9310443842809091,0.0
2018-11-27,1.0,-0.2427271614508956,-1.0677302215512667,-0.0,-0.8451589212126157,-0.9245175241747929,0.0
2018-11-28,1.0,-0.24070138150903295,-1.0815826044306385,-0.0,-0.8419439221777161,-0.9230360500286112,0.0
2018-11-29,1.0,-0.21269033482773939,-1.0658750353406843,-0.0,-0.8354537743850721,-0.9249161920917647,0.0
2018-11-30,1.0,-0.2113788216238105,-1.068839846122697,-0.0,-0.8372949989876494,-0.9319295403927921,0.0
2018-12-03,1.0,-0.20997895759145355,-1.0687115571382324,-0.0,-0.8366785367432826,-0.9312075105212042,0.0
2018-12-04,1.0,-0.2000564903361175,-1.0733970867126659,-0.0,-0.8321430012508575,-0.929467780333293,0.0
2018-12-06,1.0,-0.18996978377742024,-1.0077698858062236,-0.0,-0.8266295177176941,-0.899815563316721,0.0
2018-12-07,1.0,-0.1987111477857676,-1.0083696805375457,-0.0,-0.8281268419191323,-0.8942198121733663,0.0
2018-12-10,1.0,-0.16544775538784717,-1.0162607951451024,-0.0,-0.8308955107756943,-0.877499416478643,0.0
2018-12-11,1.0,-0.17846573208722744,-1.0129283489096574,-0.0,-0.8360981308411216,-0.866588785046729,0.0
2018-12-12,1.0,-0.17888711498773413,-1.0127331490206768,-0.0,-0.8360266344768507,-0.8663214049297147,0.0
2018-12-13,1.0,-0.17905221383549916,-1.0100381293284568,-0.0,-0.8369387596296007,-0.864718698933935,0.0
2018-12-14,1.0,-0.17841984346403958,-1.015303142400997,-0.0,-0.8349363342548967,-0.8653089832950431,0.0
2018-12-17,1.0,-0.15989916618188868,-1.015241419429901,-0.0,-0.8209424083769633,-0.8821795617607135,0.0
2018-12-18,1.0,-0.14050320290190632,-1.0033186694450877,-0.0,-0.8221424712510612,-0.892915026626534,0.0
2018-12-19,1.0,-0.15584415584415584,-1.0043806939329325,-0.0,-0.8214382632293079,-0.8950184144213994,0.0
2018-12-20,1.0,-0.1557339095539435,-0.9932474147244946,-0.0,-0.8209214384935947,-0.8887559808612441,0.0
2018-12-21,1.0,-0.14609126282278034,-1.0328970640254687,-0.0,-0.8768227017254255,-0.8745823998742287,0.0
2018-12-24,1.0,-0.07053331090174966,-1.057579071332436,-0.0,-1.005257402422611,-1.0725100942126515,0.0
2018-12-26,1.0,-0.07028354915268352,-1.0705333721946955,-0.0,-0.9701877836532457,-1.0527126618645126,0.0
