Date,ARR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.11007202216066482,-0.4957340720221607,-0.0,-0.3089639889196676,-0.30129639889196674,0.0
2018-09-25,1.0,-0.10997340425531915,-0.49581117021276594,-0.0,-0.30906471631205673,-0.3014406028368794,0.0
2018-09-26,1.0,-0.10981826241134751,-0.4957446808510638,-0.0,-0.30908687943262414,-0.3016622340425532,0.0
2018-09-27,1.0,-0.10928210133995918,-0.4978702635548851,-0.0,-0.3093442186529417,-0.3019788801135859,0.0
2018-09-28,1.0,-0.10880127792691854,-0.49841368446741946,-0.0,-0.30934262196880613,-0.30206553812703835,0.0
2018-10-01,1.0,-0.10905258486798314,-0.4981806079431995,-0.0,-0.3094297759041491,-0.3020856445529177,0.0
2018-10-02,1.0,-0.10897507048194109,-0.5005438763957645,-0.0,-0.3088773947210692,-0.30150731458254715,0.0
2018-10-03,1.0,-0.10862088094973926,-0.49643847775435485,-0.0,-0.3101076223233108,-0.3038499944524576,0.0
2018-10-04,1.0,-0.1131450914180348,-0.4913469442161154,-0.0,-0.3161975429320419,-0.30089085375336017,0.0
2018-10-05,1.0,-0.10822664244894344,-0.49043104593983966,-0.0,-0.31579763434191294,-0.3005803393434634,0.0
2018-10-08,1.0,-0.1080542264752791,-0.4907407407407407,-0.0,-0.3157451710083289,-0.3005936558568137,0.0
2018-10-09,1.0,-0.10428536590773049,-0.4909880949741725,-0.0,-0.3177112199880284,-0.30396612499168646,0.0
2018-10-10,1.0,-0.1054299645390071,-0.4902925531914894,-0.0,-0.31841755319148934,-0.3021498226950355,0.0
2018-10-11,1.0,-0.05750178074208379,-0.48645556778691534,-0.0,-0.3040428241490212,-0.3104750804032032,0.0
2018-10-12,1.0,-0.054388107019685966,-0.4848231690336953,-0.0,-0.29848124584966684,-0.30439346228819913,0.0
2018-10-15,1.0,-0.0183476301880253,-0.5340958322502383,-0.0,-0.29973572480720906,-0.31401091759812844,0.0
2018-10-16,1.0,-0.01433000195113491,-0.5414399375636828,-0.0,-0.2989572267869144,-0.31317883235415267,0.0
2018-10-17,1.0,-0.006865774116031583,-0.5279780295228287,-0.0,-0.296086508753862,-0.3146026433230347,0.0
2018-10-18,1.0,-0.0070609949778941495,-0.5288449156543761,-0.0,-0.2956174614757265,-0.3146757093187964,0.0
2018-10-19,1.0,-0.0,-0.5250575791179732,-0.0,-0.29448520003412093,-0.31301714578179646,0.0
2018-10-22,1.0,-0.0,-0.5256207867565492,-0.0,-0.2945857155047359,-0.3130813209318201,0.0
2018-10-23,1.0,-0.0,-0.5256128522967293,-0.0,-0.2947451515862687,-0.3131573894305647,0.0
2018-10-24,1.0,-0.0,-0.5269503243427791,-0.0,-0.29429839535677704,-0.3125640150221919,0.0
2018-10-25,1.0,-0.0,-0.49530511544627426,-0.0,-0.2974953675751077,-0.28918823259977927,0.0
2018-10-26,1.0,-0.0,-0.5129747306229145,-0.0,-0.3078018404777591,-0.30448643019573673,0.0
2018-10-29,1.0,-0.0,-0.5175414452372382,-0.0,-0.29450996167771165,-0.30520209184645675,0.0
2018-10-30,1.0,-0.0,-0.5158604030258724,-0.0,-0.29148390651155887,-0.3116140105524124,0.0
2018-10-31,1.0,-0.0,-0.5056246050136929,-0.0,-0.2913419001474616,-0.30962713292605853,0.0
2018-11-01,1.0,-0.0,-0.5063064580657388,-0.0,-0.29037080710029267,-0.3090059169105725,0.0
2018-11-02,1.0,-0.0,-0.4947174241153781,-0.0,-0.29435686734864996,-0.30718598021130306,0.0
2018-11-05,1.0,-0.0,-0.5040791929699461,-0.0,-0.2943730207000692,-0.29881923617373796,0.0
2018-11-06,1.0,-0.0,-0.5041109106925626,-0.0,-0.29447543940601534,-0.2988380385083267,0.0
2018-11-07,1.0,-0.0,-0.5046725046725047,-0.0,-0.2957432957432958,-0.2995862995862996,0.0
2018-11-08,1.0,-0.0,-0.5019400867823764,-0.0,-0.2861732309746328,-0.2979806408544726,0.0
2018-11-09,1.0,-0.0,-0.5018462501303849,-0.0,-0.2862835089183269,-0.29800771878585586,0.0
2018-11-12,1.0,-0.0,-0.4901516254497806,-0.0,-0.2929137461261674,-0.29684477630566364,0.0
2018-11-13,1.0,-0.0,-0.4857714769186322,-0.0,-0.2871499618233971,-0.2906993540931509,0.0
2018-11-14,1.0,-0.0,-0.4855403034368872,-0.0,-0.28791412942512123,-0.2907420786458871,0.0
2018-11-15,1.0,-0.0,-0.48567536327608984,-0.0,-0.28758669088507266,-0.2908066380449141,0.0
2018-11-16,1.0,-0.0,-0.4777359738702609,-0.0,-0.28914292801918384,-0.3003679662628685,0.0
2018-11-19,1.0,-0.0,-0.4784084090297751,-0.0,-0.2899915164807879,-0.3007511018229221,0.0
2018-11-20,1.0,-0.0,-0.468042637254095,-0.0,-0.2823894970779488,-0.30737097703514693,0.0
2018-11-21,1.0,-0.0,-0.466019218973625,-0.0,-0.28065835207524026,-0.29787364547127376,0.0
2018-11-23,1.0,-0.0,-0.4593418714382009,-0.0,-0.2842494433890966,-0.29901750515758724,0.0
2018-11-26,1.0,-0.0,-0.46189503777823154,-0.0,-0.2827036961404942,-0.2974678374515009,0.0
2018-11-27,1.0,-0.0,-0.46327970875958424,-0.0,-0.27747157762004515,-0.2930504992983384,0.0
2018-11-28,1.0,-0.0,-0.4597871864255051,-0.0,-0.280075685133568,-0.29468372973082946,0.0
2018-11-29,1.0,-0.0,-0.44954720558278377,-0.0,-0.27278594622940244,-0.2945684838950405,0.0
2018-11-30,1.0,-0.0,-0.4520080037188997,-0.0,-0.27687612425975705,-0.29223679689552723,0.0
2018-12-03,1.0,-0.0,-0.4520038784744667,-0.0,-0.2763413057530705,-0.29169360051712995,0.0
2018-12-04,1.0,-0.0,-0.4534792334199867,-0.0,-0.2721117223867965,-0.2896036112286641,0.0
2018-12-06,1.0,-0.0,-0.4255444959101213,-0.0,-0.2697546072730857,-0.27572681580762787,0.0
2018-12-07,1.0,-0.0,-0.4266779747933966,-0.0,-0.2719472988698448,-0.2737224117867498,0.0
2018-12-10,1.0,-0.0,-0.4272952950604976,-0.0,-0.2668152231278954,-0.2605797611368479,0.0
2018-12-11,1.0,-0.0,-0.4280935146238873,-0.0,-0.26422772180377585,-0.26405164824415533,0.0
2018-12-12,1.0,-0.0,-0.42807951166066677,-0.0,-0.26420410079824697,-0.2641845359211144,0.0
2018-12-13,1.0,-0.0,-0.42506796002581504,-0.0,-0.2678309506580877,-0.26278528543210844,0.0
2018-12-14,1.0,-0.0,-0.4150001956717411,-0.0,-0.27728642429460343,-0.2644307909051775,0.0
2018-12-17,1.0,-0.0,-0.4129493878187631,-0.0,-0.2677025657022537,-0.26895032363721433,0.0
2018-12-18,1.0,-0.0,-0.4227344365642237,-0.0,-0.27539401103230887,-0.27194641449960594,0.0
2018-12-19,1.0,-0.0,-0.4229427416970533,-0.0,-0.2756282645116783,-0.2724549127821031,0.0
2018-12-20,1.0,-0.0,-0.41828113333595324,-0.0,-0.2763390576492317,-0.27024796636145715,0.0
2018-12-21,1.0,-0.0,-0.4195035460992907,-0.0,-0.2767139479905437,-0.2738573680063041,0.0
2018-12-24,1.0,-0.0,-0.4080965157954523,-0.0,-0.27009929689183104,-0.28032276386141525,0.0
2018-12-26,1.0,-0.0,-0.40849392174490873,-0.0,-0.2673650471015909,-0.2785638900832584,0.0
2018-12-27,1.0,-0.0,-0.402120196127832,-0.0,-0.2579313552588229,-0.27797050330432765,0.0
2018-12-28,1.0,-0.0,-0.402754372711953,-0.0,-0.2572103744164875,-0.2770255873864451,0.0
2018-12-31,1.0,-0.0,-0.404682079804655,-0.0,-0.25677796941919734,-0.2764868897889576,0.0
2019-01-02,1.0,-0.0,-0.4063812412505833,-0.0,-0.2560079328044797,-0.281925649401151,0.0
2019-01-03,1.0,-0.0,-0.40749181860682554,-0.0,-0.25218170484650143,-0.28827723235156616,0.0
2019-01-04,1.0,-0.0,-0.40995522474850266,-0.0,-0.238064778740478,-0.29030257215405786,0.0
2019-01-07,1.0,-0.0,-0.40053696423434654,-0.0,-0.2340396969987535,-0.28315274714737754,0.0
2019-01-08,1.0,-0.0,-0.39709600796873806,-0.0,-0.23611217531223663,-0.28235384261742397,0.0
2019-01-09,1.0,-0.0,-0.3894172806430007,-0.0,-0.23643670462156732,-0.2878384843555641,0.0
2019-01-10,1.0,-0.0,-0.388109948545305,-0.0,-0.23753323514221772,-0.28717075690047633,0.0
2019-01-11,1.0,-0.0,-0.37590158602613405,-0.0,-0.24012320878532212,-0.29713596969523043,0.0
2019-01-14,1.0,-0.0,-0.3702157536196133,-0.0,-0.22992846164063835,-0.2974249985768231,0.0
2019-01-15,1.0,-0.0,-0.36846706450264166,-0.0,-0.22895206963396555,-0.30307119236763086,0.0
2019-01-16,1.0,-0.0,-0.36271604938271607,-0.0,-0.22102564102564104,-0.31559354226020897,0.0
2019-01-17,1.0,-0.0,-0.36536962761609665,-0.0,-0.2203889216263995,-0.3151291653202045,0.0
2019-01-18,1.0,-0.0,-0.3640172942498524,-0.0,-0.22360627011789805,-0.3170295030760147,0.0
2019-01-22,1.0,-0.0,-0.3897701043301634,-0.0,-0.1465792632259256,-0.3102021973963623,0.0
2019-01-23,1.0,-0.0,-0.38584272975163975,-0.0,-0.1487581988355811,-0.3078340334586189,0.0
2019-01-24,1.0,-0.0,-0.38291028082305745,-0.0,-0.15827032223475257,-0.3075557856205284,0.0
2019-01-25,1.0,-0.0,-0.3797097688900421,-0.0,-0.1408343681079378,-0.3327649795207295,0.0
2019-01-28,1.0,-0.0,-0.3740752415033468,-0.0,-0.14886989412789944,-0.3312072386108691,0.0
2019-01-29,1.0,-0.0,-0.3760571460295723,-0.0,-0.14379036586042898,-0.33073634731757867,0.0
2019-01-30,1.0,-0.0,-0.37770502718899124,-0.0,-0.14545185514001405,-0.3264343580068805,0.0
2019-01-31,1.0,-0.0,-0.3851806604472086,-0.0,-0.12612912779505406,-0.33971938397749146,0.0
