Date,IWF,IWM,MTUM,REG,SPY,VLUE,VXX
2018-09-24,-0.2784541524097504,-0.5048407204052943,-0.0,1.0,-0.4655314182647675,-0.4036232460677435,0.0
2018-09-25,-0.2752570436640406,-0.512618507143811,-0.0,1.0,-0.4714114033916411,-0.4112965683001736,0.0
2018-09-26,-0.27705338534708496,-0.5144551915780473,-0.0,1.0,-0.47170416288141936,-0.4087265537326992,0.0
2018-09-27,-0.275998714790618,-0.5193584663168042,-0.0,1.0,-0.4725018742636821,-0.4096604905215808,0.0
2018-09-28,-0.27557031166327517,-0.5198136446396059,-0.0,1.0,-0.4724215486773054,-0.40971404091249863,0.0
2018-10-01,-0.27562065808605746,-0.528192148203996,-0.0,1.0,-0.4750659701653293,-0.4137541063062093,0.0
2018-10-02,-0.2760858443062175,-0.5272100600479307,-0.0,1.0,-0.4753211083286211,-0.4141422301209037,0.0
2018-10-03,-0.2759307615689019,-0.5255067703986862,-0.0,1.0,-0.4756238727218887,-0.4149460252510297,0.0
2018-10-04,-0.2842238979431877,-0.5194734992837645,-0.0,1.0,-0.4874185788805103,-0.4116597745885024,0.0
2018-10-05,-0.2719567323216015,-0.5119201377677322,-0.0,1.0,-0.4908244537724679,-0.4160477881821117,0.0
2018-10-08,-0.2693351242444594,-0.5087172599059772,-0.0,1.0,-0.4931900604432505,-0.4151242444593687,0.0
2018-10-09,-0.26198255609861476,-0.5122188318526719,-0.0,1.0,-0.500526557394756,-0.4255663867361542,0.0
2018-10-10,-0.2621547930783144,-0.5118645898010421,-0.0,1.0,-0.5006883891693438,-0.4248575979267338,0.0
2018-10-11,-0.21386190601207666,-0.49942242058283015,-0.0,1.0,-0.48390653714885795,-0.428143869782095,0.0
2018-10-12,-0.2118551328817092,-0.4950495049504951,-0.0,1.0,-0.4781917665450756,-0.42042730588848365,0.0
2018-10-15,-0.19478595378577185,-0.5095261612039612,-0.0,1.0,-0.47467054817664334,-0.42021677540093055,0.0
2018-10-16,-0.1915148048977045,-0.5150648607897679,-0.0,1.0,-0.4737827228533548,-0.41929446018665345,0.0
2018-10-17,-0.18035563082133785,-0.4936237908295486,-0.0,1.0,-0.4699150694070253,-0.42198445077361246,0.0
2018-10-18,-0.17989635178818822,-0.49273949407358,-0.0,1.0,-0.470855354302427,-0.42208425265534405,0.0
2018-10-19,-0.1672184587174655,-0.4828859573167626,-0.0,1.0,-0.4741506646971935,-0.422477461417002,0.0
2018-10-22,-0.16712119281253984,-0.47434688415955145,-0.0,1.0,-0.47967376067286865,-0.4276029055690073,0.0
2018-10-23,-0.16385566799550239,-0.47633650209547174,-0.0,1.0,-0.48441173464172543,-0.4308494326893591,0.0
2018-10-24,-0.1624409549342525,-0.4723605259798289,-0.0,1.0,-0.48551002170305124,-0.4329886378143751,0.0
2018-10-25,-0.1346340251025227,-0.4383994035044116,-0.0,1.0,-0.5001615508885299,-0.4122033055797192,0.0
2018-10-26,-0.13116295178487494,-0.43401034064765115,-0.0,1.0,-0.4996412933231082,-0.4090245652227692,0.0
2018-10-29,-0.11629281264619704,-0.4395390638465516,-0.0,1.0,-0.4935119296776894,-0.4128973481397582,0.0
2018-10-30,-0.09977542508822586,-0.44241257619505936,-0.0,1.0,-0.4966807334468547,-0.4289874386120777,0.0
2018-10-31,-0.10419426048565121,-0.42641648270787347,-0.0,1.0,-0.49624724061810155,-0.42590139808682853,0.0
2018-11-01,-0.0731067913142405,-0.46127021813325425,-0.0,1.0,-0.5041796507889401,-0.4346094870653411,0.0
2018-11-02,-0.07555205435612121,-0.44801949730435,-0.0,1.0,-0.5066837350139091,-0.4315255655941508,0.0
2018-11-05,-0.0799120053390019,-0.440418221815755,-0.0,1.0,-0.5087129544948958,-0.44269224114491934,0.0
2018-11-06,-0.07954208288003163,-0.44001582434971814,-0.0,1.0,-0.5093215310058352,-0.44367520522203535,0.0
2018-11-07,-0.07916779916483407,-0.4399446517259272,-0.0,1.0,-0.5084628499419337,-0.44335450075362604,0.0
2018-11-08,-0.06447103830496836,-0.4392319387905243,-0.0,1.0,-0.5029427632546962,-0.44565697189661097,0.0
2018-11-09,-0.06307302804611262,-0.441289973699088,-0.0,1.0,-0.5067964506059042,-0.4468696998746405,0.0
2018-11-12,-0.06284916201117319,-0.4272272860923258,-0.0,1.0,-0.5146525531706361,-0.445506223659708,0.0
2018-11-13,-0.04477756991180543,-0.4232367161495663,-0.0,1.0,-0.5179669088170266,-0.44362107922933014,0.0
2018-11-14,-0.045284485690685584,-0.4228171614595987,-0.0,1.0,-0.5179777464651864,-0.4433458043826831,0.0
2018-11-15,-0.04450757575757576,-0.4226884226884227,-0.0,1.0,-0.5184052059052059,-0.4425505050505051,0.0
2018-11-16,-0.038699917036747834,-0.416085110536333,-0.0,1.0,-0.5255966033868528,-0.459714020789615,0.0
2018-11-19,-0.035142675346287504,-0.4195585140228085,-0.0,1.0,-0.5301013166266948,-0.4624590083696344,0.0
2018-11-20,-0.004745218280040881,-0.41344235168151067,-0.0,1.0,-0.535649973232102,-0.4796077286221832,0.0
2018-11-21,-0.009534614270541664,-0.4089504682823211,-0.0,1.0,-0.5358694602684175,-0.4594477165202279,0.0
2018-11-23,-0.010977345653694901,-0.397765929214215,-0.0,1.0,-0.5421843711549132,-0.461651668315279,0.0
2018-11-26,-0.010952955367913148,-0.3977804583835947,-0.0,1.0,-0.5421954161640531,-0.46164053075995176,0.0
2018-11-27,-0.003099843806319836,-0.4016340261924787,-0.0,1.0,-0.5397092394569265,-0.4585125555689054,0.0
2018-11-28,-0.0036527046836325188,-0.40078821522120495,-0.0,1.0,-0.5399274265253646,-0.45872684017013915,0.0
2018-11-29,-0.0,-0.3890766301761066,-0.0,1.0,-0.5318181818181817,-0.4589243217515469,0.0
2018-11-30,-0.0,-0.3890554365929098,-0.0,1.0,-0.5322626695217701,-0.4579348084701404,0.0
2018-12-03,-0.0,-0.3897755967411501,-0.0,1.0,-0.5334222688074706,-0.4589785125541951,0.0
2018-12-04,-0.0,-0.3898103702295518,-0.0,1.0,-0.5297514376693122,-0.4567748681146333,0.0
2018-12-06,-0.0,-0.35082020464511937,-0.0,1.0,-0.5295250469848489,-0.4398941970811388,0.0
2018-12-07,-0.0,-0.3695538804342673,-0.0,1.0,-0.5564642298392831,-0.44443654292893375,0.0
2018-12-10,-0.0,-0.3660731065589175,-0.0,1.0,-0.5510712272129299,-0.4320381507235482,0.0
2018-12-11,-0.0,-0.36863668471862493,-0.0,1.0,-0.5461973157522957,-0.43974570284906994,0.0
2018-12-12,-0.0,-0.36882388959540297,-0.0,1.0,-0.5458292120013188,-0.44039376383590034,0.0
2018-12-13,-0.0,-0.3674133548708934,-0.0,1.0,-0.5653134427631422,-0.4427393876048174,0.0
2018-12-14,-0.0,-0.3607503264869999,-0.0,1.0,-0.5703905971744033,-0.44330998456606907,0.0
2018-12-17,-0.0,-0.3581813876391191,-0.0,1.0,-0.5644802273265451,-0.44532322993132845,0.0
2018-12-18,-0.0,-0.37918440402476783,-0.0,1.0,-0.5844378869969041,-0.45510835913312697,0.0
2018-12-19,-0.0,-0.38178463928536754,-0.0,1.0,-0.5872657539566949,-0.45839401883678027,0.0
2018-12-20,-0.0,-0.38286449982995674,-0.0,1.0,-0.5872321818976826,-0.45906816304717485,0.0
2018-12-21,-0.0,-0.38188234156716777,-0.0,1.0,-0.5886063711509644,-0.4464881326436893,0.0
2018-12-24,-0.0,-0.36275875318188366,-0.0,1.0,-0.5804476249939965,-0.4582152634359541,0.0
2018-12-26,-0.0,-0.3621660476818019,-0.0,1.0,-0.5779321912064215,-0.4559722055828441,0.0
2018-12-27,-0.0,-0.34576326836933324,-0.0,1.0,-0.5467998780459205,-0.45270761509416263,0.0
2018-12-28,-0.0,-0.3464972929898985,-0.0,1.0,-0.5458785478238452,-0.4513558487824314,0.0
2018-12-31,-0.0,-0.3472329653329583,-0.0,1.0,-0.5456015751353632,-0.45111689285797996,0.0
2019-01-02,-0.0,-0.34647089129314784,-0.0,1.0,-0.5440026228279706,-0.45136059200974193,0.0
2019-01-03,-0.0,-0.3532902981721879,-0.0,1.0,-0.5790120829490908,-0.43224326688893616,0.0
2019-01-04,-0.0,-0.3561682506822245,-0.0,1.0,-0.5611179072174649,-0.4352121953514632,0.0
2019-01-07,-0.0,-0.3348759718622732,-0.0,1.0,-0.557571269900037,-0.4215105516475379,0.0
2019-01-08,-0.0,-0.33117618508331986,-0.0,1.0,-0.5595257355490327,-0.42052834723923543,0.0
2019-01-09,-0.0,-0.33645292809488514,-0.0,1.0,-0.5609015937731653,-0.4191762416604892,0.0
2019-01-10,-0.0,-0.33447557304931697,-0.0,1.0,-0.5626996990043992,-0.41819865709655013,0.0
2019-01-11,-0.0,-0.3173673488285952,-0.0,1.0,-0.5657236781183442,-0.4319381424205945,0.0
2019-01-14,-0.0,-0.31826074876710425,-0.0,1.0,-0.5643768377671274,-0.4326595818573314,0.0
2019-01-15,-0.0,-0.31572487262621585,-0.0,1.0,-0.5644511347846225,-0.4357109773043075,0.0
2019-01-16,-0.0,-0.3189483897796054,-0.0,1.0,-0.5556762001570946,-0.4355911842166058,0.0
2019-01-17,-0.0,-0.32365439093484416,-0.0,1.0,-0.5418075482043315,-0.4191035365073563,0.0
2019-01-18,-0.0,-0.3229832222477591,-0.0,1.0,-0.5423350953803724,-0.4329809239255344,0.0
2019-01-22,-0.0,-0.26702275788080077,-0.0,1.0,-0.6229085347759593,-0.3927046953822274,0.0
2019-01-23,-0.0,-0.23154722494920205,-0.0,1.0,-0.6293691924841899,-0.4221364809022625,0.0
2019-01-24,-0.0,-0.23329299755702188,-0.0,1.0,-0.6267038060229686,-0.4231831776981209,0.0
2019-01-25,-0.0,-0.1855200512726607,-0.0,1.0,-0.7003753891228712,-0.40306262589269365,0.0
2019-01-28,-0.0,-0.19136736846933627,-0.0,1.0,-0.6959772487500573,-0.40612815925874957,0.0
2019-01-29,-0.0,-0.18836144411974506,-0.0,1.0,-0.6910881520513588,-0.421569755401643,0.0
