Date,IWF,IWM,MTUM,PKO,SPY,VLUE,VXX
2018-09-24,-0.1404154863078376,-0.3044759206798867,-0.0,1.0,-0.24081208687440986,-0.20285174693106706,0.0
2018-09-25,-0.1414141414141414,-0.3040120834513358,-0.0,1.0,-0.24047956197488912,-0.20213348437647505,0.0
2018-09-26,-0.1423472759890473,-0.3049003871211406,-0.0,1.0,-0.2405249740345577,-0.20062317061656124,0.0
2018-09-27,-0.14229592414913309,-0.3051599743134514,-0.0,1.0,-0.24056585955501833,-0.20067616061647714,0.0
2018-09-28,-0.14308390022675735,-0.30487528344671205,-0.0,1.0,-0.24079743008314433,-0.20088813303099018,0.0
2018-10-01,-0.14281932495036398,-0.3059468658409757,-0.0,1.0,-0.24082443036777912,-0.20128580883048122,0.0
2018-10-02,-0.1422892729372125,-0.3104166272312555,-0.0,1.0,-0.23988718317590718,-0.20032557875409338,0.0
2018-10-03,-0.1419380475712907,-0.30699945124604994,-0.0,1.0,-0.24094082918614113,-0.2023766722803565,0.0
2018-10-04,-0.14340843311957324,-0.30456084596031247,-0.0,1.0,-0.24279741974537952,-0.20091557422015396,0.0
2018-10-05,-0.14860498707617456,-0.3111030865136081,-0.0,1.0,-0.24239774973392123,-0.19845674319598602,0.0
2018-10-08,-0.14962099569573004,-0.3131261189197425,-0.0,1.0,-0.24242943663581304,-0.19934864586904355,0.0
2018-10-09,-0.16425036727750716,-0.3241707260496404,-0.0,1.0,-0.246501198484497,-0.1981172195159669,0.0
2018-10-10,-0.17044658834513343,-0.32620788920874505,-0.0,1.0,-0.2527425503773438,-0.1956547109624212,0.0
2018-10-11,-0.16345246122724208,-0.3232251228205375,-0.0,1.0,-0.24847317214141218,-0.1914651767652442,0.0
2018-10-12,-0.16172123910790373,-0.3223292771870562,-0.0,1.0,-0.24678515220145097,-0.18845725691912016,0.0
2018-10-15,-0.17499371847155915,-0.31455961653684844,-0.0,1.0,-0.2525947544405574,-0.1906298923442664,0.0
2018-10-16,-0.1667640528222508,-0.33532001090724944,-0.0,1.0,-0.25398309376339057,-0.19165595418955242,0.0
2018-10-17,-0.15870724336393907,-0.3196281111046948,-0.0,1.0,-0.2518527073588574,-0.19470270062173972,0.0
2018-10-18,-0.15907558979297065,-0.32073182474723155,-0.0,1.0,-0.25124699085219065,-0.19478093403948002,0.0
2018-10-19,-0.15470607377347292,-0.31641813900959015,-0.0,1.0,-0.25053119197565127,-0.19254991290365803,0.0
2018-10-22,-0.15451465324170668,-0.3120346088321433,-0.0,1.0,-0.25286652246319935,-0.19477039107214636,0.0
2018-10-23,-0.1517605295980044,-0.31338386261153217,-0.0,1.0,-0.2565096421375803,-0.19719850330998753,0.0
2018-10-24,-0.1511266957921361,-0.3113551007894535,-0.0,1.0,-0.2563616156970951,-0.19730589407526636,0.0
2018-10-25,-0.14018393393393394,-0.2945195195195195,-0.0,1.0,-0.2571884384384384,-0.18498498498498495,0.0
2018-10-26,-0.1287112105116019,-0.28897586431833006,-0.0,1.0,-0.26431833007175476,-0.18175379740937472,0.0
2018-10-29,-0.12970594268026625,-0.2885192712897872,-0.0,1.0,-0.2658449719368252,-0.18057394320237183,0.0
2018-10-30,-0.11785467515733253,-0.29012679975349676,-0.0,1.0,-0.26777344114736035,-0.19169358904928196,0.0
2018-10-31,-0.12197569405730853,-0.277622923402832,-0.0,1.0,-0.2685732337309994,-0.1900992306834653,0.0
2018-11-01,-0.12709055015457965,-0.27479792900510297,-0.0,1.0,-0.269657689872239,-0.1908593138898201,0.0
2018-11-02,-0.1279225365200907,-0.2703415975913467,-0.0,1.0,-0.2704531093186634,-0.18981154518083485,0.0
2018-11-05,-0.12417899339473439,-0.28210996371755515,-0.0,1.0,-0.2724718578472416,-0.18187738394269234,0.0
2018-11-06,-0.12373666871405438,-0.28179500065144153,-0.0,1.0,-0.27300984607366874,-0.182720047648296,0.0
2018-11-07,-0.12384800134050752,-0.2818603265625291,-0.0,1.0,-0.2732401184114986,-0.18286756902682877,0.0
2018-11-08,-0.11296645586005398,-0.2820555493916195,-0.0,1.0,-0.2692037427419653,-0.18493657309811753,0.0
2018-11-09,-0.11313321866503911,-0.28212099354528475,-0.0,1.0,-0.2691560783443378,-0.18507832584290446,0.0
2018-11-12,-0.11304443993880524,-0.2745654618177797,-0.0,1.0,-0.2720586879988204,-0.18354745359703611,0.0
2018-11-13,-0.10724621753306224,-0.2722094003003993,-0.0,1.0,-0.27171484045865846,-0.1805143422354105,0.0
2018-11-14,-0.10754775728493196,-0.27194637264418764,-0.0,1.0,-0.2717082730452939,-0.18033297313137606,0.0
2018-11-15,-0.10730100640439158,-0.2718206770356816,-0.0,1.0,-0.27198536139066787,-0.1787191216834401,0.0
2018-11-16,-0.1035278179521447,-0.2658587042088497,-0.0,1.0,-0.2741702213353349,-0.18719220841037656,0.0
2018-11-19,-0.10566797912279095,-0.26545188169581535,-0.0,1.0,-0.27319842505265085,-0.18701584104019778,0.0
2018-11-20,-0.10156364167762676,-0.26410200204588624,-0.0,1.0,-0.2733267572702031,-0.18769180184129766,0.0
2018-11-21,-0.09777605950145439,-0.2687322802754151,-0.0,1.0,-0.27738502890386246,-0.19713538790088,0.0
2018-11-23,-0.09837211441184586,-0.2634231582819829,-0.0,1.0,-0.2797939851007082,-0.19782948588246116,0.0
2018-11-26,-0.09727447075311647,-0.27177841705392053,-0.0,1.0,-0.2787858670797374,-0.1962270413808365,0.0
2018-11-27,-0.09600412287644255,-0.2717417312399919,-0.0,1.0,-0.27779720601498226,-0.19504518598958237,0.0
2018-11-28,-0.09587452366488099,-0.2727490289206752,-0.0,1.0,-0.27736970968870234,-0.1948970011597725,0.0
2018-11-29,-0.0854703979235592,-0.2684750223911971,-0.0,1.0,-0.27660896744594127,-0.19728015500191926,0.0
2018-11-30,-0.0860087125233371,-0.2699967053483179,-0.0,1.0,-0.279441373503679,-0.19491525423728812,0.0
2018-12-03,-0.08724770642201835,-0.2707339449541284,-0.0,1.0,-0.280697247706422,-0.1962018348623853,0.0
2018-12-04,-0.08595983288133109,-0.2709997801070146,-0.0,1.0,-0.27992377043172323,-0.19555816169464194,0.0
2018-12-06,-0.08502519798416126,-0.25066594672426207,-0.0,1.0,-0.27928365730741544,-0.18486321094312455,0.0
2018-12-07,-0.07875864809696706,-0.2535992340902111,-0.0,1.0,-0.2824653624523564,-0.19154970284867862,0.0
2018-12-10,-0.062251228170832285,-0.25963710689568614,-0.0,1.0,-0.2877864237816904,-0.1832753612794492,0.0
2018-12-11,-0.07268805607980587,-0.25744585243102364,-0.0,1.0,-0.29278331985261075,-0.17449447290374764,0.0
2018-12-12,-0.07505856911155163,-0.2583528563705172,-0.0,1.0,-0.29563885384754013,-0.17307622995134261,0.0
2018-12-13,-0.07493921656911301,-0.2569293111211166,-0.0,1.0,-0.29676722197208466,-0.17235479513732552,0.0
2018-12-14,-0.07434173770432714,-0.2594301367887974,-0.0,1.0,-0.29570890478850903,-0.17274316506569107,0.0
2018-12-17,-0.07713174789763992,-0.2608554118817253,-0.0,1.0,-0.301039877023239,-0.1694728275612623,0.0
2018-12-18,-0.07917358690295852,-0.26827398660363927,-0.0,1.0,-0.30692997025058855,-0.1707214688543739,0.0
2018-12-19,-0.08414801279122887,-0.2675742348104157,-0.0,1.0,-0.3051804476930105,-0.170415714938328,0.0
2018-12-20,-0.08272483930294808,-0.2603565380483274,-0.0,1.0,-0.3097401533222863,-0.16810823606533495,0.0
2018-12-21,-0.08168982932134035,-0.264809967928632,-0.0,1.0,-0.31509197478526924,-0.18157186566889078,0.0
2018-12-24,-0.07944827586206897,-0.2624551724137931,-0.0,1.0,-0.31464827586206895,-0.18252873563218394,0.0
2018-12-26,-0.08150257163850111,-0.2800330639235856,-0.0,1.0,-0.2994121969140338,-0.17593681116825866,0.0
2018-12-27,-0.07779920672464612,-0.274789854808777,-0.0,1.0,-0.2897274480550198,-0.17710418107055784,0.0
2018-12-28,-0.08041029398296547,-0.273834600238117,-0.0,1.0,-0.29433098269072255,-0.18309368989834232,0.0
2018-12-31,-0.07931243013432535,-0.2758525902985211,-0.0,1.0,-0.29441624365482233,-0.18294269640271948,0.0
2019-01-02,-0.07893242475865986,-0.27572310454104154,-0.0,1.0,-0.2941144144639226,-0.18303383341576449,0.0
2019-01-03,-0.0803391568692085,-0.275171226605135,-0.0,1.0,-0.2949675859795627,-0.1808226202248837,0.0
2019-01-04,-0.06515079683454286,-0.2810437256117574,-0.0,1.0,-0.29101783304766415,-0.18622588527041317,0.0
2019-01-07,-0.06196449875275658,-0.2744839304435848,-0.0,1.0,-0.28986659918296515,-0.18128411843389608,0.0
2019-01-08,-0.0631892428481184,-0.26918148181572055,-0.0,1.0,-0.29257287248443276,-0.17994765815359623,0.0
2019-01-09,-0.06212815057873291,-0.26491904950780654,-0.0,1.0,-0.29286409692424187,-0.18301301698337719,0.0
2019-01-10,-0.06282213011353398,-0.263200576680483,-0.0,1.0,-0.29399891872409445,-0.18210488376284018,0.0
2019-01-11,-0.06392727010353909,-0.25670117969623724,-0.0,1.0,-0.29542912803492194,-0.18775929867599842,0.0
2019-01-14,-0.06448128746557218,-0.25551295206206914,-0.0,1.0,-0.29182192939821067,-0.18831344170221959,0.0
2019-01-15,-0.06162692189837596,-0.25337515095802016,-0.0,1.0,-0.29092088898502133,-0.19656086086627372,0.0
2019-01-16,-0.0531999136131308,-0.25709092217982865,-0.0,1.0,-0.2846807285292635,-0.20475487725865668,0.0
2019-01-17,-0.05280011513483369,-0.2573623329195675,-0.0,1.0,-0.2846888661017864,-0.20411247234065522,0.0
2019-01-18,-0.053926701570680635,-0.25632785701390143,-0.0,1.0,-0.28526809893482585,-0.2098393211771078,0.0
2019-01-22,-0.0,-0.2627534049928224,-0.0,1.0,-0.33015300584713425,-0.15773257238892197,0.0
2019-01-23,-0.0,-0.26295266572242915,-0.0,1.0,-0.33081536659147737,-0.15481998286383744,0.0
2019-01-24,-0.0,-0.25731290142418317,-0.0,1.0,-0.33784208321697845,-0.15015009773806198,0.0
2019-01-25,-0.0,-0.24743039009374077,-0.0,1.0,-0.37757178385711054,-0.11415850710447138,0.0
2019-01-28,-0.0,-0.23576995337833137,-0.0,1.0,-0.3940226845730986,-0.10982186347505393,0.0
2019-01-29,-0.0,-0.23509126375923087,-0.0,1.0,-0.38919464957503136,-0.11737146440016721,0.0
2019-01-30,-0.0,-0.2360392382346279,-0.0,1.0,-0.39023922778039133,-0.11611172094157823,0.0
2019-01-31,-0.0,-0.23862665434445238,-0.0,1.0,-0.38638860311426526,-0.11869431027568048,0.0
2019-02-01,-0.0,-0.23821162340042942,-0.0,1.0,-0.3939526195422566,-0.1136327927235907,0.0
2019-02-04,-0.0,-0.23901808785529713,-0.0,1.0,-0.3928172358404916,-0.11411411411411411,0.0
2019-02-05,-0.0,-0.2379871093954691,-0.0,1.0,-0.38881416918481776,-0.1198931023038899,0.0
2019-02-06,-0.0,-0.23453554204235688,-0.0,1.0,-0.3904731949395401,-0.12237016844901097,0.0
2019-02-07,-0.0,-0.2341180377147451,-0.0,1.0,-0.3880878729093483,-0.1254478407521977,0.0
2019-02-08,-0.0,-0.23366873742234667,-0.0,1.0,-0.3938227316475632,-0.12244290839093534,0.0
2019-02-11,-0.0,-0.2295989904655076,-0.0,1.0,-0.39680314077397644,-0.12626191811553564,0.0
2019-02-12,-0.0,-0.23337022009098735,-0.0,1.0,-0.39862289438091725,-0.12451915476629603,0.0
2019-02-13,-0.0,-0.23788956193486085,-0.0,1.0,-0.3961197436572733,-0.12176279518918444,0.0
2019-02-14,-0.0,-0.22991801836670067,-0.0,1.0,-0.4048942683227191,-0.12446782308856126,0.0
2019-02-15,-0.0,-0.2302819132087425,-0.0,1.0,-0.4050258684405026,-0.12445007566958788,0.0
2019-02-19,-0.0,-0.2210728171566299,-0.0,1.0,-0.41485899262856035,-0.123361657958164,0.0
2019-02-20,-0.0,-0.2116197862745442,-0.0,1.0,-0.41988804857077683,-0.12321676112934075,0.0
2019-02-21,-0.0,-0.21462028314299247,-0.0,1.0,-0.4194691507464519,-0.12018665684262231,0.0
2019-02-22,-0.0,-0.21377205598624902,-0.0,1.0,-0.42147542708808367,-0.11870768583155016,0.0
2019-02-25,-0.0,-0.212031973075305,-0.0,1.0,-0.42141705230682935,-0.11946080493619408,0.0
2019-02-26,-0.0,-0.212178059855883,-0.0,1.0,-0.42004312989813625,-0.12102670196539086,0.0
2019-02-27,-0.0,-0.20931619284799804,-0.0,1.0,-0.4268577140953016,-0.11762745751416195,0.0
2019-02-28,-0.0,-0.20843641978558017,-0.0,1.0,-0.425768981067186,-0.12044006948465548,0.0
2019-03-01,-0.0,-0.2088735285345871,-0.0,1.0,-0.4279924913598007,-0.11748916685672181,0.0
2019-03-04,-0.0,-0.2053577685892494,-0.0,1.0,-0.4313196439834606,-0.11539000630737963,0.0
2019-03-05,-0.0,-0.20173455978975036,-0.0,1.0,-0.4364607971966711,-0.11388523872098118,0.0
2019-03-06,-0.0,-0.20057115825989452,-0.0,1.0,-0.43979186011878696,-0.11167370394379524,0.0
2019-03-07,-0.0,-0.20152882731598099,-0.0,1.0,-0.44115589140778055,-0.10654561992723202,0.0
2019-03-08,-0.0,-0.19871862199348808,-0.0,1.0,-0.453261212057557,-0.09853656828764486,0.0
2019-03-11,-0.0,-0.19576449013418912,-0.0,1.0,-0.4492602846008711,-0.11830156407046251,0.0
2019-03-12,-0.0,-0.18561932039178247,-0.0,1.0,-0.4543332979739047,-0.12801881121601075,0.0
2019-03-13,-0.0,-0.19293512026271412,-0.0,1.0,-0.4564480340818318,-0.12571225703381556,0.0
2019-03-14,-0.0,-0.1928598044608478,-0.0,1.0,-0.45701510016501945,-0.12454530936707064,0.0
2019-03-15,-0.0,-0.18786682317788925,-0.0,1.0,-0.4577241845409597,-0.13296339771635898,0.0
2019-03-18,-0.0,-0.1957939237603898,-0.0,1.0,-0.4572585267985096,-0.13830968758956722,0.0
2019-03-19,-0.0,-0.19479377836780826,-0.0,1.0,-0.4585134819970937,-0.140704328949965,0.0
2019-03-20,-0.0,-0.1926903735632184,-0.0,1.0,-0.4593390804597701,-0.14396551724137932,0.0
2019-03-21,-0.0,-0.19146151225547325,-0.0,1.0,-0.4656721235050474,-0.13591292965878324,0.0
2019-03-22,-0.0,-0.18745605653608322,-0.0,1.0,-0.4814400836503272,-0.13391263588671148,0.0
2019-03-25,-0.0,-0.17014748627408766,-0.0,1.0,-0.4895395988086268,-0.13454982595901965,0.0
2019-03-26,-0.0,-0.17332348915940357,-0.0,1.0,-0.4874666858748109,-0.1399733486998487,0.0
2019-03-27,-0.0,-0.16662764520486267,-0.0,1.0,-0.4955245384961729,-0.13883836109860423,0.0
2019-03-28,-0.0,-0.16072296530990657,-0.0,1.0,-0.48936974562998437,-0.1501197141262669,0.0
2019-03-29,-0.0,-0.1697772317476377,-0.0,1.0,-0.49225821604726366,-0.14468192740609584,0.0
2019-04-01,-0.0,-0.16992071089277005,-0.0,1.0,-0.49200787472682284,-0.1442194809182365,0.0
2019-04-02,-0.0,-0.1731275942970583,-0.0,1.0,-0.49590326655838296,-0.13567948023822413,0.0
2019-04-03,-0.0,-0.17176122846225939,-0.0,1.0,-0.4981436089683513,-0.1324165525196453,0.0
2019-04-04,-0.0,-0.17131007122892436,-0.0,1.0,-0.49764674060048686,-0.13432512848255343,0.0
2019-04-05,-0.0,-0.16748812941197713,-0.0,1.0,-0.5004062178410876,-0.13751827980284895,0.0
2019-04-08,-0.0,-0.1669040621675712,-0.0,1.0,-0.5020283792798803,-0.1340713628905757,0.0
2019-04-09,-0.009063825945653156,-0.15886973007131897,-0.0,1.0,-0.5080978604315248,-0.12952965604405525,0.0
2019-04-10,-0.012640196184499982,-0.15619027011432077,-0.0,1.0,-0.5106567131883588,-0.12367918064120596,0.0
2019-04-11,-0.01906359340619702,-0.14478952494318797,-0.0,1.0,-0.5177830682105112,-0.12193846264834254,0.0
2019-04-12,-0.019771109308822206,-0.14337208254483194,-0.0,1.0,-0.5179417860683069,-0.12120392898981709,0.0
2019-04-15,-0.022991600258453586,-0.1426161246320626,-0.003015291837174241,1.0,-0.5068920956278269,-0.11931940555675209,0.0
