Date,IWF,IWM,MTUM,OFLX,SPY,VLUE,VXX
2018-09-24,-0.47901941486982197,-1.2370045629417554,-0.0,1.0,-0.9148698219558021,-0.8425785094390266,0.0
2018-09-25,-0.48030404650122965,-1.2358148893360164,-0.0,1.0,-0.9140174379610999,-0.8411804158283032,0.0
2018-09-26,-0.4793307086614173,-1.2356388690050106,-0.0,1.0,-0.9147727272727273,-0.8440855404438082,0.0
2018-09-27,-0.4883095941951089,-1.2247155782495747,-0.0,1.0,-0.9189733942488578,-0.8470841171728031,0.0
2018-09-28,-0.48586755623675787,-1.2411305955010594,-0.0,1.0,-0.9264301492133615,-0.8545733219131767,0.0
2018-10-01,-0.48604787449848985,-1.2409953568047603,-0.0,1.0,-0.9263399900824957,-0.8545733219131767,0.0
2018-10-02,-0.4865193868349865,-1.241794409377818,-0.0,1.0,-0.9259242560865645,-0.8543282236248873,0.0
2018-10-03,-0.4855121445631112,-1.230904420711099,-0.0,1.0,-0.92925059708891,-0.860664233247713,0.0
2018-10-04,-0.48964150603494866,-1.2236984327148264,-0.0,1.0,-0.9339758602053685,-0.8563772293280492,0.0
2018-10-05,-0.4631224764468372,-1.2120233288470168,-0.0,1.0,-0.942799461641992,-0.8683714670255721,0.0
2018-10-08,-0.4613936813802375,-1.2102621555007842,-0.0,1.0,-0.9424602285458212,-0.8671745462693256,0.0
2018-10-09,-0.45852565538875195,-1.2101725296885504,-0.0,1.0,-0.9434909253865114,-0.869101501232355,0.0
2018-10-10,-0.46141435869857483,-1.2091063906067938,-0.0,1.0,-0.9455946939141345,-0.8654656269606525,0.0
2018-10-11,-0.3547160024206795,-1.1895046252269386,-0.0,1.0,-0.9074090083859255,-0.8710123627561166,0.0
2018-10-12,-0.34925029817686143,-1.1774152325779519,-0.0,1.0,-0.8861390356108366,-0.8469074799795536,0.0
2018-10-15,-0.2953155945922673,-1.2564798071127183,-0.0,1.0,-0.8899078618789289,-0.8638164126410058,0.0
2018-10-16,-0.2977770118904015,-1.2540496295019818,-0.0,1.0,-0.8911769774254695,-0.8650697914871619,0.0
2018-10-17,-0.2722058203289751,-1.2050189793336146,-0.0,1.0,-0.876718684099536,-0.8636440320539857,0.0
2018-10-18,-0.27174967317505166,-1.2045713321806604,-0.0,1.0,-0.8771559903850208,-0.8636191118795598,0.0
2018-10-19,-0.24659423318010865,-1.189469285415796,-0.0,1.0,-0.879983284580025,-0.8627664020058504,0.0
2018-10-22,-0.24686769127965255,-1.1817574340126964,-0.0,1.0,-0.8825593050451054,-0.8652271967925159,0.0
2018-10-23,-0.2508978535037167,-1.1819928171719702,-0.0,1.0,-0.8795623486177232,-0.863609788691222,0.0
2018-10-24,-0.24750823637349348,-1.1785312148129614,-0.0,1.0,-0.8796446891029651,-0.8646732557654614,0.0
2018-10-25,-0.20166011709038417,-1.1150453123746893,-0.0,1.0,-0.8743283342689872,-0.8188707995829658,0.0
2018-10-26,-0.1717252396166134,-1.1061102236421725,-0.0,1.0,-0.9003194888178914,-0.8154552715654952,0.0
2018-10-29,-0.1522334723049434,-1.1106214016279532,-0.0,1.0,-0.891324200913242,-0.8163986499900734,0.0
2018-10-30,-0.1495653554558806,-1.1103481125709522,-0.0,1.0,-0.8911602429246219,-0.8182828563489859,0.0
2018-10-31,-0.15212941824765802,-1.0888766433126034,-0.0,1.0,-0.8849484373769976,-0.8101235928520821,0.0
2018-11-01,-0.13562784849913562,-1.1005029074336004,-0.0,1.0,-0.8832704699041333,-0.8095630991670595,0.0
2018-11-02,-0.14447005508458025,-1.0600460991522447,-0.0,1.0,-0.8981130601242334,-0.8041176700394579,0.0
2018-11-05,-0.14062561018471512,-1.0706056937556137,-0.0,1.0,-0.8986995743351427,-0.7952903502948412,0.0
2018-11-06,-0.1495933687832343,-1.0790975914920238,-0.0,1.0,-0.8940803878636222,-0.7871441976853301,0.0
2018-11-07,-0.14850711270908237,-1.0799593559481007,-0.0,1.0,-0.8925668282007191,-0.7870095357198688,0.0
2018-11-08,-0.11506478437439566,-1.0802552697737382,-0.0,1.0,-0.8803326242506285,-0.7920711661187391,0.0
2018-11-09,-0.11532660401438681,-1.0799396681749622,-0.0,1.0,-0.8802645318482422,-0.7918938778667285,0.0
2018-11-12,-0.11373167634950561,-1.0627524912469704,-0.0,1.0,-0.8838828825362626,-0.7871186179831481,0.0
2018-11-13,-0.08101314035421825,-1.0588078461245478,-0.0,1.0,-0.886954865739859,-0.7820224719101123,0.0
2018-11-14,-0.08207960388497429,-1.0580079984764807,-0.0,1.0,-0.8871072176728242,-0.7816035040944582,0.0
2018-11-15,-0.08052313424324223,-1.0585864730258907,-0.0,1.0,-0.8895183058966659,-0.7732578032924001,0.0
2018-11-16,-0.0764828501042259,-1.0472617017244648,-0.0,1.0,-0.8874360432063674,-0.7788895205609249,0.0
2018-11-19,-0.07991508074910911,-1.0465918568504056,-0.0,1.0,-0.8859655773750852,-0.7785654712260216,0.0
2018-11-20,-0.036167250009408757,-1.0378984607278612,-0.0,1.0,-0.8905197395656919,-0.7989161115501863,0.0
2018-11-21,-0.04124748490945674,-1.0307399955287277,-0.0,1.0,-0.8877338102690214,-0.7663387733810268,0.0
2018-11-23,-0.045764362220058426,-1.0088008388884728,-0.0,1.0,-0.9116920080892817,-0.7787431653059697,0.0
2018-11-26,-0.04630497544149076,-1.007723744891455,-0.0,1.0,-0.914251434141952,-0.781110569532451,0.0
2018-11-27,-0.029305680793507663,-1.027126540426811,-0.0,1.0,-0.9182822362488728,-0.7823865344153893,0.0
2018-11-28,-0.029869251577998197,-1.027126540426811,-0.0,1.0,-0.917868951006913,-0.7822738202584911,0.0
2018-11-29,-0.010504045727859847,-1.0119144829634028,-0.0,1.0,-0.908804097691337,-0.7804543092569224,0.0
2018-11-30,-0.010019296422740093,-1.0121344812230963,-0.0,1.0,-0.9093810301321062,-0.7793157191628322,0.0
2018-12-03,-0.009160022251066198,-1.0118672353050249,-0.0,1.0,-0.9088077137029482,-0.7786760615612831,0.0
2018-12-04,-0.0028470014050136806,-1.013051837609998,-0.0,1.0,-0.9053464467943504,-0.776196110330548,0.0
2018-12-06,-0.0,-0.9414464484205242,-0.0,1.0,-0.9031159238409407,-0.7410807128258452,0.0
2018-12-07,-0.0,-0.9415603040298294,-0.0,1.0,-0.9035207227878962,-0.740176394665137,0.0
2018-12-10,-0.0,-0.9388225286215575,-0.0,1.0,-0.8922836990040054,-0.7133590897813065,0.0
2018-12-11,-0.0,-0.9385035267429909,-0.0,1.0,-0.8946584907666679,-0.7113032998972105,0.0
2018-12-12,-0.0,-0.9384680820898168,-0.0,1.0,-0.8945876014603198,-0.7114096338567327,0.0
2018-12-13,-0.0,-0.9336165693043017,-0.0,1.0,-0.8979642414586654,-0.7088688263409454,0.0
2018-12-14,-0.0,-0.9249929238607416,-0.0,1.0,-0.9036583639966035,-0.70945372204925,0.0
2018-12-17,-0.0,-0.9198985522561556,-0.0,1.0,-0.8821374476029449,-0.7204551058508577,0.0
2018-12-18,-0.0,-0.90352011745377,-0.0,1.0,-0.8725486768972629,-0.719614080469815,0.0
2018-12-19,-0.0,-0.9034817870376846,-0.0,1.0,-0.8724743060896316,-0.7198140250297141,0.0
2018-12-20,-0.0,-0.8878190539546936,-0.0,1.0,-0.8941913798536467,-0.7193025454290817,0.0
2018-12-21,-0.0,-0.8864103010266225,-0.0,1.0,-0.8941360709935618,-0.6995301896641726,0.0
2018-12-24,-0.0,-0.8586029487932046,-0.0,1.0,-0.8803908704809916,-0.7139256241151894,0.0
2018-12-26,-0.0,-0.8742039306991715,-0.0,1.0,-0.8521194275148942,-0.6976648633842362,0.0
2018-12-27,-0.0,-0.8254834890146033,-0.0,1.0,-0.7596039994737535,-0.7039863175897909,0.0
2018-12-28,-0.0,-0.8258711374095989,-0.0,1.0,-0.7586456278763971,-0.7027942143326759,0.0
2018-12-31,-0.0,-0.8261612807784607,-0.0,1.0,-0.7585390709753772,-0.7026858213616489,0.0
2019-01-02,-0.0,-0.8254912269172636,-0.0,1.0,-0.7553065650259578,-0.7050009857396333,0.0
2019-01-03,-0.0,-0.8256540028920731,-0.0,1.0,-0.7547982121729986,-0.7059944787695545,0.0
2019-01-04,-0.0,-0.8285443740612551,-0.0,1.0,-0.7288578332136094,-0.7077972964148109,0.0
2019-01-07,-0.0,-0.7972057036894942,-0.0,1.0,-0.7156787518383528,-0.6842509111835795,0.0
2019-01-08,-0.0,-0.7898213146139119,-0.0,1.0,-0.7189215060625399,-0.6820676451818762,0.0
2019-01-09,-0.0,-0.7844692986648822,-0.0,1.0,-0.717904598030781,-0.6840646209731384,0.0
2019-01-10,-0.0,-0.7825117819386065,-0.0,1.0,-0.7188893134632531,-0.6829066360973125,0.0
2019-01-11,-0.0,-0.7699397263768856,-0.0,1.0,-0.7236980578499218,-0.6954109130337723,0.0
2019-01-14,-0.0,-0.7670045260406706,-0.0,1.0,-0.718206157965194,-0.7021419009370816,0.0
2019-01-15,-0.0,-0.7583939742116687,-0.0,1.0,-0.7162006893910379,-0.7170305119366782,0.0
2019-01-16,-0.0,-0.7560928926885289,-0.0,1.0,-0.7051167538598954,-0.7287865254561695,0.0
