Date,IWF,IWM,MTUM,SPY,USAC,VLUE,VXX
2018-09-24,-0.35220147816035585,-0.9433255105257626,-0.0,-0.640267610073908,1.0,-0.5669550597218816,0.0
2018-09-25,-0.3530359268856363,-0.942643042229848,-0.0,-0.639785699278661,1.0,-0.5661811051194061,0.0
2018-09-26,-0.3542410870631085,-0.943860755060587,-0.0,-0.6398403025845766,1.0,-0.5641941584366463,0.0
2018-09-27,-0.35598082776475526,-0.9391246545149216,-0.0,-0.6396459433929259,1.0,-0.5638316481824861,0.0
2018-09-28,-0.3559683739154772,-0.9390568150013994,-0.0,-0.6395535964175763,1.0,-0.5638818919675342,0.0
2018-10-01,-0.3560407263566705,-0.9391903712256394,-0.0,-0.6395157622196563,1.0,-0.5640460445750674,0.0
2018-10-02,-0.3751597784405624,-0.911873313449794,-0.0,-0.6700752733986649,1.0,-0.5935591535293283,0.0
2018-10-03,-0.3771040176506174,-0.9193978861962208,-0.0,-0.6701185011209566,1.0,-0.5919718159496103,0.0
2018-10-04,-0.3764205560717604,-0.9289543277821456,-0.0,-0.6695732971195768,1.0,-0.598742048459724,0.0
2018-10-05,-0.3626987231923748,-0.9225379663548744,-0.0,-0.6706263114841555,1.0,-0.6006686346338515,0.0
2018-10-08,-0.35883773799374824,-0.9184427394146065,-0.0,-0.6750497300369422,1.0,-0.599850809889173,0.0
2018-10-09,-0.35810186829580165,-0.9185195709313063,-0.0,-0.6751793706045323,1.0,-0.6000568302905449,0.0
2018-10-10,-0.3585655955973726,-0.9179123025031066,-0.0,-0.675448251375821,1.0,-0.598579797621161,0.0
2018-10-11,-0.2820635955133262,-0.9019997941892773,-0.0,-0.6453195211470517,1.0,-0.6008301032483793,0.0
2018-10-12,-0.2876985468063535,-0.8939168638053397,-0.0,-0.6231497127407908,1.0,-0.574788779993241,0.0
2018-10-15,-0.2688342318059299,-0.9088274932614554,-0.0,-0.6182277628032344,1.0,-0.5733490566037736,0.0
2018-10-16,-0.26646454438268485,-0.9123799898938859,-0.0,-0.6173488293751053,1.0,-0.5725113693784739,0.0
2018-10-17,-0.2443474811582705,-0.8712151262726432,-0.0,-0.6106703689012296,1.0,-0.5792674864471771,0.0
2018-10-18,-0.2440177154944474,-0.8708355367530407,-0.0,-0.6110523532522475,1.0,-0.5792570068746695,0.0
2018-10-19,-0.22484586120949754,-0.858913813459268,-0.0,-0.6156368883641611,1.0,-0.5801849665486029,0.0
2018-10-22,-0.22480899760632192,-0.8504770961078137,-0.0,-0.6197330885005082,1.0,-0.5839918680525953,0.0
2018-10-23,-0.2288394057652576,-0.8509821926343751,-0.0,-0.6169612697996262,1.0,-0.5826255206112879,0.0
2018-10-24,-0.22721757665191017,-0.8521724872929988,-0.0,-0.6172815215609117,1.0,-0.58252172487293,0.0
2018-10-25,-0.19413757082713431,-0.8051976828843657,-0.0,-0.6172960653350636,1.0,-0.5488271976195752,0.0
2018-10-26,-0.17612996118692878,-0.7913484412169776,-0.0,-0.6229810942782021,1.0,-0.5396268937022662,0.0
2018-10-29,-0.16152936048321814,-0.7955663490877389,-0.0,-0.6156360919110778,1.0,-0.5407870975776823,0.0
2018-10-30,-0.18301679485167163,-0.8029822633809449,-0.0,-0.6221001412651076,1.0,-0.531094019777115,0.0
2018-10-31,-0.19450901551799962,-0.7802663818558774,-0.0,-0.6322171263429037,1.0,-0.5343029465351511,0.0
2018-11-01,-0.177919307272385,-0.7931542950367069,-0.0,-0.6316119721403024,1.0,-0.5346677542824873,0.0
2018-11-02,-0.1832034901838579,-0.7655344344032408,-0.0,-0.6384231847927703,1.0,-0.5290744780305391,0.0
2018-11-05,-0.1795550847457627,-0.7758910767696908,-0.0,-0.6393943170488534,1.0,-0.5208437188434696,0.0
2018-11-06,-0.17578125,-0.7745624999999999,-0.0,-0.64571875,1.0,-0.52896875,0.0
2018-11-07,-0.1807307242231179,-0.8211220907554284,-0.0,-0.6827460668313613,1.0,-0.5659862176570016,0.0
2018-11-08,-0.1665323230694825,-0.818055779461551,-0.0,-0.6747057875221667,1.0,-0.5649201999032727,0.0
2018-11-09,-0.1653650035499903,-0.8190473116891499,-0.0,-0.6773704253533853,1.0,-0.5654811850513134,0.0
2018-11-12,-0.16451509312780987,-0.8038214515093127,-0.0,-0.6814065510597302,1.0,-0.5615928066795118,0.0
2018-11-13,-0.13992305980351638,-0.7997011413855594,-0.0,-0.6834324229803199,1.0,-0.556290337964582,0.0
2018-11-14,-0.13752665245202558,-0.8198294243070363,-0.0,-0.7000710732054016,1.0,-0.5731730955611553,0.0
2018-11-15,-0.136504353434376,-0.8199613028055466,-0.0,-0.7016446307642696,1.0,-0.5666559174459852,0.0
2018-11-16,-0.13005948532264322,-0.810584507952929,-0.0,-0.7079076684339842,1.0,-0.5843463080305186,0.0
2018-11-19,-0.12707307592640582,-0.8135851256802281,-0.0,-0.7118100544182431,1.0,-0.5867452707955428,0.0
2018-11-20,-0.09030971601325058,-0.8057440581481362,-0.0,-0.7158202810922073,1.0,-0.6042839224262696,0.0
2018-11-21,-0.09185071867928737,-0.7990885043184499,-0.0,-0.7112853363928993,1.0,-0.5848232781974058,0.0
2018-11-23,-0.09149885987731639,-0.8189613642932846,-0.0,-0.7120146449561615,1.0,-0.5891704403121688,0.0
2018-11-26,-0.09154861713404645,-0.8186694934309852,-0.0,-0.7124730975554914,1.0,-0.5895730943432592,0.0
2018-11-27,-0.09355422075825098,-0.82203061422205,-0.0,-0.7189175224439709,1.0,-0.5948782535684299,0.0
2018-11-28,-0.09319679545160874,-0.8256234655640262,-0.0,-0.7174053495283629,1.0,-0.5941659129086445,0.0
2018-11-29,-0.07065356139902987,-0.8126436047995914,-0.0,-0.7118968598417156,1.0,-0.5960237426601991,0.0
2018-11-30,-0.07178780792516898,-0.8180798923663388,-0.0,-0.7200243457090688,1.0,-0.5934907262068744,0.0
2018-12-03,-0.06947557149260421,-0.8188832682333355,-0.0,-0.720112697701223,1.0,-0.5931997182557469,0.0
2018-12-04,-0.07230467115217461,-0.8216527701767375,-0.0,-0.7273283327431348,1.0,-0.5980104948008885,0.0
2018-12-06,-0.06490948316293031,-0.7674389519432199,-0.0,-0.7243848294406403,1.0,-0.5699590407403934,0.0
2018-12-07,-0.06295543393275997,-0.768100078186083,-0.0,-0.7251290070367475,1.0,-0.5712275215011728,0.0
2018-12-10,-0.020198230309852107,-0.7942969702654534,-0.0,-0.7503673826720445,1.0,-0.561798455429447,0.0
2018-12-11,-0.005246787520814352,-0.8042351314838668,-0.0,-0.7512331521568381,1.0,-0.5810738634578528,0.0
2018-12-12,-0.005749473750353451,-0.8040780420371358,-0.0,-0.7511388984887994,1.0,-0.5808225203430833,0.0
