Date,CLI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.37429471678757237,-0.9641313109108228,-0.0,-0.721147504946142,-0.6042353630834616,0.0
2018-09-25,1.0,-0.3724467303453343,-0.9682586333578252,-0.0,-0.7243570903747245,-0.6086700955180014,0.0
2018-09-26,1.0,-0.3713004154564506,-0.9679767638516122,-0.0,-0.7252472517371962,-0.6120813265193573,0.0
2018-09-27,1.0,-0.3704141138259393,-0.9777810585369453,-0.0,-0.7278364213478998,-0.6148593784601756,0.0
2018-09-28,1.0,-0.38800659225410145,-0.9875271555921792,-0.0,-0.742452618173646,-0.6276500112367968,0.0
2018-10-01,1.0,-0.40226233826605723,-1.0391260556287285,-0.0,-0.7723715813124662,-0.6600681800573334,0.0
2018-10-02,1.0,-0.4015275504637207,-1.066947237160003,-0.0,-0.7705556854493024,-0.6578598706258281,0.0
2018-10-03,1.0,-0.40237863131214663,-1.0695652173913042,-0.0,-0.7703645934880093,-0.6571261454474556,0.0
2018-10-04,1.0,-0.41391195362682126,-1.0625489581701393,-0.0,-0.7863073789754034,-0.6539244869183769,0.0
2018-10-05,1.0,-0.3893404188809003,-1.05314160675211,-0.0,-0.7975539231009692,-0.6674351359799937,0.0
2018-10-08,1.0,-0.38586575192952366,-1.0488033055274033,-0.0,-0.7981991112497077,-0.6651594293287596,0.0
2018-10-09,1.0,-0.3770517676767677,-1.0620659722222223,-0.0,-0.8172743055555556,-0.6893150252525252,0.0
2018-10-10,1.0,-0.37775586669295996,-1.061210806547032,-0.0,-0.8177479787024255,-0.6872806152632617,0.0
2018-10-11,1.0,-0.28593767878256227,-1.047637209657119,-0.0,-0.7875967809603722,-0.6928944658453794,0.0
2018-10-12,1.0,-0.28440987487318226,-1.0378762259046332,-0.0,-0.7672566039153798,-0.6679818133994665,0.0
2018-10-15,1.0,-0.2768647756265946,-1.0425108809845416,-0.0,-0.7659087498123969,-0.6667792285757167,0.0
2018-10-16,1.0,-0.273252541927738,-1.048324766442802,-0.0,-0.7647169174201779,-0.6656286346752711,0.0
2018-10-17,1.0,-0.24678625363733472,-1.0015838520755829,-0.0,-0.7592176507422004,-0.675825997274301,0.0
2018-10-18,1.0,-0.2466480035361721,-1.0018417562988065,-0.0,-0.7591719463680566,-0.6758140562840724,0.0
2018-10-19,1.0,-0.2250922509225092,-0.9889664243177084,-0.0,-0.7637645683387527,-0.6756786379744986,0.0
2018-10-22,1.0,-0.2259578368469294,-0.975435380384968,-0.0,-0.7769752520623282,-0.6880293308890926,0.0
2018-10-23,1.0,-0.2265478939843836,-0.9752923494262987,-0.0,-0.7763114483668757,-0.6876351772425676,0.0
2018-10-24,1.0,-0.22403370580692433,-0.9705440556878547,-0.0,-0.7781644989924894,-0.6908957684557611,0.0
2018-10-25,1.0,-0.17753224144669058,-0.9183216683838419,-0.0,-0.7999431555760828,-0.6569794294240949,0.0
2018-10-26,1.0,-0.16189373201375726,-0.9020846493998735,-0.0,-0.7999929809784516,-0.6455745069137362,0.0
2018-10-29,1.0,-0.14792692724160816,-0.9050613014775228,-0.0,-0.794369345768277,-0.6456390373397605,0.0
2018-10-30,1.0,-0.13690496979010233,-0.9054936611601998,-0.0,-0.7950965668983342,-0.6549785212866274,0.0
2018-10-31,1.0,-0.14114998268098372,-0.8829927260131624,-0.0,-0.7913404918600623,-0.6482854173882923,0.0
2018-11-01,1.0,-0.1197424446983072,-0.9008896735555787,-0.0,-0.7914632879842143,-0.6496694014608647,0.0
2018-11-02,1.0,-0.1288944030879515,-0.8634891094568514,-0.0,-0.807933553901296,-0.6460573476702509,0.0
2018-11-05,1.0,-0.12791979604492523,-0.8657410597395439,-0.0,-0.8078274650313512,-0.6436987528422793,0.0
2018-11-06,1.0,-0.12582804305823905,-0.8644769528015457,-0.0,-0.8113096881037815,-0.6485647253657191,0.0
2018-11-07,1.0,-0.12496983486744578,-0.8646188850967009,-0.0,-0.8097355810666391,-0.6480849450132726,0.0
2018-11-08,1.0,-0.09680502457673403,-0.8645890223921355,-0.0,-0.7996654833424358,-0.652375750955762,0.0
2018-11-09,1.0,-0.09543525869148646,-0.8674035039693403,-0.0,-0.8047153024911031,-0.6542909937038051,0.0
2018-11-12,1.0,-0.09415451696416406,-0.8548848616977791,-0.0,-0.8069219239678431,-0.6504632783758005,0.0
2018-11-13,1.0,-0.06418736501079914,-0.8515118790496761,-0.0,-0.8123987580993521,-0.646598272138229,0.0
2018-11-14,1.0,-0.06461735726818733,-0.8510595222027264,-0.0,-0.8123228505871237,-0.6462748009178026,0.0
2018-11-15,1.0,-0.06384127412606289,-0.8549736806586583,-0.0,-0.8196787690646511,-0.6357808071264678,0.0
2018-11-16,1.0,-0.061356297093649086,-0.8466092572658773,-0.0,-0.8171757265877287,-0.638724434876211,0.0
2018-11-19,1.0,-0.05923157221268142,-0.8484021955079638,-0.0,-0.8195777351247601,-0.6401319998653062,0.0
2018-11-20,1.0,-0.009243134628265239,-0.8412926992632285,-0.0,-0.8298727394507703,-0.6685532484929673,0.0
2018-11-21,1.0,-0.013496037404251085,-0.8343999734721624,-0.0,-0.827801173856816,-0.6402825214709686,0.0
2018-11-23,1.0,-0.014902142596946714,-0.822763850713647,-0.0,-0.8324668013378812,-0.641454449117462,0.0
2018-11-26,1.0,-0.01397397264810093,-0.8283718003907414,-0.0,-0.8301599390708302,-0.6388953276598563,0.0
2018-11-27,1.0,-0.003886565001152795,-0.8313955403313461,-0.0,-0.8253021968973354,-0.6331807252725536,0.0
2018-11-28,1.0,-0.003196994166309614,-0.8372828845456642,-0.0,-0.8231436010678619,-0.632246794766158,0.0
2018-11-29,1.0,-0.0,-0.818140382862352,-0.0,-0.8084385987758823,-0.6290532621435083,0.0
2018-11-30,1.0,-0.0,-0.8184688496842654,-0.0,-0.8095501594948246,-0.6269774103248487,0.0
2018-12-03,1.0,-0.0,-0.8184954916832134,-0.0,-0.8095765111812766,-0.6270303701051398,0.0
2018-12-04,1.0,-0.0,-0.8181906867845994,-0.0,-0.8080775234131113,-0.6255853277835588,0.0
2018-12-06,1.0,-0.0,-0.7815971227601133,-0.0,-0.7988796588051815,-0.602310703714313,0.0
2018-12-07,1.0,-0.0,-0.7981929654727331,-0.0,-0.8230074217489513,-0.6056469828977089,0.0
2018-12-10,1.0,-0.0,-0.7955125750031916,-0.0,-0.8138644197625431,-0.58224818077365,0.0
2018-12-11,1.0,-0.0,-0.7955060483227475,-0.0,-0.8135073888481058,-0.5827136063323866,0.0
2018-12-12,1.0,-0.0,-0.7987512007684918,-0.0,-0.8144092219020173,-0.5888888888888888,0.0
2018-12-13,1.0,-0.0,-0.7937381950891571,-0.0,-0.820821461728079,-0.5867720971924321,0.0
2018-12-14,1.0,-0.0,-0.7830469424978401,-0.0,-0.8289334741288279,-0.5879171866500272,0.0
2018-12-17,1.0,-0.0,-0.7802822297426729,-0.0,-0.8063980588723582,-0.6059638592682459,0.0
2018-12-18,1.0,-0.0,-0.7712717001491638,-0.0,-0.7998667047510235,-0.6025579993017869,0.0
2018-12-19,1.0,-0.0,-0.7754198132747029,-0.0,-0.8051492846445528,-0.605869419749546,0.0
2018-12-20,1.0,-0.0,-0.7634531279710972,-0.0,-0.8058249350320087,-0.5998922482094189,0.0
2018-12-21,1.0,-0.0,-0.7614991482112436,-0.0,-0.8045302542747178,-0.5887437693229858,0.0
2018-12-24,1.0,-0.0,-0.7361398233414772,-0.0,-0.7928647497337594,-0.6032700620184176,0.0
2018-12-26,1.0,-0.0,-0.7445395879870936,-0.0,-0.7693596425912137,-0.5885765698684536,0.0
2018-12-27,1.0,-0.0,-0.7037501492893825,-0.0,-0.6963155380389346,-0.5857219634539592,0.0
2018-12-28,1.0,-0.0,-0.711125724875949,-0.0,-0.6954325342261015,-0.5826209122974831,0.0
2018-12-31,1.0,-0.0,-0.7089576790788097,-0.0,-0.6972932555705099,-0.5846268879916255,0.0
2019-01-02,1.0,-0.0,-0.7086136275301222,-0.0,-0.696714204562442,-0.5844769336562322,0.0
2019-01-03,1.0,-0.0,-0.7096281659780852,-0.0,-0.7147176815759536,-0.569516795401473,0.0
2019-01-04,1.0,-0.0,-0.7156222996930961,-0.0,-0.6894609814963797,-0.5745657161586365,0.0
2019-01-07,1.0,-0.0,-0.6878562034195528,-0.0,-0.6804325588192313,-0.554405962297238,0.0
2019-01-08,1.0,-0.0,-0.6842812098563588,-0.0,-0.6819163844447039,-0.5533691463272218,0.0
2019-01-09,1.0,-0.0,-0.6873410691842282,-0.0,-0.6827813988834653,-0.5527138806886271,0.0
2019-01-10,1.0,-0.0,-0.6840197597264037,-0.0,-0.6874104820087106,-0.551635438893923,0.0
2019-01-11,1.0,-0.0,-0.6680899599333197,-0.0,-0.6912233498084404,-0.5652618957096481,0.0
2019-01-14,1.0,-0.0,-0.6696942262200287,-0.0,-0.692181887211238,-0.5585993399725475,0.0
2019-01-15,1.0,-0.0,-0.6687634690430427,-0.0,-0.6910711165472654,-0.5524200594094006,0.0
2019-01-16,1.0,-0.0,-0.6682867204097669,-0.0,-0.6798405168650504,-0.562148947935159,0.0
2019-01-17,1.0,-0.0,-0.6690996859369547,-0.0,-0.6787832964987786,-0.560108177271141,0.0
2019-01-18,1.0,-0.0,-0.6674777917851593,-0.0,-0.6828109883022077,-0.5815180744085139,0.0
2019-01-22,1.0,-0.0,-0.6888329383886256,-0.0,-0.7537914691943127,-0.519431279620853,0.0
2019-01-23,1.0,-0.0,-0.6668645375756856,-0.0,-0.7637718152677193,-0.5374272824409355,0.0
2019-01-24,1.0,-0.0,-0.6626198462406127,-0.0,-0.7705185668912701,-0.5351895277390245,0.0
2019-01-25,1.0,-0.0,-0.6423124453687796,-0.0,-0.8564366880670343,-0.5153871658076378,0.0
2019-01-28,1.0,-0.0,-0.6220123303064354,-0.0,-0.8959516506210708,-0.5190573085917333,0.0
2019-01-29,1.0,-0.0,-0.6049668269523405,-0.0,-0.9023373303305131,-0.5360947105727677,0.0
2019-01-30,1.0,-0.0,-0.6014115785951143,-0.0,-0.8977213957591799,-0.5430318517842475,0.0
2019-01-31,1.0,-0.0,-0.6201797534462864,-0.0,-0.8504281289852431,-0.5657375356774155,0.0
2019-02-01,1.0,-0.0,-0.6205259313367422,-0.0,-0.8616082298514731,-0.5614499634769905,0.0
2019-02-04,1.0,-0.0,-0.6145292133807311,-0.0,-0.8676206969890317,-0.5561632181812658,0.0
2019-02-05,1.0,-0.0,-0.6129198809451497,-0.0,-0.866093664581182,-0.5580999817773189,0.0
2019-02-06,1.0,-0.0,-0.6179209512542846,-0.0,-0.8615888615888616,-0.5538568871902205,0.0
2019-02-07,1.0,-0.0,-0.5752914837321548,-0.0,-0.8183060506498415,-0.5139708661646265,0.0
2019-02-08,1.0,-0.0,-0.592528336803146,-0.0,-0.828967152440435,-0.46998612074947954,0.0
2019-02-11,1.0,-0.0,-0.5923589001447178,-0.0,-0.8340376266280753,-0.4679884225759769,0.0
2019-02-12,1.0,-0.0,-0.5708823193699349,-0.0,-0.8173439105124987,-0.46532930030818404,0.0
2019-02-13,1.0,-0.0,-0.57673330861592,-0.0,-0.8159883638022987,-0.4593160881841257,0.0
2019-02-14,1.0,-0.0,-0.5416857142857143,-0.0,-0.8463428571428572,-0.46911428571428576,0.0
2019-02-15,1.0,-0.0,-0.575930414943676,-0.0,-0.8252958790817053,-0.45062027662911736,0.0
2019-02-19,1.0,-0.0,-0.5607239561065982,-0.0,-0.8407011543394614,-0.44879578167307965,0.0
2019-02-20,1.0,-0.0,-0.567787913340935,-0.0,-0.8373432155074116,-0.4454960091220068,0.0
2019-02-21,1.0,-0.0,-0.5607447324152482,-0.0,-0.8384797422518747,-0.451943090126308,0.0
2019-02-22,1.0,-0.0,-0.553298333713764,-0.0,-0.8577094270714448,-0.44225062771056833,0.0
2019-02-25,1.0,-0.0,-0.5446402939656657,-0.0,-0.8688063386346674,-0.45731182178331514,0.0
2019-02-26,1.0,-0.0,-0.5460055729510787,-0.0,-0.8738617103789034,-0.45275918531498666,0.0
2019-02-27,1.0,-0.0,-0.545086439607145,-0.0,-0.8833783240480156,-0.44328298202285915,0.0
2019-02-28,1.0,-0.0,-0.5422774041501407,-0.0,-0.8809852273380467,-0.45079611427257565,0.0
2019-03-01,1.0,-0.0,-0.5437381458704523,-0.0,-0.8849071785734811,-0.44508305075004306,0.0
