Date,CHGG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.8031413060665155,-1.5882042903072786,-0.22131449955199492,-0.9328519475043483,-0.7251357191798872,0.0
2018-09-25,1.0,-0.8039195026867559,-1.5864503213570753,-0.22321146349172902,-0.9314087029817724,-0.7231587820040039,0.0
2018-09-26,1.0,-0.8098561759729271,-1.5956535532994922,-0.2303828257191201,-0.9344331641285955,-0.7173223350253807,0.0
2018-09-27,1.0,-0.8595173955407808,-1.7708488565369407,-0.22978162434802546,-1.044936092164842,-0.8265604401902907,0.0
2018-09-28,1.0,-0.855699109962676,-1.778409417169107,-0.231237438989377,-1.0473155325868504,-0.8295722078667814,0.0
2018-10-01,1.0,-0.8554362184825685,-1.7789902934926198,-0.23186491298604334,-1.0472115329389466,-0.8300499684107749,0.0
2018-10-02,1.0,-0.857472724123997,-1.8103099924955262,-0.225826935288345,-1.0483172660624605,-0.8308607054205392,0.0
2018-10-03,1.0,-0.8738092437963073,-1.8035987298600495,-0.22080442196871694,-1.0949664824179701,-0.8870986710572739,0.0
2018-10-04,1.0,-0.8777764719708545,-1.7943941708778939,-0.2220002350452462,-1.099952990950758,-0.88194852509108,0.0
2018-10-05,1.0,-0.8701610541727671,-1.7955490483162515,-0.20866764275256222,-1.1013177159590042,-0.8808199121522694,0.0
2018-10-08,1.0,-0.8677787532923618,-1.7921568627450981,-0.20005853087503658,-1.111150131694469,-0.8820017559262511,0.0
2018-10-09,1.0,-0.8685165671467041,-1.7929984779299848,-0.20085470085470086,-1.1108184053389534,-0.880927291886196,0.0
2018-10-10,1.0,-0.8689215284686057,-1.792322546667447,-0.2010650125811926,-1.1107730118789865,-0.8786938966586694,0.0
2018-10-11,1.0,-0.7910908886641951,-1.7773283900685315,-0.10240422424446691,-1.0725199415795976,-0.8740029210201101,0.0
2018-10-12,1.0,-0.7938138635735984,-1.7651477492405412,-0.09185307925987296,-1.03965755316211,-0.8329190831262082,0.0
2018-10-15,1.0,-0.7780837004405287,-1.789977973568282,-0.06778634361233479,-1.037830396475771,-0.8329295154185021,0.0
2018-10-16,1.0,-0.7749173098125689,-1.8073318632855566,-0.056063947078280045,-1.0399669239250275,-0.8344542447629548,0.0
2018-10-17,1.0,-0.7470613609403645,-1.7446888816995578,-0.033807829181494664,-1.0277148711312412,-0.8387792515906395,0.0
2018-10-18,1.0,-0.7474921799158667,-1.745928163089203,-0.03306007981878977,-1.0276669183475353,-0.8390141300830548,0.0
2018-10-19,1.0,-0.7330768819789496,-1.7358016776192766,-0.015654218090505958,-1.02692739221029,-0.8313298071272105,0.0
2018-10-22,1.0,-0.7330911422160488,-1.7341062079281973,-0.01736296612885992,-1.0263917085158671,-0.8314456672721443,0.0
2018-10-23,1.0,-0.7364287240863433,-1.7334900619790554,-0.024577901260953196,-1.0205172045308828,-0.8280615516135927,0.0
2018-10-24,1.0,-0.7369376100763196,-1.7325612424614396,-0.016704915408016222,-1.0218818380743981,-0.8289480706623259,0.0
2018-10-25,1.0,-0.685130149620824,-1.6545398647263785,-0.006558721049395369,-1.011990161918426,-0.7657819225251076,0.0
2018-10-26,1.0,-0.6651160438893664,-1.6307832330484906,-0.0,-1.0105172675329928,-0.7500126409465541,0.0
2018-10-29,1.0,-0.6545362903225806,-1.6356854838709676,-0.0,-1.004233870967742,-0.745866935483871,0.0
2018-10-30,1.0,-0.6662793634756252,-1.638595604950745,-0.0,-1.0068704218236928,-0.7400353624652691,0.0
2018-10-31,1.0,-0.6834093561048052,-1.731834093561048,-0.0,-1.0735122520420068,-0.8151585870372334,0.0
2018-11-01,1.0,-0.6812109002226698,-1.733008164563673,-0.0,-1.0728978899374402,-0.8144947513519244,0.0
2018-11-02,1.0,-0.691371040008434,-1.6826735543724634,-0.0,-1.0899794423066786,-0.8071266670180803,0.0
2018-11-05,1.0,-0.6976781086370127,-1.6743005236155923,-0.0,-1.0944623684349712,-0.8226053842492199,0.0
2018-11-06,1.0,-0.7034902168164993,-1.6785298783712324,-0.0,-1.0900581702802752,-0.8161290322580645,0.0
2018-11-07,1.0,-0.702141157811261,-1.6800422944752842,-0.0,-1.0883425852498017,-0.8162305048902987,0.0
2018-11-08,1.0,-0.670798681939432,-1.6762906009728542,-0.0,-1.0706103875725719,-0.812699408964904,0.0
2018-11-09,1.0,-0.6711999163092374,-1.6759075217072918,-0.0,-1.0705617742441678,-0.8130034522439586,0.0
2018-11-12,1.0,-0.6695982514571192,-1.6520607826810991,-0.0,-1.0761865112406328,-0.8060990840965863,0.0
2018-11-13,1.0,-0.6387000412031314,-1.648485784919654,-0.0,-1.0721054800164813,-0.7911001236093943,0.0
2018-11-14,1.0,-0.6382277176713035,-1.6494075218959299,-0.0,-1.072539927872231,-0.7918083462132921,0.0
2018-11-15,1.0,-0.6377020488005766,-1.6531967466282302,-0.0,-1.0788633789766293,-0.7779264902707712,0.0
2018-11-16,1.0,-0.6317922930884088,-1.6385140335573913,-0.0,-1.076145517984504,-0.7846477500128277,0.0
2018-11-19,1.0,-0.6360930041574706,-1.6376328080891034,-0.0,-1.0744751834933017,-0.7844274495714212,0.0
