Date,IWF,IWM,MTUM,SBR,SPY,VLUE,VXX
2018-09-24,-0.26503570885883604,-0.7462087828597478,-0.0,1.0,-0.513356632730588,-0.5144506913842881,0.0
2018-09-25,-0.2669582915641423,-0.7451927458306753,-0.0,1.0,-0.5126522676873538,-0.5129560436222244,0.0
2018-09-26,-0.2729685212298682,-0.7529587603709126,-0.0,1.0,-0.5158003904343582,-0.5085712542703757,0.0
2018-09-27,-0.282059912487378,-0.7443468682108871,-0.0,1.0,-0.5210060891649583,-0.5124996175147639,0.0
2018-09-28,-0.2836410397722054,-0.7437310553871589,-0.0,1.0,-0.5215088331649368,-0.5128746823428554,0.0
2018-10-01,-0.2843407434625513,-0.743003245759079,-0.0,1.0,-0.5218629432298365,-0.5128605548410803,0.0
2018-10-02,-0.28427888739125107,-0.7455887758853081,-0.0,1.0,-0.521259649552751,-0.5122227668177919,0.0
2018-10-03,-0.2846863468634686,-0.7329643296432964,-0.0,1.0,-0.5309655596555966,-0.5264145141451415,0.0
2018-10-04,-0.2874047209245144,-0.7283316941234325,-0.0,1.0,-0.5341775264322597,-0.5236046225719204,0.0
2018-10-05,-0.27808567316819255,-0.7244863590434489,-0.0,1.0,-0.534492789123978,-0.5248782877614133,0.0
2018-10-08,-0.27539951721819905,-0.7211476762306352,-0.0,1.0,-0.5355822409631191,-0.5234821401289456,0.0
2018-10-09,-0.2755217404589483,-0.7213615669019464,-0.0,1.0,-0.5354905735325571,-0.5232071378372597,0.0
2018-10-10,-0.2747615553925165,-0.7223037417461481,-0.0,1.0,-0.5355221325507459,-0.5243641477133772,0.0
2018-10-11,-0.21275018532246107,-0.7107783543365456,-0.0,1.0,-0.5122312824314307,-0.5293995552260934,0.0
2018-10-12,-0.2072752027466998,-0.7126916474279288,-0.0,1.0,-0.5113952524714378,-0.5284141360326763,0.0
2018-10-15,-0.24456752012590038,-0.7038920162217784,-0.0,1.0,-0.5349857756794384,-0.5430058713152957,0.0
2018-10-16,-0.2419198644231933,-0.7080861881128192,-0.0,1.0,-0.5341060404309406,-0.5421559133276843,0.0
2018-10-17,-0.21914327564045077,-0.6708516426030551,-0.0,1.0,-0.537440588288046,-0.5618330194601381,0.0
2018-10-18,-0.22271018198225295,-0.6814859377349978,-0.0,1.0,-0.5377650774552564,-0.5660099263047075,0.0
2018-10-19,-0.21039906874011283,-0.6723875473838163,-0.0,1.0,-0.5374145598901591,-0.5646061546727159,0.0
2018-10-22,-0.21059227211696258,-0.6691033865433388,-0.0,1.0,-0.5385051469491272,-0.5655378188870654,0.0
2018-10-23,-0.21444984929421945,-0.6696111492434869,-0.0,1.0,-0.5359157241338147,-0.564296159240801,0.0
2018-10-24,-0.21400568606913065,-0.6756247194373783,-0.0,1.0,-0.537872213077959,-0.5651653449049827,0.0
2018-10-25,-0.1954869636384894,-0.648105927744651,-0.0,1.0,-0.5337893136911026,-0.545568806266807,0.0
2018-10-26,-0.20865510276820723,-0.663538077699893,-0.0,1.0,-0.5401271236782702,-0.5578590946893193,0.0
2018-10-29,-0.20974752887936166,-0.6647909967845659,-0.0,1.0,-0.5442122186495177,-0.5585030367988567,0.0
2018-10-30,-0.21946342773583216,-0.6665970336327555,-0.0,1.0,-0.5456742964576681,-0.5525381240860665,0.0
2018-10-31,-0.22295995494560866,-0.6499688769007321,-0.0,1.0,-0.5432314669354121,-0.5479443933959748,0.0
2018-11-01,-0.2223341829174323,-0.6503763855136032,-0.0,1.0,-0.543091695809377,-0.5478631972022998,0.0
2018-11-02,-0.22834738517776074,-0.622899593184364,-0.0,1.0,-0.5527975944814574,-0.5438948175225516,0.0
2018-11-05,-0.22844255770761476,-0.6227115945874238,-0.0,1.0,-0.5528138910999085,-0.5440582529996167,0.0
2018-11-06,-0.21481165946570924,-0.6357025497474594,-0.0,1.0,-0.5983387086959168,-0.5938051481774478,0.0
2018-11-07,-0.2139418682590945,-0.6389007373103406,-0.0,1.0,-0.5984400706842972,-0.5954238011090122,0.0
2018-11-08,-0.2010288999848691,-0.6369798759267665,-0.0,1.0,-0.5921016795279165,-0.5960659706460887,0.0
2018-11-09,-0.20321082819944766,-0.6396770962944979,-0.0,1.0,-0.5931534703043914,-0.5987678674395314,0.0
2018-11-12,-0.202491835006653,-0.6302467642433773,-0.0,1.0,-0.5950768114188945,-0.5962561993468006,0.0
2018-11-13,-0.1676715649144069,-0.6390546886835328,-0.0,1.0,-0.6164217542796545,-0.6066959551583093,0.0
2018-11-14,-0.16664137658948133,-0.6415890261297077,-0.0,1.0,-0.6179175138842524,-0.6086613456344268,0.0
2018-11-15,-0.1662619885880782,-0.6451377928857593,-0.0,1.0,-0.6245902634454292,-0.5990955444943548,0.0
2018-11-16,-0.16298852662489025,-0.6368177277268185,-0.0,1.0,-0.6234977144068053,-0.6039717857899676,0.0
2018-11-19,-0.16190187764990915,-0.6375227135069655,-0.0,1.0,-0.6245003028467596,-0.6045124167171412,0.0
2018-11-20,-0.12224798963949042,-0.6305153148811855,-0.0,1.0,-0.6313586121735988,-0.6276541276390688,0.0
2018-11-21,-0.11826333745961777,-0.6335255578032064,-0.0,1.0,-0.634491712206757,-0.6329519036260982,0.0
2018-11-23,-0.11770792124402787,-0.6542710203584796,-0.0,1.0,-0.634490733696479,-0.6366513496241746,0.0
2018-11-26,-0.11793185347583814,-0.6533905788496087,-0.0,1.0,-0.6357601778264974,-0.637861210072775,0.0
2018-11-27,-0.10628797083839611,-0.6620595382746052,-0.0,1.0,-0.6340826245443499,-0.6352065613608748,0.0
2018-11-28,-0.10632803718443358,-0.663517331470061,-0.0,1.0,-0.6333201689096819,-0.6347783819910684,0.0
2018-11-29,-0.07569421462739552,-0.6542314750744607,-0.0,1.0,-0.6346159631757874,-0.6439724420108908,0.0
2018-11-30,-0.07703000815931825,-0.660088845909764,-0.0,1.0,-0.6433169139645222,-0.6415339518298028,0.0
2018-12-03,-0.07705789919013659,-0.6600688988275112,-0.0,1.0,-0.6432672549256618,-0.64148434666989,0.0
2018-12-04,-0.0775843802028152,-0.6606932041773877,-0.0,1.0,-0.6457090964128954,-0.6431057968820948,0.0
2018-12-06,-0.07041462116283197,-0.6200686106346484,-0.0,1.0,-0.642455787543621,-0.6244159223990063,0.0
2018-12-07,-0.08414692225264912,-0.6243898083105133,-0.0,1.0,-0.6489165376830576,-0.6190617930706037,0.0
2018-12-10,-0.05140490979000296,-0.6379473528541851,-0.0,1.0,-0.6608991422656019,-0.6074238391008577,0.0
2018-12-11,-0.04661970163390955,-0.6403919014918305,-0.0,1.0,-0.6599869760833531,-0.6129824769121478,0.0
2018-12-12,-0.05232714153671844,-0.6458451355138793,-0.0,1.0,-0.6704731804764602,-0.6129580488386654,0.0
2018-12-13,-0.0526660904294954,-0.6449584215075557,-0.0,1.0,-0.6705612351345713,-0.6123811510834253,0.0
2018-12-14,-0.05434393993564533,-0.6412227386485521,-0.0,1.0,-0.6718209986890716,-0.6119949946371113,0.0
2018-12-17,-0.0273878501881608,-0.6497819724030822,-0.0,1.0,-0.6618481572188041,-0.6476315632280031,0.0
2018-12-18,-0.02370728216138844,-0.6486252758394465,-0.0,1.0,-0.6618357487922705,-0.6478797638217928,0.0
2018-12-19,-0.0019970951343500363,-0.6683611716291454,-0.0,1.0,-0.689603001694505,-0.6659404502541757,0.0
2018-12-20,-0.0026552410838211337,-0.663146460684328,-0.0,1.0,-0.6887031561161064,-0.6628145555488504,0.0
2018-12-21,-0.0005777358834797944,-0.6686532672484569,-0.0,1.0,-0.6946817891568097,-0.6768023839206981,0.0
2018-12-24,-0.00290982602303357,-0.6814812545944622,-0.0,1.0,-0.7043004165645675,-0.6743138936535163,0.0
2018-12-26,-0.0030358227079538553,-0.6887067395264116,-0.0,1.0,-0.6824529447480266,-0.6616272009714632,0.0
2018-12-27,-0.0,-0.6720284102778358,-0.0,1.0,-0.6554656957832224,-0.656599719478349,0.0
2018-12-28,-0.0037793575092234318,-0.6712858814001619,-0.0,1.0,-0.6608776507993641,-0.663547196976514,0.0
2018-12-31,-0.0,-0.6966217037307084,-0.0,1.0,-0.6706768744683437,-0.6707072548304776,0.0
2019-01-02,-0.0,-0.6966944157501368,-0.0,1.0,-0.670808774381722,-0.6707176277571855,0.0
2019-01-03,-0.0,-0.7243956593801796,-0.0,1.0,-0.6649466804265566,-0.7379053694843168,0.0
2019-01-04,-0.0,-0.7253334991759695,-0.0,1.0,-0.6456046518859417,-0.7386112752262197,0.0
2019-01-07,-0.0,-0.6957837771730822,-0.0,1.0,-0.6411471550432628,-0.7205185434310698,0.0
2019-01-08,-0.0,-0.7027863777089783,-0.0,1.0,-0.6393955184992183,-0.723140115869172,0.0
2019-01-09,-0.0,-0.697774103671045,-0.0,1.0,-0.6386516028290622,-0.7252992866109427,0.0
2019-01-10,-0.0,-0.6943661971830987,-0.0,1.0,-0.6433557868952847,-0.7240967544396816,0.0
2019-01-11,-0.0,-0.6733270095774303,-0.0,1.0,-0.6467366359658517,-0.7398488418347052,0.0
2019-01-14,-0.0,-0.6791065355271625,-0.0,1.0,-0.6551766400098048,-0.7297239329595245,0.0
2019-01-15,-0.0,-0.6754286762233701,-0.0,1.0,-0.6554390683742396,-0.7256472170431274,0.0
2019-01-16,-0.0,-0.6758473282442748,-0.0,1.0,-0.6430229007633588,-0.7345648854961832,0.0
2019-01-17,-0.0,-0.6800574765355101,-0.0,1.0,-0.6426671558286711,-0.7345073221437525,0.0
2019-01-18,-0.0,-0.6744822917628235,-0.0,1.0,-0.647004523216099,-0.7555309394135205,0.0
2019-01-22,-0.0,-0.6754399577888824,-0.0,1.0,-0.6339116670287719,-0.7944070269095876,0.0
2019-01-23,-0.0,-0.6717393999504092,-0.0,1.0,-0.6331205058269279,-0.7945388048599059,0.0
2019-01-24,-0.0,-0.6797517455391777,-0.0,1.0,-0.6237083010085338,-0.799689681923972,0.0
2019-01-25,-0.0,-0.620750607619709,-0.0,1.0,-0.6744105299706449,-0.8613364477131404,0.0
2019-01-28,-0.0,-0.6074041232542674,-0.0,1.0,-0.7005098647749944,-0.8589796370776197,0.0
2019-01-29,-0.0,-0.6040596257532508,-0.0,1.0,-0.6965112591183,-0.8710117348556928,0.0
2019-01-30,-0.0,-0.6011531394538427,-0.0,1.0,-0.6911550402331623,-0.875657352848001,0.0
2019-01-31,-0.0,-0.6189616967394745,-0.0,1.0,-0.648148148148148,-0.898448876226654,0.0
2019-02-01,-0.0,-0.6134766302121087,-0.0,1.0,-0.6600586214504082,-0.8781556304957608,0.0
2019-02-04,-0.0,-0.6072778827977315,-0.0,1.0,-0.6575299306868304,-0.8857908002520479,0.0
2019-02-05,-0.0,-0.6032514700795573,-0.0,1.0,-0.6569919184931291,-0.8842803685418698,0.0
2019-02-06,-0.0,-0.6002209595959596,-0.0,1.0,-0.6498106060606059,-0.9065340909090909,0.0
2019-02-07,-0.0,-0.59822078703264,-0.0,1.0,-0.6399468135625416,-0.9276601133377655,0.0
2019-02-08,-0.0,-0.6071586529348582,-0.0,1.0,-0.6484488532255007,-0.9035508940418272,0.0
2019-02-11,-0.0,-0.5951460617197896,-0.0,1.0,-0.6481528420252202,-0.9250681198910081,0.0
2019-02-12,-0.0,-0.591611408991402,-0.0,1.0,-0.6568419048827691,-0.9242361750055522,0.0
2019-02-13,-0.0,-0.5962118087502776,-0.0,1.0,-0.6600780481614265,-0.9163679050731304,0.0
2019-02-14,-0.0,-0.590583971770989,-0.0,1.0,-0.6762564770957179,-0.9121022347967066,0.0
2019-02-15,-0.0,-0.613240974239474,-0.0,1.0,-0.6714974303316628,-0.9073961758227728,0.0
2019-02-19,-0.0,-0.5916664011977956,-0.0,1.0,-0.6905482463126373,-0.9034118059316364,0.0
2019-02-20,-0.0,-0.6058347665456398,-0.0,1.0,-0.6786419517166699,-0.9004395184406652,0.0
2019-02-21,-0.0,-0.6112013245454835,-0.0,1.0,-0.6779380392906039,-0.8948642022479065,0.0
2019-02-22,-0.0,-0.6034559572301426,-0.0,1.0,-0.6908732179226068,-0.8879200610997963,0.0
2019-02-25,-0.0,-0.6040380123508143,-0.0,1.0,-0.7031644962083641,-0.8924903209291909,0.0
2019-02-26,-0.0,-0.6026437075918577,-0.0,1.0,-0.7041351939572398,-0.8938356164383562,0.0
2019-02-27,-0.0,-0.5907720918301911,-0.0,1.0,-0.7247979992304733,-0.8907913299987176,0.0
2019-02-28,-0.0,-0.5907838236236621,-0.0,1.0,-0.7242837915785426,-0.8894122925078511,0.0
2019-03-01,-0.0,-0.5986966105485098,-0.0,1.0,-0.7131265373925822,-0.8827588410056545,0.0
2019-03-04,-0.0,-0.5893803050609484,-0.0,1.0,-0.7145318782309018,-0.8871019209904909,0.0
2019-03-05,-0.0,-0.582730357943267,-0.0,1.0,-0.7264199270026254,-0.8924569379522315,0.0
2019-03-06,-0.0,-0.5793231517945763,-0.0,1.0,-0.7326545640828611,-0.8897320142157334,0.0
2019-03-07,-0.0,-0.5296090456113454,-0.0,1.0,-0.7788105276606617,-0.8856522294621183,0.0
2019-03-08,-0.0,-0.5190876582584324,-0.0,1.0,-0.8057730098901452,-0.896685029477143,0.0
2019-03-11,-0.0,-0.5168042644477671,-0.0,1.0,-0.800591562114022,-0.9329454592732237,0.0
2019-03-12,-0.0,-0.46396617835021137,-0.0,1.0,-0.8192901386294366,-0.9940353292039459,0.0
2019-03-13,-0.0,-0.47779388508170795,-0.0,1.0,-0.8278861360042171,-0.988995782814971,0.0
2019-03-14,-0.0,-0.47261314833168144,-0.0,1.0,-0.8399405351833497,-0.9910472414932274,0.0
2019-03-15,-0.0,-0.4710061126714027,-0.0,1.0,-0.8426565339501074,-0.9904510160251117,0.0
