Date,ATNX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7407363770250367,-1.673460972017673,-0.0,-1.3042120765832106,-1.1725478645066272,0.0
2018-09-25,1.0,-0.744039559663272,-1.6709836934126097,-0.0,-1.302466592099841,-1.1693648083828811,0.0
2018-09-26,1.0,-0.7500298436194341,-1.6905813537065775,-0.0,-1.3245792049659784,-1.2035334845410053,0.0
2018-09-27,1.0,-0.7504331720141004,-1.6938519447929736,-0.0,-1.325685606739559,-1.2048156778395174,0.0
2018-09-28,1.0,-0.7481025518436623,-1.6968863921592063,-0.0,-1.3258232235701906,-1.20540249805773,0.0
2018-10-01,1.0,-0.7488347077805666,-1.6958288514401816,-0.0,-1.325983028564599,-1.2052707063463608,0.0
2018-10-02,1.0,-0.7514934289127837,-1.6850657108721625,-0.0,-1.3287335722819593,-1.208363201911589,0.0
2018-10-03,1.0,-0.7501641693033252,-1.6712435078502776,-0.0,-1.332517461644081,-1.2158677093904842,0.0
2018-10-04,1.0,-0.7565954398949506,-1.6615733556165693,-0.0,-1.3401575743106124,-1.2103975170108632,0.0
2018-10-05,1.0,-0.7396600903256476,-1.6549797955787973,-0.0,-1.339018302828619,-1.208818635607321,0.0
2018-10-08,1.0,-0.7334043939124771,-1.6465328359092795,-0.0,-1.3378338366791025,-1.2039438621424765,0.0
2018-10-09,1.0,-0.7351303317535545,-1.64792654028436,-0.0,-1.337973933649289,-1.2031398104265403,0.0
2018-10-10,1.0,-0.7351216912417836,-1.6471250074021437,-0.0,-1.3380114881269618,-1.2014567418724462,0.0
2018-10-11,1.0,-0.601376120918166,-1.5931419547684846,-0.0,-1.2680615870509278,-1.1772601658112911,0.0
2018-10-12,1.0,-0.6097628699950018,-1.5802743377575386,-0.0,-1.2311323374243348,-1.132170822457933,0.0
2018-10-15,1.0,-0.5630061009428731,-1.626234054353855,-0.0,-1.22318358291736,-1.133832501386578,0.0
2018-10-16,1.0,-0.5629748766014087,-1.6263102434695802,-0.0,-1.223060285064611,-1.1337141589484776,0.0
2018-10-17,1.0,-0.5633896060906984,-1.6093456912722057,-0.0,-1.2149398653867372,-1.1292618338298577,0.0
2018-10-18,1.0,-0.5685296074517632,-1.6229208250166336,-0.0,-1.2173430915945886,-1.1356176535817255,0.0
2018-10-19,1.0,-0.5431110136024572,-1.6045963141728827,-0.0,-1.2113865730583588,-1.1257678806494076,0.0
2018-10-22,1.0,-0.5500910746812386,-1.6276425456753325,-0.0,-1.2133355412043936,-1.128608489264227,0.0
2018-10-23,1.0,-0.5468040323474023,-1.6332668660684613,-0.0,-1.2228315054835492,-1.13603633543813,0.0
2018-10-24,1.0,-0.5525784753363229,-1.640470852017937,-0.0,-1.2470291479820628,-1.1652466367713006,0.0
2018-10-25,1.0,-0.48336186603894715,-1.5424780654825594,-0.0,-1.2316499037021187,-1.0924459661887438,0.0
2018-10-26,1.0,-0.45771903959561916,-1.5123209772535804,-0.0,-1.2249368155012637,-1.0703454085930917,0.0
2018-10-29,1.0,-0.4386258902387935,-1.514872224549644,-0.0,-1.215175953079179,-1.0680770842061165,0.0
2018-10-30,1.0,-0.4335810740081649,-1.5142363655396212,-0.0,-1.214749293415681,-1.0713911860148644,0.0
2018-10-31,1.0,-0.4651026392961877,-1.5008797653958945,-0.0,-1.2619568115169288,-1.1039189549453479,0.0
2018-11-01,1.0,-0.4746016468826864,-1.4986632445727728,-0.0,-1.2662816811036253,-1.1074751363490536,0.0
2018-11-02,1.0,-0.4807335559442413,-1.4513701171357396,-0.0,-1.2728573700111305,-1.0953516722319394,0.0
2018-11-05,1.0,-0.474420823835021,-1.4707098552722262,-0.0,-1.274770715156656,-1.081535280708265,0.0
2018-11-06,1.0,-0.48247335207084907,-1.477647557936045,-0.0,-1.2696081030916901,-1.073288434003288,0.0
2018-11-07,1.0,-0.48095162401314046,-1.4779314364435967,-0.0,-1.2672601070312086,-1.072484501669051,0.0
2018-11-08,1.0,-0.4340926944226237,-1.476931133804661,-0.0,-1.2487562189054726,-1.0771929824561404,0.0
2018-11-09,1.0,-0.43292970592860514,-1.478429522461603,-0.0,-1.2523457566703362,-1.078209362059024,0.0
2018-11-12,1.0,-0.4305388909176274,-1.4631436172987635,-0.0,-1.2513433147269029,-1.07167823047629,0.0
2018-11-13,1.0,-0.39468123486058854,-1.4530742668659486,-0.0,-1.2473844250889037,-1.0587538009586146,0.0
2018-11-14,1.0,-0.39591815698603305,-1.4521465752718652,-0.0,-1.2475390403545843,-1.0582384167396794,0.0
2018-11-15,1.0,-0.4188251869513384,-1.5248726563346697,-0.0,-1.3140240598244284,-1.1611032838409017,0.0
2018-11-16,1.0,-0.44091388010868965,-1.5736704929850829,-0.0,-1.3487495147784618,-1.1821105750568404,0.0
2018-11-19,1.0,-0.43365622888037847,-1.6050349177742735,-0.0,-1.3837012840729894,-1.2095066456409103,0.0
2018-11-20,1.0,-0.36285410962731185,-1.590713527406828,-0.0,-1.390847628094094,-1.2430574956696654,0.0
2018-11-21,1.0,-0.3713700979036451,-1.5801758946844404,-0.0,-1.3868023673875767,-1.19293102494607,0.0
2018-11-23,1.0,-0.37208660112669834,-1.5709157185463383,-0.0,-1.387882469899481,-1.1921462498619242,0.0
2018-11-26,1.0,-0.372731840768243,-1.6115236446876222,-0.0,-1.3988052035062253,-1.200044665289487,0.0
2018-11-27,1.0,-0.3571468159396996,-1.6109294463226733,-0.0,-1.3867427811339577,-1.1874965360527627,0.0
2018-11-28,1.0,-0.35678642714570863,-1.6165446884009758,-0.0,-1.3845642049234863,-1.186571301840763,0.0
2018-11-29,1.0,-0.3279279279279279,-1.588970788970789,-0.0,-1.3652743652743653,-1.1778323778323778,0.0
2018-11-30,1.0,-0.32673916607464887,-1.5906333679436033,-0.0,-1.3664134652166784,-1.1809934969123994,0.0
2018-12-03,1.0,-0.3244349819849328,-1.590075335735342,-0.0,-1.365105360847254,-1.179495578119882,0.0
2018-12-04,1.0,-0.3069625429365902,-1.6032386456572705,-0.0,-1.3621394689493485,-1.1798702360830926,0.0
2018-12-06,1.0,-0.28631490435148205,-1.503100693714526,-0.0,-1.3434937986125708,-1.122503678789153,0.0
2018-12-07,1.0,-0.2862998581113038,-1.503389563298124,-0.0,-1.3438436071259658,-1.1216038677807558,0.0
2018-12-10,1.0,-0.23758570538125912,-1.5139725742779973,-0.0,-1.3478080199459797,-1.0948992312487016,0.0
2018-12-11,1.0,-0.2625319492984195,-1.5120233686297013,-0.0,-1.3624224088466954,-1.0792342600803297,0.0
2018-12-12,1.0,-0.2604449550866931,-1.5145184875705033,-0.0,-1.3634844370169206,-1.0840818884478796,0.0
2018-12-13,1.0,-0.27157251581091224,-1.5661914460285131,-0.0,-1.3929145674777577,-1.1288991317397363,0.0
2018-12-14,1.0,-0.2665692798788076,-1.6079640750960345,-0.0,-1.3928474814694585,-1.1429962668397988,0.0
2018-12-17,1.0,-0.2524109692365713,-1.6054630677226442,-0.0,-1.3819837293249286,-1.1477291094229838,0.0
2018-12-18,1.0,-0.2276687870850484,-1.5871064307478484,-0.0,-1.3779868498423051,-1.1528304912599563,0.0
2018-12-19,1.0,-0.23768736616702357,-1.5865096359743043,-0.0,-1.3760706638115632,-1.153051391862955,0.0
2018-12-20,1.0,-0.23436502871729417,-1.5616358221654967,-0.0,-1.3802914273558817,-1.1417783450329717,0.0
2018-12-21,1.0,-0.23053924185798186,-1.5686599038974909,-0.0,-1.3880939668980246,-1.1516817939135078,0.0
2018-12-24,1.0,-0.1837725381414702,-1.535740958071055,-0.0,-1.40019204096874,-1.2148191614211032,0.0
2018-12-26,1.0,-0.1895399989138109,-1.6220605007331776,-0.0,-1.3924401238255582,-1.2269049041438116,0.0
2018-12-27,1.0,-0.2025382840360814,-1.548930144745123,-0.0,-1.300346129641284,-1.1925215019928677,0.0
2018-12-28,1.0,-0.1866441072278327,-1.5811875429598687,-0.0,-1.3176650980806852,-1.2018717284407552,0.0
2018-12-31,1.0,-0.17896305759608216,-1.6052911742787181,-0.0,-1.3285425316725221,-1.2103161929096136,0.0
2019-01-02,1.0,-0.16549751780703648,-1.6303151305849342,-0.0,-1.3525253615368011,-1.2477336499028706,0.0
2019-01-03,1.0,-0.173774734458403,-1.6264625006739635,-0.0,-1.357038874211463,-1.2344314444384537,0.0
2019-01-04,1.0,-0.14737236835056516,-1.6302566025606684,-0.0,-1.3444045642042106,-1.2350672309423045,0.0
2019-01-07,1.0,-0.1090385119203563,-1.584542834686927,-0.0,-1.3415247576630862,-1.2046109510086456,0.0
2019-01-08,1.0,-0.1147789693957625,-1.5569971226785249,-0.0,-1.3591943499869212,-1.2005231493591422,0.0
2019-01-09,1.0,-0.10759891145070127,-1.5369478752355035,-0.0,-1.3668620473100273,-1.2220535901193217,0.0
2019-01-10,1.0,-0.10902530851286342,-1.5324199958167748,-0.0,-1.368228404099561,-1.219305584605731,0.0
2019-01-11,1.0,-0.10899899952609131,-1.5157179716707914,-0.0,-1.388605128745195,-1.2522773945553156,0.0
2019-01-14,1.0,-0.1258365389682247,-1.5151499183221795,-0.0,-1.3903145913474206,-1.2382357590767772,0.0
2019-01-15,1.0,-0.12196024529498838,-1.5157009938676254,-0.0,-1.3904102347219287,-1.2585113131740326,0.0
2019-01-16,1.0,-0.11671674837893405,-1.5084084559017343,-0.0,-1.3863672307448995,-1.260319468606674,0.0
2019-01-17,1.0,-0.11645462703901178,-1.5117457636066094,-0.0,-1.3876893839412976,-1.2631051047880486,0.0
2019-01-18,1.0,-0.1258309844173802,-1.4967292453331915,-0.0,-1.3923310110088813,-1.303462213476573,0.0
2019-01-22,1.0,-0.0,-1.6217765042979944,-0.0,-1.5811108662111526,-1.307416795239145,0.0
2019-01-23,1.0,-0.0,-1.5811445949682055,-0.0,-1.5982305778269283,-1.350013823610727,0.0
2019-01-24,1.0,-0.0,-1.549934296977661,-0.0,-1.6049605781865965,-1.3203569864213753,0.0
2019-01-25,1.0,-0.0,-1.5013507429085997,-0.0,-1.7523075191355246,-1.374380909500225,0.0
2019-01-28,1.0,-0.0,-1.4786628333051468,-0.0,-1.785839111562095,-1.3727944078020182,0.0
2019-01-29,1.0,-0.0,-1.4811821880650995,-0.0,-1.7987115732368897,-1.3711008137432188,0.0
2019-01-30,1.0,-0.0,-1.4866470521670248,-0.0,-1.8042887857870318,-1.3670929048319564,0.0
2019-01-31,1.0,-0.0,-1.507284167564197,-0.0,-1.7630519811802052,-1.3982200555524062,0.0
2019-02-01,1.0,-0.0,-1.5022841351305622,-0.0,-1.7453048333427332,-1.3923072584738594,0.0
2019-02-04,1.0,-0.0,-1.505163365498561,-0.0,-1.7418317250719484,-1.3960273122284295,0.0
2019-02-05,1.0,-0.0,-1.4884205781258806,-0.0,-1.7355609398771625,-1.4107736518848255,0.0
2019-02-06,1.0,-0.0,-1.481454340473506,-0.0,-1.7342164599774519,-1.4213077790304396,0.0
2019-02-07,1.0,-0.0,-1.481792559188275,-0.0,-1.733652762119504,-1.421533258173619,0.0
2019-02-08,1.0,-0.0,-1.4785310734463277,-0.0,-1.7523728813559323,-1.4188135593220341,0.0
2019-02-11,1.0,-0.0,-1.4603876232573954,-0.0,-1.7728097019154483,-1.4338660319619179,0.0
2019-02-12,1.0,-0.0,-1.466253482686075,-0.0,-1.7856371183260362,-1.4340706203445726,0.0
2019-02-13,1.0,-0.0,-1.4927380006808124,-0.0,-1.7682968342221719,-1.4124021332123,0.0
2019-02-14,1.0,-0.0,-1.459682467421613,-0.0,-1.8021965515279121,-1.4286689808228532,0.0
2019-02-15,1.0,-0.0,-1.4809874009463542,-0.0,-1.7959637420899603,-1.4239781084316743,0.0
2019-02-19,1.0,-0.0,-1.4497014500995165,-0.0,-1.8183110605629795,-1.4186522604492464,0.0
2019-02-20,1.0,-0.0,-1.4561593172119487,-0.0,-1.8147937411095307,-1.41900426742532,0.0
2019-02-21,1.0,-0.0,-1.457659913498748,-0.0,-1.8166401092647395,-1.4165718188026406,0.0
2019-02-22,1.0,-0.0,-1.4544833864360491,-0.0,-1.8245903504779244,-1.4104460628129267,0.0
2019-02-25,1.0,-0.0,-1.4572950678810792,-0.0,-1.8454488170934296,-1.4256172309102366,0.0
