Date,HACK,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.30434678538943943,-0.454449710373881,-0.25420077552778975,-0.23744554550241753,-0.1431614725453588,0.0
2018-09-25,1.0,-0.3057263873268085,-0.4532293187202374,-0.25635932901002656,-0.23633013472444903,-0.14132905788604658,0.0
2018-09-26,1.0,-0.307426928605654,-0.45570196454240536,-0.2593914710110206,-0.23620028749401054,-0.13706276952563487,0.0
2018-09-27,1.0,-0.30728679941533077,-0.456209714135097,-0.2592432846907723,-0.23626386792226775,-0.1371816068818441,0.0
2018-09-28,1.0,-0.30677434041839396,-0.45651913445639936,-0.2593275981883971,-0.23632311710718648,-0.13735592245572836,0.0
2018-10-01,1.0,-0.3065382034320775,-0.456883328539929,-0.2593950723804046,-0.23629086377145048,-0.1375946697344454,0.0
2018-10-02,1.0,-0.30610626486915143,-0.47143921370725494,-0.2549443683464302,-0.23483046163458535,-0.1357748780429193,0.0
2018-10-03,1.0,-0.30800608240206606,-0.48371991986676643,-0.25608843619511956,-0.2338345683184089,-0.13197847022760734,0.0
2018-10-04,1.0,-0.3085907335907336,-0.4822876447876448,-0.2561776061776062,-0.23472490347490346,-0.13132239382239383,0.0
2018-10-05,1.0,-0.3096570353576769,-0.4845400607785442,-0.2566928754039844,-0.2330085379383532,-0.1279967198880903,0.0
2018-10-08,1.0,-0.3090247663101089,-0.4834007902091163,-0.2556615592175003,-0.23371398284668016,-0.1273489447817288,0.0
2018-10-09,1.0,-0.3165232149351437,-0.48784095041823256,-0.2674748454358104,-0.2313734998181598,-0.12132379682385744,0.0
2018-10-10,1.0,-0.3161852094399573,-0.48880642266365903,-0.2667782386184482,-0.23131776176962818,-0.12241383492202092,0.0
2018-10-11,1.0,-0.3011901638562263,-0.4891597300069168,-0.24952894316311688,-0.22314976029766023,-0.12206931094521431,0.0
2018-10-12,1.0,-0.30495480573564904,-0.48717524016847286,-0.2512895745587052,-0.21324120959727416,-0.10953102077516444,0.0
2018-10-15,1.0,-0.3117379133652797,-0.47964605968591356,-0.2588603691227404,-0.21402476633296957,-0.10798500735398775,0.0
2018-10-16,1.0,-0.3105231937359117,-0.4848736504923479,-0.25490568276189346,-0.21440265749199192,-0.10805552260054573,0.0
2018-10-17,1.0,-0.3090207953819584,-0.48118006103763983,-0.25392131349215735,-0.21356076557287848,-0.10811705978376587,0.0
2018-10-18,1.0,-0.3083765050978166,-0.48018829986043104,-0.25451233647954963,-0.21441582097319803,-0.10808317365694416,0.0
2018-10-19,1.0,-0.3063710475472409,-0.4783940436360209,-0.25371094670373684,-0.21313792940954712,-0.10456623156307432,0.0
2018-10-22,1.0,-0.30504354393335065,-0.4836326732906941,-0.2583842722616884,-0.2103797408604942,-0.1026645583063888,0.0
2018-10-23,1.0,-0.30807388860017954,-0.4838427741295413,-0.26420843766239904,-0.2056739263948599,-0.10034487645863845,0.0
2018-10-24,1.0,-0.3085111404833837,-0.48331287764350456,-0.263193919939577,-0.20541446374622355,-0.09986310422960726,0.0
2018-10-25,1.0,-0.30414735758086414,-0.4768056920844451,-0.26410148387398774,-0.20385713617001358,-0.09153676918035857,0.0
2018-10-26,1.0,-0.300309886064447,-0.4731237913278501,-0.2589529112980265,-0.20743726554672753,-0.09014655513874974,0.0
2018-10-29,1.0,-0.3036872812135356,-0.4732088681446908,-0.26070011668611437,-0.2089614935822637,-0.08716452742123688,0.0
2018-10-30,1.0,-0.3034234907003337,-0.47322116169984363,-0.2605306760635691,-0.20902662714989148,-0.08746587010804882,0.0
2018-10-31,1.0,-0.30399441015488526,-0.46961686269942937,-0.26111563992081055,-0.20817514848026086,-0.08620006987306393,0.0
2018-11-01,1.0,-0.3112689548821234,-0.46258090142293046,-0.26773990046496415,-0.2085095446155284,-0.08640388794130704,0.0
2018-11-02,1.0,-0.31207991038088123,-0.4593213218820015,-0.26722367438386857,-0.209367998506348,-0.08583831217326363,0.0
2018-11-05,1.0,-0.31554942227627825,-0.45247228329513034,-0.2665949384852879,-0.21024933339570567,-0.0940964588108715,0.0
2018-11-06,1.0,-0.31809996024042847,-0.4542414107631499,-0.26524311808592743,-0.20908857029258365,-0.0921018780550553,0.0
2018-11-07,1.0,-0.3183157894736842,-0.45433918128654976,-0.2648888888888889,-0.20938011695906433,-0.09225730994152048,0.0
2018-11-08,1.0,-0.31494869402985076,-0.45510727611940294,-0.26196361940298507,-0.2074160447761194,-0.09265391791044776,0.0
2018-11-09,1.0,-0.3139838611875554,-0.45501189421148375,-0.2624656000746304,-0.20817202294883158,-0.09258827370679602,0.0
2018-11-12,1.0,-0.3141176745163021,-0.4571148505146218,-0.26235208999463205,-0.20764580950825026,-0.0926786006021425,0.0
2018-11-13,1.0,-0.3148791347117649,-0.4588218839599991,-0.26284994988228166,-0.2057157509499056,-0.08878994848364764,0.0
2018-11-14,1.0,-0.31516013239476015,-0.4585567106428604,-0.2628781874970864,-0.20567805696704117,-0.08862057712927135,0.0
2018-11-15,1.0,-0.315418112381529,-0.4589339356821834,-0.26267377686700977,-0.2062967189064574,-0.08532240411708544,0.0
2018-11-16,1.0,-0.3157440857708892,-0.460132851648992,-0.262953035776716,-0.20680573359748283,-0.08511828458221651,0.0
2018-11-19,1.0,-0.31571095571095575,-0.4603263403263403,-0.26240093240093243,-0.2071794871794872,-0.08540792540792541,0.0
2018-11-20,1.0,-0.32904558471433265,-0.4669264353786207,-0.2728275667809023,-0.20463827989296277,-0.07386977137223603,0.0
2018-11-21,1.0,-0.3305271035031102,-0.4655067583368411,-0.2757120808194191,-0.20174453954445534,-0.06501099106683504,0.0
2018-11-23,1.0,-0.330851188385435,-0.47024938531787847,-0.2739960192014987,-0.2010537407797682,-0.06549584357803535,0.0
2018-11-26,1.0,-0.3308501417293321,-0.4761637032351769,-0.2721437439970014,-0.19973293977089043,-0.06374305994799354,0.0
2018-11-27,1.0,-0.33073538360717125,-0.4767120722744933,-0.27147404390769087,-0.19898890605252073,-0.06256143800028087,0.0
2018-11-28,1.0,-0.32976802007834305,-0.48901086013182277,-0.26782070227288723,-0.19696010132995567,-0.06204114183848193,0.0
2018-11-29,1.0,-0.3279610194902549,-0.4878185907046477,-0.2664214767616192,-0.19722170164917543,-0.06315592203898052,0.0
2018-11-30,1.0,-0.3284927977514932,-0.4881367841667643,-0.26597962290666355,-0.1977514931490807,-0.0618573603466448,0.0
2018-12-03,1.0,-0.32843894899536324,-0.4882675284529998,-0.2652568966324762,-0.19790642124490657,-0.061917474591354035,0.0
2018-12-04,1.0,-0.3255944448341166,-0.4893268803628627,-0.2668630614201211,-0.19578686493184635,-0.06041476701503355,0.0
2018-12-06,1.0,-0.3216422910746055,-0.4737413645710589,-0.2813474734872115,-0.18837365125574734,-0.045377879439014814,0.0
2018-12-07,1.0,-0.32766361195964083,-0.47334073868369897,-0.28582338239377947,-0.18814218272702027,-0.03917893177820976,0.0
2018-12-10,1.0,-0.32518393800309064,-0.47496367368590997,-0.2862974836819891,-0.18647507899531796,-0.03351246626842263,0.0
2018-12-11,1.0,-0.3296809762173883,-0.47228437636963394,-0.28968189891813334,-0.18779266914258033,-0.02733500957302023,0.0
2018-12-12,1.0,-0.329010522429389,-0.47279398190880556,-0.28890529813549937,-0.18794997230939633,-0.028890529813549934,0.0
2018-12-13,1.0,-0.3305408345097314,-0.4773784453032792,-0.2861539885677258,-0.18768369165258847,-0.03249172664367869,0.0
2018-12-14,1.0,-0.33026821698244313,-0.48160930189465884,-0.28382822995321255,-0.1868254041784407,-0.03367767637930236,0.0
2018-12-17,1.0,-0.33016989954168785,-0.48222304522938747,-0.28378315818712097,-0.18561640664784038,-0.032915142817462155,0.0
2018-12-18,1.0,-0.3325046468401487,-0.4873838289962826,-0.28475836431226764,-0.18733736059479553,-0.03141263940520446,0.0
2018-12-19,1.0,-0.33697496571441854,-0.48657632319099975,-0.28388461449059765,-0.18586271820738712,-0.031124334627275055,0.0
