Date,IWF,IWM,MTUM,SKYY,SPY,VLUE,VXX
2018-09-24,-0.33682606657290204,-0.29172526957337086,-0.29181903422409755,1.0,-0.2573136427566808,-0.16643225503984996,0.0
2018-09-25,-0.33786412317499004,-0.2907595322350074,-0.2934780061400014,1.0,-0.25640364650465186,-0.1649832438892925,0.0
2018-09-26,-0.3383721202746725,-0.29138250251939346,-0.2946870093041786,1.0,-0.2560875577116877,-0.16311607958939744,0.0
2018-09-27,-0.3389171332849144,-0.2897172176276269,-0.29512920834992856,1.0,-0.25602698966801773,-0.16303914907574443,0.0
2018-09-28,-0.3388551746760702,-0.28979123222193587,-0.2951100072635254,1.0,-0.2560978467161836,-0.1631950139412826,0.0
2018-10-01,-0.3392618629173989,-0.2893263034563562,-0.2949502050380785,1.0,-0.2564499121265378,-0.16328060925600468,0.0
2018-10-02,-0.3389758979649254,-0.29328050267279376,-0.2936790771827816,1.0,-0.25588483541217294,-0.16271218231266998,0.0
2018-10-03,-0.3393406077672181,-0.29679690249912005,-0.29409832218702336,1.0,-0.2551683679455591,-0.16118737533732255,0.0
2018-10-04,-0.34019941348973604,-0.29506158357771256,-0.2941700879765396,1.0,-0.2564222873900293,-0.16018768328445745,0.0
2018-10-05,-0.3402590709985711,-0.29394954440045906,-0.29427748237333395,1.0,-0.25562764985594155,-0.15830034433487153,0.0
2018-10-08,-0.340344302611547,-0.2939454268649725,-0.2943670218995198,1.0,-0.255463168989343,-0.15807471600890033,0.0
2018-10-09,-0.34360117302052784,-0.29482697947214076,-0.300574780058651,1.0,-0.25311436950146626,-0.15392375366568914,0.0
2018-10-10,-0.3441296496083306,-0.2941038510249074,-0.3013274543834139,1.0,-0.2532013696702472,-0.1525634410619635,0.0
2018-10-11,-0.34261935844834013,-0.2914723983588213,-0.2994917941066766,1.0,-0.24955706825811266,-0.14805576277508392,0.0
2018-10-12,-0.34730095559823226,-0.28681829750804044,-0.30197366898817646,1.0,-0.24082000971794812,-0.1368842407274578,0.0
2018-10-15,-0.3541362276490642,-0.27832278114056447,-0.3097010598576033,1.0,-0.24161042695795354,-0.13541594192815232,0.0
2018-10-16,-0.35461947066873883,-0.2766811254668182,-0.3110111108533785,1.0,-0.24167845793416995,-0.1356034422769131,0.0
2018-10-17,-0.35230815416945704,-0.2700736669514814,-0.30928573078077726,1.0,-0.2409532826824931,-0.13668798928480705,0.0
2018-10-18,-0.3521370679104994,-0.26972544854180613,-0.3094880735216016,1.0,-0.2411619368693283,-0.13660609139400096,0.0
2018-10-19,-0.3527635642834094,-0.2682201631862813,-0.3102152768174065,1.0,-0.2399161019683769,-0.13377587240123542,0.0
2018-10-22,-0.3527960905444654,-0.26787607763588583,-0.30962150200544003,1.0,-0.24042229496104378,-0.13438753400027661,0.0
2018-10-23,-0.35548379656325685,-0.26797370545496485,-0.31498097105293504,1.0,-0.2359589436051205,-0.13214162149694383,0.0
2018-10-24,-0.3558716400018443,-0.26743971598506155,-0.31504449259993544,1.0,-0.23560330121259623,-0.13137996219281664,0.0
2018-10-25,-0.3509208334284214,-0.25694333508295486,-0.3164152536570894,1.0,-0.23530888427394506,-0.1225039366484858,0.0
2018-10-26,-0.3502052919708029,-0.25659215328467155,-0.3156021897810219,1.0,-0.23588047445255475,-0.12271897810218978,0.0
2018-10-29,-0.35454898644788263,-0.2547249582923875,-0.31809767580044335,1.0,-0.23804191329387298,-0.11993509609890989,0.0
2018-10-30,-0.34865488788827687,-0.25590272222349203,-0.31393568147013784,1.0,-0.23983451806815842,-0.1273342323604032,0.0
2018-10-31,-0.3488361468350961,-0.2548370148708226,-0.3141375608196085,1.0,-0.2395778605203646,-0.1269159604358453,0.0
2018-11-01,-0.3510263795547021,-0.2523887898322132,-0.3163260640972889,1.0,-0.23940474557673844,-0.12675444612078818,0.0
2018-11-02,-0.35329532497149374,-0.24465222348916763,-0.3148460661345496,1.0,-0.24212086659064994,-0.1255872291904219,0.0
2018-11-05,-0.35377035719173394,-0.24353359791980295,-0.3148122804616578,1.0,-0.24211942885817253,-0.12668217690798778,0.0
2018-11-06,-0.35614095107766,-0.2453643516934656,-0.31346789827802485,1.0,-0.24100809670429924,-0.12478047667921086,0.0
2018-11-07,-0.35554846211723934,-0.24519482888346747,-0.31441665336646984,1.0,-0.2403839576825737,-0.12448984244966826,0.0
2018-11-08,-0.3553398942956078,-0.24491981046108982,-0.3142655367231638,1.0,-0.23974849644614543,-0.12386094404957171,0.0
2018-11-09,-0.3556877221766475,-0.24514629477713973,-0.31391851244189223,1.0,-0.23974569319114028,-0.12423662382645155,0.0
2018-11-12,-0.35589664059114645,-0.24724610577690606,-0.31388692498916687,1.0,-0.23914977079389693,-0.12445549296417086,0.0
2018-11-13,-0.35616781180324886,-0.24564317240751696,-0.3143513673385812,1.0,-0.237885061655367,-0.12103562815670929,0.0
2018-11-14,-0.35664399299315236,-0.2452396660372637,-0.31435266282958346,1.0,-0.23791432536342336,-0.12079987260277089,0.0
2018-11-15,-0.3568960029102815,-0.24512300486562685,-0.31444681915329,1.0,-0.2380519303351371,-0.11913964803783367,0.0
2018-11-16,-0.3560834904267642,-0.24265824797292693,-0.3133162233982148,1.0,-0.2380476504122283,-0.12114742556042607,0.0
2018-11-19,-0.3560396129559806,-0.242765638486349,-0.3130650070412938,1.0,-0.23822286830509246,-0.12131467769045565,0.0
2018-11-20,-0.36052565764045197,-0.2433667553372894,-0.31703158038332996,1.0,-0.23640952186071892,-0.11624946001864357,0.0
2018-11-21,-0.36269183756620943,-0.24011951650142604,-0.3208384263660646,1.0,-0.233781520213681,-0.10618407352075694,0.0
2018-11-23,-0.362664976343015,-0.24044099336698888,-0.3206709981210241,1.0,-0.23376270572521676,-0.10628664568854276,0.0
2018-11-26,-0.36261373409985964,-0.24147843012991715,-0.3204246073061428,1.0,-0.23317187995111133,-0.10567651984971256,0.0
2018-11-27,-0.3623912306475308,-0.24188043846762347,-0.3190416996270765,1.0,-0.23238784043394733,-0.10444117979432704,0.0
2018-11-28,-0.3619344773790952,-0.24558547559293675,-0.31802663410884263,1.0,-0.23136403717018247,-0.104049379366479,0.0
2018-11-29,-0.36103326704031824,-0.24536702223829326,-0.3172798770565901,1.0,-0.23158108841077565,-0.10475049719761347,0.0
2018-11-30,-0.3609962257328181,-0.24530476642484236,-0.31746785092774654,1.0,-0.23136031821366423,-0.10493366781928719,0.0
2018-12-03,-0.36092909756428215,-0.24571828821907904,-0.31605585430882555,1.0,-0.2317321162275747,-0.10506575082470966,0.0
2018-12-04,-0.3601715962971325,-0.24576653872205914,-0.3167532174305712,1.0,-0.23086475502370737,-0.10426732896816436,0.0
2018-12-06,-0.3568416590437518,-0.22623323888355906,-0.33223265879833114,1.0,-0.22493920260592135,-0.0908279601079851,0.0
2018-12-07,-0.3590246949383184,-0.22546679456577506,-0.33430744863586676,1.0,-0.22410600754009857,-0.08789345706828473,0.0
2018-12-10,-0.3588430451337089,-0.22488922535681682,-0.3352408096012113,1.0,-0.22304112578210236,-0.0846340540179466,0.0
2018-12-11,-0.36274968267753355,-0.22266016433963523,-0.33821007860689867,1.0,-0.22410760015142403,-0.07909680005344379,0.0
2018-12-12,-0.36251475402534356,-0.22281362047079262,-0.3379729639445026,1.0,-0.22412756385987573,-0.07954925060686369,0.0
2018-12-13,-0.362813913586024,-0.22390088464023888,-0.33732201350357643,1.0,-0.22385631838135348,-0.08041981415870045,0.0
2018-12-14,-0.36267605633802813,-0.224170975218399,-0.3371144589053307,1.0,-0.22390354786949546,-0.0807184881440542,0.0
2018-12-17,-0.3624501792433925,-0.2237981786199372,-0.3370443766560531,1.0,-0.22255126806350337,-0.08080425730889983,0.0
2018-12-18,-0.36238358782867686,-0.22202218221422065,-0.3370674134826966,1.0,-0.2214665155253273,-0.07970482985485987,0.0
2018-12-19,-0.3668364056836628,-0.22132040648417867,-0.33617219986213337,1.0,-0.21996397678503923,-0.07938449222832493,0.0
2018-12-20,-0.3644940727256582,-0.21811037606002753,-0.3396749988900235,1.0,-0.21984193935088575,-0.07783154997114061,0.0
2018-12-21,-0.36495525826171704,-0.2175954638079206,-0.3403251528306902,1.0,-0.21950031009125542,-0.07258350314521131,0.0
2018-12-24,-0.36816196199303725,-0.22008115839191078,-0.33924651307182296,1.0,-0.22041377475220084,-0.06956116814865734,0.0
2018-12-26,-0.37032044198895026,-0.22130386740331492,-0.33909392265193367,1.0,-0.21420994475138122,-0.06499447513812154,0.0
2018-12-27,-0.36327713382507903,-0.21750965929048122,-0.33906304882332283,1.0,-0.20684053389532842,-0.06858096241657886,0.0
2018-12-28,-0.3628522517777193,-0.2181107892195593,-0.3389518040558335,1.0,-0.2067202177157405,-0.06810201035905539,0.0
2018-12-31,-0.36262675036214387,-0.2183398446073482,-0.3389447346472938,1.0,-0.20672929195382114,-0.06814889600983276,0.0
2019-01-02,-0.36263302249040047,-0.21832144816236973,-0.3381897970378497,1.0,-0.20660449808008777,-0.06843664289632474,0.0
2019-01-03,-0.3629285197289058,-0.21716052902857894,-0.3412585265281951,1.0,-0.20718092689667275,-0.06479064768714496,0.0
2019-01-04,-0.3576493762311228,-0.21891004596191727,-0.34175968483256736,1.0,-0.20457430509958416,-0.0657474283212957,0.0
2019-01-07,-0.3572068822281979,-0.21779147810498242,-0.34310574757875867,1.0,-0.20379965457685664,-0.06434052600511576,0.0
2019-01-08,-0.3570037846470215,-0.21985955240532915,-0.3424339874428474,1.0,-0.20323335739756293,-0.06510467939883179,0.0
2019-01-09,-0.35702877146920464,-0.22023848594245707,-0.34241330270211134,1.0,-0.20328191663931738,-0.06498194945848375,0.0
2019-01-10,-0.35692873241285744,-0.2204546946456314,-0.34233386577974223,1.0,-0.2032340649001116,-0.06520645062471281,0.0
2019-01-11,-0.3567087832815984,-0.22281729550124604,-0.3419533948323351,1.0,-0.20224719101123598,-0.0622568093385214,0.0
2019-01-14,-0.35621979752039007,-0.22320862396956245,-0.34102289375286987,1.0,-0.2028076006384886,-0.0633459427546848,0.0
2019-01-15,-0.35424870919751467,-0.22238995361862257,-0.34197514658265515,1.0,-0.2029185262973659,-0.06626848691695109,0.0
2019-01-16,-0.35634071057989103,-0.22256518027188546,-0.3428340010069832,1.0,-0.20426435498347234,-0.06311157811781704,0.0
2019-01-17,-0.3585103822506181,-0.21884777804520492,-0.34374111108679956,1.0,-0.20355337724000613,-0.06338752379493688,0.0
2019-01-18,-0.3544501009391732,-0.21833582024049855,-0.3425348898446414,1.0,-0.2068155885192662,-0.07219345211972263,0.0
