Date,CYRX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.0781019746536988,-2.126731506041851,-0.18324491600353668,-1.5721338048924256,-1.4078249336870026,0.0
2018-09-25,1.0,-1.082811463935755,-2.12311206070876,-0.19059898327562075,-1.5689235983201946,-1.4021955352538127,0.0
2018-09-26,1.0,-1.0831798423340457,-2.1236277904663674,-0.19140941575186032,-1.5687025712812201,-1.4006483459809917,0.0
2018-09-27,1.0,-1.0832903748435085,-2.121142941306429,-0.1921349142057589,-1.5678621400692248,-1.3999558141247515,0.0
2018-09-28,1.0,-1.0876778998598922,-2.121008775164073,-0.1932010913649436,-1.5701644421502838,-1.4021089890126097,0.0
2018-10-01,1.0,-1.0878877400295421,-2.126144756277696,-0.19490398818316101,-1.5717134416543574,-1.4049483013293946,0.0
2018-10-02,1.0,-1.0879745900428424,-2.127271384251736,-0.19589304180824346,-1.5709115083468754,-1.4044910621953022,0.0
2018-10-03,1.0,-1.0865554899645808,-2.114448051948052,-0.19465761511216056,-1.5732733175914995,-1.4099763872491144,0.0
2018-10-04,1.0,-1.0878233157933743,-2.1297709923664123,-0.19699103238716373,-1.5752612465722968,-1.4214778033054176,0.0
2018-10-05,1.0,-1.0774741506646972,-2.129615952732644,-0.17784342688330873,-1.5780649926144756,-1.4225997045790253,0.0
2018-10-08,1.0,-1.0961941863949656,-2.1642193587054246,-0.18669463590050947,-1.597842373389272,-1.4467335930476477,0.0
2018-10-09,1.0,-1.115783105195493,-2.1851319670271496,-0.2069878242456326,-1.606443318460259,-1.4481585116841866,0.0
2018-10-10,1.0,-1.1302792785937144,-2.193668670573016,-0.21619359257286358,-1.6225553610836314,-1.4470740430713036,0.0
2018-10-11,1.0,-1.0413063619518221,-2.3383261272390365,-0.0,-1.7140210006176653,-1.6272390364422484,0.0
2018-10-12,1.0,-1.0597436288722724,-2.332061651152144,-0.0,-1.6680909507095987,-1.5702731573325195,0.0
2018-10-15,1.0,-0.9977109720738592,-2.3993590721806806,-0.0,-1.658553334350679,-1.574469708530444,0.0
2018-10-16,1.0,-1.004356798899335,-2.396239394634258,-0.0,-1.6636092639302913,-1.5793013834747383,0.0
2018-10-17,1.0,-0.9417612582535797,-2.2828102974998146,-0.0,-1.6254173158246161,-1.5689591215965577,0.0
2018-10-18,1.0,-0.9404867913327397,-2.2802760463045417,-0.0,-1.6297120807361236,-1.5701246660730188,0.0
2018-10-19,1.0,-0.9008857331088499,-2.2480052704780027,-0.0,-1.6176707415269744,-1.5535465924895688,0.0
2018-10-22,1.0,-0.902614044079959,-2.248883356520466,-0.0,-1.617265870981914,-1.5534890532327743,0.0
2018-10-23,1.0,-0.9072474377745241,-2.2488286969253295,-0.0,-1.6133967789165446,-1.5511713030746705,0.0
2018-10-24,1.0,-0.908375615854107,-2.2479594087800576,-0.0,-1.6274726082800206,-1.5696742407529967,0.0
2018-10-25,1.0,-0.8094802084800676,-2.1243132835610647,-0.0,-1.6287505282434147,-1.4807719397098185,0.0
2018-10-26,1.0,-0.7630390999374956,-2.088547815820543,-0.0,-1.6370581290367388,-1.4562816862282102,0.0
2018-10-29,1.0,-0.7449882483063736,-2.0894511267800358,-0.0,-1.6269874187750588,-1.4513341628646481,0.0
2018-10-30,1.0,-0.7206696181516326,-2.092418372993913,-0.0,-1.6303956834532376,-1.47399003873824,0.0
2018-10-31,1.0,-0.7530449391012181,-2.0696486070278595,-0.0,-1.6745765084698307,-1.5026599468010642,0.0
2018-11-01,1.0,-0.7983067729083666,-2.0766932270916336,-0.0,-1.7075981787137167,-1.5318725099601596,0.0
2018-11-02,1.0,-0.8045345725954091,-2.0108435431629346,-0.0,-1.7128573440360513,-1.5129559217011688,0.0
2018-11-05,1.0,-0.7970147152010139,-2.0330211927057666,-0.0,-1.714356121946068,-1.4963740054917976,0.0
2018-11-06,1.0,-0.8053932267830741,-2.0397803280996976,-0.0,-1.7084418784763784,-1.4872210096458496,0.0
2018-11-07,1.0,-0.8034909909909909,-2.0415259009009006,-0.0,-1.7061514639639637,-1.4871199324324325,0.0
2018-11-08,1.0,-0.7331703910614525,-2.05377094972067,-0.0,-1.6893854748603352,-1.5069134078212292,0.0
2018-11-09,1.0,-0.7321041972204763,-2.053704867658356,-0.0,-1.6911795516446677,-1.5067392974369718,0.0
2018-11-12,1.0,-0.7282186459489456,-2.0151914539400666,-0.0,-1.6976970033296337,-1.4956298557158711,0.0
2018-11-13,1.0,-0.7016699883169542,-2.0034361899525805,-0.0,-1.687375438114219,-1.4798982887774037,0.0
2018-11-14,1.0,-0.7035535088322221,-2.0024056636194927,-0.0,-1.6879510619286549,-1.4794143927417691,0.0
2018-11-15,1.0,-0.7016506189821183,-2.0048143053645116,-0.0,-1.6896836313617607,-1.4814993122420907,0.0
2018-11-16,1.0,-0.6966315212926194,-1.988018622483911,-0.0,-1.6812953580720253,-1.4805559359167466,0.0
2018-11-19,1.0,-0.6956789700746422,-1.9889063890981304,-0.0,-1.6822570704649729,-1.4810655344792167,0.0
2018-11-20,1.0,-0.6324774744258519,-1.9674141318338867,-0.0,-1.6769866540207305,-1.4977305060632748,0.0
2018-11-21,1.0,-0.644942613598228,-1.9565071481307468,-0.0,-1.673736492382039,-1.4366064836566212,0.0
2018-11-23,1.0,-0.6456798392498326,-1.9413931681178835,-0.0,-1.6756195579370396,-1.4352980576021435,0.0
2018-11-26,1.0,-0.644381796214257,-1.9603302456705596,-0.0,-1.6744529467042555,-1.433145388642771,0.0
2018-11-27,1.0,-0.625615763546798,-1.9573958194647851,-0.0,-1.6577686060444683,-1.4161230195712955,0.0
2018-11-28,1.0,-0.631185807656396,-1.9443110577564362,-0.0,-1.6693344004268376,-1.4245031345871684,0.0
2018-11-29,1.0,-0.5656625319944871,-1.9115967710179167,-0.0,-1.6563628010763272,-1.4294152392203188,0.0
2018-11-30,1.0,-0.5645637760126042,-1.9126239086194448,-0.0,-1.6571259764983917,-1.4303157618328628,0.0
2018-12-03,1.0,-0.5582745201503859,-1.9273794604577537,-0.0,-1.6697447397928895,-1.4404722643625092,0.0
2018-12-04,1.0,-0.5439206932773109,-1.9287027310924367,-0.0,-1.6595982142857142,-1.4329044117647058,0.0
2018-12-06,1.0,-0.5228244908382813,-1.7976760518419204,-0.0,-1.6826278490710593,-1.381344570005746,0.0
2018-12-07,1.0,-0.5342500799488328,-1.7998081228014071,-0.0,-1.6861528621682123,-1.3756315957787018,0.0
2018-12-10,1.0,-0.46943563728598603,-1.8230183893468612,-0.0,-1.7015852885225111,-1.3471147748890298,0.0
2018-12-11,1.0,-0.4481658692185008,-1.8429346092503989,-0.0,-1.707687400318979,-1.3807974481658691,0.0
2018-12-12,1.0,-0.44937799043062204,-1.8425518341307816,-0.0,-1.707687400318979,-1.3800318979266348,0.0
2018-12-13,1.0,-0.44862730110198107,-1.8334925791451684,-0.0,-1.7125294604751895,-1.3752468310083446,0.0
2018-12-14,1.0,-0.44331095041322316,-1.8937887396694217,-0.0,-1.7199767561983472,-1.3995996900826446,0.0
2018-12-17,1.0,-0.4412125912998514,-1.8974209811906146,-0.0,-1.7252278456466938,-1.3998448710490596,0.0
2018-12-18,1.0,-0.4027610239914221,-1.9497386409328508,-0.0,-1.8321940758611446,-1.5168208015011395,0.0
2018-12-19,1.0,-0.40676943699731904,-1.94872654155496,-0.0,-1.830563002680965,-1.5162868632707773,0.0
2018-12-20,1.0,-0.400525677315002,-1.9317293435773013,-0.0,-1.8800377409354359,-1.5271599946084375,0.0
2018-12-21,1.0,-0.3879946344735077,-1.9381623071763916,-0.0,-1.892018779342723,-1.4886653252850435,0.0
2018-12-24,1.0,-0.39233613445378157,-1.9441344537815126,-0.0,-1.8962689075630252,-1.4899495798319329,0.0
2018-12-26,1.0,-0.3965880513831305,-2.028478216543193,-0.0,-1.8782709168762317,-1.493373207367634,0.0
2018-12-27,1.0,-0.26003126628452317,-1.9622850442939033,-0.0,-1.7496091714434603,-1.541948931735279,0.0
2018-12-28,1.0,-0.24519167866021196,-1.9884861965196914,-0.0,-1.7616119324872435,-1.546709407300798,0.0
2018-12-31,1.0,-0.24068485961689848,-2.002295985305694,-0.0,-1.766531094200997,-1.5504460771451063,0.0
2019-01-02,1.0,-0.2622451053451663,-2.0615134475984016,-0.0,-1.8409321861662489,-1.6099180272339273,0.0
2019-01-03,1.0,-0.3463939720129171,-2.1583781844276997,-0.0,-2.0326515966989596,-1.638751345532831,0.0
2019-01-04,1.0,-0.2877110827302398,-2.165247623102029,-0.0,-2.0025542784163473,-1.6397757911167872,0.0
2019-01-07,1.0,-0.2493837304847987,-2.076485894275541,-0.0,-1.955902492467817,-1.565666940564229,0.0
2019-01-08,1.0,-0.26105792746838097,-2.0565299420026557,-0.0,-2.0591852421214454,-1.610858779959472,0.0
2019-01-09,1.0,-0.2492279618192027,-2.0337591240875916,-0.0,-2.0814851207186975,-1.654056709713644,0.0
2019-01-10,1.0,-0.24956161885389633,-2.0314933015360874,-0.0,-2.0808725538332045,-1.6521708634355055,0.0
2019-01-11,1.0,-0.24658210007047215,-2.0294573643410856,-0.0,-2.097956307258633,-1.6731501057082452,0.0
2019-01-14,1.0,-0.2553041516881652,-2.025234369493198,-0.0,-2.0907168534573906,-1.6774511877070557,0.0
2019-01-15,1.0,-0.24282498593134497,-2.0118880135059087,-0.0,-2.07343837929094,-1.7061761395610577,0.0
2019-01-16,1.0,-0.22608512431521283,-2.01236128669757,-0.0,-2.0651074589127685,-1.7199044809664277,0.0
2019-01-17,1.0,-0.22885642034279294,-2.006532733914021,-0.0,-2.0686288283225625,-1.720497330710874,0.0
2019-01-18,1.0,-0.24010816965556503,-2.0033447196128664,-0.0,-2.083262169086251,-1.7897808141189866,0.0
