Date,IWF,IWM,MTUM,SLG,SPY,VLUE,VXX
2018-09-24,-0.26880964339527874,-0.45256152687091916,-0.006504269211451532,1.0,-0.44010547463586136,-0.34329482672024103,0.0
2018-09-25,-0.26730437430224296,-0.4646808078757738,-0.0,1.0,-0.45009134273825224,-0.35522175987009036,0.0
2018-09-26,-0.26754452732531586,-0.4648855736540316,-0.0,1.0,-0.450068503577409,-0.35469630080681996,0.0
2018-09-27,-0.26594525779758116,-0.4725397835773393,-0.0,1.0,-0.4514322087842139,-0.35623169955442396,0.0
2018-09-28,-0.2693082948485699,-0.47197203582272346,-0.0,1.0,-0.4527849360855255,-0.357385247365601,0.0
2018-10-01,-0.268845249053902,-0.4757850056254475,-0.0,1.0,-0.45338549657359106,-0.3590058300092053,0.0
2018-10-02,-0.26829580348004095,-0.48037359263050156,-0.0,1.0,-0.45225179119754355,-0.3579580348004094,0.0
2018-10-03,-0.26796265507098094,-0.4771198362962015,-0.0,1.0,-0.4530758409003709,-0.3597135183527305,0.0
2018-10-04,-0.2710555257167703,-0.4725952070385432,-0.0,1.0,-0.4569937850072892,-0.35699122739712014,0.0
2018-10-05,-0.26699499846891905,-0.47073083597019494,-0.0,1.0,-0.45758905787485965,-0.3564866795957946,0.0
2018-10-08,-0.26596992097884276,-0.4694366556206984,-0.0,1.0,-0.4578638796839154,-0.35579913331633956,0.0
2018-10-09,-0.2623444195062232,-0.46949602122015915,-0.0,1.0,-0.459702101611916,-0.3589573556417058,0.0
2018-10-10,-0.2632196216409158,-0.4687675284279231,-0.0,1.0,-0.4602264035490286,-0.3574014583652032,0.0
2018-10-11,-0.22500746788808124,-0.4587523648312257,-0.0,1.0,-0.4470526735039331,-0.3585084138205715,0.0
2018-10-12,-0.22260503160242906,-0.45695873094559425,-0.0,1.0,-0.4450365596728219,-0.35404635022927256,0.0
2018-10-15,-0.19979693420172853,-0.4797058022337238,-0.0,1.0,-0.441618582996954,-0.35526609048810087,0.0
2018-10-16,-0.19672577768971666,-0.48481771349316427,-0.0,1.0,-0.4407568852783832,-0.3544184664156925,0.0
2018-10-17,-0.19144958551644403,-0.4748481046909207,-0.0,1.0,-0.43861461638747445,-0.35493075541780433,0.0
2018-10-18,-0.19166892207760253,-0.4756538641340452,-0.0,1.0,-0.4381566321383756,-0.35496887532908494,0.0
2018-10-19,-0.1786247217397686,-0.46664546588713035,-0.0,1.0,-0.4439932483671323,-0.356980356662345,0.0
2018-10-22,-0.1785094048871169,-0.4608027786610571,-0.0,1.0,-0.44690947337524156,-0.3597827948046865,0.0
2018-10-23,-0.17622278282593257,-0.4616816478483431,-0.0,1.0,-0.44970486663890863,-0.361605721423498,0.0
2018-10-24,-0.17501406865503658,-0.4583200802525017,-0.0,1.0,-0.45041716620586725,-0.3629712999437254,0.0
2018-10-25,-0.1516344547840611,-0.42899069434502507,-0.0,1.0,-0.4614411834884276,-0.34399904557384875,0.0
2018-10-26,-0.14570981359389082,-0.4234217141772993,-0.0,1.0,-0.46224446236304134,-0.34020300716216856,0.0
2018-10-29,-0.14265412946164233,-0.42372279197555723,-0.0,1.0,-0.4624239122711447,-0.33968878046469764,0.0
2018-10-30,-0.1216065097908587,-0.42863261081634113,-0.0,1.0,-0.4676532870161079,-0.36141711675271837,0.0
2018-10-31,-0.12688528471646737,-0.4125251568604238,-0.0,1.0,-0.46885284716467385,-0.3594412217355274,0.0
2018-11-01,-0.10634009863429437,-0.43161987860394535,-0.0,1.0,-0.4707653641881639,-0.3622913505311077,0.0
2018-11-02,-0.10968731563421828,-0.4154572271386431,-0.0,1.0,-0.4753982300884955,-0.359339233038348,0.0
2018-11-05,-0.10880694552575082,-0.4176752306131597,-0.0,1.0,-0.4754523792672281,-0.3572793545190742,0.0
2018-11-06,-0.10527934150149014,-0.41600832584322817,-0.0,1.0,-0.4802734282605611,-0.3637352760300866,0.0
2018-11-07,-0.10610947727919552,-0.4173939853903804,-0.0,1.0,-0.4828526705246181,-0.3653353571767385,0.0
2018-11-08,-0.09354382657869934,-0.41703581526861455,-0.0,1.0,-0.4784165881244109,-0.3672714420358153,0.0
2018-11-09,-0.0934687338014231,-0.4169690401017859,-0.0,1.0,-0.4785354130342585,-0.36718345035577965,0.0
2018-11-12,-0.09307349142991313,-0.40692650857008683,-0.0,1.0,-0.4826250293496126,-0.3653439774594975,0.0
2018-11-13,-0.07705750768943985,-0.40381209805200863,-0.0,1.0,-0.48618230962811076,-0.36305806692142795,0.0
2018-11-14,-0.07854111282123036,-0.40340935590690735,-0.0,1.0,-0.4870341868383005,-0.36299612891189775,0.0
2018-11-15,-0.07789998601854872,-0.40331826443584845,-0.0,1.0,-0.4876031132031504,-0.3614205154495036,0.0
2018-11-16,-0.07383941673848733,-0.395914374228413,-0.0,1.0,-0.48925019216882903,-0.37031515687964406,0.0
2018-11-19,-0.0712735926090101,-0.39789562093180597,-0.0,1.0,-0.4919627650887712,-0.3718591792455031,0.0
2018-11-20,-0.06345992739458252,-0.3960485897793913,-0.0,1.0,-0.49339104533184397,-0.3741971516336219,0.0
2018-11-21,-0.06638170055452865,-0.3920748613678373,-0.0,1.0,-0.49281423290203324,-0.35926524953789274,0.0
2018-11-23,-0.06708217913204063,-0.3865650969529086,-0.0,1.0,-0.4949676823638043,-0.3597876269621422,0.0
2018-11-26,-0.06703446365504029,-0.3866023406661896,-0.0,1.0,-0.4949562567807761,-0.3597562383139817,0.0
2018-11-27,-0.06271560645784463,-0.38747067752173314,-0.0,1.0,-0.49264063290557014,-0.3569753001241893,0.0
2018-11-28,-0.0636198449755043,-0.3849161625687145,-0.0,1.0,-0.4937783195712676,-0.35777537548588906,0.0
2018-11-29,-0.05196702970523095,-0.37943238121332507,-0.0,1.0,-0.49202000136995677,-0.3598648309244925,0.0
2018-11-30,-0.0516064211175302,-0.3794898728107232,-0.0,1.0,-0.4921334459845181,-0.3602402210398923,0.0
2018-12-03,-0.05487397859362412,-0.3836344803774888,-0.0,1.0,-0.49770974795718725,-0.36554264011969156,0.0
2018-12-04,-0.04865386382431315,-0.3874391252412019,-0.0,1.0,-0.49602591197280166,-0.3650647799320041,0.0
2018-12-06,-0.044549549549549546,-0.35750000000000004,-0.0,1.0,-0.4987162162162162,-0.35146396396396395,0.0
2018-12-07,-0.0512780021206037,-0.35781803415525526,-0.0,1.0,-0.4998984817379927,-0.3469894195411375,0.0
2018-12-10,-0.0466278101582015,-0.3575848954699913,-0.0,1.0,-0.5013614780475729,-0.34480275446137226,0.0
2018-12-11,-0.0470114321721127,-0.3575254298316681,-0.0,1.0,-0.5011927266180575,-0.34469799261859757,0.0
2018-12-12,-0.046592239128477535,-0.3577698748536959,-0.0,1.0,-0.5010353830917439,-0.34543531106509406,0.0
2018-12-13,-0.044125658253132374,-0.35652351552569456,-0.0,1.0,-0.5210641002360632,-0.3481478118757944,0.0
2018-12-14,-0.04527197222411328,-0.35402909206435657,-0.0,1.0,-0.5219552045748519,-0.34801552181904827,0.0
2018-12-17,-0.037460978147762745,-0.3533683210423924,-0.0,1.0,-0.5165135954395331,-0.35479346695018776,0.0
2018-12-18,-0.038006641495701224,-0.35886821634899696,-0.0,1.0,-0.52174407496702,-0.35586589637447114,0.0
2018-12-19,-0.035315266116003365,-0.3599335563292147,-0.0,1.0,-0.5234714542517123,-0.35677065556238197,0.0
2018-12-20,-0.03576137862047015,-0.35854590096849,-0.0,1.0,-0.5230755240303734,-0.3560678397671987,0.0
2018-12-21,-0.03390102459486098,-0.3621381254727577,-0.0,1.0,-0.5282279322437939,-0.3678685217869668,0.0
2018-12-24,-0.021680155021087427,-0.3495953493673772,-0.0,1.0,-0.5274364527527642,-0.3809871195714123,0.0
2018-12-26,-0.01910682451890113,-0.34954518444027977,-0.0,1.0,-0.533185537322302,-0.38366777894592496,0.0
2018-12-27,-0.008475716399838558,-0.33795237454594373,-0.0,1.0,-0.5098434907394951,-0.3860038566751872,0.0
2018-12-28,-0.003679027301074545,-0.3438768871839738,-0.0,1.0,-0.5110931646364717,-0.38466025080198313,0.0
2018-12-31,-0.003298034640581531,-0.34481288701426904,-0.0,1.0,-0.5109485775823387,-0.3844790451404469,0.0
2019-01-02,-0.0016365144484049587,-0.34460959042302775,-0.0,1.0,-0.5101217297733539,-0.385410361602439,0.0
2019-01-03,-0.012934809458579418,-0.3427050818530911,-0.0,1.0,-0.5217488940288788,-0.36821540050751167,0.0
2019-01-04,-0.0,-0.3480370237882311,-0.0,1.0,-0.5142863530674298,-0.37343498479699516,0.0
2019-01-07,-0.0,-0.33702170978378737,-0.0,1.0,-0.5106778498240644,-0.36534844092327434,0.0
2019-01-08,-0.0,-0.34879476507378304,-0.0,1.0,-0.5071112199247702,-0.369850208106123,0.0
2019-01-09,-0.0,-0.37010251210994705,-0.0,1.0,-0.5152866959558409,-0.36762419736397434,0.0
2019-01-10,-0.0,-0.3720111883064153,-0.0,1.0,-0.5147297663087612,-0.3689659839393666,0.0
2019-01-11,-0.0,-0.37411727545518125,-0.0,1.0,-0.5144507366378629,-0.36759695868961934,0.0
2019-01-14,-0.0,-0.37414797092944524,-0.0,1.0,-0.515009253825667,-0.36787342572112125,0.0
2019-01-15,-0.0,-0.37271699819168175,-0.0,1.0,-0.5132911392405063,-0.3743670886075949,0.0
2019-01-16,-0.0,-0.37591634809984265,-0.0,1.0,-0.4980661119856083,-0.37472453339329886,0.0
2019-01-17,-0.0,-0.38041498999617834,-0.0,1.0,-0.49587482858620147,-0.37178247869972797,0.0
2019-01-18,-0.0,-0.379406915554351,-0.0,1.0,-0.4963976782528175,-0.38268175350633515,0.0
2019-01-22,-0.0,-0.35473768379903153,-0.0,1.0,-0.54548887210697,-0.3209097774421394,0.0
2019-01-23,-0.0,-0.330632956467551,-0.0,1.0,-0.5507656013531559,-0.3441867711208048,0.0
2019-01-24,-0.0,-0.33316272031333455,-0.0,1.0,-0.5461767847605484,-0.3460254584297668,0.0
2019-01-25,-0.0,-0.2992608900770561,-0.0,1.0,-0.6438568508076292,-0.30341697930941525,0.0
2019-01-28,-0.0,-0.31210912716396266,-0.0,1.0,-0.6407368802682861,-0.31308347684220067,0.0
2019-01-29,-0.0,-0.30650105588228616,-0.0,1.0,-0.6387293081132632,-0.3255069370330843,0.0
2019-01-30,-0.0,-0.30607153387312597,-0.0,1.0,-0.6384069311197297,-0.32358077612211106,0.0
2019-01-31,-0.0,-0.31520381514704215,-0.0,1.0,-0.6220960599523107,-0.3336209833087317,0.0
2019-02-01,-0.0,-0.3159102267048294,-0.0,1.0,-0.6222116214619963,-0.3334923447367225,0.0
2019-02-04,-0.0,-0.3158397380508436,-0.0,1.0,-0.6305425439992723,-0.3274819227795716,0.0
2019-02-05,-0.0,-0.32408103735101756,-0.0,1.0,-0.630933661493585,-0.3238987261001345,0.0
2019-02-06,-0.0,-0.33300004544834794,-0.0,1.0,-0.6269372358314775,-0.31248011634777073,0.0
2019-02-07,-0.0,-0.33975449821886416,-0.0,1.0,-0.6298413994962903,-0.2993669593628752,0.0
2019-02-08,-0.0,-0.3484800362976406,-0.0,1.0,-0.6422640653357531,-0.27788112522686026,0.0
2019-02-11,-0.0,-0.33995856385037454,-0.0,1.0,-0.6370921840493592,-0.2996380028686565,0.0
2019-02-12,-0.0,-0.3343029201227133,-0.0,1.0,-0.6351096466310646,-0.3030564708555846,0.0
2019-02-13,-0.0,-0.35347253744893325,-0.0,1.0,-0.6262823422605538,-0.2898774398547435,0.0
2019-02-14,-0.0,-0.3379015184283015,-0.0,1.0,-0.6354633824299406,-0.3031392992920072,0.0
2019-02-15,-0.0,-0.3287952384210166,-0.0,1.0,-0.6425167042940868,-0.309114957469613,0.0
2019-02-19,-0.0,-0.32226224126926234,-0.0,1.0,-0.6491520014589223,-0.3081517279110057,0.0
2019-02-20,-0.0,-0.31393707599144016,-0.0,1.0,-0.652756909347539,-0.30983927514456133,0.0
2019-02-21,-0.0,-0.3078344166951762,-0.0,1.0,-0.6587524233093852,-0.314174934428099,0.0
2019-02-22,-0.0,-0.3029922912010217,-0.0,1.0,-0.6700953336678375,-0.3076449391050495,0.0
2019-02-25,-0.0,-0.3017584833081467,-0.0,1.0,-0.6781609195402298,-0.3097724046343362,0.0
2019-02-26,-0.0,-0.304989910108237,-0.0,1.0,-0.6825353146211705,-0.3056319941295175,0.0
2019-02-27,-0.0,-0.30893004492527737,-0.0,1.0,-0.6746813972678096,-0.3084716237278812,0.0
2019-02-28,-0.0,-0.3078122492031827,-0.0,1.0,-0.6728119052532618,-0.3123753181536768,0.0
2019-03-01,-0.0,-0.3083979268907948,-0.0,1.0,-0.6794936476631657,-0.30537082052928494,0.0
