Date,CUBI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3231611380621476,-0.8290284515536908,-0.08689524059263143,-0.5399567326602858,-0.4988199816441589,0.0
2018-09-25,1.0,-0.3223498523137512,-0.8313423039054807,-0.08470626846078108,-0.5420085329832621,-0.5015425008204791,0.0
2018-09-26,1.0,-0.3219504186504679,-0.831226399605976,-0.08304055163355771,-0.5429321950418651,-0.5043506813331144,0.0
2018-09-27,1.0,-0.3221824628213125,-0.8303076064475887,-0.08335248350349628,-0.5428252519615245,-0.5042185089130363,0.0
2018-09-28,1.0,-0.31942436588250755,-0.8337823629911946,-0.08407806544881062,-0.5433039821264292,-0.5049940859508476,0.0
2018-10-01,1.0,-0.318839626364952,-0.8362386528088409,-0.08459413235100645,-0.5434153400868308,-0.5059531640573609,0.0
2018-10-02,1.0,-0.31880189798339265,-0.8486555950968762,-0.08138921839989455,-0.5420126532226176,-0.5042506919731119,0.0
2018-10-03,1.0,-0.31933854837112585,-0.8361884014918969,-0.07895171139056673,-0.5499884477010925,-0.5161897217546292,0.0
2018-10-04,1.0,-0.31791044776119404,-0.8474626865671643,-0.07877280265339967,-0.5485240464344943,-0.5240796019900498,0.0
2018-10-05,1.0,-0.30810667900459365,-0.8441455434746686,-0.06877292706302256,-0.5535873624376217,-0.5301893651475593,0.0
2018-10-08,1.0,-0.3074103427778879,-0.8435043920480814,-0.06769698170530349,-0.5539264249389076,-0.5297866719503336,0.0
2018-10-09,1.0,-0.30450126514848846,-0.8537754694366759,-0.04934079105073911,-0.5712478359302171,-0.5504394726328405,0.0
2018-10-10,1.0,-0.30410311063744755,-0.8548924265636447,-0.04832478518617198,-0.571471391460734,-0.5516552321321521,0.0
2018-10-11,1.0,-0.25008131139009954,-0.8620958823912054,-0.0,-0.5642685227346647,-0.5759773629089963,0.0
2018-10-12,1.0,-0.2509730755621321,-0.8578505484607714,-0.0,-0.5489432881912053,-0.5589796377907165,0.0
2018-10-15,1.0,-0.19733568997119666,-0.9416077507200837,-0.0,-0.5554137208693375,-0.5787837130138779,0.0
2018-10-16,1.0,-0.1895403392499754,-0.9583647757472359,-0.0,-0.5549394665179304,-0.578135765609108,0.0
2018-10-17,1.0,-0.16302526530209943,-0.9238098367118968,-0.0,-0.5762065906626803,-0.6224660774714985,0.0
2018-10-18,1.0,-0.168445475638051,-0.9394100099436525,-0.0,-0.5776267815710971,-0.6290686112031819,0.0
2018-10-19,1.0,-0.1603995105334524,-0.9410655819029665,-0.0,-0.5771075172801534,-0.6286337930350232,0.0
2018-10-22,1.0,-0.16069421487603305,-0.9360330578512397,-0.0,-0.5788760330578512,-0.6301818181818182,0.0
2018-10-23,1.0,-0.1540437741892433,-0.9453156279193916,-0.0,-0.5948551981849727,-0.6421993860936875,0.0
2018-10-24,1.0,-0.1516535538071743,-0.9414921989598612,-0.0,-0.5957460994799306,-0.6448526470196025,0.0
2018-10-25,1.0,-0.11808882558591222,-0.9014955328240323,-0.0,-0.600738055159912,-0.6167616211316846,0.0
2018-10-26,1.0,-0.11341467340565946,-0.8940862118919614,-0.0,-0.5999098606058654,-0.6118533303286868,0.0
2018-10-29,1.0,-0.06545724591555273,-1.0536459438432704,-0.0,-0.674729471674093,-0.7424499611005022,0.0
2018-10-30,1.0,-0.04434597660404112,-1.0575682382133995,-0.0,-0.6792272243885147,-0.7637008153137185,0.0
2018-10-31,1.0,-0.05611847233047545,-1.0324169205696876,-0.0,-0.6884432792460852,-0.7658187486714376,0.0
2018-11-01,1.0,-0.02281138790035587,-1.0678291814946619,-0.0,-0.6947686832740212,-0.7733451957295373,0.0
2018-11-02,1.0,-0.028036061516704968,-1.0386777443874846,-0.0,-0.7014318543397561,-0.7672264451122504,0.0
2018-11-05,1.0,-0.024562643576603642,-1.0482770807563173,-0.0,-0.7020675030924192,-0.7592860929492844,0.0
2018-11-06,1.0,-0.02299663895276844,-1.046877764019105,-0.0,-0.7049708119582522,-0.7630992393419422,0.0
2018-11-07,1.0,-0.02329368450863778,-1.0473307844803172,-0.0,-0.7058198810535259,-0.7636292834890966,0.0
2018-11-08,1.0,-0.0,-1.0467473259687883,-0.0,-0.6933193056286164,-0.7668595476065229,0.0
2018-11-09,1.0,-0.0021981918099627726,-1.0598120900549548,-0.0,-0.7037759262542103,-0.7796489984045382,0.0
2018-11-12,1.0,-0.0006353688669255207,-1.0467702082597952,-0.0,-0.7063536886692553,-0.7761030709495235,0.0
2018-11-13,1.0,-0.0,-1.0378830278438504,-0.0,-0.6949769133902336,-0.7651112354834195,0.0
2018-11-14,1.0,-0.0,-1.0386338185890258,-0.0,-0.6951987681970885,-0.765607502799552,0.0
2018-11-15,1.0,-0.0,-1.038507233209868,-0.0,-0.6952617233908729,-0.7605353274163115,0.0
2018-11-16,1.0,-0.0,-1.0300728299125343,-0.0,-0.6922326375579329,-0.7623793427884448,0.0
2018-11-19,1.0,-0.0,-1.0334766048153197,-0.0,-0.6961596253974911,-0.7647901596952861,0.0
2018-11-20,1.0,-0.0,-1.0141178106961541,-0.0,-0.6830794909242646,-0.7800959732943877,0.0
2018-11-21,1.0,-0.0,-1.0089221123703882,-0.0,-0.6794584725619208,-0.7564504461056185,0.0
2018-11-23,1.0,-0.0,-1.0035790487989538,-0.0,-0.681189345447037,-0.7566246816711405,0.0
2018-11-26,1.0,-0.0,-1.0025833562965003,-0.0,-0.6833149627996693,-0.7585767429043814,0.0
2018-11-27,1.0,-0.0,-1.0024329232772506,-0.0,-0.6736456155981222,-0.7506082308193126,0.0
2018-11-28,1.0,-0.0,-1.0206699683587837,-0.0,-0.6695900398954464,-0.7490026138395928,0.0
2018-11-29,1.0,-0.0,-1.002210809156151,-0.0,-0.6548756845005271,-0.7441583619604776,0.0
2018-11-30,1.0,-0.0,-1.0023467791306715,-0.0,-0.654717366165567,-0.7440650295898238,0.0
2018-12-03,1.0,-0.0,-1.0022786015508094,-0.0,-0.6546388246497075,-0.7439804108284587,0.0
2018-12-04,1.0,-0.0,-1.0085615274852213,-0.0,-0.6474145545967249,-0.7414554596724876,0.0
2018-12-06,1.0,-0.0,-0.9793411874645395,-0.0,-0.6350832693655508,-0.7230250642459033,0.0
2018-12-07,1.0,-0.0,-0.9810974184283472,-0.0,-0.6381792071602713,-0.7204020973182381,0.0
2018-12-10,1.0,-0.0,-0.983716697004799,-0.0,-0.6291246069832865,-0.6967731259308291,0.0
2018-12-11,1.0,-0.0,-0.9841227750339753,-0.0,-0.6406244820842586,-0.6899134873545693,0.0
2018-12-12,1.0,-0.0,-0.9843822534650839,-0.0,-0.6401949731414549,-0.6912925260295775,0.0
2018-12-13,1.0,-0.0,-0.9884679295446993,-0.0,-0.6404785643070787,-0.6944167497507477,0.0
2018-12-14,1.0,-0.0,-1.000933271115259,-0.0,-0.6360909272715153,-0.6960869275381641,0.0
2018-12-17,1.0,-0.0,-0.9971783295711061,-0.0,-0.6160536449342716,-0.7063470986588766,0.0
2018-12-18,1.0,-0.0,-0.9850924665493542,-0.0,-0.615923503436369,-0.7191473820511969,0.0
2018-12-19,1.0,-0.0,-0.9858462356302743,-0.0,-0.6170509668416505,-0.719582696524686,0.0
2018-12-20,1.0,-0.0,-0.9715097831835008,-0.0,-0.6205050237969328,-0.7131147540983607,0.0
2018-12-21,1.0,-0.0,-0.9745927266743459,-0.0,-0.623959190389995,-0.692545663978937,0.0
2018-12-24,1.0,-0.0,-0.9621628698612201,-0.0,-0.6144278606965173,-0.6965174129353233,0.0
2018-12-26,1.0,-0.0,-0.9934582801818598,-0.0,-0.5902593791907893,-0.6871422496974454,0.0
2018-12-27,1.0,-0.0,-0.9546446531929025,-0.0,-0.5299996837144574,-0.6782110889711231,0.0
2018-12-28,1.0,-0.0,-0.9597722960151804,-0.0,-0.527988614800759,-0.6747944339025933,0.0
2018-12-31,1.0,-0.0,-0.9609995255416732,-0.0,-0.5277241815593864,-0.6743318045231694,0.0
2019-01-02,1.0,-0.0,-0.9602060812946457,-0.0,-0.5245590745306278,-0.6759908970225679,0.0
2019-01-03,1.0,-0.0,-0.9697027743191904,-0.0,-0.5162979280400983,-0.7065095935893752,0.0
2019-01-04,1.0,-0.0,-0.9748523528291103,-0.0,-0.49002984695497553,-0.7103257763383501,0.0
2019-01-07,1.0,-0.0,-0.9497224128251512,-0.0,-0.47807373214397103,-0.6911608758031313,0.0
2019-01-08,1.0,-0.0,-0.9335783016223959,-0.0,-0.4912029396194687,-0.6892224332824712,0.0
