Date,CB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.16046756168537402,-0.28530555351771697,-0.07089232876042353,-0.4622551536937862,-0.466461252537109,0.0
2018-09-25,1.0,-0.15913952059004302,-0.29224339274738786,-0.0654701905347265,-0.4680516287645974,-0.4735832821143208,0.0
2018-09-26,1.0,-0.15865822722458933,-0.29246607393542345,-0.06243381030958304,-0.47016230327808284,-0.4791271580917666,0.0
2018-09-27,1.0,-0.15801415641107852,-0.2961501467432856,-0.061632179939329665,-0.47073766246578047,-0.4797395614965349,0.0
2018-09-28,1.0,-0.15666395323022275,-0.2976886455018624,-0.06203902414958435,-0.4706085497915588,-0.4797602308887738,0.0
2018-10-01,1.0,-0.15653911627562728,-0.2981521229615375,-0.062220906421927805,-0.4704315002590481,-0.4797572348456813,0.0
2018-10-02,1.0,-0.1566163947374917,-0.3015081578752499,-0.06151111988744354,-0.469725767037741,-0.4789820551427937,0.0
2018-10-03,1.0,-0.156425821735268,-0.295972756884809,-0.060704767545158425,-0.47186852235712173,-0.4827016089231073,0.0
2018-10-04,1.0,-0.15814400947235996,-0.29305113594316584,-0.06110165519623079,-0.47379067071215375,-0.48067293223809177,0.0
2018-10-05,1.0,-0.1461655837763339,-0.28573538098050794,-0.050108289033274266,-0.48506103563693637,-0.4940441031699153,0.0
2018-10-08,1.0,-0.14487233049077192,-0.283428768032243,-0.047479786685016345,-0.4877737091740188,-0.49399130028753285,0.0
2018-10-09,1.0,-0.14229034722393358,-0.28645358436629786,-0.03832031346262845,-0.4945907981961113,-0.5026737967914439,0.0
2018-10-10,1.0,-0.14356472240703777,-0.2851827209777975,-0.039796949311254035,-0.4955274635913358,-0.5001108893324462,0.0
2018-10-11,1.0,-0.12584934964084646,-0.27730052417006407,-0.020894001164822363,-0.4953892448068336,-0.5072801397786838,0.0
2018-10-12,1.0,-0.12093182596779718,-0.2831204424215729,-0.014266138109920227,-0.5085890471296431,-0.5201145206283951,0.0
2018-10-15,1.0,-0.1050714006259781,-0.305702269170579,-0.0,-0.5096341940532081,-0.5248190532081377,0.0
2018-10-16,1.0,-0.10839657282741738,-0.30200734394124845,-0.0,-0.5112117503059975,-0.5263647490820074,0.0
2018-10-17,1.0,-0.09454721315439489,-0.27740297424737037,-0.0,-0.5108451215088865,-0.5353161649135534,0.0
2018-10-18,1.0,-0.0936786356348088,-0.2768330013118896,-0.0,-0.519629755599825,-0.5392595111996502,0.0
2018-10-19,1.0,-0.07996909406992467,-0.26564612710063745,-0.0,-0.5256905543751208,-0.5432441568475952,0.0
2018-10-22,1.0,-0.08001062622261937,-0.2590141763469945,-0.0,-0.529427391503852,-0.5465984012365059,0.0
2018-10-23,1.0,-0.07886153325762885,-0.25927178718983307,-0.0,-0.5306240788615333,-0.5473434970644374,0.0
2018-10-24,1.0,-0.07720712458367524,-0.2564319158179273,-0.0,-0.5312786600376502,-0.5485591543177101,0.0
2018-10-25,1.0,-0.0563297257786895,-0.2285727759307727,-0.0,-0.5388932116667846,-0.534083138808328,0.0
2018-10-26,1.0,-0.04016789382357079,-0.2231158842564367,-0.0,-0.5511419593865778,-0.5304366177367162,0.0
2018-10-29,1.0,-0.025311135498634042,-0.22740327363579052,-0.0,-0.5464076400401616,-0.5358769000863941,0.0
2018-10-30,1.0,-0.023883454345948216,-0.22737141923283452,-0.0,-0.5464011393084771,-0.5369925057782551,0.0
2018-10-31,1.0,-0.02406940945983767,-0.22572068289952424,-0.0,-0.5460397425132941,-0.5364772833286687,0.0
2018-11-01,1.0,-0.010884512294604357,-0.23666239366041256,-0.0,-0.5460202773569515,-0.5371401934506468,0.0
2018-11-02,1.0,-0.01367065103864454,-0.22320993385168852,-0.0,-0.5496112336079843,-0.5345015666705349,0.0
2018-11-05,1.0,-0.009292816652727442,-0.23705975281107705,-0.0,-0.5518306848805873,-0.5250441408791005,0.0
2018-11-06,1.0,-0.0049663083774394365,-0.2353983538902749,-0.0,-0.5580685024132062,-0.533190328522465,0.0
2018-11-07,1.0,-0.005559189012426423,-0.23624217509109594,-0.0,-0.5597963187891246,-0.5341726618705036,0.0
2018-11-08,1.0,-0.0,-0.23357325284420707,-0.0,-0.5532853494311586,-0.5349431158579057,0.0
2018-11-09,1.0,-0.0,-0.2335910473404379,-0.0,-0.5535511132780757,-0.5346288686122913,0.0
2018-11-12,1.0,-0.0,-0.2246059848642644,-0.0,-0.5566664352334004,-0.5330602420791966,0.0
2018-11-13,1.0,-0.0,-0.22286350045198527,-0.0,-0.5594650348839905,-0.5355445842894561,0.0
2018-11-14,1.0,-0.0,-0.22256479206268256,-0.0,-0.5600630534563494,-0.5355139320320831,0.0
2018-11-15,1.0,-0.0,-0.22199323854952993,-0.0,-0.5608993655351271,-0.5326726253878571,0.0
2018-11-16,1.0,-0.0,-0.23243885948756207,-0.0,-0.5661762991630337,-0.5327675844543399,0.0
2018-11-19,1.0,-0.0,-0.2359524255478554,-0.0,-0.5702144596366361,-0.5350955235062745,0.0
2018-11-20,1.0,-0.0,-0.219696261682243,-0.0,-0.564158878504673,-0.5526168224299066,0.0
2018-11-21,1.0,-0.0,-0.2151129058460396,-0.0,-0.5649933857829145,-0.5406716331314256,0.0
2018-11-23,1.0,-0.0,-0.20709565217391304,-0.0,-0.5695768115942028,-0.542168115942029,0.0
2018-11-26,1.0,-0.0,-0.20698450978573418,-0.0,-0.5696595863092477,-0.5422502550783787,0.0
2018-11-27,1.0,-0.0,-0.20594022733060163,-0.0,-0.5681181563534504,-0.5409171933236104,0.0
2018-11-28,1.0,-0.0,-0.2079184996526974,-0.0,-0.5671220189858763,-0.5403102570039361,0.0
2018-11-29,1.0,-0.0,-0.20095715797708344,-0.0,-0.561041829644287,-0.5388615342137959,0.0
2018-11-30,1.0,-0.0,-0.20075487330556258,-0.0,-0.5609076891210789,-0.5397574279072979,0.0
2018-12-03,1.0,-0.0,-0.20119636489129186,-0.0,-0.5603589094673875,-0.5391464396640976,0.0
2018-12-04,1.0,-0.0,-0.2027321777063483,-0.0,-0.5559866835036161,-0.5372058317070371,0.0
