Date,IWF,IWM,MTUM,SLP,SPY,VLUE,VXX
2018-09-24,-0.8258033630542757,-1.673807671593561,-0.24229549398599723,1.0,-1.1253665250433846,-1.116869128119203,0.0
2018-09-25,-0.8299718714465258,-1.6710754683104916,-0.24848883835058952,1.0,-1.1229876114668742,-1.1123346699383567,0.0
2018-09-26,-0.8317964071856288,-1.6734730538922153,-0.25179640718562873,1.0,-1.1228742514970058,-1.1081437125748503,0.0
2018-09-27,-0.8321263989466755,-1.6705966844215694,-0.25243880543419717,1.0,-1.1222095876473759,-1.10748698306302,0.0
2018-09-28,-0.8292522301382984,-1.6738310483146739,-0.253427527988984,1.0,-1.1224330958510447,-1.1080644195653475,0.0
2018-10-01,-0.8289615522817103,-1.674751467241586,-0.2542220625224578,1.0,-1.1223499820337766,-1.1084561025272488,0.0
2018-10-02,-0.8290403737869892,-1.6768899005630766,-0.2544027794417156,1.0,-1.1218401821013537,-1.1079429735234216,0.0
2018-10-03,-0.8296060914922957,-1.661910186462018,-0.2522933029558127,1.0,-1.1305234126746209,-1.1212302895857067,0.0
2018-10-04,-0.8301072691316594,-1.6589560735902202,-0.2532510337388386,1.0,-1.1306406184454967,-1.1196739977227783,0.0
2018-10-05,-0.8102594691321204,-1.6509394572025053,-0.2298836862511184,1.0,-1.1405905159558605,-1.1330748583358186,0.0
2018-10-08,-0.8064957468324311,-1.6452322883826065,-0.2245553506632562,1.0,-1.1418713937302956,-1.1303908155374456,0.0
2018-10-09,-0.8058414133602998,-1.6458866218547379,-0.22247338052465648,1.0,-1.1427041817857355,-1.1315210278983998,0.0
2018-10-10,-0.8078272765122226,-1.6442038898471423,-0.22458811633854756,1.0,-1.1438172842443348,-1.1272824600011895,0.0
2018-10-11,-0.7200693040716142,-1.6628934449898933,-0.08894022523823275,1.0,-1.1330060641062663,-1.1703725093849264,0.0
2018-10-12,-0.7374221917651762,-1.661127291416824,-0.07675175603906118,1.0,-1.1019930329507168,-1.1334018616869397,0.0
2018-10-15,-0.7170670613685528,-1.69196174427872,-0.04639644768302402,1.0,-1.1004781965159969,-1.1368552886257541,0.0
2018-10-16,-0.7140822604534578,-1.706790475105389,-0.03623105844821693,1.0,-1.1018571265808363,-1.1377463825908625,0.0
2018-10-17,-0.6846299598751673,-1.6433905483727151,-0.010978600089166296,1.0,-1.0900579580918413,-1.1438363798484172,0.0
2018-10-18,-0.6830887686213245,-1.6411873012330527,-0.013055850025107405,1.0,-1.095966077107627,-1.146125090665625,0.0
2018-10-19,-0.6621912812862588,-1.6264434499143599,-0.0,1.0,-1.0943698546881042,-1.14216255041715,0.0
2018-10-22,-0.6633690726207583,-1.627390295125456,-0.0,1.0,-1.094064330717365,-1.1418702332264838,0.0
2018-10-23,-0.6720766631584778,-1.6309754611421923,-0.006203955021326095,1.0,-1.089514208164848,-1.1405306597241456,0.0
2018-10-24,-0.671204072598495,-1.6274900398406376,-0.0,1.0,-1.0910247897299692,-1.1437029659141214,0.0
2018-10-25,-0.6041041577368196,-1.5524003429061295,-0.0,1.0,-1.1086583797685383,-1.0927453921988854,0.0
2018-10-26,-0.5735729386892178,-1.5261627906976745,-0.0,1.0,-1.1113107822410149,-1.0743657505285413,0.0
2018-10-29,-0.5453686200378072,-1.5345515647973116,-0.0,1.0,-1.0953056080655323,-1.0757718966603655,0.0
2018-10-30,-0.5358698504329573,-1.5341380215166622,-0.0,1.0,-1.0951456310679613,-1.082812909997376,0.0
2018-10-31,-0.5426562500000001,-1.4989062499999999,-0.0,1.0,-1.09234375,-1.0744270833333334,0.0
2018-11-01,-0.5146737433655948,-1.5216984077427411,-0.0,1.0,-1.0914247060047872,-1.0756062025184723,0.0
2018-11-02,-0.5234746639089969,-1.4736297828335057,-0.0,1.0,-1.1057911065149948,-1.0676835573940022,0.0
2018-11-05,-0.5191462973489742,-1.484781148261072,-0.0,1.0,-1.1058343238075552,-1.0579814996641002,0.0
2018-11-06,-0.5260492040520983,-1.4905933429811866,-0.0,1.0,-1.1013024602026047,-1.0505478602439529,0.0
2018-11-07,-0.5268004966887416,-1.4919288079470199,-0.0,1.0,-1.1032181291390728,-1.0518936258278144,0.0
2018-11-08,-0.4809160305343511,-1.4950560991854092,-0.0,1.0,-1.0872995542804447,-1.059941595368615,0.0
2018-11-09,-0.4818573185731858,-1.4953362033620337,-0.0,1.0,-1.0873821238212382,-1.0605268552685527,0.0
2018-11-12,-0.47990821009688933,-1.469709331973483,-0.0,1.0,-1.094900560938297,-1.0548699643039265,0.0
2018-11-13,-0.43611799827961345,-1.4698173354247839,-0.0,1.0,-1.101857005515357,-1.052168193088094,0.0
2018-11-14,-0.4353114072872853,-1.473268129529215,-0.0,1.0,-1.1040895961080424,-1.0549333603608169,0.0
2018-11-15,-0.43360817441448735,-1.4742779098588699,-0.0,1.0,-1.1068845161616672,-1.0437047903282919,0.0
2018-11-16,-0.42737542868670564,-1.4592999798265078,-0.0,1.0,-1.1050030260238046,-1.0517450070607222,0.0
2018-11-19,-0.4307909604519774,-1.4586359967715898,-0.0,1.0,-1.1035613397901534,-1.0513518966908797,0.0
2018-11-20,-0.3607807717396759,-1.4498469566962717,-0.0,1.0,-1.1155100607155402,-1.0917256259722015,0.0
2018-11-21,-0.3568103318816639,-1.449066426390349,-0.0,1.0,-1.1135806177103669,-1.0862992441307504,0.0
2018-11-23,-0.3590218043608722,-1.42998599719944,-0.0,1.0,-1.1227245449089818,-1.089267853570714,0.0
2018-11-26,-0.3586016096579477,-1.45523138832998,-0.0,1.0,-1.1258048289738432,-1.090543259557344,0.0
2018-11-27,-0.3388136195260567,-1.492261632922312,-0.0,1.0,-1.1413710864159943,-1.1019434718627898,0.0
2018-11-28,-0.3423579011530452,-1.482805912531112,-0.0,1.0,-1.1479148676791793,-1.1064154010260578,0.0
2018-11-29,-0.31545741324921134,-1.4592659356066298,-0.0,1.0,-1.1325421861699463,-1.099994992739472,0.0
2018-11-30,-0.3143718592964824,-1.4645728643216078,-0.0,1.0,-1.1365829145728643,-1.1095979899497488,0.0
2018-12-03,-0.3143718592964824,-1.4645728643216078,-0.0,1.0,-1.1365829145728643,-1.1095979899497488,0.0
2018-12-04,-0.2984490287607288,-1.476835817898911,-0.0,1.0,-1.1338151884756313,-1.1102243638006324,0.0
2018-12-06,-0.2786216937636496,-1.3874787672894926,-0.0,1.0,-1.1231739868963844,-1.0639650570249939,0.0
2018-12-07,-0.2927791853439875,-1.3914928863769247,-0.0,1.0,-1.129165854609238,-1.0589066458779965,0.0
2018-12-10,-0.24615161897408677,-1.4060705496308448,-0.0,1.0,-1.1360806832987502,-1.0372532934420693,0.0
2018-12-11,-0.25991593796801776,-1.4028213923377941,-0.0,1.0,-1.1416976665539398,-1.0267645779989372,0.0
2018-12-12,-0.2612455911484756,-1.4025221046528482,-0.0,1.0,-1.1420495724017974,-1.025800840701551,0.0
2018-12-13,-0.2603243766642459,-1.3972403776325346,-0.0,1.0,-1.1579278625030258,-1.0259501331396754,0.0
2018-12-14,-0.2599592904914219,-1.4032179897256956,-0.0,1.0,-1.1560531162159542,-1.0271396723853834,0.0
2018-12-17,-0.22960885751583424,-1.407871198568873,-0.0,1.0,-1.139244790407581,-1.0581637093265,0.0
2018-12-18,-0.21318702381522836,-1.392591882696823,-0.0,1.0,-1.1302889453256026,-1.0557285926493842,0.0
2018-12-19,-0.22237151494793417,-1.391909400643025,-0.0,1.0,-1.1285570324871634,-1.0559047938960604,0.0
2018-12-20,-0.2195470798569726,-1.3707747318235997,-0.0,1.0,-1.13134684147795,-1.0458641239570918,0.0
2018-12-21,-0.2134543208703501,-1.370231364910447,-0.0,1.0,-1.1299349137726258,-1.0372464250083138,0.0
2018-12-24,-0.177607637411976,-1.3401389479654047,-0.0,1.0,-1.1308190368164848,-1.0775083888652583,0.0
2018-12-26,-0.1766665102969461,-1.3625275601632498,-0.0,1.0,-1.0947600506637893,-1.0571374958952948,0.0
2018-12-27,-0.11415647812262081,-1.3052532580948542,-0.0,1.0,-1.00192574678669,-1.057100631465807,0.0
2018-12-28,-0.11042011543107692,-1.3085320567312426,-0.0,1.0,-1.0007158516397479,-1.0544047246208224,0.0
2018-12-31,-0.1105145413870246,-1.308903803131991,-0.0,1.0,-1.0005816554809843,-1.054228187919463,0.0
2019-01-02,-0.11410937922335344,-1.3175511307324983,-0.0,1.0,-1.0125686998828722,-1.0606360933417425,0.0
2019-01-03,-0.12408824853669519,-1.3137775776677172,-0.0,1.0,-1.0194056731202161,-1.045204862674471,0.0
2019-01-04,-0.10742616411957157,-1.3165419262313451,-0.0,1.0,-1.0116075830233497,-1.046116613633308,0.0
2019-01-07,-0.07600439077936333,-1.2798682766190999,-0.0,1.0,-1.0116794731064764,-1.023271130625686,0.0
2019-01-08,-0.07943249989052853,-1.263038052283575,-0.0,1.0,-1.0179533213644525,-1.0183912072513903,0.0
2019-01-09,-0.0797180755592523,-1.2620058661296676,-0.0,1.0,-1.0175546119161232,-1.0184301536575757,0.0
2019-01-10,-0.0817612815686961,-1.2571015888300434,-0.0,1.0,-1.0216658642272507,-1.0163697640828118,0.0
2019-01-11,-0.07277929277124592,-1.2747552416290402,-0.0,1.0,-1.064598328043274,-1.0583396665027494,0.0
2019-01-14,-0.06434280037928387,-1.2803088454418208,-0.0,1.0,-1.0757213166568835,-1.0949112746647403,0.0
2019-01-15,-0.06676625022632626,-1.283994206047438,-0.0,1.0,-1.0770867282274126,-1.0986329893174,0.0
2019-01-16,-0.06210111800117685,-1.287647671208075,-0.0,1.0,-1.07527271081338,-1.101253790793464,0.0
2019-01-17,-0.07274459974587039,-1.2745507351606462,-0.0,1.0,-1.08204755854057,-1.1087311671809765,0.0
2019-01-18,-0.07887517146776407,-1.2587562871513487,-0.0,1.0,-1.0886602652034751,-1.1461819844535894,0.0
