Date,IWF,IWM,MNRL,MTUM,SPY,VLUE,VXX
2019-12-18,-0.07764686630666012,-1.013254786450663,1.0,-2.2868597610865655,-2.343806251022746,-1.460399279986909,0.0
2019-12-19,-0.07957711850516308,-1.0163907556138339,1.0,-2.2898705130306505,-2.345435174561547,-1.464104245205704,0.0
2019-12-20,-0.07405574797954807,-1.0191324426851394,1.0,-2.3019132442685137,-2.3728352300841165,-1.478888339106053,0.0
2019-12-23,-0.07602339181286549,-1.0219915987150976,1.0,-2.294868626966477,-2.37039782554979,-1.4732723828350218,0.0
2019-12-24,-0.09941083727491494,-1.0309517882333417,1.0,-2.2862003153265285,-2.4049456476640945,-1.476557961994855,0.0
2019-12-26,-0.09530583214793742,-1.0468580035143502,1.0,-2.321646724123504,-2.4229771567232867,-1.4806292360471927,0.0
2019-12-27,-0.08801404212637913,-1.0529923102641259,1.0,-2.32221664994985,-2.4148278167836845,-1.4803577398863257,0.0
2019-12-30,-0.08616647127784291,-1.0442136995478144,1.0,-2.3352034835036006,-2.4253893820130634,-1.482917434265617,0.0
2019-12-31,-0.0578823923605294,-1.0634109566091474,1.0,-2.348132015412967,-2.4307254146423185,-1.4765454850058637,0.0
2020-01-02,-0.05548105933623869,-1.0627723768018773,1.0,-2.350821320817969,-2.4337076768354007,-1.4781260476030842,0.0
2020-01-03,-0.0,-1.1237749239607975,1.0,-2.433592429874958,-2.407739101047651,-1.4836093274754985,0.0
2020-01-06,-0.0,-1.1455899779922125,1.0,-2.4791772473336717,-2.3900457084814626,-1.4497206703910615,0.0
2020-01-07,-0.0,-1.1450220115137149,1.0,-2.482475448696241,-2.3813918049441245,-1.457077548256011,0.0
2020-01-08,-0.0,-1.14134664185417,1.0,-2.479360514295381,-2.3749788529859583,-1.4631196075114195,0.0
2020-01-09,-0.0,-1.167595818815331,1.0,-2.5815331010452964,-2.43588850174216,-1.5257839721254356,0.0
2020-01-10,-0.0,-1.186470229273821,1.0,-2.5676924418097813,-2.4193182808822247,-1.5441548252114026,0.0
2020-01-13,-0.0,-1.185801393728223,1.0,-2.5687282229965156,-2.4148083623693384,-1.5414634146341464,0.0
2020-01-14,-0.0,-1.176583159359777,1.0,-2.5487125956854557,-2.40875086986778,-1.5646311760612386,0.0
2020-01-15,-0.0,-1.1787981563614227,1.0,-2.546569266892773,-2.404469953909036,-1.5666579702582835,0.0
2020-01-16,-0.0,-1.1840982321692939,1.0,-2.556126447792389,-2.406601062440129,-1.5616999042062178,0.0
2020-01-17,-0.0,-1.147670875054419,1.0,-2.563865912059208,-2.4156726164562476,-1.5797997387897258,0.0
2020-01-21,-0.0,-1.1505526063876077,1.0,-2.5598294317291796,-2.4131929336002087,-1.5789748498825167,0.0
2020-01-22,-0.0,-1.146549473501001,1.0,-2.564876860151423,-2.4123226873205117,-1.5787137759986076,0.0
2020-01-23,-0.0,-1.1618315274379587,1.0,-2.5739252009786786,-2.4407549807759525,-1.5616917161831527,0.0
2020-01-24,-0.0,-1.1711474257599719,1.0,-2.591020910209102,-2.455983131259884,-1.5677385345282022,0.0
2020-01-27,-0.0,-1.1435063800034961,1.0,-2.590106624715959,-2.433228456563538,-1.5728893550078658,0.0
2020-01-28,-0.0,-1.2057192374350088,1.0,-2.6349220103986135,-2.3621317157712305,-1.4626516464471404,0.0
2020-01-29,-0.0,-1.207677080643773,1.0,-2.6190722093123333,-2.3316120148033392,-1.448317411136931,0.0
2020-01-30,-0.0,-1.2078178694158075,1.0,-2.6099656357388317,-2.341408934707904,-1.431958762886598,0.0
2020-01-31,-0.0,-1.2154269025940558,1.0,-2.5958598179007044,-2.3415220752448036,-1.436780621886274,0.0
2020-02-03,-0.0,-1.1649744063103131,1.0,-2.5274817487622725,-2.285474532180918,-1.4133590668792482,0.0
2020-02-04,-0.0,-1.122210953346856,1.0,-2.541497633536173,-2.319134550371873,-1.468813387423935,0.0
2020-02-05,-0.0,-1.137030441787501,1.0,-2.59662511659459,-2.321122699906724,-1.424913084032901,0.0
2020-02-06,-0.0,-1.133175595741085,1.0,-2.607909413554166,-2.3071657934764236,-1.4019773533885416,0.0
2020-02-07,-0.0,-1.1314677037538046,1.0,-2.6107541427122087,-2.309266148123098,-1.4030267162664862,0.0
2020-02-10,-0.0,-1.1102965958881026,1.0,-2.6056622851365017,-2.3094876980114596,-1.400572969329289,0.0
2020-02-11,-0.0,-1.1090573012939002,1.0,-2.579062342463452,-2.2977650814989077,-1.416064526970257,0.0
2020-02-12,-0.0,-1.1015116966472425,1.0,-2.607127776370239,-2.3341778565999496,-1.4024153365425218,0.0
2020-02-13,-0.0,-1.0996288172768685,1.0,-2.614982284460941,-2.327653112873292,-1.393706765648726,0.0
2020-02-14,-0.0,-1.0987091875474564,1.0,-2.6152029022188477,-2.3289462583312246,-1.3938243482662618,0.0
2020-02-18,-0.0,-1.098582039162728,1.0,-2.6195982444294392,-2.3312795408507765,-1.3907832545577312,0.0
2020-02-19,-0.0,-1.1020580296896085,1.0,-2.6203609986504723,-2.330971659919028,-1.3811572199730096,0.0
2020-02-20,-0.0,-1.102598717516031,1.0,-2.6208234897063787,-2.3321802227472155,-1.3817921025987174,0.0
2020-02-21,-0.0,-1.1200033732501264,1.0,-2.6157868105920055,-2.3194467869792543,-1.3779726766739753,0.0
2020-02-24,-0.0,-1.1103125522313222,1.0,-2.588918602707672,-2.291492562259736,-1.3662878154771854,0.0
2020-02-25,-0.0,-1.1658885776532837,1.0,-2.4183006535947715,-1.961406784936197,-1.2352941176470589,0.0
2020-02-26,-0.0,-1.0850954100051573,1.0,-2.277315258233257,-1.8832977234214987,-1.1219332498342298,0.0
2020-02-27,-0.0,-1.0738319130179255,1.0,-2.2638113429327062,-1.8970761093153103,-1.111666176902733,0.0
2020-02-28,-0.0,-1.2170192696402102,1.0,-1.9423932084624713,-1.5591564479180704,-1.0190675111171001,0.0
2020-03-02,-0.0,-1.0951276102088168,1.0,-2.1508845707656614,-1.8739124129930398,-1.130655452436195,0.0
2020-03-03,-0.0,-1.1953543776057178,1.0,-1.7485937396598505,-1.6385414598636754,-1.0352061412216267,0.0
2020-03-04,-0.0,-1.3052990109386258,1.0,-1.818169908953953,-1.5191589703281587,-0.9075129363987686,0.0
2020-03-05,-0.0,-1.567773788150808,1.0,-1.6291997948191845,-1.4062580148756092,-0.8086688894588357,0.0
2020-03-06,-0.0,-1.5597645732890866,1.0,-1.6317700832759379,-1.3095610794565151,-0.7602529584872582,0.0
2020-03-09,-0.0,-1.5564092953523239,1.0,-1.6276861569215393,-1.3058470764617691,-0.7569965017491254,0.0
2020-03-10,-0.5599683633693011,-1.1041749053725778,1.0,-1.110728207445907,-1.0085870854753969,-0.8659962713970962,0.0
2020-03-11,-0.45857745167825664,-1.2050046542189126,1.0,-1.0997645512785414,-0.9250396977495484,-0.7872200624212891,0.0
2020-03-12,-0.49361793414137084,-1.0802853158854446,1.0,-1.0746004504987665,-0.948675319103293,-0.7659551646465731,0.0
2020-03-13,-0.4972511848341232,-0.8835545023696684,1.0,-0.9259241706161138,-0.8465402843601896,-0.5860663507109005,0.0
2020-03-16,-0.41557806807073666,-0.9415711365857993,1.0,-0.8373766995467874,-0.766951035279481,-0.48178263574158,0.0
2020-03-17,-0.42263353145318916,-0.7213291315967928,1.0,-0.6075232358690015,-0.7577087239219753,-0.4797558737883441,0.0
2020-03-18,-0.4470448397409624,-0.8222395278301501,1.0,-0.5211082875645545,-0.8204361013197803,-0.4879088449872941,0.0
2020-03-19,-0.4456783961400882,-0.861949920971633,1.0,-0.538848681474087,-0.8392396639214708,-0.4736710756176691,0.0
2020-03-20,-0.4741549840887589,-1.0273931366646598,1.0,-0.5233508213640664,-0.8635073535735788,-0.41192913047217683,0.0
2020-03-23,-0.5282766611702839,-1.2019697847497661,1.0,-0.42916350996033686,-0.9102901198805651,-0.38691563795178036,0.0
2020-03-24,-0.5335375467363395,-1.1837920627055274,1.0,-0.47038154871841076,-0.9194107842695617,-0.3975854768232804,0.0
2020-03-25,-0.5149440925130735,-1.1621954848858467,1.0,-0.3358700735512946,-0.8826580502529654,-0.35585221716763743,0.0
2020-03-26,-0.519768972692912,-1.1607848133520193,1.0,-0.32993587293498106,-0.8800696479381661,-0.35622372276723147,0.0
2020-03-27,-0.5069877714000499,-1.1520672157058482,1.0,-0.2897845437151651,-0.8722236086848016,-0.33832459861908326,0.0
2020-03-30,-0.5053043225028082,-1.1635395432042268,1.0,-0.2806506635603445,-0.8795606772891792,-0.3311977368223988,0.0
