Date,IWF,IWM,MTUM,MYC,SPY,VLUE,VXX
2018-09-24,-0.10149060050881896,-0.2684105383577783,-0.0,1.0,-0.17639626410777398,-0.16114876978503254,0.0
2018-09-25,-0.1008133415350967,-0.26906909985646915,-0.0,1.0,-0.1768846968764951,-0.16195065272366893,0.0
2018-09-26,-0.10070909867577957,-0.26899615548910716,-0.0,1.0,-0.17688167449807773,-0.16208457923964117,0.0
2018-09-27,-0.10473469946289897,-0.263761075570456,-0.0,1.0,-0.17868016831446065,-0.16333686839314426,0.0
2018-09-28,-0.10446178060630945,-0.2641483610483816,-0.0,1.0,-0.17874495312393074,-0.16345035242592212,0.0
2018-10-01,-0.10476874903752374,-0.26388104648974214,-0.0,1.0,-0.17894358605821056,-0.16347552315931763,0.0
2018-10-02,-0.10489737927728993,-0.2642804567007309,-0.0,1.0,-0.17901710060083192,-0.16355980074975607,0.0
2018-10-03,-0.10447582370560546,-0.2596491228070175,-0.0,1.0,-0.18077877620881472,-0.16667522464698328,0.0
2018-10-04,-0.1073869183208591,-0.2560501481494168,-0.0,1.0,-0.18476715707263605,-0.16450579752342132,0.0
2018-10-05,-0.10528381745571219,-0.25465064682390687,-0.0,1.0,-0.18351708366044303,-0.16319077038604635,0.0
2018-10-08,-0.10494269340974213,-0.25428093873652613,-0.0,1.0,-0.1834151998908446,-0.16291444944740074,0.0
2018-10-09,-0.10563836681788724,-0.2544087048470171,-0.0,1.0,-0.18313606439949517,-0.1623290241157008,0.0
2018-10-10,-0.1066027925055833,-0.25374635593364814,-0.0,1.0,-0.18366094413284006,-0.1608162708628126,0.0
2018-10-11,-0.08202729820720765,-0.24513657395890343,-0.0,1.0,-0.17135180854768892,-0.1599416223029338,0.0
2018-10-12,-0.0855044731203899,-0.24006018677526453,-0.0,1.0,-0.1612449503622655,-0.14870058714816087,0.0
2018-10-15,-0.07091909184389639,-0.2539376826023797,-0.0,1.0,-0.1583234041164085,-0.14903618587494083,0.0
2018-10-16,-0.07034552546965024,-0.2548107525828723,-0.0,1.0,-0.1581386998318889,-0.14885178475248495,0.0
2018-10-17,-0.06992482429104903,-0.2544232995776462,-0.0,1.0,-0.15780376041615704,-0.14855763742804493,0.0
2018-10-18,-0.06965141683242573,-0.25387224051912477,-0.0,1.0,-0.15832980076303518,-0.14857990674014412,0.0
2018-10-19,-0.0632596327902767,-0.247737264028963,-0.0,1.0,-0.1580359451771399,-0.1472071373157486,0.0
2018-10-22,-0.06310326429645438,-0.24322969717547008,-0.0,1.0,-0.16077347173044898,-0.14968230101372654,0.0
2018-10-23,-0.0659991264821495,-0.24376000905870363,-0.0,1.0,-0.15894789627784336,-0.14890244099710445,0.0
2018-10-24,-0.06530058615511311,-0.2415831032311195,-0.0,1.0,-0.15866556863504983,-0.14918697217781654,0.0
2018-10-25,-0.053825300255335246,-0.22464773192951484,-0.0,1.0,-0.16032531601677016,-0.1373451439019008,0.0
2018-10-26,-0.04601783758410264,-0.2199499295884838,-0.0,1.0,-0.16434047879831012,-0.13439211391018618,0.0
2018-10-29,-0.03939299610894942,-0.22175875486381325,-0.0,1.0,-0.16018677042801557,-0.13509727626459145,0.0
2018-10-30,-0.04032006974282334,-0.22180708636901425,-0.0,1.0,-0.16020611495111775,-0.134410610872408,0.0
2018-10-31,-0.04277751973989781,-0.21308252051401144,-0.0,1.0,-0.15976157299891625,-0.13260566651184394,0.0
2018-11-01,-0.03713556569484185,-0.21735364627639006,-0.0,1.0,-0.15952362539633438,-0.13267342046245456,0.0
2018-11-02,-0.03824445609598125,-0.21168614872158653,-0.0,1.0,-0.16076550596798567,-0.13143447552663232,0.0
2018-11-05,-0.03764916283802535,-0.21320649995374796,-0.0,1.0,-0.16083377015818198,-0.13004532700194257,0.0
2018-11-06,-0.034326394799969046,-0.2119322138822255,-0.0,1.0,-0.16545693724367408,-0.13592819004875029,0.0
2018-11-07,-0.034222414753388206,-0.21189430038987558,-0.0,1.0,-0.16517111207376692,-0.1358221424593106,0.0
2018-11-08,-0.03164859570924009,-0.2113607970757438,-0.0,1.0,-0.16371824729706802,-0.1356015855144439,0.0
2018-11-09,-0.031223003825743553,-0.21146488954708131,-0.0,1.0,-0.1643681352585462,-0.1355825003085277,0.0
2018-11-12,-0.031128464482806324,-0.20489447066238295,-0.0,1.0,-0.16687931379029405,-0.13430587367223648,0.0
2018-11-13,-0.020999573612718522,-0.20235122129499908,-0.0,1.0,-0.16746360479990252,-0.13199731985137356,0.0
2018-11-14,-0.02217037951908269,-0.20218654224417912,-0.0,1.0,-0.16835155451870149,-0.13207691017489287,0.0
2018-11-15,-0.021915052501638294,-0.202081777588125,-0.0,1.0,-0.16824908179282808,-0.13174939421186582,0.0
2018-11-16,-0.020998813110563317,-0.19956480720654918,-0.0,1.0,-0.1678535561033507,-0.1332359475334003,0.0
2018-11-19,-0.02000761324704987,-0.2001827179291968,-0.0,1.0,-0.16877046060144651,-0.13370384468976018,0.0
2018-11-20,-0.011650985561262367,-0.1976122297471327,-0.0,1.0,-0.1688559610926776,-0.13696347135736253,0.0
2018-11-21,-0.014774179003531975,-0.19484481851657023,-0.0,1.0,-0.16762606147140605,-0.12572330352446082,0.0
2018-11-23,-0.015124434898845017,-0.19191661284750905,-0.0,1.0,-0.16886198765413557,-0.12602694462384162,0.0
2018-11-26,-0.014954505870694575,-0.19283204708567311,-0.0,1.0,-0.16825320560944118,-0.1254166541545299,0.0
2018-11-27,-0.012459987435306788,-0.1933616537529542,-0.0,1.0,-0.16645226912376224,-0.12353785861728542,0.0
2018-11-28,-0.012165377306259257,-0.19510990737554054,-0.0,1.0,-0.16582621317092877,-0.12325487438088253,0.0
2018-11-29,-0.014457288695391082,-0.19659210328779464,-0.0,1.0,-0.16668668368112896,-0.12352499624680979,0.0
2018-11-30,-0.014780766977603532,-0.19736229402310246,-0.0,1.0,-0.16826641431210848,-0.12168596878614453,0.0
2018-12-03,-0.012645855888367618,-0.19911584265608087,-0.0,1.0,-0.16953867436545172,-0.12236857933357392,0.0
2018-12-04,-0.010471989678038827,-0.19995799201848352,-0.0,1.0,-0.16824196597353497,-0.12161310649023313,0.0
2018-12-06,-0.010400469414698549,-0.17136570338858736,-0.0,1.0,-0.1742408684171923,-0.11091389174123514,0.0
2018-12-07,-0.01516331418328215,-0.17155703139922715,-0.0,1.0,-0.17495114532978737,-0.10764189894062505,0.0
2018-12-10,-0.008363933088535292,-0.17198519554700706,-0.0,1.0,-0.17466631695517865,-0.10211575450253542,0.0
2018-12-11,-0.01820521444134119,-0.17020778802988873,-0.0,1.0,-0.17985874508312985,-0.0939798499714858,0.0
2018-12-12,-0.016896541626401945,-0.17114703212392748,-0.0,1.0,-0.18010776303844914,-0.09602038127031538,0.0
2018-12-13,-0.01660910793725123,-0.1693690002341372,-0.0,1.0,-0.18218801217513464,-0.09519140716459845,0.0
2018-12-14,-0.012941696113074204,-0.18228798586572437,-0.0,1.0,-0.1793286219081272,-0.09774734982332156,0.0
2018-12-17,-0.0018082385110699479,-0.18423451236364702,-0.0,1.0,-0.17269412837023315,-0.11139043250713004,0.0
2018-12-18,-0.0,-0.1799321792954347,-0.0,1.0,-0.17793309739230873,-0.12293613303519865,0.0
2018-12-19,-0.0,-0.18529112255900324,-0.0,1.0,-0.18493171199233258,-0.12732119324308133,0.0
2018-12-20,-0.0,-0.18078581767716712,-0.0,1.0,-0.18614298718159164,-0.12531896796144032,0.0
2018-12-21,-0.0,-0.18241761542851992,-0.0,1.0,-0.18782480699330106,-0.13175523446183424,0.0
2018-12-24,-0.0,-0.17318944414591916,-0.0,1.0,-0.18287658964714312,-0.13656039166517403,0.0
2018-12-26,-0.0,-0.17630160516495882,-0.0,1.0,-0.17345850855890538,-0.13101936859562874,0.0
2018-12-27,-0.0,-0.16101109030678382,-0.0,1.0,-0.14006913437995103,-0.13921935762638626,0.0
2018-12-28,-0.0,-0.16445443671004656,-0.0,1.0,-0.13933445746321357,-0.13740325997665268,0.0
2018-12-31,-0.0,-0.17314087390906585,-0.0,1.0,-0.14080130113413591,-0.1382164587659556,0.0
2019-01-02,-0.0,-0.17469730304663939,-0.0,1.0,-0.14350239680620108,-0.13882534640770475,0.0
2019-01-03,-0.0,-0.1788907187389719,-0.0,1.0,-0.13702799670626983,-0.15449652982002116,0.0
2019-01-04,-0.0,-0.18014039192746417,-0.0,1.0,-0.12661596958174906,-0.1556595495758994,0.0
2019-01-07,-0.0,-0.1720908723047575,-0.0,1.0,-0.1233741834788138,-0.14971963697323543,0.0
2019-01-08,-0.0,-0.1728405771955698,-0.0,1.0,-0.12307336398600388,-0.14996674474422372,0.0
2019-01-09,-0.0,-0.16920366251696947,-0.0,1.0,-0.1228878426388608,-0.1521330984084804,0.0
2019-01-10,-0.0,-0.1717116125481563,-0.0,1.0,-0.12259942646931032,-0.15399878341974915,0.0
2019-01-11,-0.0,-0.16414379635139253,-0.0,1.0,-0.12511791939393058,-0.1620539018620379,0.0
2019-01-14,-0.0,-0.1607745448752299,-0.0,1.0,-0.11797760945442959,-0.16952220950946456,0.0
2019-01-15,-0.0,-0.16168072586021973,-0.0,1.0,-0.11844508218105923,-0.169275589181668,0.0
2019-01-16,-0.0,-0.16164117715212606,-0.0,1.0,-0.11187869308307265,-0.1747335187116209,0.0
2019-01-17,-0.0,-0.1611165807609892,-0.0,1.0,-0.112005559738229,-0.1747118781490705,0.0
2019-01-18,-0.0,-0.16188521607498943,-0.0,1.0,-0.11523514257019345,-0.1784201563250513,0.0
2019-01-22,-0.0,-0.15218280478826385,-0.0,1.0,-0.049968641780056174,-0.16123578654596024,0.0
2019-01-23,-0.0,-0.14987494562853415,-0.0,1.0,-0.04931491953023053,-0.16009678120922138,0.0
2019-01-24,-0.0,-0.14619081233709819,-0.0,1.0,-0.05469428757602085,-0.1566301042571677,0.0
2019-01-25,-0.0,-0.13661576480384652,-0.0,1.0,-0.028620546087003238,-0.17782075560390562,0.0
2019-01-28,-0.0,-0.13091285470407163,-0.0,1.0,-0.037086822684930035,-0.17621281572190933,0.0
2019-01-29,-0.0,-0.12732835539261933,-0.0,1.0,-0.041485834434051266,-0.179003693020999,0.0
2019-01-30,-0.0,-0.12817612603514442,-0.0,1.0,-0.04226755537601831,-0.17608563926479498,0.0
2019-01-31,-0.0,-0.13240563623137647,-0.0,1.0,-0.019371177627502224,-0.19532828623002935,0.0
2019-02-01,-0.0,-0.13189477512425749,-0.0,1.0,-0.01903261001333495,-0.19603723010196522,0.0
2019-02-04,-0.0,-0.13344917697136238,-0.0,1.0,-0.01691855922842749,-0.19663784045906407,0.0
2019-02-05,-0.0,-0.1294149330101663,-0.0,1.0,-0.0158890459839763,-0.2012253416818151,0.0
2019-02-06,-0.0,-0.12898617138852198,-0.0,1.0,-0.019327708440035583,-0.19950400301911206,0.0
2019-02-07,-0.0,-0.12895482130815913,-0.0,1.0,-0.0257316250842886,-0.19394470667565744,0.0
2019-02-08,-0.0,-0.13162759942242555,-0.0,1.0,-0.03214444759321485,-0.18570098376583946,0.0
2019-02-11,-0.0,-0.12981256503466262,-0.0,1.0,-0.0348653360180543,-0.18669171205016283,0.0
2019-02-12,-0.0,-0.12434228369948466,-0.0,1.0,-0.04381611065907241,-0.18795768917819364,0.0
2019-02-13,-0.0,-0.12425907380842828,-0.0,1.0,-0.044049584540016784,-0.18499472216959426,0.0
2019-02-14,-0.0,-0.12136745182593602,-0.0,1.0,-0.047407889562399136,-0.18728557286793324,0.0
2019-02-15,-0.0,-0.13422117238196085,-0.0,1.0,-0.04129673372973853,-0.18203415600988296,0.0
2019-02-19,-0.0,-0.13755964553510566,-0.0,1.0,-0.04129516019086571,-0.18447171097477846,0.0
2019-02-20,-0.0,-0.1357470385938097,-0.0,1.0,-0.041063922703204324,-0.18787870516949615,0.0
2019-02-21,-0.0,-0.14456450556647021,-0.0,1.0,-0.0383513425016372,-0.18141508404278545,0.0
2019-02-22,-0.0,-0.13818330717259264,-0.0,1.0,-0.04356787006073841,-0.1831433836074524,0.0
2019-02-25,-0.0,-0.13439173732586332,-0.0,1.0,-0.047696669999863016,-0.18773201101324605,0.0
2019-02-26,-0.0,-0.13414851471576034,-0.0,1.0,-0.04696431753690935,-0.18970787810662246,0.0
2019-02-27,-0.0,-0.13448720410346435,-0.0,1.0,-0.04868749485695476,-0.18830402940450394,0.0
2019-02-28,-0.0,-0.13716145690270834,-0.0,1.0,-0.0519419875844641,-0.18429654452562766,0.0
2019-03-01,-0.0,-0.13628627117248196,-0.0,1.0,-0.05572789414445329,-0.1806077909243144,0.0
2019-03-04,-0.0,-0.13647465627487035,-0.0,1.0,-0.0523065945827273,-0.18337495540492332,0.0
2019-03-05,-0.0,-0.13334431495284768,-0.0,1.0,-0.05809276723084738,-0.18126535710853958,0.0
2019-03-06,-0.0,-0.13368043630568874,-0.0,1.0,-0.056475210528484886,-0.18358908136771396,0.0
2019-03-07,-0.0,-0.12715162811095274,-0.0,1.0,-0.06535741694989584,-0.17794101523955708,0.0
2019-03-08,-0.0,-0.12598964468673807,-0.0,1.0,-0.06393995014108429,-0.1798071391392488,0.0
2019-03-11,-0.0,-0.12597516756400395,-0.0,1.0,-0.06517140973519393,-0.18231513020547194,0.0
2019-03-12,-0.0,-0.12121086974477577,-0.0,1.0,-0.0673577269348311,-0.1880592494700036,0.0
2019-03-13,-0.0,-0.12039623030886704,-0.0,1.0,-0.06777189241246474,-0.18764531884157667,0.0
2019-03-14,-0.0,-0.11775123558484349,-0.0,1.0,-0.0708264689730917,-0.18430807248764416,0.0
2019-03-15,-0.0,-0.11674686004990832,-0.0,1.0,-0.0702163153323315,-0.19171963106448098,0.0
2019-03-18,-0.0,-0.12079056865464632,-0.0,1.0,-0.0736754507628294,-0.19249653259361998,0.0
2019-03-19,-0.0,-0.11987999499979166,-0.0,1.0,-0.07540591969109824,-0.19364695751211855,0.0
2019-03-20,-0.0,-0.11822324728374134,-0.0,1.0,-0.07598577264012005,-0.1951815933531553,0.0
2019-03-21,-0.0,-0.11723353808183469,-0.0,1.0,-0.07816031391688967,-0.19116484796383854,0.0
2019-03-22,-0.0,-0.11545223676499317,-0.0,1.0,-0.08949850696285548,-0.19041107359138226,0.0
2019-03-25,-0.0,-0.09764249063930107,-0.0,1.0,-0.09814172791568437,-0.19098599362085705,0.0
